Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,infection,hours post infection,tissue
SRR18676205,6861433,425408846,0,142,SRX14777755,GSM6033145,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537156,SAMN27404928,simple,9606,Homo sapiens,GSM6033145,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_NSP1wt_C_Total,Human,293T,,24,
SRR18676221,8314549,914600390,70,273,SRX14777756,GSM6033146,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537157,SAMN27404927,simple,9606,Homo sapiens,GSM6033146,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAMdel_0hr,Human,293T,,24,
SRR18676204,29720968,3269306480,70,976,SRX14777757,GSM6033147,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537159,SAMN27404926,simple,9606,Homo sapiens,GSM6033147,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAMdel_2hr_A,Human,293T,,26,
SRR18676203,12468018,1371481980,70,411,SRX14777758,GSM6033148,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537158,SAMN27404925,simple,9606,Homo sapiens,GSM6033148,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAMdel_2hr_B,Human,293T,,26,
SRR18676202,22518562,2477041820,70,752,SRX14777759,GSM6033149,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537160,SAMN27404924,simple,9606,Homo sapiens,GSM6033149,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAMdel_3hr_A,Human,293T,,27,
SRR18676201,16891607,1858076770,70,563,SRX14777760,GSM6033150,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537163,SAMN27404923,simple,9606,Homo sapiens,GSM6033150,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAMdel_3hr_B,Human,293T,,27,
SRR18676200,23127371,2544010810,70,763,SRX14777761,GSM6033151,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537161,SAMN27404922,simple,9606,Homo sapiens,GSM6033151,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_del_4hr,Human,293T,,28,
SRR18676199,4406478,484712580,70,144,SRX14777762,GSM6033152,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537162,SAMN27404921,simple,9606,Homo sapiens,GSM6033152,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_GFP_0hr,Human,293T,,24,
SRR18676198,25896013,2848561430,70,851,SRX14777763,GSM6033153,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537164,SAMN27404920,simple,9606,Homo sapiens,GSM6033153,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_GFP_2hr_A,Human,293T,,26,
SRR18676197,32287002,3551570220,70,1080,SRX14777764,GSM6033162,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537165,SAMN27404911,simple,9606,Homo sapiens,GSM6033162,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_RK_3hr_B,Human,293T,,27,
SRR18676196,37839630,4162359300,70,1237,SRX14777765,GSM6033163,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537166,SAMN27404910,simple,9606,Homo sapiens,GSM6033163,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_RK_4hr,Human,293T,,28,
SRR18676195,5961177,655729470,70,196,SRX14777766,GSM6033164,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537167,SAMN27404909,simple,9606,Homo sapiens,GSM6033164,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_wt_0hr,Human,293T,,24,
SRR18676194,36609907,4027089770,70,1206,SRX14777767,GSM6033165,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537168,SAMN27404908,simple,9606,Homo sapiens,GSM6033165,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_wt_2hr_A,Human,293T,,26,
SRR18676193,27465065,3021157150,70,904,SRX14777768,GSM6033166,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537169,SAMN27404907,simple,9606,Homo sapiens,GSM6033166,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_wt_2hr_B,Human,293T,,26,
SRR18676192,16860831,1854691410,70,568,SRX14777769,GSM6033167,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537170,SAMN27404906,simple,9606,Homo sapiens,GSM6033167,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_wt_3hr_A,Human,293T,,27,
SRR18676191,19424907,2136739770,70,655,SRX14777770,GSM6033168,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537172,SAMN27404905,simple,9606,Homo sapiens,GSM6033168,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_wt_3hr_B,Human,293T,,27,
SRR18676190,32174109,3539151990,70,1059,SRX14777771,GSM6033169,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537171,SAMN27404904,simple,9606,Homo sapiens,GSM6033169,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_wt_4hr,Human,293T,,28,
SRR18676189,40429453,3032208975,75,1109,SRX14777772,GSM6033210,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537174,SAMN27404863,simple,10036,Mesocricetus auratus,GSM6033210,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Hamster + Virus,MOCK_Ham_day3_3,Hamster + Virus,,SARS-CoV-2,72,Lung tissue
SRR18676188,41535833,3115187475,75,1163,SRX14777773,GSM6033211,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537173,SAMN27404862,simple,10036,Mesocricetus auratus,GSM6033211,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Hamster + Virus,Nsplmt_Ham_day3_1,Hamster + Virus,,SARS-CoV-2,72,Lung tissue
SRR18676187,40968487,3072636525,75,1119,SRX14777774,GSM6033212,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537175,SAMN27404861,simple,10036,Mesocricetus auratus,GSM6033212,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Hamster + Virus,Nsplmt_Ham_day3_2,Hamster + Virus,,SARS-CoV-2,72,Lung tissue
SRR18676186,56029631,4202222325,75,1541,SRX14777775,GSM6033213,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537177,SAMN27404860,simple,10036,Mesocricetus auratus,GSM6033213,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Hamster + Virus,Nsplmt_Ham_day3_3,Hamster + Virus,,SARS-CoV-2,72,Lung tissue
SRR18676185,45144634,3385847550,75,1232,SRX14777776,GSM6033214,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537176,SAMN27404859,simple,10036,Mesocricetus auratus,GSM6033214,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Hamster + Virus,WT_Ham_day3_1,Hamster + Virus,,SARS-CoV-2,72,Lung tissue
SRR18676184,45608507,3420638025,75,1245,SRX14777777,GSM6033215,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537178,SAMN27404858,simple,10036,Mesocricetus auratus,GSM6033215,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Hamster + Virus,WT_Ham_day3_2,Hamster + Virus,,SARS-CoV-2,72,Lung tissue
SRR18676183,47527141,3564535575,75,1302,SRX14777778,GSM6033216,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537179,SAMN27404857,simple,10036,Mesocricetus auratus,GSM6033216,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Hamster + Virus,WT_Ham_day3_3,Hamster + Virus,,SARS-CoV-2,72,Lung tissue
SRR18676182,3576979,364851858,102,112,SRX14777779,GSM6033217,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537180,SAMN27404856,simple,9606,Homo sapiens,GSM6033217,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_4hpi_del_rep1,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676181,14049358,997504418,71,302,SRX14777780,GSM6033242,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537181,SAMN27404831,simple,9606,Homo sapiens,GSM6033242,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,24_WT_ruxo_B,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676180,6010145,426720295,71,129,SRX14777781,GSM6033243,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537182,SAMN27404830,simple,9606,Homo sapiens,GSM6033243,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,48_del_noruxo_A,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676297,9435425,669915175,71,203,SRX14777782,GSM6033244,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537183,SAMN27404829,simple,9606,Homo sapiens,GSM6033244,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,48_del_noruxo_B,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676179,13905891,987318261,71,298,SRX14777783,GSM6033245,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537184,SAMN27404828,simple,9606,Homo sapiens,GSM6033245,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,48_del_ruxo_A,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676178,10212233,725068543,71,221,SRX14777784,GSM6033246,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537185,SAMN27404827,simple,9606,Homo sapiens,GSM6033246,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,48_del_ruxo_B,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676177,4936216,350471336,71,105,SRX14777785,GSM6033247,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537186,SAMN27404826,simple,9606,Homo sapiens,GSM6033247,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,48_WT_noruxo_A,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676176,3091289,219481519,71,66,SRX14777786,GSM6033248,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537187,SAMN27404825,simple,9606,Homo sapiens,GSM6033248,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,48_WT_noruxo_B,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676175,9363053,664776763,71,200,SRX14777787,GSM6033249,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537188,SAMN27404824,simple,9606,Homo sapiens,GSM6033249,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,48_WT_ruxo_A,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676174,8079023,573610633,71,172,SRX14777788,GSM6033250,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537189,SAMN27404823,simple,9606,Homo sapiens,GSM6033250,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,48_WT_ruxo_B,Human + Virus,Calu3,SARS-CoV-2,48,
SRR18676172,1315838,92108660,70,27,SRX14777789,GSM6033109,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537190,SAMN27404964,simple,60711,Chlorocebus sabaeus,GSM6033109,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_WT_11_A,Monkey + Virus,Vero6,SARS-CoV-2,11,
SRR18676171,2983720,208860400,70,62,SRX14777790,GSM6033110,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537191,SAMN27404963,simple,60711,Chlorocebus sabaeus,GSM6033110,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_Del_11_A,Monkey + Virus,Vero6,SARS-CoV-2,11,
SRR18676170,2378057,166463990,70,49,SRX14777791,GSM6033111,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537192,SAMN27404962,simple,60711,Chlorocebus sabaeus,GSM6033111,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_WT_11_B,Monkey + Virus,Vero6,SARS-CoV-2,11,
SRR18676169,1511188,105783160,70,31,SRX14777792,GSM6033112,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537193,SAMN27404961,simple,60711,Chlorocebus sabaeus,GSM6033112,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_Del_11_B,Monkey + Virus,Vero6,SARS-CoV-2,11,
SRR18676168,3144871,220140970,70,66,SRX14777793,GSM6033113,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537196,SAMN27404960,simple,60711,Chlorocebus sabaeus,GSM6033113,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_WT_24_A,Monkey + Virus,Vero6,SARS-CoV-2,24,
SRR18676167,2742625,191983750,70,57,SRX14777794,GSM6033114,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537194,SAMN27404959,simple,60711,Chlorocebus sabaeus,GSM6033114,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_Del_24_A,Monkey + Virus,Vero6,SARS-CoV-2,24,
SRR18676325,2467264,172708480,70,51,SRX14777795,GSM6033115,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537195,SAMN27404958,simple,60711,Chlorocebus sabaeus,GSM6033115,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_WT_24_B,Monkey + Virus,Vero6,SARS-CoV-2,24,
SRR18676324,1520716,106450120,70,31,SRX14777796,GSM6033116,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537197,SAMN27404957,simple,60711,Chlorocebus sabaeus,GSM6033116,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_Del_24_B,Monkey + Virus,Vero6,SARS-CoV-2,24,
SRR18676323,26324700,2895717000,70,867,SRX14777797,GSM6033154,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537198,SAMN27404919,simple,9606,Homo sapiens,GSM6033154,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_GFP_2hr_B,Human,293T,,26,
SRR18676322,27306311,3003694210,70,913,SRX14777798,GSM6033155,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537199,SAMN27404918,simple,9606,Homo sapiens,GSM6033155,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_GFP_3hr_A,Human,293T,,27,
SRR18676321,20512260,2256348600,70,689,SRX14777799,GSM6033156,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537202,SAMN27404917,simple,9606,Homo sapiens,GSM6033156,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_GFP_3hr_B,Human,293T,,27,
SRR18676320,19424207,2136662770,70,636,SRX14777800,GSM6033157,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537203,SAMN27404916,simple,9606,Homo sapiens,GSM6033157,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_GFP_4hr,Human,293T,,28,
SRR18676319,6845117,752962870,70,224,SRX14777801,GSM6033158,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537200,SAMN27404915,simple,9606,Homo sapiens,GSM6033158,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_RK_0hr,Human,293T,,24,
SRR18676318,32594371,3585380810,70,1072,SRX14777802,GSM6033159,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537201,SAMN27404914,simple,9606,Homo sapiens,GSM6033159,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_RK_2hr_A,Human,293T,,26,
SRR18676317,36292879,3992216690,70,1197,SRX14777803,GSM6033160,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537204,SAMN27404913,simple,9606,Homo sapiens,GSM6033160,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_RK_2hr_B,Human,293T,,26,
SRR18676316,30525745,3357831950,70,1036,SRX14777804,GSM6033161,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537205,SAMN27404912,simple,9606,Homo sapiens,GSM6033161,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,OE_SLAM_RK_3hr_A,Human,293T,,27,
SRR18676315,4538301,508289712,81,156,SRX14777805,GSM6033170,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537206,SAMN27404903,simple,9606,Homo sapiens,GSM6033170,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_4hr_delta,Human + Virus,Calu3,SARS-CoV-2,28,
SRR18676314,16189702,1813246624,81,557,SRX14777806,GSM6033171,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537207,SAMN27404902,simple,9606,Homo sapiens,GSM6033171,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_4hr_mock,Human + Virus,Calu3,SARS-CoV-2,28,
SRR18676313,17786942,1992137504,81,612,SRX14777807,GSM6033172,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537208,SAMN27404901,simple,9606,Homo sapiens,GSM6033172,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_4hr_wt,Human + Virus,Calu3,SARS-CoV-2,28,
SRR18676312,6625098,742010976,81,228,SRX14777808,GSM6033173,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537209,SAMN27404900,simple,9606,Homo sapiens,GSM6033173,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_5hr_delta_A,Human + Virus,Calu3,SARS-CoV-2,29,
SRR18676311,4322751,484148112,81,148,SRX14777809,GSM6033174,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537210,SAMN27404899,simple,9606,Homo sapiens,GSM6033174,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_5hr_delta_B,Human + Virus,Calu3,SARS-CoV-2,29,
SRR18676310,9363060,1048662720,81,324,SRX14777810,GSM6033175,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537211,SAMN27404898,simple,9606,Homo sapiens,GSM6033175,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_5hr_mock_A,Human + Virus,Calu3,SARS-CoV-2,29,
SRR18676309,2676303,299745936,81,92,SRX14777811,GSM6033176,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537212,SAMN27404897,simple,9606,Homo sapiens,GSM6033176,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_5hr_mock_B,Human + Virus,Calu3,SARS-CoV-2,29,
SRR18676308,15602993,1747535216,81,537,SRX14777812,GSM6033177,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537213,SAMN27404896,simple,9606,Homo sapiens,GSM6033177,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_5hr_wt_A,Human + Virus,Calu3,SARS-CoV-2,29,
SRR18676307,3643844,371672088,102,114,SRX14777813,GSM6033218,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537214,SAMN27404855,simple,9606,Homo sapiens,GSM6033218,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_4hpi_del_rep2,Human + Virus,Calu3,SARS-CoV-2,4,
