Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype,strain,developmental stage,strain/background,treatment,tissue,Sex,GEO Accession
SRR11497667,64257021,5847388911,61,3877,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,mixed sample (non-demultiplexed),C57Bl6/J,Embryonic days 14 and 18,,,,,GSM4456522
SRR11497668,76388692,6951370972,61,4605,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721912
SRR11497669,74767367,6803830397,61,4508,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721913
SRR11497670,77242881,7029102171,61,4630,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721914
SRR11497671,66152563,6019883233,61,3983,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721915
SRR11497672,77279519,7032436229,61,4658,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721916
SRR11497673,76359281,6948694571,61,4594,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721917
SRR11497674,81705550,7435205050,61,4870,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721918
SRR11497675,93816095,8537264645,54,5472,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721919
SRR11497676,68552421,6238270311,61,4115,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721920
SRR11497677,77399682,7043371062,61,4659,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721921
SRR11497678,75515595,6871919145,61,4543,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721922
SRR11497679,78725659,7164034969,61,4707,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721923
SRR11497680,61893518,5632310138,61,3739,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721924
SRR11497681,67529477,6145182407,54,3766,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721925
SRR11497682,67550082,6147057462,54,3788,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721926
SRR11497683,90338011,8220759001,54,4865,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721927
SRR11497684,98041659,8921790969,54,5293,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721928
SRR11497685,90947631,8276234421,54,4942,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721929
SRR11497686,103105448,9382595768,54,5981,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721930
SRR11497687,94229499,8574884409,54,5097,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721931
SRR11497688,118223014,10758294274,54,6835,SRX8073521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS6442002,SAMN14549244,simple,10090,Mus musculus,GSM4456522,GEO,SRA1063413,11,2020,Makar,Fetal cortex,BK_MIAPBS_E14E18,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721932
SRR12431981,25428435,1836576705,36,756,SRX8927767,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183947,SAMN15793978,simple,10090,Mus musculus,GSM4721912,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA1_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721933
SRR12431982,25276300,1840900836,36,835,SRX8927768,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183948,SAMN15793977,simple,10090,Mus musculus,GSM4721913,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA2_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721934
SRR12431983,21310037,1552370467,36,706,SRX8927769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183949,SAMN15793976,simple,10090,Mus musculus,GSM4721914,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA3_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721935
SRR12431984,28252397,2049501664,36,897,SRX8927770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183950,SAMN15793980,simple,10090,Mus musculus,GSM4721915,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA4_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721936
SRR12431985,25784219,1874682261,36,837,SRX8927771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183951,SAMN15793979,simple,10090,Mus musculus,GSM4721916,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA6_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721937
SRR12431986,28924209,2104920313,36,948,SRX8927772,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183952,SAMN15793975,simple,10090,Mus musculus,GSM4721917,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA7_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721938
SRR12431987,26969794,1952209121,36,832,SRX8927773,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183953,SAMN15793974,simple,10090,Mus musculus,GSM4721918,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA8_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721939
SRR12431988,29541216,2131434568,36,858,SRX8927774,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183954,SAMN15793973,simple,10090,Mus musculus,GSM4721919,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS1_RNAseq,Fetal cortex,mixed sample (non-demultiplexed),C57Bl6/J,Embryonic days 14 and 18,,,,,GSM4456522
SRR12431989,28681894,2075990239,36,879,SRX8927775,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183955,SAMN15793972,simple,10090,Mus musculus,GSM4721920,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS3_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721912
SRR12431990,27688732,1997697215,36,807,SRX8927776,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183956,SAMN15793992,simple,10090,Mus musculus,GSM4721921,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS4_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721913
SRR12431991,26646688,1930190054,36,822,SRX8927777,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183957,SAMN15793991,simple,10090,Mus musculus,GSM4721922,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS6_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721914
SRR12431992,32075452,2317203092,36,953,SRX8927778,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183958,SAMN15793990,simple,10090,Mus musculus,GSM4721923,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS7_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721915
SRR12431993,21806145,1588454608,36,728,SRX8927779,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183959,SAMN15793989,simple,10090,Mus musculus,GSM4721924,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS1-2_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721916
SRR12431994,51490120,3740509857,36,1667,SRX8927780,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183960,SAMN15793988,simple,10090,Mus musculus,GSM4721925,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS4-2_RNAseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721917
SRR12431995,70001943,3500097150,50,1131,SRX8927781,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183961,SAMN15793987,simple,10090,Mus musculus,GSM4721926,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA1_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721918
SRR12431996,99120412,4956020600,50,1590,SRX8927782,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183962,SAMN15793986,simple,10090,Mus musculus,GSM4721927,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA2_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721919
SRR12431997,81397328,4069866400,50,1320,SRX8927783,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183963,SAMN15793985,simple,10090,Mus musculus,GSM4721928,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA3_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721920
SRR12431998,101471691,5073584550,50,1639,SRX8927784,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183964,SAMN15793984,simple,10090,Mus musculus,GSM4721929,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA4_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721921
SRR12431999,96987322,4849366100,50,1572,SRX8927785,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183965,SAMN15793983,simple,10090,Mus musculus,GSM4721930,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA6_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721922
SRR12432000,129566425,6478321250,50,2049,SRX8927786,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183966,SAMN15793982,simple,10090,Mus musculus,GSM4721931,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA7_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721923
SRR12432001,56850114,2842505700,50,932,SRX8927787,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183967,SAMN15793981,simple,10090,Mus musculus,GSM4721932,GEO,SRA1063413,11,2020,Makar,Fetal cortex,MIA8_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721924
SRR12432002,118303293,5915164650,50,1918,SRX8927788,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183968,SAMN15793999,simple,10090,Mus musculus,GSM4721933,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS1_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,PBS,Fetal cortex,missing,GSM4721925
SRR12432003,54516603,2725830150,50,881,SRX8927789,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183969,SAMN15793998,simple,10090,Mus musculus,GSM4721934,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS3_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721926
SRR12432004,69025062,3451253100,50,1126,SRX8927790,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183970,SAMN15793997,simple,10090,Mus musculus,GSM4721935,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS4_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721927
SRR12432005,83614266,4180713300,50,1372,SRX8927791,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183971,SAMN15793996,simple,10090,Mus musculus,GSM4721936,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS6_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721928
SRR12432006,68719589,3435979450,50,1131,SRX8927792,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183972,SAMN15793995,simple,10090,Mus musculus,GSM4721937,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS7_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721929
SRR12432007,92328685,4616434250,50,1483,SRX8927793,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183973,SAMN15793994,simple,10090,Mus musculus,GSM4721938,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS1-2_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721930
SRR12432008,58321828,2916091400,50,961,SRX8927794,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP255607,PRJNA623564,1,"",SRS7183974,SAMN15793993,simple,10090,Mus musculus,GSM4721939,GEO,SRA1063413,11,2020,Makar,Fetal cortex,PBS4-2_Riboseq,Fetal cortex,,,Embryonic day 18,C57Bl6/J,Maternal immune activation (MIA),Fetal cortex,missing,GSM4721931
