Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,protocol,compartment,analysis,replicate,strain,GEO Accession
SRR2052967,16269439,829741389,51,441,SRX1050384,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954591,SAMN03763397,simple,9606,Homo sapiens,GSM1704559,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment cytosol mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,Interferon treatment,cytosol,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704559
SRR2052968,16143571,823322121,51,438,SRX1050385,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954590,SAMN03763393,simple,9606,Homo sapiens,GSM1704560,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment ER mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,Interferon treatment,ER,mRNA-seq,Rep 1,DENV2 (M29095.1),GSM1704560
SRR2052969,18801076,958854876,51,509,SRX1050386,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954589,SAMN03763398,simple,9606,Homo sapiens,GSM1704561,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected cytosol mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,Uninfected,cytosol,mRNA-seq,Rep 1,none,GSM1704561
SRR2052970,19394307,989109657,51,529,SRX1050387,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954588,SAMN03763399,simple,9606,Homo sapiens,GSM1704562,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected ER mRNA-seq (Rep 1),Huh7 cells,Huh7 cells,Uninfected,ER,mRNA-seq,Rep 1,none,GSM1704562
SRR2052971,73634209,3755344659,51,2246,SRX1050388,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954587,SAMN03763455,simple,9606,Homo sapiens,GSM1704563,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection cytosol mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,6 h infection,cytosol,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704563
SRR2052972,22820308,1163835708,51,707,SRX1050389,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954586,SAMN03763456,simple,9606,Homo sapiens,GSM1704564,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h infection ER mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,6 h infection,ER,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704564
SRR2052973,30526582,1556855682,51,935,SRX1050390,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954537,SAMN03763457,simple,9606,Homo sapiens,GSM1704565,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection cytosol mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,12 h infection,cytosol,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704565
SRR2052974,16223958,827421858,51,499,SRX1050391,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954536,SAMN03763458,simple,9606,Homo sapiens,GSM1704566,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h infection ER mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,12 h infection,ER,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704566
SRR2052975,25898716,1320834516,51,791,SRX1050392,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954535,SAMN03763459,simple,9606,Homo sapiens,GSM1704567,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection cytosol mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,24 h infection,cytosol,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704567
SRR2052976,24044853,1226287503,51,731,SRX1050393,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954534,SAMN03763460,simple,9606,Homo sapiens,GSM1704568,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h infection ER mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,24 h infection,ER,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704568
SRR2052977,14223124,725379324,51,441,SRX1050394,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954533,SAMN03763461,simple,9606,Homo sapiens,GSM1704569,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection cytosol mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,40 h infection,cytosol,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704569
SRR2052978,22434835,1144176585,51,693,SRX1050395,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954532,SAMN03763462,simple,9606,Homo sapiens,GSM1704570,GEO,SRA271639,09,2016,Reid,Huh7 cells,40 h infection ER mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,40 h infection,ER,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704570
SRR2052979,28448435,1450870185,51,872,SRX1050396,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954585,SAMN03763463,simple,9606,Homo sapiens,GSM1704571,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment cytosol mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,Interferon treatment,cytosol,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704571
SRR2052980,16155128,823911528,51,498,SRX1050397,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954584,SAMN03763464,simple,9606,Homo sapiens,GSM1704572,GEO,SRA271639,09,2016,Reid,Huh7 cells,Interferon treatment ER mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,Interferon treatment,ER,mRNA-seq,Rep 2,DENV2 (M29095.1),GSM1704572
SRR2052981,17622741,898759791,51,542,SRX1050398,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954583,SAMN03763465,simple,9606,Homo sapiens,GSM1704573,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected cytosol mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,Uninfected,cytosol,mRNA-seq,Rep 2,none,GSM1704573
SRR2052982,27568503,1405993653,51,845,SRX1050399,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954582,SAMN03763466,simple,9606,Homo sapiens,GSM1704574,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected ER mRNA-seq (Rep 2),Huh7 cells,Huh7 cells,Uninfected,ER,mRNA-seq,Rep 2,none,GSM1704574
SRR2052983,50720722,2586756822,51,1720,SRX1050400,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954581,SAMN03763467,simple,9606,Homo sapiens,GSM1704575,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h DENV1 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,12 h DENV1 infection,Total cell lysate,ribosome profiling,rep 1,DENV1 (EU081230.1),GSM1704575
SRR2052984,32000428,1632021828,51,1092,SRX1050401,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954580,SAMN03763468,simple,9606,Homo sapiens,GSM1704576,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h DENV1 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,24 h DENV1 infection,Total cell lysate,ribosome profiling,rep 1,DENV1 (EU081230.1),GSM1704576
SRR2052985,29304738,1494541638,51,974,SRX1050402,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954579,SAMN03763469,simple,9606,Homo sapiens,GSM1704577,GEO,SRA271639,09,2016,Reid,Huh7 cells,48 h DENV1 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,48 h DENV1 infection,Total cell lysate,ribosome profiling,rep 1,DENV1 (EU081230.1),GSM1704577
SRR2052986,31483076,1605636876,51,1080,SRX1050403,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954578,SAMN03763470,simple,9606,Homo sapiens,GSM1704578,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h DENV1 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,6 h DENV1 infection,Total cell lysate,ribosome profiling,rep 1,DENV1 (EU081230.1),GSM1704578
SRR2052987,31451899,1604046849,51,1061,SRX1050404,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954577,SAMN03763471,simple,9606,Homo sapiens,GSM1704579,GEO,SRA271639,09,2016,Reid,Huh7 cells,72 h DENV1 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,72 h DENV1 infection,Total cell lysate,ribosome profiling,rep 1,DENV1 (EU081230.1),GSM1704579
SRR2052988,30257426,1543128726,51,1024,SRX1050405,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954576,SAMN03763472,simple,9606,Homo sapiens,GSM1704580,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,Uninfected,Total cell lysate,ribosome profiling,rep 1,none,GSM1704580
SRR2052989,50837419,2592708369,51,1745,SRX1050406,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954575,SAMN03763473,simple,9606,Homo sapiens,GSM1704581,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h DENV1 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,12 h DENV1 infection,Total cell lysate,ribosome profiling,rep 2,DENV1 (EU081230.1),GSM1704581
SRR2052990,35106005,1790406255,51,1201,SRX1050407,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954574,SAMN03763474,simple,9606,Homo sapiens,GSM1704582,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h DENV1 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,24 h DENV1 infection,Total cell lysate,ribosome profiling,rep 2,DENV1 (EU081230.1),GSM1704582
SRR2052991,35561514,1813637214,51,1212,SRX1050408,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954573,SAMN03763475,simple,9606,Homo sapiens,GSM1704583,GEO,SRA271639,09,2016,Reid,Huh7 cells,48 h DENV1 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,48 h DENV1 infection,Total cell lysate,ribosome profiling,rep 2,DENV1 (EU081230.1),GSM1704583
SRR2052992,34060969,1737109419,51,1167,SRX1050409,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954572,SAMN03763476,simple,9606,Homo sapiens,GSM1704584,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h DENV1 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,6 h DENV1 infection,Total cell lysate,ribosome profiling,rep 2,DENV1 (EU081230.1),GSM1704584
SRR2052993,35772157,1824380007,51,1223,SRX1050410,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954571,SAMN03763477,simple,9606,Homo sapiens,GSM1704585,GEO,SRA271639,09,2016,Reid,Huh7 cells,72 h DENV1 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,72 h DENV1 infection,Total cell lysate,ribosome profiling,rep 2,DENV1 (EU081230.1),GSM1704585
SRR2052994,32219386,1643188686,51,1106,SRX1050411,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954570,SAMN03763478,simple,9606,Homo sapiens,GSM1704586,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,Uninfected,Total cell lysate,ribosome profiling,rep 2,none,GSM1704586
SRR2052995,29483113,1503638763,51,986,SRX1050412,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954569,SAMN03763479,simple,9606,Homo sapiens,GSM1704587,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h DENV2 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,12 h DENV2 infection,Total cell lysate,ribosome profiling,rep 1,DENV2 (EU081177.1),GSM1704587
SRR2052996,27309344,1392776544,51,928,SRX1050413,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954568,SAMN03763480,simple,9606,Homo sapiens,GSM1704588,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h DENV2 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,24 h DENV2 infection,Total cell lysate,ribosome profiling,rep 1,DENV2 (EU081177.1),GSM1704588
SRR2052997,36128791,1842568341,51,1215,SRX1050414,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954567,SAMN03763481,simple,9606,Homo sapiens,GSM1704589,GEO,SRA271639,09,2016,Reid,Huh7 cells,48 h DENV2 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,48 h DENV2 infection,Total cell lysate,ribosome profiling,rep 1,DENV2 (EU081177.1),GSM1704589
SRR2052998,29795235,1519556985,51,997,SRX1050415,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954566,SAMN03763482,simple,9606,Homo sapiens,GSM1704590,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h DENV2 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,6 h DENV2 infection,Total cell lysate,ribosome profiling,rep 1,DENV2 (EU081177.1),GSM1704590
SRR2052999,46793485,2386467735,51,1585,SRX1050416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954565,SAMN03763483,simple,9606,Homo sapiens,GSM1704591,GEO,SRA271639,09,2016,Reid,Huh7 cells,72 h DENV2 infection Total cell lysate ribosome profiling (rep 1),Huh7 cells,Huh7 cells,72 h DENV2 infection,Total cell lysate,ribosome profiling,rep 1,DENV2 (EU081177.1),GSM1704591
SRR2053000,33921101,1729976151,51,1143,SRX1050417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954564,SAMN03763484,simple,9606,Homo sapiens,GSM1704592,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h DENV2 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,12 h DENV2 infection,Total cell lysate,ribosome profiling,rep 2,DENV2 (EU081177.1),GSM1704592
SRR2053001,35278187,1799187537,51,1206,SRX1050418,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954563,SAMN03763485,simple,9606,Homo sapiens,GSM1704593,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h DENV2 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,24 h DENV2 infection,Total cell lysate,ribosome profiling,rep 2,DENV2 (EU081177.1),GSM1704593
SRR2053002,32317528,1648193928,51,1094,SRX1050419,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954562,SAMN03763430,simple,9606,Homo sapiens,GSM1704594,GEO,SRA271639,09,2016,Reid,Huh7 cells,48 h DENV2 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,48 h DENV2 infection,Total cell lysate,ribosome profiling,rep 2,DENV2 (EU081177.1),GSM1704594
SRR2053003,34457090,1757311590,51,1183,SRX1050420,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954561,SAMN03763431,simple,9606,Homo sapiens,GSM1704595,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h DENV2 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,6 h DENV2 infection,Total cell lysate,ribosome profiling,rep 2,DENV2 (EU081177.1),GSM1704595
SRR2053004,40495001,2065245051,51,1392,SRX1050421,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954560,SAMN03763432,simple,9606,Homo sapiens,GSM1704596,GEO,SRA271639,09,2016,Reid,Huh7 cells,72 h DENV2 infection Total cell lysate ribosome profiling (rep 2),Huh7 cells,Huh7 cells,72 h DENV2 infection,Total cell lysate,ribosome profiling,rep 2,DENV2 (EU081177.1),GSM1704596
SRR2053005,47908687,2443343037,51,1606,SRX1050422,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954559,SAMN03763433,simple,9606,Homo sapiens,GSM1704597,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h DENV1 infection Total cell lysate mRNA-seq (rep 1),Huh7 cells,Huh7 cells,12 h DENV1 infection,Total cell lysate,mRNA-seq,rep 1,DENV1 (EU081230.1),GSM1704597
SRR2053006,35590229,1815101679,51,1200,SRX1050423,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954538,SAMN03763434,simple,9606,Homo sapiens,GSM1704598,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h DENV1 infection Total cell lysate mRNA-seq (rep 1),Huh7 cells,Huh7 cells,24 h DENV1 infection,Total cell lysate,mRNA-seq,rep 1,DENV1 (EU081230.1),GSM1704598
SRR2053007,51606515,2631932265,51,1724,SRX1050424,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954558,SAMN03763435,simple,9606,Homo sapiens,GSM1704599,GEO,SRA271639,09,2016,Reid,Huh7 cells,48 h DENV1 infection Total cell lysate mRNA-seq (rep 1),Huh7 cells,Huh7 cells,48 h DENV1 infection,Total cell lysate,mRNA-seq,rep 1,DENV1 (EU081230.1),GSM1704599
SRR2053008,46549934,2374046634,51,1553,SRX1050425,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954557,SAMN03763436,simple,9606,Homo sapiens,GSM1704600,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h DENV1 infection Total cell lysate mRNA-seq (rep 1),Huh7 cells,Huh7 cells,6 h DENV1 infection,Total cell lysate,mRNA-seq,rep 1,DENV1 (EU081230.1),GSM1704600
SRR2053009,46558286,2374472586,51,1556,SRX1050426,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954556,SAMN03763437,simple,9606,Homo sapiens,GSM1704601,GEO,SRA271639,09,2016,Reid,Huh7 cells,72 h DENV1 infection Total cell lysate mRNA-seq (rep 1),Huh7 cells,Huh7 cells,72 h DENV1 infection,Total cell lysate,mRNA-seq,rep 1,DENV1 (EU081230.1),GSM1704601
SRR2053010,34774393,1773494043,51,1161,SRX1050427,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954555,SAMN03763438,simple,9606,Homo sapiens,GSM1704602,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected Total cell lysate mRNA-seq (rep 1),Huh7 cells,Huh7 cells,Uninfected,Total cell lysate,mRNA-seq,rep 1,none,GSM1704602
SRR2053011,56363753,2874551403,51,1882,SRX1050428,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954554,SAMN03763439,simple,9606,Homo sapiens,GSM1704603,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h DENV1 infection Total cell lysate mRNA-seq (rep 2),Huh7 cells,Huh7 cells,12 h DENV1 infection,Total cell lysate,mRNA-seq,rep 2,DENV1 (EU081230.1),GSM1704603
SRR2053012,41501876,2116595676,51,1397,SRX1050429,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954553,SAMN03763440,simple,9606,Homo sapiens,GSM1704604,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h DENV1 infection Total cell lysate mRNA-seq (rep 2),Huh7 cells,Huh7 cells,24 h DENV1 infection,Total cell lysate,mRNA-seq,rep 2,DENV1 (EU081230.1),GSM1704604
SRR2053013,44367902,2262763002,51,1481,SRX1050430,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954552,SAMN03763441,simple,9606,Homo sapiens,GSM1704605,GEO,SRA271639,09,2016,Reid,Huh7 cells,48 h DENV1 infection Total cell lysate mRNA-seq (rep 2),Huh7 cells,Huh7 cells,48 h DENV1 infection,Total cell lysate,mRNA-seq,rep 2,DENV1 (EU081230.1),GSM1704605
SRR2053014,55670456,2839193256,51,1858,SRX1050431,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954551,SAMN03763442,simple,9606,Homo sapiens,GSM1704606,GEO,SRA271639,09,2016,Reid,Huh7 cells,6 h DENV1 infection Total cell lysate mRNA-seq (rep 2),Huh7 cells,Huh7 cells,6 h DENV1 infection,Total cell lysate,mRNA-seq,rep 2,DENV1 (EU081230.1),GSM1704606
SRR2053015,47225863,2408519013,51,1577,SRX1050432,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954550,SAMN03763443,simple,9606,Homo sapiens,GSM1704607,GEO,SRA271639,09,2016,Reid,Huh7 cells,72 h DENV1 infection Total cell lysate mRNA-seq (rep 2),Huh7 cells,Huh7 cells,72 h DENV1 infection,Total cell lysate,mRNA-seq,rep 2,DENV1 (EU081230.1),GSM1704607
SRR2053016,46288758,2360726658,51,1545,SRX1050433,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954549,SAMN03763444,simple,9606,Homo sapiens,GSM1704608,GEO,SRA271639,09,2016,Reid,Huh7 cells,Uninfected Total cell lysate mRNA-seq (rep 2),Huh7 cells,Huh7 cells,Uninfected,Total cell lysate,mRNA-seq,rep 2,none,GSM1704608
SRR2053017,44649893,2277144543,51,1489,SRX1050434,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954548,SAMN03763445,simple,9606,Homo sapiens,GSM1704609,GEO,SRA271639,09,2016,Reid,Huh7 cells,12 h DENV2 infection Total cell lysate mRNA-seq (rep 1),Huh7 cells,Huh7 cells,12 h DENV2 infection,Total cell lysate,mRNA-seq,rep 1,DENV2 (EU081177.1),GSM1704609
SRR2053018,41761965,2129860215,51,1391,SRX1050435,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954547,SAMN03763446,simple,9606,Homo sapiens,GSM1704610,GEO,SRA271639,09,2016,Reid,Huh7 cells,24 h DENV2 infection Total cell lysate mRNA-seq (rep 1),Huh7 cells,Huh7 cells,24 h DENV2 infection,Total cell lysate,mRNA-seq,rep 1,DENV2 (EU081177.1),GSM1704610
SRR2053019,44432682,2266066782,51,1493,SRX1050436,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059187,PRJNA285961,29321322,"",SRS954546,SAMN03763447,simple,9606,Homo sapiens,GSM1704611,GEO,SRA271639,09,2016,Reid,Huh7 cells,48 h DENV2 infection Total cell lysate mRNA-seq (rep 1),Huh7 cells,Huh7 cells,48 h DENV2 infection,Total cell lysate,mRNA-seq,rep 1,DENV2 (EU081177.1),GSM1704611
