Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,GEO Accession
SRR12382219,25730309,1955503484,76,714,SRX8880900,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140894,SAMN15721317,simple,9606,Homo sapiens,GSM4709540,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 72h low rep1,HEK293T,HEK293T,GSM4709540
SRR12382220,26335394,2001489944,76,730,SRX8880901,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140895,SAMN15721309,simple,9606,Homo sapiens,GSM4709541,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 72h low rep2,HEK293T,HEK293T,GSM4709541
SRR12382221,2276087,229884787,101,63,SRX8880902,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140896,SAMN15721294,simple,9606,Homo sapiens,GSM4709542,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 72h high rep1,HEK293T,HEK293T,GSM4709542
SRR12382222,4528822,457411022,101,124,SRX8880903,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275758,PRJNA655121,33963355,"",SRS7140897,SAMN15721279,simple,9606,Homo sapiens,GSM4709543,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 72h high rep2,HEK293T,HEK293T,GSM4709543
SRR12382223,63220737,6322073700,100,1828,SRX8880904,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140898,SAMN15721266,simple,9606,Homo sapiens,GSM4709544,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS3-STAMP none,HEK293T,HEK293T,GSM4709544
SRR12382225,64222617,6422261700,100,1849,SRX8880905,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140899,SAMN15721252,simple,9606,Homo sapiens,GSM4709545,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS3-STAMP high,HEK293T,HEK293T,GSM4709545
SRR12382226,33765253,2566159228,76,883,SRX8880906,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140900,SAMN15721238,simple,9606,Homo sapiens,GSM4709546,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high Torin-1 rep1,HEK293T,HEK293T,GSM4709546
SRR12382227,9224886,701091336,76,241,SRX8880907,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140901,SAMN15721224,simple,9606,Homo sapiens,GSM4709547,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high Torin-1 rep2,HEK293T,HEK293T,GSM4709547
SRR12382228,10022538,761712888,76,262,SRX8880908,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140902,SAMN15721222,simple,9606,Homo sapiens,GSM4709548,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high insulin rep1,HEK293T,HEK293T,GSM4709548
SRR12382229,26694450,2028778200,76,718,SRX8880909,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7140903,SAMN15721221,simple,9606,Homo sapiens,GSM4709549,GEO,SRA1107477,05,2021,Brannan,HEK293T,HEK293T-RPS2-STAMP 48h high insulin rep2,HEK293T,HEK293T,GSM4709549
SRR12774694,36555948,2778252048,76,958,SRX9245202,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP275758,PRJNA655121,33963355,"",SRS7477889,SAMN16367780,simple,9606,Homo sapiens,GSM4818032,GEO,SRA1107477,05,2021,Brannan,APOBEC-STAMP,APOBEC-STAMP 48h high Torin-1,APOBEC-STAMP,HEK293T,GSM4818032
