Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,treatment,fraction,cell type,GEO Accession
SRR15513204,35781045,1265580935,35,586,SRX11811998,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826516,SAMN20849898,simple,9606,Homo sapiens,GSM5527729,GEO,SRA1280330,07,2022,Chothani,untreated human coronary artery endothelial cells,HCAEC_2 (RiboSeq),untreated human coronary artery endothelial cells,,untreated,ribosome-protected mRNA fragments,HCAEC,GSM5527729
SRR15513205,242123054,8516293653,35,3637,SRX11811999,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826517,SAMN20849899,simple,9606,Homo sapiens,GSM5527730,GEO,SRA1280330,07,2022,Chothani,untreated human coronary artery endothelial cells,HCAEC_3 (RiboSeq),untreated human coronary artery endothelial cells,,untreated,ribosome-protected mRNA fragments,HCAEC,GSM5527730
SRR15513206,41965339,1482846135,35,687,SRX11812000,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826518,SAMN20849900,simple,9606,Homo sapiens,GSM5527731,GEO,SRA1280330,07,2022,Chothani,untreated human coronary artery endothelial cells,HCAEC_4 (RiboSeq),untreated human coronary artery endothelial cells,,untreated,ribosome-protected mRNA fragments,HCAEC,GSM5527731
SRR15513207,39734438,1408936189,35,660,SRX11812001,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826519,SAMN20849901,simple,9606,Homo sapiens,GSM5527732,GEO,SRA1280330,07,2022,Chothani,untreated human coronary artery endothelial cells,HCAEC_5 (RiboSeq),untreated human coronary artery endothelial cells,,untreated,ribosome-protected mRNA fragments,HCAEC,GSM5527732
SRR15513208,182236906,6424917495,35,2847,SRX11812002,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826520,SAMN20849925,simple,9606,Homo sapiens,GSM5527733,GEO,SRA1280330,07,2022,Chothani,untreated normal human hepatocytes,Hepatocytes_1 (RiboSeq),untreated normal human hepatocytes,,untreated,ribosome-protected mRNA fragments,Hepatocytes,GSM5527733
SRR15513209,142533162,5014305398,35,2159,SRX11812003,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826521,SAMN20849926,simple,9606,Homo sapiens,GSM5527734,GEO,SRA1280330,07,2022,Chothani,untreated normal human hepatocytes,Hepatocytes_2 (RiboSeq),untreated normal human hepatocytes,,untreated,ribosome-protected mRNA fragments,Hepatocytes,GSM5527734
SRR15513210,324436204,11427255375,35,4924,SRX11812004,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826524,SAMN20849927,simple,9606,Homo sapiens,GSM5527735,GEO,SRA1280330,07,2022,Chothani,untreated normal human hepatocytes,Hepatocytes_3 (RiboSeq),untreated normal human hepatocytes,,untreated,ribosome-protected mRNA fragments,Hepatocytes,GSM5527735
SRR15513211,126244399,4438520320,35,1861,SRX11812005,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826522,SAMN20849928,simple,9606,Homo sapiens,GSM5527736,GEO,SRA1280330,07,2022,Chothani,untreated normal human hepatocytes,Hepatocytes_4 (RiboSeq),untreated normal human hepatocytes,,untreated,ribosome-protected mRNA fragments,Hepatocytes,GSM5527736
SRR15513212,72124139,2107713720,29,935,SRX11812006,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826523,SAMN20849929,simple,9606,Homo sapiens,GSM5527737,GEO,SRA1280330,07,2022,Chothani,untreated normal human hepatocytes,Hepatocytes_5 (RiboSeq),untreated normal human hepatocytes,,untreated,ribosome-protected mRNA fragments,Hepatocytes,GSM5527737
SRR15513213,52862065,1882667670,35,771,SRX11812007,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826525,SAMN20849930,simple,9606,Homo sapiens,GSM5527738,GEO,SRA1280330,07,2022,Chothani,untreated normal human umbilical vein endothelial cells,HUVEC_1 (RiboSeq),untreated normal human umbilical vein endothelial cells,,untreated,ribosome-protected mRNA fragments,HUVEC,GSM5527738
SRR15513214,56672515,2020337508,35,863,SRX11812008,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826526,SAMN20849931,simple,9606,Homo sapiens,GSM5527739,GEO,SRA1280330,07,2022,Chothani,untreated normal human umbilical vein endothelial cells,HUVEC_2 (RiboSeq),untreated normal human umbilical vein endothelial cells,,untreated,ribosome-protected mRNA fragments,HUVEC,GSM5527739
SRR15513215,40594219,1431127439,35,597,SRX11812009,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826527,SAMN20849932,simple,9606,Homo sapiens,GSM5527740,GEO,SRA1280330,07,2022,Chothani,untreated normal human umbilical vein endothelial cells,HUVEC_3 (RiboSeq),untreated normal human umbilical vein endothelial cells,,untreated,ribosome-protected mRNA fragments,HUVEC,GSM5527740
SRR15513216,217513183,7685550669,35,3393,SRX11812010,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826528,SAMN20849915,simple,9606,Homo sapiens,GSM5527741,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_1 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527741
SRR15513217,167736144,5922115238,35,2564,SRX11812011,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826529,SAMN20849916,simple,9606,Homo sapiens,GSM5527742,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_10 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527742
SRR15513218,246296221,8698661433,35,3739,SRX11812012,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826531,SAMN20849917,simple,9606,Homo sapiens,GSM5527743,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_11 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527743
SRR15513219,220943126,7796937662,35,3360,SRX11812013,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826530,SAMN20849918,simple,9606,Homo sapiens,GSM5527744,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_2 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527744
SRR15513220,61524059,2173908630,35,917,SRX11812014,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826532,SAMN20849919,simple,9606,Homo sapiens,GSM5527745,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_3 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527745
SRR15513221,38112173,1348185447,35,587,SRX11812015,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826533,SAMN20849920,simple,9606,Homo sapiens,GSM5527746,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_4 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527746
SRR15513222,45550185,1609769265,35,709,SRX11812016,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826534,SAMN20849921,simple,9606,Homo sapiens,GSM5527747,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_5 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527747
SRR15513223,43881354,1549337969,35,673,SRX11812017,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826535,SAMN20849922,simple,9606,Homo sapiens,GSM5527748,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_6 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527748
SRR15513224,25355458,889477205,35,17,SRX11812018,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826536,SAMN20849923,simple,9606,Homo sapiens,GSM5527749,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_7 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527749
SRR15513225,22694124,797131549,35,92,SRX11812019,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826537,SAMN20849924,simple,9606,Homo sapiens,GSM5527750,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_8 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527750
SRR15513226,57196605,2049808617,35,849,SRX11812020,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP333128,PRJNA756018,35841888,"",SRS9826538,SAMN20849870,simple,9606,Homo sapiens,GSM5527751,GEO,SRA1280330,07,2022,Chothani,untreated normal human vascular smooth muscle cells,VSMC_9 (RiboSeq),untreated normal human vascular smooth muscle cells,,untreated,ribosome-protected mRNA fragments,VSMC,GSM5527751
