Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,protocol,genotype,treatment,GEO Accession
SRR14510072,41915530,1046434086,24,450,SRX10855885,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951516,SAMN19116445,simple,9606,Homo sapiens,GSM5291916,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,eIF2D KO HEK293T #2 arsenite Ribo-seq replicate 1,HEK293T cells,Ribo-seq,eIF2D KO,arsenite,GSM5291916
SRR14510073,35293218,812577396,23,364,SRX10855886,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951517,SAMN19116444,simple,9606,Homo sapiens,GSM5291917,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,eIF2D KO HEK293T #2 arsenite Ribo-seq replicate 2,HEK293T cells,Ribo-seq,eIF2D KO,arsenite,GSM5291917
SRR14510074,36213496,1846888296,51,532,SRX10855887,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951518,SAMN19116443,simple,9606,Homo sapiens,GSM5291918,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,eIF2D KO HEK293T #2 arsenite RNA-seq replicate 1,HEK293T cells,RNA-seq,eIF2D KO,arsenite,GSM5291918
SRR14510075,45756413,2333577063,51,675,SRX10855888,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951519,SAMN19116442,simple,9606,Homo sapiens,GSM5291919,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,eIF2D KO HEK293T #2 arsenite RNA-seq replicate 2,HEK293T cells,RNA-seq,eIF2D KO,arsenite,GSM5291919
SRR14510076,52748897,1313813926,24,572,SRX10855889,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951520,SAMN19116441,simple,9606,Homo sapiens,GSM5291920,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,"eIF2A, eIF2D DKO HEK293T #1 arsenite Ribo-seq replicate 1",HEK293T cells,Ribo-seq,"eIF2A, eIF2D DKO",arsenite,GSM5291920
SRR14510077,41284082,958241403,23,424,SRX10855890,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951521,SAMN19116440,simple,9606,Homo sapiens,GSM5291921,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,"eIF2A, eIF2D DKO HEK293T #1 arsenite Ribo-seq replicate 2",HEK293T cells,Ribo-seq,"eIF2A, eIF2D DKO",arsenite,GSM5291921
SRR14510078,46358486,2364282786,51,681,SRX10855891,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951522,SAMN19116439,simple,9606,Homo sapiens,GSM5291922,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,"eIF2A, eIF2D DKO HEK293T #1 arsenite RNA-seq replicate 1",HEK293T cells,RNA-seq,"eIF2A, eIF2D DKO",arsenite,GSM5291922
SRR14510079,33220207,1694230557,51,490,SRX10855892,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951523,SAMN19116438,simple,9606,Homo sapiens,GSM5291923,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,"eIF2A, eIF2D DKO HEK293T #1 arsenite RNA-seq replicate 2",HEK293T cells,RNA-seq,"eIF2A, eIF2D DKO",arsenite,GSM5291923
SRR14510080,57490004,1435384011,24,615,SRX10855893,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951524,SAMN19116437,simple,9606,Homo sapiens,GSM5291924,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,"eIF2A, eIF2D DKO HEK293T #2 arsenite Ribo-seq replicate 1",HEK293T cells,Ribo-seq,"eIF2A, eIF2D DKO",arsenite,GSM5291924
SRR14510081,40422424,972992194,24,424,SRX10855894,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951525,SAMN19116436,simple,9606,Homo sapiens,GSM5291925,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,"eIF2A, eIF2D DKO HEK293T #2 arsenite Ribo-seq replicate 2",HEK293T cells,Ribo-seq,"eIF2A, eIF2D DKO",arsenite,GSM5291925
SRR14510082,39554247,2017266597,51,584,SRX10855895,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951526,SAMN19116435,simple,9606,Homo sapiens,GSM5291926,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,"eIF2A, eIF2D DKO HEK293T #2 arsenite RNA-seq replicate 1",HEK293T cells,RNA-seq,"eIF2A, eIF2D DKO",arsenite,GSM5291926
SRR14510083,45374368,2314092768,51,671,SRX10855896,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951527,SAMN19116434,simple,9606,Homo sapiens,GSM5291927,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,"eIF2A, eIF2D DKO HEK293T #2 arsenite RNA-seq replicate 2",HEK293T cells,RNA-seq,"eIF2A, eIF2D DKO",arsenite,GSM5291927
SRR14510084,40011718,996499515,24,438,SRX10855897,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951528,SAMN19116433,simple,9606,Homo sapiens,GSM5291928,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si control HEK293T Ribo-seq replicate 1,HEK293T cells,Ribo-seq,si control,none,GSM5291928
SRR14510085,21493329,540497132,25,237,SRX10855898,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951529,SAMN19116432,simple,9606,Homo sapiens,GSM5291929,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si control HEK293T Ribo-seq replicate 2,HEK293T cells,Ribo-seq,si control,none,GSM5291929
SRR14510086,13342933,342907520,25,149,SRX10855899,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951530,SAMN19116431,simple,9606,Homo sapiens,GSM5291930,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si eIF2alpha #1 HEK293T Ribo-seq replicate 1,HEK293T cells,Ribo-seq,si eIF2alpha,none,GSM5291930
SRR14510087,20382533,511951738,25,226,SRX10855900,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951531,SAMN19116430,simple,9606,Homo sapiens,GSM5291931,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si eIF2alpha #1 HEK293T Ribo-seq replicate 2,HEK293T cells,Ribo-seq,si eIF2alpha,none,GSM5291931
SRR14510088,22020416,557108814,25,245,SRX10855901,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951532,SAMN19116429,simple,9606,Homo sapiens,GSM5291932,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si eIF2alpha #2 HEK293T Ribo-seq replicate 1,HEK293T cells,Ribo-seq,si eIF2alpha,none,GSM5291932
SRR14510089,16268210,414328493,25,180,SRX10855902,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951533,SAMN19116428,simple,9606,Homo sapiens,GSM5291933,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si eIF2alpha #2 HEK293T Ribo-seq replicate 2,HEK293T cells,Ribo-seq,si eIF2alpha,none,GSM5291933
SRR14510090,14351356,1449486956,101,410,SRX10855903,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951535,SAMN19116427,simple,9606,Homo sapiens,GSM5291934,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si control HEK293T RNA-seq replicate 1,HEK293T cells,RNA-seq,si control,none,GSM5291934
SRR14510091,18233598,1841593398,101,521,SRX10855904,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951534,SAMN19116426,simple,9606,Homo sapiens,GSM5291935,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si control HEK293T RNA-seq replicate 2,HEK293T cells,RNA-seq,si control,none,GSM5291935
SRR14510092,18479049,1866383949,101,527,SRX10855905,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951536,SAMN19116425,simple,9606,Homo sapiens,GSM5291936,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si eIF2alpha #1 HEK293T RNA-seq replicate 1,HEK293T cells,RNA-seq,si eIF2alpha,none,GSM5291936
SRR14510093,16775163,1694291463,101,480,SRX10855906,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951538,SAMN19116424,simple,9606,Homo sapiens,GSM5291937,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si eIF2alpha #1 HEK293T RNA-seq replicate 2,HEK293T cells,RNA-seq,si eIF2alpha,none,GSM5291937
SRR14510094,18212668,1839479468,101,521,SRX10855907,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951537,SAMN19116423,simple,9606,Homo sapiens,GSM5291938,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si eIF2alpha #2 HEK293T RNA-seq replicate 1,HEK293T cells,RNA-seq,si eIF2alpha,none,GSM5291938
SRR14510095,20348603,2055208903,101,582,SRX10855908,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319472,PRJNA729461,34226921,"",SRS8951539,SAMN19116422,simple,9606,Homo sapiens,GSM5291939,GEO,SRA1231346,07,2021,Ichihara,HEK293T cells,si eIF2alpha #2 HEK293T RNA-seq replicate 2,HEK293T cells,RNA-seq,si eIF2alpha,none,GSM5291939
