Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,strain,Stage,treatment,rna subtype,GEO Accession
SRR870773,4000000,3.04e+08,76,168,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152452
SRR870774,4000000,3.04e+08,76,164,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,WT 6hpf Total mRNA,Whole embryos,TUAB,6hpf,none,total RNA,GSM1152453
SRR870775,4000000,3.04e+08,76,167,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,WT 6hpf Total mRNA,Whole embryos,TUAB,6hpf,none,total RNA,GSM1152454
SRR870776,4000000,3.04e+08,76,187,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,WT 6hpf Total mRNA,Whole embryos,TUAB,6hpf,none,total RNA,GSM1152455
SRR870777,4000000,3.04e+08,76,186,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 6hpf Total mRNA,Whole embryos,TUAB,6hpf,alpha-amanitin,total RNA,GSM1152456
SRR870778,2565261,194959836,76,121,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,Cycloheximide 6hpf Total mRNA,Whole embryos,TUAB,6hpf,cycloheximide,total RNA,GSM1152457
SRR870779,4000000,3.04e+08,76,180,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,Nanog MO 6hpf Total mRNA,Whole embryos,TUAB,6hpf,Nanog MO,total RNA,GSM1152458
SRR870780,3028849,230192524,76,137,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,Nanog + SoxB1 MO Total mRNA,Whole embryos,TUAB,6hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152459
SRR870781,4000000,3.04e+08,76,169,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,Nanog + SoxB1 MO Total mRNA,Whole embryos,TUAB,6hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152460
SRR870782,4000000,3.04e+08,76,166,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,MZpou5f1 6hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,none,total RNA,GSM1152461
SRR870783,2993920,227537920,76,128,SRX288481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431108,SAMN02183605,simple,7955,Danio rerio,GSM1152443,GEO,SRA082637,09,2013,Lee,Alpha-amanitin 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,MZpou5f1 SoxB1 MO 6hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,SoxB1 MO,total RNA,GSM1152462
SRR870784,1441267,109536292,76,74,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 6hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1219140
SRR870785,4000000,3.04e+08,76,171,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,Cycloheximide 4hpf Total mRNA,Whole embryos,TUAB,4hpf,cycloheximide,,GSM1219141
SRR870786,4000000,3.04e+08,76,167,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO + rescue mRNA 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,"Nanog MO, SoxB1 MO, rescue mRNA",,GSM1219142
SRR870787,4000000,3.04e+08,76,169,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,WT 6hpf poly(A)+ mRNA,Whole embryos,TUAB,6hpf,none,,GSM1219143
SRR870788,4000000,3.04e+08,76,167,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,WT 8hpf poly(A)+ mRNA,Whole embryos,TUAB,8hpf,none,,GSM1219144
SRR870789,4000000,3.04e+08,76,166,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 6hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,"Nanog MO, SoxB1 MO",,GSM1219145
SRR870790,4000000,3.04e+08,76,168,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 8hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},8hpf,"Nanog MO, SoxB1 MO",,GSM1219146
SRR870791,4000000,3.04e+08,76,163,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO + rescue mRNA 6hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,"Nanog MO, SoxB1 MO, rescue mRNA",,GSM1219147
SRR870792,4000000,3.04e+08,76,202,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO + rescue mRNA 8hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},8hpf,"Nanog MO, SoxB1 MO, rescue mRNA",,GSM1152436
SRR870793,4000000,3.04e+08,76,202,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,WT 2hpf Total mRNA,Whole embryos,TUAB,2hpf,none,total RNA,GSM1152437
SRR870794,4000000,3.04e+08,76,202,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,WT input mRNA for Ribosome Profiling,Whole embryos,TUAB,2hpf,none,polyA RNA,GSM1152438
SRR870795,1820050,138323800,76,93,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,WT ribosome protected fragments for Ribosome Profiling,Whole embryos,TUAB,2hpf,none,total RNA,GSM1152439
SRR870796,4000000,3.04e+08,76,201,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,Nanog + SoxB1 MO input mRNA for Ribosome Profiling,Whole embryos,TUAB,2hpf,"Nanog MO, SoxB1 MO",polyA RNA,GSM1152440
SRR870797,2406980,182930480,76,105,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,Nanog + SoxB1 ribosome protected fragments for Ribosome Profiling,Whole embryos,TUAB,2hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152441
SRR870798,4000000,3.04e+08,76,164,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,WT 2hpf Total mRNA,Whole embryos,TUAB,2hpf,none,total RNA,GSM1152442
SRR870799,4000000,3.04e+08,76,165,SRX288482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431109,SAMN02183606,simple,7955,Danio rerio,GSM1152444,GEO,SRA082637,09,2013,Lee,U1U2 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,WT 4hpf poly(A)+ mRNA,Whole embryos,TUAB,4hpf,none,polyA RNA,GSM1152443
SRR870800,4000000,3.04e+08,76,205,SRX288483,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431110,SAMN02183607,simple,7955,Danio rerio,GSM1152445,GEO,SRA082637,09,2013,Lee,Nanog MO 4hpf Total mRNA,Nanog MO 4hpf Total mRNA,WT 4hpf Total mRNA,Whole embryos,TUAB,4hpf,none,total RNA,GSM1152444
SRR870801,3701669,281326844,76,189,SRX288483,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431110,SAMN02183607,simple,7955,Danio rerio,GSM1152445,GEO,SRA082637,09,2013,Lee,Nanog MO 4hpf Total mRNA,Nanog MO 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,Whole embryos,TUAB,4hpf,alpha-amanitin,total RNA,GSM1152445
SRR870802,3928407,298558932,76,200,SRX288483,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431110,SAMN02183607,simple,7955,Danio rerio,GSM1152445,GEO,SRA082637,09,2013,Lee,Nanog MO 4hpf Total mRNA,Nanog MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,Whole embryos,TUAB,4hpf,"U1 MO, U2 MO",total RNA,GSM1152446
SRR870803,4000000,3.04e+08,76,204,SRX288483,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431110,SAMN02183607,simple,7955,Danio rerio,GSM1152445,GEO,SRA082637,09,2013,Lee,Nanog MO 4hpf Total mRNA,Nanog MO 4hpf Total mRNA,Nanog MO 4hpf Total mRNA,Whole embryos,TUAB,4hpf,Nanog MO,total RNA,GSM1152447
SRR870804,4000000,3.04e+08,76,204,SRX288484,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431111,SAMN02183608,simple,7955,Danio rerio,GSM1152446,GEO,SRA082637,09,2013,Lee,SoxB1 MO 4hpf Total mRNA,SoxB1 MO 4hpf Total mRNA,SoxB1 MO 4hpf Total mRNA,Whole embryos,TUAB,4hpf,SoxB1 MO,total RNA,GSM1152448
SRR870805,4000000,3.04e+08,76,205,SRX288484,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431111,SAMN02183608,simple,7955,Danio rerio,GSM1152446,GEO,SRA082637,09,2013,Lee,SoxB1 MO 4hpf Total mRNA,SoxB1 MO 4hpf Total mRNA,Nanog + SoxB1 MO 4hpf Total mRNA,Whole embryos,TUAB,4hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152449
SRR870806,594276,45164976,76,31,SRX288484,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431111,SAMN02183608,simple,7955,Danio rerio,GSM1152446,GEO,SRA082637,09,2013,Lee,SoxB1 MO 4hpf Total mRNA,SoxB1 MO 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,none,total RNA,GSM1152450
SRR870807,4000000,3.04e+08,76,203,SRX288484,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431111,SAMN02183608,simple,7955,Danio rerio,GSM1152446,GEO,SRA082637,09,2013,Lee,SoxB1 MO 4hpf Total mRNA,SoxB1 MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,Nanog MO,total RNA,GSM1152451
SRR870808,873881,66414956,76,46,SRX288484,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431111,SAMN02183608,simple,7955,Danio rerio,GSM1152446,GEO,SRA082637,09,2013,Lee,SoxB1 MO 4hpf Total mRNA,SoxB1 MO 4hpf Total mRNA,MZpou5f1 SoxB1 MO 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,SoxB1 MO,total RNA,GSM1152452
SRR870809,4000000,3.04e+08,76,203,SRX288484,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431111,SAMN02183608,simple,7955,Danio rerio,GSM1152446,GEO,SRA082637,09,2013,Lee,SoxB1 MO 4hpf Total mRNA,SoxB1 MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152453
SRR870810,2675904,203368704,76,137,SRX288485,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431112,SAMN02183609,simple,7955,Danio rerio,GSM1152447,GEO,SRA082637,09,2013,Lee,Nanog + SoxB1 MO 4hpf Total mRNA,Nanog + SoxB1 MO 4hpf Total mRNA,WT 6hpf Total mRNA,Whole embryos,TUAB,6hpf,none,total RNA,GSM1152454
SRR870811,4000000,3.04e+08,76,204,SRX288485,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431112,SAMN02183609,simple,7955,Danio rerio,GSM1152447,GEO,SRA082637,09,2013,Lee,Nanog + SoxB1 MO 4hpf Total mRNA,Nanog + SoxB1 MO 4hpf Total mRNA,WT 6hpf Total mRNA,Whole embryos,TUAB,6hpf,none,total RNA,GSM1152455
SRR870812,2907251,220951076,76,148,SRX288485,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431112,SAMN02183609,simple,7955,Danio rerio,GSM1152447,GEO,SRA082637,09,2013,Lee,Nanog + SoxB1 MO 4hpf Total mRNA,Nanog + SoxB1 MO 4hpf Total mRNA,WT 6hpf Total mRNA,Whole embryos,TUAB,6hpf,none,total RNA,GSM1152456
SRR870813,4000000,3.04e+08,76,203,SRX288485,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431112,SAMN02183609,simple,7955,Danio rerio,GSM1152447,GEO,SRA082637,09,2013,Lee,Nanog + SoxB1 MO 4hpf Total mRNA,Nanog + SoxB1 MO 4hpf Total mRNA,Alpha-amanitin 6hpf Total mRNA,Whole embryos,TUAB,6hpf,alpha-amanitin,total RNA,GSM1152457
SRR870814,2704458,205538808,76,134,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Cycloheximide 6hpf Total mRNA,Whole embryos,TUAB,6hpf,cycloheximide,total RNA,GSM1152458
SRR870815,4000000,3.04e+08,76,186,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Nanog MO 6hpf Total mRNA,Whole embryos,TUAB,6hpf,Nanog MO,total RNA,GSM1152459
SRR870816,3358219,255224644,76,160,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Nanog + SoxB1 MO Total mRNA,Whole embryos,TUAB,6hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152460
SRR870817,4000000,3.04e+08,76,181,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Nanog + SoxB1 MO Total mRNA,Whole embryos,TUAB,6hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152461
SRR870818,4000000,3.04e+08,76,181,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 6hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,none,total RNA,GSM1152462
SRR870819,4000000,3.04e+08,76,180,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 SoxB1 MO 6hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,SoxB1 MO,total RNA,GSM1219140
SRR870820,4000000,3.04e+08,76,182,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 6hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1219141
SRR870821,4000000,3.04e+08,76,186,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Cycloheximide 4hpf Total mRNA,Whole embryos,TUAB,4hpf,cycloheximide,,GSM1219142
SRR870822,4000000,3.04e+08,76,185,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO + rescue mRNA 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,"Nanog MO, SoxB1 MO, rescue mRNA",,GSM1219143
SRR870823,4000000,3.04e+08,76,183,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,WT 6hpf poly(A)+ mRNA,Whole embryos,TUAB,6hpf,none,,GSM1219144
SRR870824,4000000,3.04e+08,76,182,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,WT 8hpf poly(A)+ mRNA,Whole embryos,TUAB,8hpf,none,,GSM1219145
