Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,GEO Accession
SRR387890,10210064,408402560,40,280,SRX110568,GSM843766: footprints for the 7 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281786,SAMN00761948,simple,4932,Saccharomyces cerevisiae,GSM843766,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 7 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843766
SRR387891,11620421,464816840,40,290,SRX110569,GSM843767: footprints for the 8 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281787,SAMN00761949,simple,4932,Saccharomyces cerevisiae,GSM843767,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 8 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843767
SRR387892,5445846,196050456,36,145,SRX110570,GSM843768: footprints for the 9 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281788,SAMN00761950,simple,4932,Saccharomyces cerevisiae,GSM843768,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 9 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843768
SRR387893,12686504,507460160,,357,SRX110571,GSM843769: footprints for the 10 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281789,SAMN00761951,simple,4932,Saccharomyces cerevisiae,GSM843769,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 10 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843769
SRR387894,11960989,478439560,40,347,SRX110572,GSM843770: footprints for the 11 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281790,SAMN00761952,simple,4932,Saccharomyces cerevisiae,GSM843770,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 11 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843770
SRR387895,6461106,258444240,40,184,SRX110573,GSM843771: footprints for the 12 timepoint of the ndt80 release timecourse (the first lane of this),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281791,SAMN00761953,simple,4932,Saccharomyces cerevisiae,GSM843771,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 12 timepoint of the ndt80 release timecourse (the first lane of this),S. cerevisiae sporulation media,SK1,GSM843771
SRR387896,18590410,743616400,40,396,SRX110574,GSM843772: footprints for the 12 timepoint of the ndt80 release timecourse (the second lane of this),RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281792,SAMN00761954,simple,4932,Saccharomyces cerevisiae,GSM843772,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 12 timepoint of the ndt80 release timecourse (the second lane of this),S. cerevisiae sporulation media,SK1,GSM843772
SRR387897,11365568,454622720,40,320,SRX110575,GSM843773: footprints for the 13 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281793,SAMN00761955,simple,4932,Saccharomyces cerevisiae,GSM843773,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 13 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843773
SRR387898,11782015,471280600,40,321,SRX110576,GSM843774: footprints for the 15 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281794,SAMN00761956,simple,4932,Saccharomyces cerevisiae,GSM843774,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 15 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843774
SRR387899,10793988,431759520,40,299,SRX110577,GSM843775: footprints for the 18 timepoint of the ndt80 release timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281795,SAMN00761957,simple,4932,Saccharomyces cerevisiae,GSM843775,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the 18 timepoint of the ndt80 release timecourse,S. cerevisiae sporulation media,SK1,GSM843775
SRR387900,23255440,930217600,40,667,SRX110578,"GSM843776: footprints for mata/a strain, fig s6a",RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281796,SAMN00761958,simple,4932,Saccharomyces cerevisiae,GSM843776,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,"footprints for mata/a strain, fig s6a",S. cerevisiae sporulation media,SK1,GSM843776
SRR387901,18402980,736119200,40,476,SRX110579,GSM843777: footprints for the V timepoint of the traditional timecourse,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP009639,PRJNA149975,22194413,"",SRS281797,SAMN00761959,simple,4932,Saccharomyces cerevisiae,GSM843777,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for the V timepoint of the traditional timecourse,S. cerevisiae sporulation media,SK1,GSM843777
SRR387902,29610067,1480503350,50,937,SRX110580,GSM843778: footprints for A14201 meiotic replicate 1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281798,SAMN00761960,simple,4932,Saccharomyces cerevisiae,GSM843778,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for A14201 meiotic replicate 1,S. cerevisiae sporulation media,SK1,GSM843778
SRR387903,32829314,1641465700,50,1051,SRX110581,GSM843779: footprints for A14201 meiotic replicate 2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281799,SAMN00761961,simple,4932,Saccharomyces cerevisiae,GSM843779,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for A14201 meiotic replicate 2,S. cerevisiae sporulation media,SK1,GSM843779
SRR387904,161720098,8086004900,50,5209,SRX110582,GSM843780: footprints for gb15 meiotic replicate 1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281800,SAMN00761962,simple,4932,Saccharomyces cerevisiae,GSM843780,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for gb15 meiotic replicate 1,S. cerevisiae sporulation media,SK1,GSM843780
SRR387905,154043251,7702162550,50,5091,SRX110583,GSM843781: footprints for gb15 meiotic replicate 2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281801,SAMN00761963,simple,4932,Saccharomyces cerevisiae,GSM843781,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,footprints for gb15 meiotic replicate 2,S. cerevisiae sporulation media,SK1,GSM843781
SRR387906,35001129,1715055321,49,1055,SRX110584,"GSM843782: footprints for mata/a strain 2hr, fig s6b",RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281802,SAMN00761964,simple,4932,Saccharomyces cerevisiae,GSM843782,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,"footprints for mata/a strain 2hr, fig s6b",S. cerevisiae sporulation media,SK1,GSM843782
SRR387907,31852735,1560784015,49,963,SRX110585,"GSM843783: footprints for mata/a strain 4hr, fig s6b",RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP009639,PRJNA149975,22194413,"",SRS281803,SAMN00761965,simple,4932,Saccharomyces cerevisiae,GSM843783,GEO,SRA048501,01,2012,Brar,S. cerevisiae sporulation media,"footprints for mata/a strain 4hr, fig s6b",S. cerevisiae sporulation media,SK1,GSM843783
