Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,developmental stage
SRR17972815,16907283,5072184900,150,1871,SRX14129069,GSM5885166,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955715,SAMN25842154,simple,9913,Bos taurus,GSM5885166,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_B, bovine",embryos,embryos,Blastocyst
SRR17972814,14543426,4363027800,150,1606,SRX14129070,GSM5885167,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955716,SAMN25842153,simple,9913,Bos taurus,GSM5885167,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_C, bovine",embryos,embryos,Blastocyst
SRR17972813,16802654,5040796200,150,1914,SRX14129071,GSM5885054,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955717,SAMN25842266,simple,9913,Bos taurus,GSM5885054,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F3_A, bovine",oocytes,oocytes,MII
SRR17972812,15047017,4514105100,150,1874,SRX14129072,GSM5885055,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955718,SAMN25842265,simple,9913,Bos taurus,GSM5885055,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F3_B, bovine",oocytes,oocytes,MII
SRR17972811,18160794,5448238200,150,2146,SRX14129073,GSM5885056,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955719,SAMN25842264,simple,9913,Bos taurus,GSM5885056,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F4_A, bovine",oocytes,oocytes,MII
SRR17972810,16789110,5036733000,150,2081,SRX14129074,GSM5885057,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955720,SAMN25842263,simple,9913,Bos taurus,GSM5885057,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F4_B, bovine",oocytes,oocytes,MII
SRR17972809,16527472,4958241600,150,1881,SRX14129075,GSM5885058,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955721,SAMN25842262,simple,9913,Bos taurus,GSM5885058,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F5_A, bovine",oocytes,oocytes,MII
SRR17972808,16064623,4819386900,150,1971,SRX14129076,GSM5885059,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955722,SAMN25842261,simple,9913,Bos taurus,GSM5885059,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F5_B, bovine",oocytes,oocytes,MII
SRR17972807,15399220,4619766000,150,1884,SRX14129077,GSM5885060,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955723,SAMN25842260,simple,9913,Bos taurus,GSM5885060,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F6_A, bovine",oocytes,oocytes,MII
SRR17972806,16505617,4951685100,150,1994,SRX14129078,GSM5885061,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955724,SAMN25842259,simple,9913,Bos taurus,GSM5885061,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F6_B, bovine",oocytes,oocytes,MII
SRR17972805,14930608,4479182400,150,1858,SRX14129079,GSM5885062,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955725,SAMN25842258,simple,9913,Bos taurus,GSM5885062,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F7_A, bovine",oocytes,oocytes,MII
SRR17972804,17582291,5274687300,150,2177,SRX14129080,GSM5885063,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955726,SAMN25842257,simple,9913,Bos taurus,GSM5885063,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F7_B, bovine",oocytes,oocytes,MII
SRR17972803,14588260,4376478000,150,1771,SRX14129081,GSM5885064,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955727,SAMN25842256,simple,9913,Bos taurus,GSM5885064,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F8_A, bovine",oocytes,oocytes,MII
SRR17972802,15565449,4669634700,150,1845,SRX14129082,GSM5885065,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955728,SAMN25842255,simple,9913,Bos taurus,GSM5885065,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F8_B, bovine",oocytes,oocytes,MII
SRR17972801,16005547,4801664100,150,1910,SRX14129083,GSM5885066,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955729,SAMN25842254,simple,9913,Bos taurus,GSM5885066,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F9_A, bovine",oocytes,oocytes,MII
SRR17972800,15753155,4725946500,150,1935,SRX14129084,GSM5885067,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955730,SAMN25842253,simple,9913,Bos taurus,GSM5885067,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F9_B, bovine",oocytes,oocytes,MII
SRR17972799,13922720,4176816000,150,1654,SRX14129085,GSM5885068,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955731,SAMN25842252,simple,9913,Bos taurus,GSM5885068,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F10_A, bovine",oocytes,oocytes,MII
SRR17972798,14600922,4380276600,150,1622,SRX14129086,GSM5885069,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955732,SAMN25842251,simple,9913,Bos taurus,GSM5885069,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,oocytes,"MII_F10_B, bovine",oocytes,oocytes,MII
SRR17972797,15185570,4555671000,150,1740,SRX14129087,GSM5885070,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955733,SAMN25842250,simple,9913,Bos taurus,GSM5885070,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"2-cell_F1_A, bovine",embryos,embryos,2-cell
SRR17972796,17148233,5144469900,150,2028,SRX14129088,GSM5885071,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955734,SAMN25842249,simple,9913,Bos taurus,GSM5885071,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"2-cell_F1_B, bovine",embryos,embryos,2-cell
SRR17972795,14816620,4444986000,150,1799,SRX14129089,GSM5885072,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955735,SAMN25842248,simple,9913,Bos taurus,GSM5885072,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"2-cell_F2_A, bovine",embryos,embryos,2-cell
SRR17972794,16763043,5028912900,150,2080,SRX14129090,GSM5885073,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955736,SAMN25842247,simple,9913,Bos taurus,GSM5885073,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"2-cell_F2_B, bovine",embryos,embryos,2-cell
SRR17972793,14349003,4304700900,150,1614,SRX14129091,GSM5885074,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955737,SAMN25842246,simple,9913,Bos taurus,GSM5885074,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"2-cell_F3_A, bovine",embryos,embryos,2-cell
SRR17972792,14003576,4201072800,150,1737,SRX14129092,GSM5885075,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955738,SAMN25842245,simple,9913,Bos taurus,GSM5885075,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"2-cell_F3_B, bovine",embryos,embryos,2-cell
SRR17972791,17055370,5116611000,150,2086,SRX14129093,GSM5885076,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955739,SAMN25842244,simple,9913,Bos taurus,GSM5885076,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"2-cell_F4_A, bovine",embryos,embryos,2-cell
SRR17972790,14075785,4222735500,150,1787,SRX14129094,GSM5885077,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955740,SAMN25842243,simple,9913,Bos taurus,GSM5885077,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"2-cell_F4_B, bovine",embryos,embryos,2-cell
SRR17972789,15235737,4570721100,150,1689,SRX14129095,GSM5885126,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955741,SAMN25842194,simple,9913,Bos taurus,GSM5885126,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F9_A, bovine",embryos,embryos,Morula
SRR17972788,20282548,6084764400,150,2427,SRX14129096,GSM5885127,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955742,SAMN25842193,simple,9913,Bos taurus,GSM5885127,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F9_B, bovine",embryos,embryos,Morula
SRR17972787,14777018,4433105400,150,1671,SRX14129097,GSM5885128,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955743,SAMN25842192,simple,9913,Bos taurus,GSM5885128,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F10_A, bovine",embryos,embryos,Morula
SRR17972786,17577536,5273260800,150,2158,SRX14129098,GSM5885129,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955744,SAMN25842191,simple,9913,Bos taurus,GSM5885129,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F10_B, bovine",embryos,embryos,Morula
SRR17972785,6563019,1968905700,150,751,SRX14129099,GSM5885130,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955745,SAMN25842190,simple,9913,Bos taurus,GSM5885130,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F1_A, bovine",embryos,embryos,Blastocyst
SRR17972784,11582732,3474819600,150,1334,SRX14129100,GSM5885131,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955746,SAMN25842189,simple,9913,Bos taurus,GSM5885131,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F1_B, bovine",embryos,embryos,Blastocyst
SRR17972783,11136022,3340806600,150,1235,SRX14129101,GSM5885132,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955747,SAMN25842188,simple,9913,Bos taurus,GSM5885132,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F2_A, bovine",embryos,embryos,Blastocyst
SRR17972782,12152072,3645621600,150,1344,SRX14129102,GSM5885133,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955748,SAMN25842187,simple,9913,Bos taurus,GSM5885133,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F2_B, bovine",embryos,embryos,Blastocyst
SRR17972781,17614005,5284201500,150,1934,SRX14129103,GSM5885134,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955749,SAMN25842186,simple,9913,Bos taurus,GSM5885134,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F3_A, bovine",embryos,embryos,Blastocyst
SRR17972780,17695320,5308596000,150,1966,SRX14129104,GSM5885135,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955750,SAMN25842185,simple,9913,Bos taurus,GSM5885135,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F3_B, bovine",embryos,embryos,Blastocyst
SRR17972779,16902697,5070809100,150,1851,SRX14129105,GSM5885136,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955751,SAMN25842184,simple,9913,Bos taurus,GSM5885136,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F4_A, bovine",embryos,embryos,Blastocyst
SRR17972778,15460516,4638154800,150,1716,SRX14129106,GSM5885137,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955752,SAMN25842183,simple,9913,Bos taurus,GSM5885137,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F4_B, bovine",embryos,embryos,Blastocyst
SRR17972777,16138190,4841457000,150,1770,SRX14129107,GSM5885138,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955753,SAMN25842182,simple,9913,Bos taurus,GSM5885138,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F5_A, bovine",embryos,embryos,Blastocyst
SRR17972776,14896589,4468976700,150,1633,SRX14129108,GSM5885139,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955754,SAMN25842181,simple,9913,Bos taurus,GSM5885139,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F5_B, bovine",embryos,embryos,Blastocyst
SRR17972775,16820447,5046134100,150,1834,SRX14129109,GSM5885140,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955755,SAMN25842180,simple,9913,Bos taurus,GSM5885140,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F6_A, bovine",embryos,embryos,Blastocyst
SRR17972774,17255957,5176787100,150,1905,SRX14129110,GSM5885141,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955756,SAMN25842179,simple,9913,Bos taurus,GSM5885141,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F6_B, bovine",embryos,embryos,Blastocyst
SRR17972773,17448259,5234477700,150,1934,SRX14129111,GSM5885142,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955757,SAMN25842178,simple,9913,Bos taurus,GSM5885142,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F7_A, bovine",embryos,embryos,Blastocyst
SRR17972772,17561805,5268541500,150,1950,SRX14129112,GSM5885143,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955758,SAMN25842177,simple,9913,Bos taurus,GSM5885143,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F7_B, bovine",embryos,embryos,Blastocyst
SRR17972771,16162236,4848670800,150,1829,SRX14129113,GSM5885144,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955759,SAMN25842176,simple,9913,Bos taurus,GSM5885144,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F8_A, bovine",embryos,embryos,Blastocyst
SRR17972770,17416725,5225017500,150,1943,SRX14129114,GSM5885145,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955760,SAMN25842175,simple,9913,Bos taurus,GSM5885145,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F8_B, bovine",embryos,embryos,Blastocyst
SRR17972769,14844249,4453274700,150,1661,SRX14129115,GSM5885146,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955761,SAMN25842174,simple,9913,Bos taurus,GSM5885146,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F9_A, bovine",embryos,embryos,Blastocyst
SRR17972768,16918512,5075553600,150,1880,SRX14129116,GSM5885147,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955762,SAMN25842173,simple,9913,Bos taurus,GSM5885147,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F9_B, bovine",embryos,embryos,Blastocyst
SRR17972767,13432862,4029858600,150,1501,SRX14129117,GSM5885148,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955763,SAMN25842172,simple,9913,Bos taurus,GSM5885148,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F10_A, bovine",embryos,embryos,Blastocyst
SRR17972766,16889533,5066859900,150,1857,SRX14129118,GSM5885149,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955764,SAMN25842171,simple,9913,Bos taurus,GSM5885149,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Blastocyst_F10_B, bovine",embryos,embryos,Blastocyst
SRR17972765,12827088,3848126400,150,1387,SRX14129119,GSM5885102,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955765,SAMN25842218,simple,9913,Bos taurus,GSM5885102,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"8-cell_F7_A, bovine",embryos,embryos,8-cell
SRR17972764,16692195,5007658500,150,1977,SRX14129120,GSM5885103,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955766,SAMN25842217,simple,9913,Bos taurus,GSM5885103,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"8-cell_F7_B, bovine",embryos,embryos,8-cell
SRR17972763,12491735,3747520500,150,1403,SRX14129121,GSM5885104,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955767,SAMN25842216,simple,9913,Bos taurus,GSM5885104,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"8-cell_F8_A, bovine",embryos,embryos,8-cell
SRR17972762,17111240,5133372000,150,1972,SRX14129122,GSM5885105,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955768,SAMN25842215,simple,9913,Bos taurus,GSM5885105,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"8-cell_F8_B, bovine",embryos,embryos,8-cell
SRR17972761,14060150,4218045000,150,1555,SRX14129123,GSM5885106,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955769,SAMN25842214,simple,9913,Bos taurus,GSM5885106,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"8-cell_F9_A, bovine",embryos,embryos,8-cell
SRR17972760,20645552,6193665600,150,2483,SRX14129124,GSM5885107,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955770,SAMN25842213,simple,9913,Bos taurus,GSM5885107,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"8-cell_F9_B, bovine",embryos,embryos,8-cell
SRR17972759,14390783,4317234900,150,1565,SRX14129125,GSM5885108,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955771,SAMN25842212,simple,9913,Bos taurus,GSM5885108,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"8-cell_F10_A, bovine",embryos,embryos,8-cell
SRR17972758,18317090,5495127000,150,2058,SRX14129126,GSM5885109,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955772,SAMN25842211,simple,9913,Bos taurus,GSM5885109,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"8-cell_F10_B, bovine",embryos,embryos,8-cell
SRR17972757,5121775,1536532500,150,591,SRX14129127,GSM5885110,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955773,SAMN25842210,simple,9913,Bos taurus,GSM5885110,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F1_A, bovine",embryos,embryos,Morula
SRR17972756,10268733,3080619900,150,1219,SRX14129128,GSM5885111,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955774,SAMN25842209,simple,9913,Bos taurus,GSM5885111,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F1_B, bovine",embryos,embryos,Morula
SRR17972755,13268381,3980514300,150,1472,SRX14129129,GSM5885112,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955775,SAMN25842208,simple,9913,Bos taurus,GSM5885112,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F2_A, bovine",embryos,embryos,Morula
SRR17972754,10411851,3123555300,150,1259,SRX14129130,GSM5885113,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955776,SAMN25842207,simple,9913,Bos taurus,GSM5885113,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F2_B, bovine",embryos,embryos,Morula
SRR17972753,17991842,5397552600,150,2027,SRX14129131,GSM5885114,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955777,SAMN25842206,simple,9913,Bos taurus,GSM5885114,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F3_A, bovine",embryos,embryos,Morula
SRR17972752,13005003,3901500900,150,1584,SRX14129132,GSM5885115,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955778,SAMN25842205,simple,9913,Bos taurus,GSM5885115,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F3_B, bovine",embryos,embryos,Morula
