Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,mouse age,Sex,appps1 positive/negative,GEO Accession
SRR11875239,52115808,5315812416,51,3552,SRX8424921,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736340,SAMN15056106,simple,10090,Mus musculus,GSM4578921,GEO,SRA1081186,05,2020,Roussarie,Brain,JP121 S1_4months_68J22-Cartpt,Brain,S1,4-5 months,male,neg,GSM4578921
SRR11875240,55029443,5613003186,51,3770,SRX8424922,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736341,SAMN15056105,simple,10090,Mus musculus,GSM4578922,GEO,SRA1081186,05,2020,Roussarie,Brain,JP122 S1_4months_68J22-Cartpt,Brain,S1,4-5 months,male,neg,GSM4578922
SRR11875241,52208020,5325218040,51,3541,SRX8424923,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736342,SAMN15056104,simple,10090,Mus musculus,GSM4578923,GEO,SRA1081186,05,2020,Roussarie,Brain,JP126 ECII_5months_307B16-Sh3bgrl2-#26,Brain,ECII,4-5 months,male,neg,GSM4578923
SRR11875242,33567279,3423862458,51,2241,SRX8424924,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736343,SAMN15056103,simple,10090,Mus musculus,GSM4578924,GEO,SRA1081186,05,2020,Roussarie,Brain,JP140 ECII_24months_199D5-Rasgrp2,Brain,ECII,24 months,male,neg,GSM4578924
SRR11875243,58580056,5975165712,51,3938,SRX8424925,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736344,SAMN15056102,simple,10090,Mus musculus,GSM4578925,GEO,SRA1081186,05,2020,Roussarie,Brain,JP141 ECII_24months_199D5-Rasgrp2,Brain,ECII,24 months,male,neg,GSM4578925
SRR11875244,74697157,7619110014,51,5015,SRX8424926,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736345,SAMN15056101,simple,10090,Mus musculus,GSM4578926,GEO,SRA1081186,05,2020,Roussarie,Brain,JP142 ECII_24months_199D5-Rasgrp2,Brain,ECII,24 months,male,neg,GSM4578926
SRR11875245,57976450,5913597900,51,3896,SRX8424927,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736346,SAMN15056100,simple,10090,Mus musculus,GSM4578927,GEO,SRA1081186,05,2020,Roussarie,Brain,JP143 ECII_24months_344N1-Rasgrp2,Brain,ECII,24 months,male,neg,GSM4578927
SRR11875246,60097522,6129947244,51,4072,SRX8424928,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736347,SAMN15056099,simple,10090,Mus musculus,GSM4578928,GEO,SRA1081186,05,2020,Roussarie,Brain,JP144 ECII_24months_344N1-Rasgrp2,Brain,ECII,24 months,male,neg,GSM4578928
SRR11875247,53319210,5438559420,51,3620,SRX8424929,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736348,SAMN15056098,simple,10090,Mus musculus,GSM4578929,GEO,SRA1081186,05,2020,Roussarie,Brain,JP145 ECII_24months_344N1-Rasgrp2,Brain,ECII,24 months,male,neg,GSM4578929
SRR11875248,57756916,5891205432,51,3904,SRX8424930,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736349,SAMN15056097,simple,10090,Mus musculus,GSM4578930,GEO,SRA1081186,05,2020,Roussarie,Brain,JP146 ECII_24months_307B16-Sh3bgrl2-#26,Brain,ECII,24 months,male,neg,GSM4578930
SRR11875249,64355568,6564267936,51,4372,SRX8424931,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736350,SAMN15056096,simple,10090,Mus musculus,GSM4578931,GEO,SRA1081186,05,2020,Roussarie,Brain,JP147 ECII_24months_307B16-Sh3bgrl2-#26,Brain,ECII,24 months,male,neg,GSM4578931
SRR11875250,53454169,5452325238,51,3616,SRX8424932,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736351,SAMN15056095,simple,10090,Mus musculus,GSM4578932,GEO,SRA1081186,05,2020,Roussarie,Brain,JP148 ECII_24months_307B16-Sh3bgrl2-#26,Brain,ECII,24 months,male,neg,GSM4578932
SRR11875251,59075818,6025733436,51,4002,SRX8424933,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736352,SAMN15056094,simple,10090,Mus musculus,GSM4578933,GEO,SRA1081186,05,2020,Roussarie,Brain,JP149 ECII_24months_307B16-Sh3bgrl2-#33,Brain,ECII,24 months,male,neg,GSM4578933
SRR11875252,63620972,6489339144,51,4294,SRX8424934,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736353,SAMN15056093,simple,10090,Mus musculus,GSM4578934,GEO,SRA1081186,05,2020,Roussarie,Brain,JP150 ECII_24months_307B16-Sh3bgrl2-#33,Brain,ECII,24 months,male,neg,GSM4578934
SRR11875253,62022731,6326318562,51,4196,SRX8424935,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736354,SAMN15056092,simple,10090,Mus musculus,GSM4578935,GEO,SRA1081186,05,2020,Roussarie,Brain,JP151 ECII_24months_307B16-Sh3bgrl2-#33,Brain,ECII,24 months,male,neg,GSM4578935
SRR11875254,63646561,6491949222,51,4384,SRX8424936,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736355,SAMN15056091,simple,10090,Mus musculus,GSM4578936,GEO,SRA1081186,05,2020,Roussarie,Brain,JP152 CA1_24months_Cck,Brain,CA1,24 months,male,neg,GSM4578936
SRR11875255,63426383,6469491066,51,4363,SRX8424937,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736356,SAMN15056090,simple,10090,Mus musculus,GSM4578937,GEO,SRA1081186,05,2020,Roussarie,Brain,JP153 CA1_24months_Cck,Brain,CA1,24 months,male,neg,GSM4578937
SRR11875256,59194718,6037861236,51,4069,SRX8424938,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736357,SAMN15056089,simple,10090,Mus musculus,GSM4578938,GEO,SRA1081186,05,2020,Roussarie,Brain,JP154 CA1_24months_Cck,Brain,CA1,24 months,male,neg,GSM4578938
SRR11875257,73011432,7447166064,51,5003,SRX8424939,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736358,SAMN15056088,simple,10090,Mus musculus,GSM4578939,GEO,SRA1081186,05,2020,Roussarie,Brain,JP155 CA1_24months_126C5-Sstr4-#7,Brain,CA1,24 months,male,neg,GSM4578939
SRR11875258,58212630,5937688260,51,3983,SRX8424940,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736359,SAMN15056087,simple,10090,Mus musculus,GSM4578940,GEO,SRA1081186,05,2020,Roussarie,Brain,JP156 CA1_24months_126C5-Sstr4-#7,Brain,CA1,24 months,male,neg,GSM4578940
SRR11875259,80325551,8193206202,51,5497,SRX8424941,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736360,SAMN15056086,simple,10090,Mus musculus,GSM4578941,GEO,SRA1081186,05,2020,Roussarie,Brain,JP157 CA1_24months_126C5-Sstr4-#7,Brain,CA1,24 months,male,neg,GSM4578941
SRR11875260,60490898,6170071596,51,4130,SRX8424942,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736361,SAMN15056085,simple,10090,Mus musculus,GSM4578942,GEO,SRA1081186,05,2020,Roussarie,Brain,JP158 DG_24months_126C5-Sstr4-#19,Brain,DG,24 months,male,neg,GSM4578942
SRR11875261,56803036,5793909672,51,3886,SRX8424943,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736362,SAMN15056084,simple,10090,Mus musculus,GSM4578943,GEO,SRA1081186,05,2020,Roussarie,Brain,JP159 DG_24months_126C5-Sstr4-#19,Brain,DG,24 months,male,neg,GSM4578943
SRR11875262,57290846,5843666292,51,3861,SRX8424944,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736363,SAMN15056083,simple,10090,Mus musculus,GSM4578944,GEO,SRA1081186,05,2020,Roussarie,Brain,JP160 DG_24months_126C5-Sstr4-#19,Brain,DG,24 months,male,neg,GSM4578944
SRR11875263,74846305,7634323110,51,5047,SRX8424945,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736364,SAMN15056082,simple,10090,Mus musculus,GSM4578945,GEO,SRA1081186,05,2020,Roussarie,Brain,JP161 CA2_5months_329L1-Cacng5,Brain,CA2,4-5 months,male,neg,GSM4578945
SRR11875264,44601306,4549333212,51,3018,SRX8424946,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736365,SAMN15056081,simple,10090,Mus musculus,GSM4578946,GEO,SRA1081186,05,2020,Roussarie,Brain,JP162 CA2_5months_329L1-Cacng5,Brain,CA2,4-5 months,male,neg,GSM4578946
SRR11875265,53902141,5498018382,51,3654,SRX8424947,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736366,SAMN15056080,simple,10090,Mus musculus,GSM4578947,GEO,SRA1081186,05,2020,Roussarie,Brain,JP163 CA2_5months_329L1-Cacng5,Brain,CA2,4-5 months,male,neg,GSM4578947
SRR11875266,49537588,5052833976,51,3330,SRX8424948,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736367,SAMN15056079,simple,10090,Mus musculus,GSM4578948,GEO,SRA1081186,05,2020,Roussarie,Brain,JP164 CA3_24months_Gprin3,Brain,CA3,24 months,male,neg,GSM4578948
SRR11875267,65890512,6720832224,51,4431,SRX8424949,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736368,SAMN15056078,simple,10090,Mus musculus,GSM4578949,GEO,SRA1081186,05,2020,Roussarie,Brain,JP165 CA3_24months_Gprin3,Brain,CA3,24 months,male,neg,GSM4578949
SRR11875268,61137712,6236046624,51,4105,SRX8424950,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736369,SAMN15056077,simple,10090,Mus musculus,GSM4578950,GEO,SRA1081186,05,2020,Roussarie,Brain,JP166 CA3_24months_Gprin3,Brain,CA3,24 months,male,neg,GSM4578950
SRR11875269,44655202,4554830604,51,3001,SRX8424951,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736370,SAMN15056076,simple,10090,Mus musculus,GSM4578951,GEO,SRA1081186,05,2020,Roussarie,Brain,JP167 V1_24months_181A2-Calca,Brain,V1,24 months,male,neg,GSM4578951
SRR11875270,41879597,4271718894,51,2769,SRX8424952,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736371,SAMN15055980,simple,10090,Mus musculus,GSM4578953,GEO,SRA1081186,05,2020,Roussarie,Brain,JP168 V1_24months_181A2-Calca,Brain,V1,24 months,male,neg,GSM4578953
SRR11875271,52939442,5399823084,51,3474,SRX8424953,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736372,SAMN15055979,simple,10090,Mus musculus,GSM4578955,GEO,SRA1081186,05,2020,Roussarie,Brain,JP169 V1_24months_181A2-Calca,Brain,V1,24 months,male,neg,GSM4578955
SRR11875272,53929588,5500817976,51,3534,SRX8424954,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736373,SAMN15055986,simple,10090,Mus musculus,GSM4578957,GEO,SRA1081186,05,2020,Roussarie,Brain,JP170 S1_24months_68J22-Cartpt,Brain,S1,24 months,male,neg,GSM4578957
SRR11875273,61322605,6254905710,51,4039,SRX8424955,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736374,SAMN15055985,simple,10090,Mus musculus,GSM4578959,GEO,SRA1081186,05,2020,Roussarie,Brain,JP171 S1_24months_68J22-Cartpt,Brain,S1,24 months,male,neg,GSM4578959
SRR11875274,38064757,3882605214,51,2540,SRX8424956,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736375,SAMN15055984,simple,10090,Mus musculus,GSM4578961,GEO,SRA1081186,05,2020,Roussarie,Brain,JP172 S1_24months_68J22-Cartpt,Brain,S1,24 months,male,neg,GSM4578961
SRR11875275,57907468,5906561736,51,3871,SRX8424957,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736376,SAMN15055983,simple,10090,Mus musculus,GSM4578963,GEO,SRA1081186,05,2020,Roussarie,Brain,JP198 ECII_5months_307B16-Sh3bgrl2-#33,Brain,ECII,4-5 months,male,neg,GSM4578963
SRR11875276,55335027,5644172754,51,3711,SRX8424958,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736377,SAMN15055982,simple,10090,Mus musculus,GSM4578965,GEO,SRA1081186,05,2020,Roussarie,Brain,JP199 ECII_5months_307B16-Sh3bgrl2-#33,Brain,ECII,4-5 months,male,neg,GSM4578965
SRR11875277,75079890,7658148780,51,5017,SRX8424959,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736378,SAMN15055981,simple,10090,Mus musculus,GSM4578967,GEO,SRA1081186,05,2020,Roussarie,Brain,JP200 ECII_5months_307B16-Sh3bgrl2-#33,Brain,ECII,4-5 months,male,neg,GSM4578967
SRR11875278,55364234,5647151868,51,3712,SRX8424960,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736379,SAMN15055978,simple,10090,Mus musculus,GSM4578969,GEO,SRA1081186,05,2020,Roussarie,Brain,JP201 CA1_5months_Cck,Brain,CA1,4-5 months,male,neg,GSM4578969
SRR11875279,57811451,5896768002,51,3865,SRX8424961,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736380,SAMN15055977,simple,10090,Mus musculus,GSM4578971,GEO,SRA1081186,05,2020,Roussarie,Brain,JP202 CA1_5months_Cck,Brain,CA1,4-5 months,male,neg,GSM4578971
SRR11875280,63901369,6517939638,51,4295,SRX8424962,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736382,SAMN15055976,simple,10090,Mus musculus,GSM4578973,GEO,SRA1081186,05,2020,Roussarie,Brain,JP203 CA1_5months_Cck,Brain,CA1,4-5 months,male,neg,GSM4578973
SRR11875281,58095129,5925703158,51,3992,SRX8424963,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736381,SAMN15055975,simple,10090,Mus musculus,GSM4578975,GEO,SRA1081186,05,2020,Roussarie,Brain,JP210 V1_5months_181A2-Calca,Brain,V1,4-5 months,male,neg,GSM4578975
SRR11875282,46604325,4753641150,51,3196,SRX8424964,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736383,SAMN15056075,simple,10090,Mus musculus,GSM4578976,GEO,SRA1081186,05,2020,Roussarie,Brain,JP211 V1_5months_181A2-Calca,Brain,V1,4-5 months,male,neg,GSM4578976
SRR11875283,61324386,6255087372,51,4197,SRX8424965,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736384,SAMN15056074,simple,10090,Mus musculus,GSM4578977,GEO,SRA1081186,05,2020,Roussarie,Brain,JP212 V1_5months_181A2-Calca,Brain,V1,4-5 months,male,neg,GSM4578977
SRR11875284,60712737,6192699174,51,4180,SRX8424966,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736385,SAMN15056073,simple,10090,Mus musculus,GSM4578978,GEO,SRA1081186,05,2020,Roussarie,Brain,JP213 ECII_5months_344N1-Rasgrp2,Brain,ECII,4-5 months,male,neg,GSM4578978
SRR11875285,54595983,5568790266,51,3748,SRX8424967,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736386,SAMN15056072,simple,10090,Mus musculus,GSM4578979,GEO,SRA1081186,05,2020,Roussarie,Brain,JP214 ECII_5months_344N1-Rasgrp2,Brain,ECII,4-5 months,male,neg,GSM4578979
SRR11875286,64410783,6569899866,51,4426,SRX8424968,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736387,SAMN15056071,simple,10090,Mus musculus,GSM4578980,GEO,SRA1081186,05,2020,Roussarie,Brain,JP215 ECII_5months_344N1-Rasgrp2,Brain,ECII,4-5 months,male,neg,GSM4578980
SRR11875287,54588063,5567982426,51,3626,SRX8424969,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736388,SAMN15056070,simple,10090,Mus musculus,GSM4578981,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_10 ECII _6months_APPPS1_pos,Brain,ECII,6 months,female,pos,GSM4578981
SRR11875288,36312747,3703900194,51,2418,SRX8424970,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736389,SAMN15056069,simple,10090,Mus musculus,GSM4578982,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_11 ECII _6months_APPPS1_pos,Brain,ECII,6 months,female,pos,GSM4578982
SRR11875289,22086131,2252785362,51,1469,SRX8424971,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736390,SAMN15056068,simple,10090,Mus musculus,GSM4578983,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_12 ECII _6months_APPPS1_pos,Brain,ECII,6 months,male,pos,GSM4578983
SRR11875290,32049341,3269032782,51,2021,SRX8424972,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736391,SAMN15056067,simple,10090,Mus musculus,GSM4578984,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_14 ECII _6months_APPPS1_pos,Brain,ECII,6 months,male,pos,GSM4578984
SRR11875291,14653367,1494643434,51,921,SRX8424973,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736392,SAMN15056066,simple,10090,Mus musculus,GSM4578985,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_15 ECII _6months_APPPS1_pos,Brain,ECII,6 months,male,pos,GSM4578985
SRR11875292,26339198,2686598196,51,1661,SRX8424974,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736393,SAMN15056065,simple,10090,Mus musculus,GSM4578986,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_16 ECII _6months_APPPS1_pos,Brain,ECII,6 months,female,pos,GSM4578986
SRR11875293,33864721,3454201542,51,2120,SRX8424975,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736394,SAMN15056064,simple,10090,Mus musculus,GSM4578987,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_17 ECII _6months_APPPS1_pos,Brain,ECII,6 months,female,pos,GSM4578987
SRR11875294,31197749,3182170398,51,1953,SRX8424976,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736395,SAMN15056063,simple,10090,Mus musculus,GSM4578988,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_18 ECII _6months_APPPS1_pos,Brain,ECII,6 months,male,pos,GSM4578988
SRR11875295,41523654,4235412708,51,2600,SRX8424977,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736396,SAMN15056062,simple,10090,Mus musculus,GSM4578989,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_19 ECII _6months_APPPS1_neg,Brain,ECII,6 months,male,neg,GSM4578989
SRR11875296,18142106,1850494812,51,1186,SRX8424978,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736397,SAMN15056061,simple,10090,Mus musculus,GSM4578990,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_20 ECII _6months_APPPS1_neg,Brain,ECII,6 months,male,neg,GSM4578990
SRR11875297,11069149,1129053198,51,719,SRX8424979,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP265281,PRJNA635898,32603655,"",SRS6736398,SAMN15056060,simple,10090,Mus musculus,GSM4578991,GEO,SRA1081186,05,2020,Roussarie,Brain,S13_21 ECII _6months_APPPS1_neg,Brain,ECII,6 months,female,neg,GSM4578991
