Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,age,GEO Accession
SRR3665704,16000000,8.16e+08,51,521,SRX1844167,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503027,SAMN05244374,simple,10090,Mus musculus,GSM2199595,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_nd_1,Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199607
SRR3665705,15353805,783044055,51,499,SRX1844167,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503027,SAMN05244374,simple,10090,Mus musculus,GSM2199595,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_nd_1,Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199608
SRR3665706,16000000,8.16e+08,51,523,SRX1844168,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503026,SAMN05244375,simple,10090,Mus musculus,GSM2199596,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_CHX_1,Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199609
SRR3665707,16000000,8.16e+08,51,525,SRX1844168,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503026,SAMN05244375,simple,10090,Mus musculus,GSM2199596,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_CHX_1,Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199610
SRR3665708,3417991,174317541,51,114,SRX1844168,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503026,SAMN05244375,simple,10090,Mus musculus,GSM2199596,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_CHX_1,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,P4,GSM2199581
SRR3665709,16000000,8.16e+08,51,274,SRX1844169,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503028,SAMN05244376,simple,10090,Mus musculus,GSM2199597,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_nd_2,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,P4,GSM2199582
SRR3665710,16000000,8.16e+08,51,288,SRX1844169,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503028,SAMN05244376,simple,10090,Mus musculus,GSM2199597,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_nd_2,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,P4,GSM2199583
SRR3665711,8332906,424978206,51,148,SRX1844169,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503028,SAMN05244376,simple,10090,Mus musculus,GSM2199597,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_nd_2,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,P4,GSM2199584
SRR3665712,16000000,8.16e+08,51,275,SRX1844170,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503029,SAMN05244377,simple,10090,Mus musculus,GSM2199598,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_CHX_2,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,P4,GSM2199585
SRR3665713,16000000,8.16e+08,51,290,SRX1844170,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503029,SAMN05244377,simple,10090,Mus musculus,GSM2199598,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_CHX_2,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,P4,GSM2199586
SRR3665714,4111639,209693589,51,74,SRX1844170,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503029,SAMN05244377,simple,10090,Mus musculus,GSM2199598,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_CHX_2,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199587
SRR3665715,16000000,8.16e+08,51,548,SRX1844171,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503041,SAMN05244378,simple,10090,Mus musculus,GSM2199599,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. WT_invitro_Harringtonine_1,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199588
SRR3665716,16000000,8.16e+08,51,545,SRX1844171,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503041,SAMN05244378,simple,10090,Mus musculus,GSM2199599,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. WT_invitro_Harringtonine_1,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199589
SRR3665717,2844061,145047111,51,100,SRX1844171,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503041,SAMN05244378,simple,10090,Mus musculus,GSM2199599,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. WT_invitro_Harringtonine_1,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199590
SRR3665718,14100665,719133915,51,465,SRX1844172,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503030,SAMN05244379,simple,10090,Mus musculus,GSM2199600,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. SOX2_invitro_Harringtonine_1,Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199591
SRR3665719,28196600,1438026600,51,528,SRX1844173,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503031,SAMN05244380,simple,10090,Mus musculus,GSM2199601,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. HrasG12V; Tgfbr2 KO nd,Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199592
SRR3665720,39215347,1999982697,51,631,SRX1844174,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503032,SAMN05244381,simple,10090,Mus musculus,GSM2199602,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,Rib.prof. HrasG12V; Tgfbr2 KO CHX,Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199593
SRR3665721,9965581,508244631,51,190,SRX1844175,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503033,SAMN05244382,simple,10090,Mus musculus,GSM2199603,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, non-targeting sgRNA clone 4M CHX rep 0",Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199594
SRR3665722,9713174,495371874,51,185,SRX1844175,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503033,SAMN05244382,simple,10090,Mus musculus,GSM2199603,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, non-targeting sgRNA clone 4M CHX rep 0",Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199595
SRR3665723,10031058,511583958,51,191,SRX1844175,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503033,SAMN05244382,simple,10090,Mus musculus,GSM2199603,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, non-targeting sgRNA clone 4M CHX rep 0",Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199596
SRR3665724,9836808,501677208,51,187,SRX1844175,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503033,SAMN05244382,simple,10090,Mus musculus,GSM2199603,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, non-targeting sgRNA clone 4M CHX rep 0",Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199597
SRR3665725,9451043,482003193,51,180,SRX1844176,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503034,SAMN05244383,simple,10090,Mus musculus,GSM2199604,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, non-targeting sgRNA clone 4M CHX rep 1",Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199598
SRR3665726,9238387,471157737,51,175,SRX1844176,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503034,SAMN05244383,simple,10090,Mus musculus,GSM2199604,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, non-targeting sgRNA clone 4M CHX rep 1",Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199599
SRR3665727,9512909,485158359,51,181,SRX1844176,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503034,SAMN05244383,simple,10090,Mus musculus,GSM2199604,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, non-targeting sgRNA clone 4M CHX rep 1",Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199600
SRR3665728,9337192,476196792,51,176,SRX1844176,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503034,SAMN05244383,simple,10090,Mus musculus,GSM2199604,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, non-targeting sgRNA clone 4M CHX rep 1",Primary keratinocytes from P0 back skin,HrasG12V; Tgfbr2 fl/fl KO,Passage 10-15,GSM2199601
SRR3665729,13063315,666229065,51,245,SRX1844177,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503035,SAMN05244384,simple,10090,Mus musculus,GSM2199605,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, eIF2A KO clone 5A CHX rep 0",Primary keratinocytes from P0 back skin,HrasG12V; Tgfbr2 fl/fl KO,Passage 10-15,GSM2199602
SRR3665730,12753886,650448186,51,239,SRX1844177,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503035,SAMN05244384,simple,10090,Mus musculus,GSM2199605,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, eIF2A KO clone 5A CHX rep 0",Primary keratinocytes from P0 back skin,HrasG12V; Tgfbr2 fl/fl KO; non-targeting sgRNA,Passage 10-15,GSM2199603
SRR3665731,13132242,669744342,51,246,SRX1844177,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503035,SAMN05244384,simple,10090,Mus musculus,GSM2199605,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, eIF2A KO clone 5A CHX rep 0",Primary keratinocytes from P0 back skin,HrasG12V; Tgfbr2 fl/fl KO; non-targeting sgRNA,Passage 10-15,GSM2199604
SRR3665732,12839540,654816540,51,240,SRX1844177,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503035,SAMN05244384,simple,10090,Mus musculus,GSM2199605,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, eIF2A KO clone 5A CHX rep 0",Primary keratinocytes from P0 back skin,"HrasG12V; Tgfbr2 fl/fl KO, eIF2A KO",Passage 10-15,GSM2199605
SRR3665733,8525737,434812587,51,162,SRX1844178,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503036,SAMN05244385,simple,10090,Mus musculus,GSM2199606,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, eIF2A KO clone 5A CHX rep 1",Primary keratinocytes from P0 back skin,"HrasG12V; Tgfbr2 fl/fl KO, eIF2A KO",Passage 10-15,GSM2199606
SRR3665734,8346543,425673693,51,158,SRX1844178,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503036,SAMN05244385,simple,10090,Mus musculus,GSM2199606,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, eIF2A KO clone 5A CHX rep 1",Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199607
SRR3665735,8568137,436974987,51,163,SRX1844178,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503036,SAMN05244385,simple,10090,Mus musculus,GSM2199606,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, eIF2A KO clone 5A CHX rep 1",Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199608
SRR3665736,8437083,430291233,51,159,SRX1844178,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503036,SAMN05244385,simple,10090,Mus musculus,GSM2199606,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,"Rib.prof. HrasG12V; Tgfbr2 KO, eIF2A KO clone 5A CHX rep 1",Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199609
SRR3665737,16000000,8.16e+08,51,523,SRX1844179,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503037,SAMN05244386,simple,10090,Mus musculus,GSM2199607,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq WT in vitro rep 0,Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199610
SRR3665738,16000000,8.16e+08,51,527,SRX1844179,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503037,SAMN05244386,simple,10090,Mus musculus,GSM2199607,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq WT in vitro rep 0,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,P4,GSM2199581
SRR3665739,16000000,8.16e+08,51,529,SRX1844179,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503037,SAMN05244386,simple,10090,Mus musculus,GSM2199607,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq WT in vitro rep 0,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,P4,GSM2199582
SRR3665740,9670277,493184127,51,318,SRX1844179,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503037,SAMN05244386,simple,10090,Mus musculus,GSM2199607,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq WT in vitro rep 0,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,P4,GSM2199583
SRR3665741,16000000,8.16e+08,51,529,SRX1844180,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503038,SAMN05244387,simple,10090,Mus musculus,GSM2199608,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq WT in vitro rep 1,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,P4,GSM2199584
SRR3665742,16000000,8.16e+08,51,531,SRX1844180,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503038,SAMN05244387,simple,10090,Mus musculus,GSM2199608,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq WT in vitro rep 1,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,P4,GSM2199585
SRR3665743,16000000,8.16e+08,51,532,SRX1844180,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503038,SAMN05244387,simple,10090,Mus musculus,GSM2199608,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq WT in vitro rep 1,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,P4,GSM2199586
SRR3665744,7256607,370086957,51,243,SRX1844180,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503038,SAMN05244387,simple,10090,Mus musculus,GSM2199608,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq WT in vitro rep 1,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199587
SRR3665745,16000000,8.16e+08,51,523,SRX1844181,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503039,SAMN05244388,simple,10090,Mus musculus,GSM2199609,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq SOX2 in vitro rep 0,Mouse back skins,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199588
SRR3665746,16000000,8.16e+08,51,527,SRX1844181,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503039,SAMN05244388,simple,10090,Mus musculus,GSM2199609,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq SOX2 in vitro rep 0,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199589
SRR3665747,16000000,8.16e+08,51,530,SRX1844181,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503039,SAMN05244388,simple,10090,Mus musculus,GSM2199609,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq SOX2 in vitro rep 0,Mouse back skins,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199590
SRR3665748,9219152,470176752,51,304,SRX1844181,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503039,SAMN05244388,simple,10090,Mus musculus,GSM2199609,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq SOX2 in vitro rep 0,Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199591
SRR3665749,16000000,8.16e+08,51,530,SRX1844182,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503040,SAMN05244389,simple,10090,Mus musculus,GSM2199610,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq SOX2 in vitro rep 1,Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199592
SRR3665750,16000000,8.16e+08,51,529,SRX1844182,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503040,SAMN05244389,simple,10090,Mus musculus,GSM2199610,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq SOX2 in vitro rep 1,Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199593
SRR3665751,16000000,8.16e+08,51,529,SRX1844182,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503040,SAMN05244389,simple,10090,Mus musculus,GSM2199610,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq SOX2 in vitro rep 1,Primary keratinocytes from P0 back skin,R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199594
SRR3665752,4144503,211369653,51,141,SRX1844182,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076538,PRJNA325618,28077873,"",SRS1503040,SAMN05244389,simple,10090,Mus musculus,GSM2199610,GEO,SRA433808,01,2017,Sendoel,Primary keratinocytes from P0 back skin,RNAseq SOX2 in vitro rep 1,Primary keratinocytes from P0 back skin,K14-Cre; R26-Sox2-IRES-eGFP fl/+,Passage 10-15,GSM2199595
