Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,growth medium,GEO Accession
SRR13142706,5106269,255313450,50,105,SRX9583184,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787084,SAMN16913773,simple,1423,Bacillus subtilis,GSM4944091,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C2_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944091
SRR13142707,4675620,233781000,50,96,SRX9583185,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787085,SAMN16913772,simple,1423,Bacillus subtilis,GSM4944092,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C3_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944092
SRR13142708,4010781,200539050,50,82,SRX9583186,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787086,SAMN16913771,simple,1423,Bacillus subtilis,GSM4944093,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C4_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944093
SRR13142709,5331288,266564400,50,108,SRX9583187,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787087,SAMN16913770,simple,1423,Bacillus subtilis,GSM4944094,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C5_GLB115,Bacteria,"GLB115, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944094
SRR13142710,6331856,316592800,50,129,SRX9583188,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787088,SAMN16913769,simple,1423,Bacillus subtilis,GSM4944095,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C5_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944095
SRR13142711,5634504,281725200,50,115,SRX9583189,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787089,SAMN16913768,simple,1423,Bacillus subtilis,GSM4944096,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C5_GLB430,Bacteria,"GLB430, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944096
SRR13142712,4527778,226388900,50,92,SRX9583190,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787090,SAMN16913767,simple,1423,Bacillus subtilis,GSM4944097,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C5_GLB434,Bacteria,"GLB434, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944097
SRR13142713,4345281,217264050,50,89,SRX9583191,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787091,SAMN16913766,simple,1423,Bacillus subtilis,GSM4944098,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C6_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944098
SRR13142714,5620842,281042100,50,115,SRX9583192,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787092,SAMN16913765,simple,1423,Bacillus subtilis,GSM4944099,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C7_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944099
SRR13142667,8176715,408835750,50,194,SRX9583193,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787093,SAMN16913706,simple,1423,Bacillus subtilis,GSM4944052,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_E3_TGACCA,Bacteria,"Pool of strains, see Data S1 in paper for strains included in pool","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020). Amplicon pool corresponding to multiple samples grown in different inducer concentrations. Refer to Data S3 in paper for details of each competition pool.",GSM4944052
SRR13142668,587619,29380950,50,14,SRX9583194,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP294161,PRJNA680784,33900014,"",SRS7787094,SAMN16913705,simple,1423,Bacillus subtilis,GSM4944053,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_pilot_A,Bacteria,"strains GLB115, GLB452, GLB434, GLB435, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with 10 uM IPTG, 0.035% wv xylose.",GSM4944053
SRR13142669,924710,46235500,50,23,SRX9583195,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP294161,PRJNA680784,33900014,"",SRS7787095,SAMN16913704,simple,1423,Bacillus subtilis,GSM4944054,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_pilot_B,Bacteria,"strains GLB115, GLB452, GLB434, GLB435, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with 10 uM IPTG.",GSM4944054
SRR13142670,900381,45019050,50,22,SRX9583196,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP294161,PRJNA680784,33900014,"",SRS7787096,SAMN16913703,simple,1423,Bacillus subtilis,GSM4944055,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_pilot_C,Bacteria,"strains GLB115, GLB452, GLB434, GLB435, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with 25 uM IPTG.",GSM4944055
SRR13142671,1001226,50061300,50,24,SRX9583197,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP294161,PRJNA680784,33900014,"",SRS7787097,SAMN16913702,simple,1423,Bacillus subtilis,GSM4944056,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_pilot_D,Bacteria,"strains GLB115, GLB452, GLB434, GLB435, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with 500 uM IPTG, 0.5% w/v xylose.",GSM4944056
SRR13142672,3210661,160533050,50,65,SRX9583198,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787098,SAMN16913701,simple,1423,Bacillus subtilis,GSM4944057,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_pilot_E,Bacteria,"strains GLB115, GLB452, GLB434, GLB435, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with 10 uM IPTG, 0.5 w/v xylose.",GSM4944057
SRR13142673,2652691,132634550,50,54,SRX9583199,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787099,SAMN16913700,simple,1423,Bacillus subtilis,GSM4944058,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_pilot_F,Bacteria,"strains GLB115, GLB452, GLB434, GLB435, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with 15 uM IPTG, 0.035% w/v xylose.",GSM4944058
SRR13142674,1333476,66673800,50,27,SRX9583200,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787100,SAMN16913699,simple,1423,Bacillus subtilis,GSM4944059,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_pilot_G,Bacteria,"strains GLB115, GLB452, GLB434, GLB435, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with 25 uM IPTG, 0.035% w/v xylose.",GSM4944059
SRR13142675,2123804,106190200,50,43,SRX9583201,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787101,SAMN16913698,simple,1423,Bacillus subtilis,GSM4944060,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_pilot_H,Bacteria,"strains GLB115, GLB452, GLB434, GLB435, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with 25 uM IPTG, 0.015% w/v xylose.",GSM4944060
SRR13142676,3399834,169991700,50,69,SRX9583202,,OTHER,other,GENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787102,SAMN16913697,simple,1423,Bacillus subtilis,GSM4944061,GEO,SRA1163809,11,2020,Lalanne,Bacteria,competition_amplicons_pilot_I,Bacteria,"strains GLB115, GLB452, GLB434, GLB435, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020), with 500 uM IPTG.",GSM4944061
SRR13142677,7305835,365291750,50,137,SRX9583203,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787103,SAMN16913696,simple,1423,Bacillus subtilis,GSM4944062,GEO,SRA1163809,11,2020,Lalanne,Bacteria,rend1_GLB452,Bacteria,"GLB452, see Data S1 in paper for strain details","Conditioned MCC medium (Parker et al, Cell Syst. 2020) with 1% glycerol, 10 uM IPTG",GSM4944062
SRR13142678,30339622,1516981100,50,661,SRX9583204,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787104,SAMN16913695,simple,1423,Bacillus subtilis,GSM4944063,GEO,SRA1163809,11,2020,Lalanne,Bacteria,rend1_GLB455,Bacteria,"GLB455, see Data S1 in paper for strain details","Conditioned MCC medium (Parker et al, Cell Syst. 2020) with 1% glycerol, 0.2% w/v xylose, 100 uM IPTG",GSM4944063
SRR13142679,8125152,406257600,50,153,SRX9583205,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787105,SAMN16913694,simple,1423,Bacillus subtilis,GSM4944064,GEO,SRA1163809,11,2020,Lalanne,Bacteria,rend2_GLB452,Bacteria,"GLB452, see Data S1 in paper for strain details","Conditioned MCC medium (Parker et al, Cell Syst. 2020) with 1% glycerol, 500 uM IPTG, 0.5% w/v xylose",GSM4944064
SRR13142680,26656333,1332816650,50,583,SRX9583206,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787106,SAMN16913799,simple,1423,Bacillus subtilis,GSM4944065,GEO,SRA1163809,11,2020,Lalanne,Bacteria,rend2_GLB455,Bacteria,"GLB455, see Data S1 in paper for strain details","Conditioned MCC medium (Parker et al, Cell Syst. 2020) with 1% glycerol, 1 mM IPTG, 0.5% w/v xylose",GSM4944065
SRR13142681,7813283,390664150,50,147,SRX9583207,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787107,SAMN16913798,simple,1423,Bacillus subtilis,GSM4944066,GEO,SRA1163809,11,2020,Lalanne,Bacteria,rend3_GLB452,Bacteria,"GLB452, see Data S1 in paper for strain details","Conditioned MCC medium (Parker et al, Cell Syst. 2020) with 1% glycerol, 10 uM IPTG, 0.5% w/v xylose",GSM4944066
SRR13142682,8583049,429152450,50,161,SRX9583208,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787108,SAMN16913797,simple,1423,Bacillus subtilis,GSM4944067,GEO,SRA1163809,11,2020,Lalanne,Bacteria,rend4_GLB452,Bacteria,"GLB452, see Data S1 in paper for strain details","Conditioned MCC medium (Parker et al, Cell Syst. 2020) with 1% glycerol, 25 uM IPTG, 0.015% w/v xylose",GSM4944067
SRR13142715,4823851,241192550,50,99,SRX9583209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787110,SAMN16913764,simple,1423,Bacillus subtilis,GSM4944100,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C8_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944100
SRR13142716,5831880,291594000,50,119,SRX9583210,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787109,SAMN16913763,simple,1423,Bacillus subtilis,GSM4944101,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C9_GLB115,Bacteria,"GLB115, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944101
SRR13142717,5803587,290179350,50,118,SRX9583211,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787111,SAMN16913762,simple,1423,Bacillus subtilis,GSM4944102,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C9_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944102
SRR13142718,5849424,292471200,50,119,SRX9583212,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787112,SAMN16913761,simple,1423,Bacillus subtilis,GSM4944103,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E1_C9_GLB434,Bacteria,"GLB434, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944103
SRR13142719,3736431,186821550,50,77,SRX9583213,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787113,SAMN16913760,simple,1423,Bacillus subtilis,GSM4944104,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C1_GLB115,Bacteria,"GLB115, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944104
SRR13142720,4368846,218442300,50,90,SRX9583214,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787114,SAMN16913759,simple,1423,Bacillus subtilis,GSM4944105,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C1_GLB438,Bacteria,"GLB438, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944105
SRR13142721,2112666,105633300,50,44,SRX9583215,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787115,SAMN16913758,simple,1423,Bacillus subtilis,GSM4944106,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C1_GLB442,Bacteria,"GLB442, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944106
SRR13142722,3188726,159436300,50,66,SRX9583216,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787116,SAMN16913757,simple,1423,Bacillus subtilis,GSM4944107,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C1_GLB446,Bacteria,"GLB446, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944107
SRR13142723,4089873,204493650,50,85,SRX9583217,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787117,SAMN16913756,simple,1423,Bacillus subtilis,GSM4944108,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C2_GLB438,Bacteria,"GLB438, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944108
SRR13142724,1702342,85117100,50,35,SRX9583218,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787118,SAMN16913755,simple,1423,Bacillus subtilis,GSM4944109,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C3_GLB438,Bacteria,"GLB438, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944109
SRR13142725,4710337,235516850,50,98,SRX9583219,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787119,SAMN16913754,simple,1423,Bacillus subtilis,GSM4944110,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C4_GLB438,Bacteria,"GLB438, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944110
SRR13142726,4223552,211177600,50,88,SRX9583220,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787120,SAMN16913753,simple,1423,Bacillus subtilis,GSM4944111,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C5_GLB115,Bacteria,"GLB115, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944111
SRR13142727,2601667,130083350,50,54,SRX9583221,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787123,SAMN16913752,simple,1423,Bacillus subtilis,GSM4944112,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C5_GLB424,Bacteria,"GLB424, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944112
SRR13142728,5251240,262562000,50,108,SRX9583222,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787122,SAMN16913741,simple,1423,Bacillus subtilis,GSM4944113,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C5_GLB438,Bacteria,"GLB438, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944113
SRR13142729,3831360,191568000,50,79,SRX9583223,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787124,SAMN16913740,simple,1423,Bacillus subtilis,GSM4944114,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C5_GLB442,Bacteria,"GLB442, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944114
SRR13142730,6391971,319598550,50,132,SRX9583224,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787121,SAMN16913739,simple,1423,Bacillus subtilis,GSM4944115,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C5_GLB446,Bacteria,"GLB446, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944115
SRR13142731,4859292,242964600,50,101,SRX9583225,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787125,SAMN16913738,simple,1423,Bacillus subtilis,GSM4944116,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C6_GLB438,Bacteria,"GLB438, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944116
SRR13142732,6299262,314963100,50,130,SRX9583226,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787126,SAMN16913737,simple,1423,Bacillus subtilis,GSM4944117,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C7_GLB438,Bacteria,"GLB438, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944117
SRR13142733,1381056,69052800,50,28,SRX9583227,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787127,SAMN16913736,simple,1423,Bacillus subtilis,GSM4944118,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C8_GLB438,Bacteria,"GLB438, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944118
SRR13142734,2085879,104293950,50,43,SRX9583228,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787129,SAMN16913735,simple,1423,Bacillus subtilis,GSM4944119,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C9_GLB115,Bacteria,"GLB115, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944119
SRR13142735,2851919,142595950,50,59,SRX9583229,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787128,SAMN16913734,simple,1423,Bacillus subtilis,GSM4944120,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C9_GLB438,Bacteria,"GLB438, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944120
SRR13142736,4245677,212283850,50,88,SRX9583230,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787130,SAMN16913733,simple,1423,Bacillus subtilis,GSM4944121,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C9_GLB442,Bacteria,"GLB442, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944121
SRR13142737,5607558,280377900,50,116,SRX9583231,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787131,SAMN16913732,simple,1423,Bacillus subtilis,GSM4944122,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E2_C9_GLB446,Bacteria,"GLB446, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944122
SRR13142738,7302872,365143600,50,173,SRX9583232,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787133,SAMN16913731,simple,1423,Bacillus subtilis,GSM4944123,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E3_C1_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944123
SRR13142739,9506737,475336850,50,224,SRX9583233,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787132,SAMN16913730,simple,1423,Bacillus subtilis,GSM4944124,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E3_C1_GLB430,Bacteria,"GLB430, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944124
SRR13142740,7458828,372941400,50,176,SRX9583234,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP294161,PRJNA680784,33900014,"",SRS7787134,SAMN16913729,simple,1423,Bacillus subtilis,GSM4944125,GEO,SRA1163809,11,2020,Lalanne,Bacteria,RNAseq_E3_C2_GLB426,Bacteria,"GLB426, see Data S1 in paper for strain details","Conditioned MCC medium with 1% glycerol (Parker et al, Cell Syt. 2020) with inducers. See Data S3 from paper for details.",GSM4944125
