Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,time point,genotype,treatment,GEO Accession
SRR8397311,22069054,1657483783,75,735,SRX5206655,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211304,SAMN10695504,simple,10090,Mus musculus,GSM3543516,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,AgRP-BMAL1-KO w/Leptin Admin ZT2 Collection 2,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,AGRP-Cre;BMAL1fx,Leptin Administration,GSM3543516
SRR8397312,16732740,1253918427,74,575,SRX5206656,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211305,SAMN10695503,simple,10090,Mus musculus,GSM3543517,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,AgRP-BMAL1-KO w/Leptin Admin ZT2 Collection 3,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,AGRP-Cre;BMAL1fx,Leptin Administration,GSM3543517
SRR8397314,21190564,1594353014,75,704,SRX5206658,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211307,SAMN10695501,simple,10090,Mus musculus,GSM3543519,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,AgRP-BMAL1-KO no Leptin Admin ZT2 Collection 2,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,AGRP-Cre;BMAL1fx,PBS Administration (Ctrl),GSM3543519
SRR8397315,21975249,1651947606,75,730,SRX5206659,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211308,SAMN10695500,simple,10090,Mus musculus,GSM3543520,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,AgRP-BMAL1-KO no Leptin Admin ZT2 Collection 3,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,AGRP-Cre;BMAL1fx,PBS Administration (Ctrl),GSM3543520
SRR8397316,18116932,1358817806,75,611,SRX5206660,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211309,SAMN10695499,simple,10090,Mus musculus,GSM3543521,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,AgRP-BMAL1-KO no Leptin Admin ZT2 Collection 4,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,AGRP-Cre;BMAL1fx,PBS Administration (Ctrl),GSM3543521
SRR8397317,16516623,1239479558,75,591,SRX5206661,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211310,SAMN10695498,simple,10090,Mus musculus,GSM3543522,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx w/Leptin Admin ZT14 Collection 1,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,WT;BMAL1fx,Leptin Administration,GSM3543522
SRR8397318,19464596,1463041190,75,654,SRX5206662,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211311,SAMN10695497,simple,10090,Mus musculus,GSM3543523,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx w/Leptin Admin ZT14 Collection 2,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,WT;BMAL1fx,Leptin Administration,GSM3543523
SRR8397319,18181162,1366473584,75,618,SRX5206663,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211312,SAMN10695496,simple,10090,Mus musculus,GSM3543524,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx w/Leptin Admin ZT14 Collection 3,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,WT;BMAL1fx,Leptin Administration,GSM3543524
SRR8397320,23469475,1758955295,74,859,SRX5206664,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211313,SAMN10695495,simple,10090,Mus musculus,GSM3543525,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx no Leptin Admin ZT14 Collection 1,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,WT;BMAL1fx,PBS Administration (Ctrl),GSM3543525
SRR8397321,21975553,1652322470,75,731,SRX5206665,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211314,SAMN10695494,simple,10090,Mus musculus,GSM3543526,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx no Leptin Admin ZT14 Collection 2,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,WT;BMAL1fx,PBS Administration (Ctrl),GSM3543526
SRR8397322,9100890,682349174,74,336,SRX5206666,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211315,SAMN10695493,simple,10090,Mus musculus,GSM3543527,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx no Leptin Admin ZT14 Collection 3,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,WT;BMAL1fx,PBS Administration (Ctrl),GSM3543527
SRR8397323,27210019,2042174988,75,988,SRX5206667,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211316,SAMN10695492,simple,10090,Mus musculus,GSM3543528,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx w/Leptin Admin ZT2 Collection 1,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,WT;BMAL1fx,Leptin Administration,GSM3543528
SRR8397324,24816736,1868625474,75,825,SRX5206668,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211318,SAMN10695491,simple,10090,Mus musculus,GSM3543529,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx w/Leptin Admin ZT2 Collection 2,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,WT;BMAL1fx,Leptin Administration,GSM3543529
SRR8397325,46250688,3465504697,74,1540,SRX5206669,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211317,SAMN10695490,simple,10090,Mus musculus,GSM3543530,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx w/Leptin Admin ZT2 Collection 3,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,WT;BMAL1fx,Leptin Administration,GSM3543530
SRR8397326,19705207,1477699460,74,717,SRX5206670,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211319,SAMN10695489,simple,10090,Mus musculus,GSM3543531,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx no Leptin Admin ZT2 Collection 1,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,WT;BMAL1fx,PBS Administration (Ctrl),GSM3543531
SRR8397327,20374945,1528642721,75,685,SRX5206671,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211320,SAMN10695488,simple,10090,Mus musculus,GSM3543532,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx no Leptin Admin ZT2 Collection 2,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,WT;BMAL1fx,PBS Administration (Ctrl),GSM3543532
SRR8397328,15536148,1166845274,75,533,SRX5206672,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211321,SAMN10695487,simple,10090,Mus musculus,GSM3543533,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx no Leptin Admin ZT2 Collection 3,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,WT;BMAL1fx,PBS Administration (Ctrl),GSM3543533
SRR8397329,22561991,1693571915,75,749,SRX5206673,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211322,SAMN10695486,simple,10090,Mus musculus,GSM3543534,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,WT-BMAL1fx no Leptin Admin ZT2 Collection 4,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,WT;BMAL1fx,PBS Administration (Ctrl),GSM3543534
SRR8397330,20639850,1552112601,75,691,SRX5206674,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211323,SAMN10695485,simple,10090,Mus musculus,GSM3543535,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,NPY-GFP 1 hr refeed ZT14 collection 1,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,NPY::hrGFP,"Effective 24-hr Fast, 1-hr refeed",GSM3543535
SRR8397331,20369924,1531672523,75,682,SRX5206675,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211324,SAMN10695484,simple,10090,Mus musculus,GSM3543536,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,NPY-GFP 1 hr refeed ZT14 collection 2,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,NPY::hrGFP,"Effective 24-hr Fast, 1-hr refeed",GSM3543536
SRR8397332,20088236,1510191523,75,672,SRX5206676,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211325,SAMN10695537,simple,10090,Mus musculus,GSM3543537,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,NPY-GFP 1 hr refeed ZT14 collection 3,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,NPY::hrGFP,"Effective 24-hr Fast, 1-hr refeed",GSM3543537
SRR8397333,19635433,1473552946,75,671,SRX5206677,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211327,SAMN10695536,simple,10090,Mus musculus,GSM3543538,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,NPY-GFP 1 hr refeed ZT14 collection 4,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT14,NPY::hrGFP,"Effective 24-hr Fast, 1-hr refeed",GSM3543538
SRR8397334,21556775,1621012374,75,767,SRX5206678,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211326,SAMN10695535,simple,10090,Mus musculus,GSM3543539,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,NPY-GFP 1 hr refeed ZT2 collection 1,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,NPY::hrGFP,"Effective 24-hr Fast, 1-hr refeed",GSM3543539
SRR8397335,30683469,2300311703,74,1090,SRX5206679,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211328,SAMN10695534,simple,10090,Mus musculus,GSM3543540,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,NPY-GFP 1 hr refeed ZT2 collection 2,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,NPY::hrGFP,"Effective 24-hr Fast, 1-hr refeed",GSM3543540
SRR8397336,25029152,1880764857,75,894,SRX5206680,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211329,SAMN10695533,simple,10090,Mus musculus,GSM3543541,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,NPY-GFP 1 hr refeed ZT2 collection 3,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,NPY::hrGFP,"Effective 24-hr Fast, 1-hr refeed",GSM3543541
SRR8397337,21150926,1589225241,75,774,SRX5206681,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211330,SAMN10695532,simple,10090,Mus musculus,GSM3543542,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,NPY-GFP 1 hr refeed ZT2 collection 4,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,NPY::hrGFP,"Effective 24-hr Fast, 1-hr refeed",GSM3543542
SRR8397338,21679658,1631020842,75,723,SRX5206682,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP175343,PRJNA513069,1,"",SRS4211331,SAMN10695531,simple,10090,Mus musculus,GSM3543543,GEO,SRA830623,03,2019,Makar,AgRP+ ARH neurons,NPY-GFP 1 hr refeed ZT2 collection 5,AgRP+ ARH neurons,AgRP+ ARH neurons,ZT2,NPY::hrGFP,"Effective 24-hr Fast, 1-hr refeed",GSM3543543
