Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,assay types,cultivar,dev_stage,geo_loc_name,tissue,BioSampleModel,replicate,ecotype,library number
SRR11943998,6680035,1055445530,158,403,SRX8488284,CML170_H1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787859,SAMN15153661,simple,4577,Zea mays,CML170_H1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML170,V7,China: Hainan,leaf,Plant,,,H1
SRR11943997,7212486,1139572788,158,441,SRX8488285,CML172_P6-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787860,SAMN15153662,simple,4577,Zea mays,CML172_P6-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML172,V7,China: Hainan,leaf,Plant,,,P6-1
SRR11943996,6474771,1023013818,158,403,SRX8488286,CML223_P2-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787861,SAMN15153663,simple,4577,Zea mays,CML223_P2-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML223,V7,China: Hainan,leaf,Plant,,,P2-1
SRR11943995,2571553,406305374,158,155,SRX8488287,CML26_H1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787862,SAMN15153664,simple,4577,Zea mays,CML26_H1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML26,V7,China: Hainan,leaf,Plant,,,H1
SRR11943994,5740589,907013062,158,340,SRX8488288,CML26_P6-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787863,SAMN15153665,simple,4577,Zea mays,CML26_P6-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML26,V7,China: Hainan,leaf,Plant,,,P6-3
SRR11943993,5432947,858405626,158,329,SRX8488289,BRA2_2P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787864,SAMN15153522,simple,4577,Zea mays,BRA2_2P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,2 weeks,China: Wuhan,seedling above ground,Plant,technical replicate 2 = BRA2_1P-1,,2P-1
SRR11943992,4249451,671413258,158,251,SRX8488290,CML26_P7-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787865,SAMN15153666,simple,4577,Zea mays,CML26_P7-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML26,V7,China: Hainan,leaf,Plant,,,P7-1
SRR11943991,8864256,1400552448,158,530,SRX8488291,CML28_P4-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787866,SAMN15153667,simple,4577,Zea mays,CML28_P4-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML28,V7,China: Hainan,leaf,Plant,,,P4-1
SRR11943990,5645632,892009856,158,341,SRX8488292,CML307_P3-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787867,SAMN15153668,simple,4577,Zea mays,CML307_P3-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML307,V7,China: Hainan,leaf,Plant,,,P3-1
SRR11943989,10056338,1588901404,158,613,SRX8488293,CML32_P3-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787868,SAMN15153669,simple,4577,Zea mays,CML32_P3-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML32,V7,China: Hainan,leaf,Plant,,,P3-3
SRR11943988,6643307,1049642506,158,423,SRX8488294,CML40_P5-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787869,SAMN15153670,simple,4577,Zea mays,CML40_P5-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML40,V7,China: Hainan,leaf,Plant,,,P5-2
SRR11943987,10142683,1602543914,158,614,SRX8488295,CML411_P5-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787870,SAMN15153671,simple,4577,Zea mays,CML411_P5-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML411,V7,China: Hainan,leaf,Plant,,,P5-3
SRR11943986,3719124,587621592,158,226,SRX8488296,CML423_P5-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787871,SAMN15153672,simple,4577,Zea mays,CML423_P5-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML423,V7,China: Hainan,leaf,Plant,,,P5-3
SRR11943985,3671429,580085782,158,225,SRX8488297,CML430_P1-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787872,SAMN15153673,simple,4577,Zea mays,CML430_P1-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML430,V7,China: Hainan,leaf,Plant,,,P1-3
SRR11943984,4571397,722280726,158,278,SRX8488298,CML431_P5-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787873,SAMN15153674,simple,4577,Zea mays,CML431_P5-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML431,V7,China: Hainan,leaf,Plant,,,P5-3
SRR11943983,6077587,960258746,158,385,SRX8488299,CML451_P5-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787874,SAMN15153675,simple,4577,Zea mays,CML451_P5-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML451,V7,China: Hainan,leaf,Plant,,,P5-2
SRR11943982,5335995,845009246,158,324,SRX8488300,BRA2_3P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787875,SAMN15153523,simple,4577,Zea mays,BRA2_3P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,2 weeks,China: Wuhan,seedling above ground,Plant,technical replicate 3 = BRA2_1P-1,,3P-1
SRR11943981,4744572,749642376,158,288,SRX8488301,CML470_P5-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787876,SAMN15153676,simple,4577,Zea mays,CML470_P5-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML470,V7,China: Hainan,leaf,Plant,,,P5-3
SRR11943980,7565280,1195314240,158,464,SRX8488302,CML471_P6-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787877,SAMN15153677,simple,4577,Zea mays,CML471_P6-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML471,V7,China: Hainan,leaf,Plant,,,P6-1
SRR11943979,8682782,1371879556,158,528,SRX8488303,CML496_H1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787878,SAMN15153678,simple,4577,Zea mays,CML496_H1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML496,V7,China: Hainan,leaf,Plant,,,H1
SRR11943978,2718917,429588886,158,166,SRX8488304,CML69_P1-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787879,SAMN15153679,simple,4577,Zea mays,CML69_P1-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,CML69,V7,China: Hainan,leaf,Plant,,,P1-1
SRR11943977,6315232,997806656,158,398,SRX8488305,D863F_P2-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787880,SAMN15153680,simple,4577,Zea mays,D863F_P2-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,D863F,V7,China: Hainan,leaf,Plant,,,P2-2
SRR11943976,6196774,979090292,158,389,SRX8488306,DAN340_P2-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787881,SAMN15153681,simple,4577,Zea mays,DAN340_P2-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Dan340,V7,China: Hainan,leaf,Plant,,,P2-2
SRR11943975,7900150,1248223700,158,487,SRX8488307,DAN360_P1-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787882,SAMN15153682,simple,4577,Zea mays,DAN360_P1-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,DAN360,V7,China: Hainan,leaf,Plant,,,P1-3
SRR11943974,5435516,858811528,158,340,SRX8488308,DAN598_P3-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787883,SAMN15153683,simple,4577,Zea mays,DAN598_P3-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Dan598,V7,China: Hainan,leaf,Plant,,,P3-2
SRR11943973,8751136,1382679488,158,555,SRX8488309,DE.EX_P5-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787884,SAMN15153684,simple,4577,Zea mays,DE.EX_P5-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,DE.EX,V7,China: Hainan,leaf,Plant,,,P5-2
SRR11943972,7462691,1179105178,158,454,SRX8488310,DH3732_P3-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787886,SAMN15153685,simple,4577,Zea mays,DH3732_P3-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,DH3732,V7,China: Hainan,leaf,Plant,,,P3-3
SRR11943971,7645710,1208022180,158,484,SRX8488311,BRB_1P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787885,SAMN15153524,simple,4577,Zea mays,BRB_1P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,2 weeks,China: Wuhan,seedling above ground,Plant,biological replicate = BRA1_1P-1,,1P-1
SRR11943970,5367082,847998956,158,337,SRX8488312,DSB_P3-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787887,SAMN15153686,simple,4577,Zea mays,DSB_P3-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,DSB,V7,China: Hainan,leaf,Plant,,,P3-2
SRR11943969,6837676,1080352808,158,434,SRX8488313,ES40_P5-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787888,SAMN15153687,simple,4577,Zea mays,ES40_P5-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,ES40,V7,China: Hainan,leaf,Plant,,,P5-2
SRR11943968,6513155,1029078490,158,385,SRX8488314,ES40_P7-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787889,SAMN15153688,simple,4577,Zea mays,ES40_P7-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,ES40,V7,China: Hainan,leaf,Plant,,,P7-1
SRR11943967,4268755,674463290,158,264,SRX8488315,GEMS10_P1-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787890,SAMN15153689,simple,4577,Zea mays,GEMS10_P1-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS10,V7,China: Hainan,leaf,Plant,,,P1-2
SRR11943966,8230588,1300432904,158,505,SRX8488316,GEMS11_P5-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787891,SAMN15153690,simple,4577,Zea mays,GEMS11_P5-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS11,V7,China: Hainan,leaf,Plant,,,P5-1
SRR11943965,4233930,668960940,158,257,SRX8488317,GEMS16_P3-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787892,SAMN15153691,simple,4577,Zea mays,GEMS16_P3-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS16,V7,China: Hainan,leaf,Plant,,,P3-1
SRR11943964,4278929,676070782,158,259,SRX8488318,GEMS17_P3-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787893,SAMN15153692,simple,4577,Zea mays,GEMS17_P3-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS17,V7,China: Hainan,leaf,Plant,,,P3-1
SRR11943963,5333492,842691736,158,336,SRX8488319,GEMS18_P2-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787894,SAMN15153693,simple,4577,Zea mays,GEMS18_P2-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS18,V7,China: Hainan,leaf,Plant,,,P2-2
SRR11943962,14469227,2286137866,158,905,SRX8488320,GEMS19_P2-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787895,SAMN15153694,simple,4577,Zea mays,GEMS19_P2-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS19,V7,China: Hainan,leaf,Plant,,,P2-1
SRR11943961,3385378,534889724,158,209,SRX8488321,GEMS21_P1-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787896,SAMN15153695,simple,4577,Zea mays,GEMS21_P1-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS21,V7,China: Hainan,leaf,Plant,,,P1-2
SRR11943960,7373364,1164991512,158,452,SRX8488322,BRB_2P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787897,SAMN15153525,simple,4577,Zea mays,BRB_2P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,2 weeks,China: Wuhan,seedling above ground,Plant,technical replicate 2 = BRB_1P-1,,2P-1
SRR11943959,6722278,1062119924,158,410,SRX8488323,GEMS23_P3-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787898,SAMN15153696,simple,4577,Zea mays,GEMS23_P3-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS23,V7,China: Hainan,leaf,Plant,,,P3-3
SRR11943958,4537651,716948858,158,269,SRX8488324,GEMS23_P6-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787899,SAMN15153697,simple,4577,Zea mays,GEMS23_P6-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS23,V7,China: Hainan,leaf,Plant,,,P6-3
SRR11943957,6424815,1015120770,158,406,SRX8488325,GEMS24_P3-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787900,SAMN15153698,simple,4577,Zea mays,GEMS24_P3-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS24,V7,China: Hainan,leaf,Plant,,,P3-2
SRR11943956,4531709,716010022,158,268,SRX8488326,GEMS28_P6-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787901,SAMN15153699,simple,4577,Zea mays,GEMS28_P6-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS28,V7,China: Hainan,leaf,Plant,,,P6-2
SRR11943955,7864169,1242538702,158,491,SRX8488327,GEMS29_P4-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787903,SAMN15153700,simple,4577,Zea mays,GEMS29_P4-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS29,V7,China: Hainan,leaf,Plant,,,P4-2
SRR11943954,7425387,1173211146,158,439,SRX8488328,GEMS31_P4-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787902,SAMN15153701,simple,4577,Zea mays,GEMS31_P4-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS31,V7,China: Hainan,leaf,Plant,,,P4-1
SRR11943953,5776775,912730450,158,341,SRX8488329,GEMS31_P6-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787904,SAMN15153702,simple,4577,Zea mays,GEMS31_P6-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS31,V7,China: Hainan,leaf,Plant,,,P6-3
SRR11943952,12479518,1971763844,158,777,SRX8488330,GEMS32_P2-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787906,SAMN15153703,simple,4577,Zea mays,GEMS32_P2-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS32,V7,China: Hainan,leaf,Plant,,,P2-1
SRR11943951,5769866,911638828,158,355,SRX8488331,GEMS33_P6-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787905,SAMN15153704,simple,4577,Zea mays,GEMS33_P6-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS33,V7,China: Hainan,leaf,Plant,,,P6-1
SRR11943950,3967775,626908450,158,242,SRX8488332,GEMS35_P1-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787907,SAMN15153705,simple,4577,Zea mays,GEMS35_P1-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS35,V7,China: Hainan,leaf,Plant,,,P1-3
SRR11943949,98948962,9894896200,100,5767,SRX8488333,BRB_FLRibo-seq,RNA-Seq,size fractionation,OTHER,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP266320,PRJNA637713,1,"",SRS6787908,SAMN15153508,simple,4577,Zea mays,BRB_FLRibo-seq,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",FLRibo-seq,B73,2 weeks,China: Wuhan,seedling above ground,Plant,biological replicate = BRA1_FLRibo-seq,,
SRR11943948,7088988,1120873591,158,433,SRX8488334,BRB_3P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787909,SAMN15153526,simple,4577,Zea mays,BRB_3P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,2 weeks,China: Wuhan,seedling above ground,Plant,technical replicate 3 = BRB_1P-1,,3P-1
SRR11943947,5827470,920740260,158,350,SRX8488335,GEMS37_P6-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787910,SAMN15153706,simple,4577,Zea mays,GEMS37_P6-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS37,V7,China: Hainan,leaf,Plant,,,P6-2
SRR11943946,8365595,1321764010,158,519,SRX8488336,GEMS3_P2-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787911,SAMN15153707,simple,4577,Zea mays,GEMS3_P2-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS3,V7,China: Hainan,leaf,Plant,,,P2-1
SRR11943945,4513176,713081808,158,267,SRX8488337,GEMS3_P6-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787912,SAMN15153708,simple,4577,Zea mays,GEMS3_P6-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS3,V7,China: Hainan,leaf,Plant,,,P6-3
SRR11943944,6328604,999919432,158,400,SRX8488338,GEMS45_P3-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787913,SAMN15153709,simple,4577,Zea mays,GEMS45_P3-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS45,V7,China: Hainan,leaf,Plant,,,P3-2
SRR11943943,5401807,853485506,158,332,SRX8488339,GEMS49_P1-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787914,SAMN15153710,simple,4577,Zea mays,GEMS49_P1-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS49,V7,China: Hainan,leaf,Plant,,,P1-3
SRR11943942,14270636,2254760488,158,872,SRX8488340,GEMS4_P1-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787915,SAMN15153711,simple,4577,Zea mays,GEMS4_P1-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS4,V7,China: Hainan,leaf,Plant,,,P1-1
SRR11943941,9103724,1438388392,158,566,SRX8488341,GEMS5_1P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787916,SAMN15153712,simple,4577,Zea mays,GEMS5_1P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS5,V7,China: Hainan,leaf,Plant,,,1P-1
SRR11943940,8933526,1411497108,158,539,SRX8488342,GEMS5_2P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787917,SAMN15153713,simple,4577,Zea mays,GEMS5_2P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS5,V7,China: Hainan,leaf,Plant,,,2P-1
SRR11943939,4951741,782375078,158,301,SRX8488343,GEMS53_P2-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787918,SAMN15153714,simple,4577,Zea mays,GEMS53_P2-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS53,V7,China: Hainan,leaf,Plant,,,P2-3
SRR11943938,7519871,1188139618,158,454,SRX8488344,GEMS56_P3-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787919,SAMN15153715,simple,4577,Zea mays,GEMS56_P3-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS56,V7,China: Hainan,leaf,Plant,,,P3-1
SRR11943937,7526233,212457214,28,78,SRX8488345,B73_Ribo-seq,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787921,SAMN15153527,simple,4577,Zea mays,B73_Ribo-seq,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",Ribo-seq,B73,6DAP,China: Hainan,kernel,Plant,,,B73_Ribo-seq
SRR11943936,7667086,1211399588,158,453,SRX8488346,GEMS56_P6-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787920,SAMN15153716,simple,4577,Zea mays,GEMS56_P6-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS56,V7,China: Hainan,leaf,Plant,,,P6-3
SRR11943935,8020248,1267199184,158,489,SRX8488347,GEMS60_P2-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787922,SAMN15153717,simple,4577,Zea mays,GEMS60_P2-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS60,V7,China: Hainan,leaf,Plant,,,P2-3
SRR11943934,5645412,891975096,158,347,SRX8488348,GEMS61_P6-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787923,SAMN15153718,simple,4577,Zea mays,GEMS61_P6-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS61,V7,China: Hainan,leaf,Plant,,,P6-1
SRR11943933,5151482,813934156,158,314,SRX8488349,GEMS62_P3-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787924,SAMN15153719,simple,4577,Zea mays,GEMS62_P3-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS62,V7,China: Hainan,leaf,Plant,,,P3-3
