Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genetic background,cell treatment,assay type,cell lysis conditions,GEO Accession
SRR9659417,16916359,862734309,51,291,SRX6420421,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077356,SAMN12236580,simple,10090,Mus musculus,GSM3933448,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_ 3xFLAG-Avi-Skiv2l_deltaAven_6G_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi Skiv2lfl/flAven-/-,0.1uM 4OHT for 4 days,RNA-seq (batch 3),Agilent Absolutely RNA Miniprep Kit,GSM3933460
SRR9659418,16324266,832537566,51,280,SRX6420422,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077357,SAMN12236579,simple,10090,Mus musculus,GSM3933449,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d0_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr43xFlag-Avi/3xFlag-Avi,none,RNA-seq (batch 1),Agilent Absolutely RNA Miniprep Kit,GSM3933461
SRR9659419,16174120,824880120,51,276,SRX6420422,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077357,SAMN12236579,simple,10090,Mus musculus,GSM3933449,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d0_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,none,RNA-seq (batch 1),Agilent Absolutely RNA Miniprep Kit,GSM3933462
SRR9659420,15954407,813674757,51,273,SRX6420422,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077357,SAMN12236579,simple,10090,Mus musculus,GSM3933449,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d0_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,none,RNA-seq (batch 1),Agilent Absolutely RNA Miniprep Kit,GSM3933463
SRR9659421,16793137,856449987,51,287,SRX6420423,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077358,SAMN12236578,simple,10090,Mus musculus,GSM3933450,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d2_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,none,RNA-seq (batch 1),Agilent Absolutely RNA Miniprep Kit,GSM3933464
SRR9659422,16638243,848550393,51,283,SRX6420423,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077358,SAMN12236578,simple,10090,Mus musculus,GSM3933450,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d2_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,none,RNA-seq (batch 1),Agilent Absolutely RNA Miniprep Kit,GSM3933465
SRR9659423,16404255,836617005,51,280,SRX6420423,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077358,SAMN12236578,simple,10090,Mus musculus,GSM3933450,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d2_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Xrn13xFLAG-Avi/3xFLAG-Avi,none,RNA-seq (batch 1),Agilent Absolutely RNA Miniprep Kit,GSM3933466
SRR9659424,16635319,848401269,51,287,SRX6420424,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077359,SAMN12236577,simple,10090,Mus musculus,GSM3933451,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d4_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,none,RNA-seq (batch 1),Agilent Absolutely RNA Miniprep Kit,GSM3933467
SRR9659425,16493307,841158657,51,283,SRX6420424,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077359,SAMN12236577,simple,10090,Mus musculus,GSM3933451,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d4_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,0.1uM 4OHT for 2 days,RNA-seq (batch 2),Agilent Absolutely RNA Miniprep Kit,GSM3933468
SRR9659426,16269083,829723233,51,280,SRX6420424,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077359,SAMN12236577,simple,10090,Mus musculus,GSM3933451,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d4_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,0.1uM 4OHT for 4 days,RNA-seq (batch 2),Agilent Absolutely RNA Miniprep Kit,GSM3933469
SRR9659427,17854527,910580877,51,308,SRX6420425,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077360,SAMN12236576,simple,10090,Mus musculus,GSM3933452,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d0_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,0.1uM 4OHT for 6 days,RNA-seq (batch 2),Agilent Absolutely RNA Miniprep Kit,GSM3933470
SRR9659428,17700818,902741718,51,303,SRX6420425,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077360,SAMN12236576,simple,10090,Mus musculus,GSM3933452,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d0_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,none,RNA-seq (batch 2),Agilent Absolutely RNA Miniprep Kit,GSM3933471
SRR9659429,17461938,890558838,51,300,SRX6420425,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077360,SAMN12236576,simple,10090,Mus musculus,GSM3933452,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d0_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,0.1uM 4OHT for 2 days,RNA-seq (batch 2),Agilent Absolutely RNA Miniprep Kit,GSM3933472
SRR9659430,18317727,934204077,51,315,SRX6420426,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077361,SAMN12236575,simple,10090,Mus musculus,GSM3933453,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d2_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,0.1uM 4OHT for 4 days,RNA-seq (batch 2),Agilent Absolutely RNA Miniprep Kit,GSM3933473
SRR9659431,18139820,925130820,51,309,SRX6420426,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077361,SAMN12236575,simple,10090,Mus musculus,GSM3933453,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d2_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,0.1uM 4OHT for 6 days,RNA-seq (batch 2),Agilent Absolutely RNA Miniprep Kit,GSM3933474
SRR9659432,17914221,913625271,51,307,SRX6420426,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077361,SAMN12236575,simple,10090,Mus musculus,GSM3933453,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d2_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943906
SRR9659433,17402558,887530458,51,297,SRX6420427,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077362,SAMN12236574,simple,10090,Mus musculus,GSM3933454,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d4_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6,none,CRAC (short protocol),TN150+NP40,GSM3943907
SRR9659434,17265347,880532697,51,292,SRX6420427,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077362,SAMN12236574,simple,10090,Mus musculus,GSM3933454,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d4_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943908
SRR9659435,17050749,869588199,51,290,SRX6420427,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077362,SAMN12236574,simple,10090,Mus musculus,GSM3933454,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d4_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943909
SRR9659436,18082423,922203573,51,306,SRX6420428,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077363,SAMN12236573,simple,10090,Mus musculus,GSM3933455,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_7E_d0,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943910
SRR9659437,17943122,915099222,51,301,SRX6420428,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077363,SAMN12236573,simple,10090,Mus musculus,GSM3933455,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_7E_d0,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943911
SRR9659438,17714933,903461583,51,299,SRX6420428,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077363,SAMN12236573,simple,10090,Mus musculus,GSM3933455,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_7E_d0,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr43xFlag-Avi/3xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943912
SRR9659439,17194217,876905067,51,290,SRX6420429,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077364,SAMN12236572,simple,10090,Mus musculus,GSM3933456,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_7E_d2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943913
SRR9659440,17076423,870897573,51,286,SRX6420429,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077364,SAMN12236572,simple,10090,Mus musculus,GSM3933456,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_7E_d2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943914
SRR9659441,16888497,861313347,51,284,SRX6420429,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077364,SAMN12236572,simple,10090,Mus musculus,GSM3933456,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_7E_d2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943915
SRR9659442,16813182,857472282,51,285,SRX6420430,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077365,SAMN12236571,simple,10090,Mus musculus,GSM3933457,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_7E_d4,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr43xFlag-Avi/3xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943916
SRR9659443,16674157,850382007,51,281,SRX6420430,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077365,SAMN12236571,simple,10090,Mus musculus,GSM3933457,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_7E_d4,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr43xFlag-Avi/3xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943917
SRR9659444,16467979,839866929,51,278,SRX6420430,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077365,SAMN12236571,simple,10090,Mus musculus,GSM3933457,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_7E_d4,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943918
SRR9659445,16321481,832395531,51,277,SRX6420431,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077366,SAMN12236570,simple,10090,Mus musculus,GSM3933458,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_12E_d0,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943919
SRR9659446,16170998,824720898,51,272,SRX6420431,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077366,SAMN12236570,simple,10090,Mus musculus,GSM3933458,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_12E_d0,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943920
SRR9659447,15945272,813208872,51,270,SRX6420431,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077366,SAMN12236570,simple,10090,Mus musculus,GSM3933458,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_12E_d0,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943921
SRR9659448,16804925,857051175,51,287,SRX6420432,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077367,SAMN12236569,simple,10090,Mus musculus,GSM3933459,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_12E_d2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943922
SRR9659449,16677029,850528479,51,283,SRX6420432,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077367,SAMN12236569,simple,10090,Mus musculus,GSM3933459,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_12E_d2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Xrn13xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943923
SRR9659450,16467978,839866878,51,280,SRX6420432,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077367,SAMN12236569,simple,10090,Mus musculus,GSM3933459,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_12E_d2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr43xFlag-Avi/3xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943924
SRR9659451,16713781,852402831,51,283,SRX6420433,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077368,SAMN12236568,simple,10090,Mus musculus,GSM3933460,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_12E_d4,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943925
SRR9659452,16587008,845937408,51,279,SRX6420433,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077368,SAMN12236568,simple,10090,Mus musculus,GSM3933460,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_12E_d4,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943926
SRR9659453,16388998,835838898,51,277,SRX6420433,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077368,SAMN12236568,simple,10090,Mus musculus,GSM3933460,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_Aven_KO_12E_d4,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943927
SRR9659454,21426037,1092727887,51,377,SRX6420434,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077369,SAMN12236567,simple,10090,Mus musculus,GSM3933461,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_ 3xFLAG-Avi-Mtr4,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943928
SRR9659455,22345328,1139611728,51,393,SRX6420435,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077370,SAMN12236566,simple,10090,Mus musculus,GSM3933462,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_ 3xFLAG-Avi-Skiv2l_rep2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Aven3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943929
SRR9659456,23486777,1197825627,51,414,SRX6420436,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077371,SAMN12236565,simple,10090,Mus musculus,GSM3933463,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_ 3xFLAG-Avi-Skiv2l_deltaAven_4H_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Xrn13xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943930
SRR9659457,26438926,1348385226,51,466,SRX6420437,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077372,SAMN12236564,simple,10090,Mus musculus,GSM3933464,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_ 3xFLAG-Avi-Skiv2l_deltaAven_6G_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943931
SRR9659458,23382943,1192530093,51,411,SRX6420438,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077373,SAMN12236559,simple,10090,Mus musculus,GSM3933465,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_ 3xFLAG-Avi-Skiv2l_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5,none,CRAC (long protocol),RIPA,GSM3943932
SRR9659459,24342277,1241456127,51,428,SRX6420439,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077374,SAMN12236609,simple,10090,Mus musculus,GSM3933466,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_ 3xFLAG-Avi-Xrn1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943933
SRR9659460,23074818,1176815718,51,417,SRX6420440,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077375,SAMN12236608,simple,10090,Mus musculus,GSM3933467,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d0_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Aven3xFLAG-Avi/3xFLAG-Avi,no crosslinking,CRAC (long protocol),RIPA,GSM3943934
SRR9659461,36588016,1865988816,51,664,SRX6420441,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077376,SAMN12236563,simple,10090,Mus musculus,GSM3933468,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d2_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943935
