Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cultivar,line,tissue,experiment type,molecule subtype,GEO Accession
SRR8763898,1274598,65004498,51,29,SRX5554201,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518096,SAMN11191714,simple,4081,Solanum lycopersicum,GSM3682232,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTCONSLSHOOTC [C01_TOTAL],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-2,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682344
SRR8763899,419789,20989450,50,9,SRX5554202,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518097,SAMN11191713,simple,4081,Solanum lycopersicum,GSM3682233,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSLSHOOTC [C01_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-3,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682345
SRR8763900,994277,50708127,51,21,SRX5554202,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518097,SAMN11191713,simple,4081,Solanum lycopersicum,GSM3682233,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSLSHOOTC [C01_TRAP],7 days-old seedling shoot apical meristem,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682346
SRR8763901,1137085,57991335,51,23,SRX5554202,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518097,SAMN11191713,simple,4081,Solanum lycopersicum,GSM3682233,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSLSHOOTC [C01_TRAP],7 days-old seedling shoot apical meristem,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682348
SRR8763902,1701985,86801235,51,32,SRX5554202,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518097,SAMN11191713,simple,4081,Solanum lycopersicum,GSM3682233,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSLSHOOTC [C01_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682349
SRR8763903,468667,23902017,51,10,SRX5554202,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518097,SAMN11191713,simple,4081,Solanum lycopersicum,GSM3682233,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSLSHOOTC [C01_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682350
SRR8763904,464651,23697201,51,11,SRX5554202,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518097,SAMN11191713,simple,4081,Solanum lycopersicum,GSM3682233,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSLSHOOTC [C01_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-2,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682352
SRR8763337,2638005,134538255,51,55,SRX5554203,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518099,SAMN11191883,simple,4081,Solanum lycopersicum,GSM3682234,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSLSHOOTC [C02_TOTAL],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-2,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682353
SRR8763338,3082378,157201278,51,67,SRX5554203,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518099,SAMN11191883,simple,4081,Solanum lycopersicum,GSM3682234,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSLSHOOTC [C02_TOTAL],7 days-old seedling shoot apical meristem,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682354
SRR8763339,3055796,155845596,51,71,SRX5554203,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518099,SAMN11191883,simple,4081,Solanum lycopersicum,GSM3682234,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSLSHOOTC [C02_TOTAL],7 days-old seedling shoot apical meristem,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682355
SRR8763905,3519742,175987100,50,75,SRX5554203,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518099,SAMN11191883,simple,4081,Solanum lycopersicum,GSM3682234,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSLSHOOTC [C02_TOTAL],7 days-old seedling 1 cm roots tips,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682358
SRR8763906,2123248,108285648,51,45,SRX5554203,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518099,SAMN11191883,simple,4081,Solanum lycopersicum,GSM3682234,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSLSHOOTC [C02_TOTAL],7 days-old seedling 1 cm roots tips,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682360
SRR8763340,2128001,106400050,50,45,SRX5554204,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518098,SAMN11191882,simple,4081,Solanum lycopersicum,GSM3682235,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSLSHOOTC [C02_TRAP],7 days-old seedling shoot apical meristem,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682361
SRR8763341,903028,46054428,51,19,SRX5554204,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518098,SAMN11191882,simple,4081,Solanum lycopersicum,GSM3682235,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSLSHOOTC [C02_TRAP],7 days-old seedling shoot apical meristem,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682363
SRR8763342,1020625,52051875,51,21,SRX5554204,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518098,SAMN11191882,simple,4081,Solanum lycopersicum,GSM3682235,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSLSHOOTC [C02_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682364
SRR8763343,7722790,393862290,51,144,SRX5554204,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518098,SAMN11191882,simple,4081,Solanum lycopersicum,GSM3682235,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSLSHOOTC [C02_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682365
SRR8763344,2336008,119136408,51,51,SRX5554204,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518098,SAMN11191882,simple,4081,Solanum lycopersicum,GSM3682235,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSLSHOOTC [C02_TRAP],7 days-old seedling 1 cm roots tips,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682366
SRR8763345,2202734,112339434,51,51,SRX5554204,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518098,SAMN11191882,simple,4081,Solanum lycopersicum,GSM3682235,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSLSHOOTC [C02_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682367
SRR8763346,2855183,142759150,50,61,SRX5554205,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518100,SAMN11191881,simple,28526,Solanum pennellii,GSM3682236,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSPSHOOTC [C03_TRAP],7 days-old seedling 1 cm roots tips,Solanum pennellii LA0716,,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682368
SRR8763347,1239014,63189714,51,26,SRX5554205,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518100,SAMN11191881,simple,28526,Solanum pennellii,GSM3682236,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSPSHOOTC [C03_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682369
SRR8763348,1519854,77512554,51,31,SRX5554205,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518100,SAMN11191881,simple,28526,Solanum pennellii,GSM3682236,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSPSHOOTC [C03_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682370
SRR8763349,4791175,244349925,51,89,SRX5554205,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518100,SAMN11191881,simple,28526,Solanum pennellii,GSM3682236,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSPSHOOTC [C03_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682371
SRR8763350,2681868,136775268,51,58,SRX5554205,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518100,SAMN11191881,simple,28526,Solanum pennellii,GSM3682236,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSPSHOOTC [C03_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682372
SRR8763351,2601100,132656100,51,61,SRX5554205,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518100,SAMN11191881,simple,28526,Solanum pennellii,GSM3682236,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRACONSPSHOOTC [C03_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682373
SRR8763352,1700278,85013900,50,36,SRX5554206,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518101,SAMN11191880,simple,28526,Solanum pennellii,GSM3682237,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSPSHOOTC [C04_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682374
SRR8763353,643274,32806974,51,14,SRX5554206,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518101,SAMN11191880,simple,28526,Solanum pennellii,GSM3682237,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSPSHOOTC [C04_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682375
SRR8763354,792969,40441419,51,16,SRX5554206,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518101,SAMN11191880,simple,28526,Solanum pennellii,GSM3682237,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSPSHOOTC [C04_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682376
SRR8763355,8107033,413458683,51,179,SRX5554206,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518101,SAMN11191880,simple,28526,Solanum pennellii,GSM3682237,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSPSHOOTC [C04_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682377
SRR8763356,7768062,396171162,51,182,SRX5554206,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518101,SAMN11191880,simple,28526,Solanum pennellii,GSM3682237,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TOTSUBSPSHOOTC [C04_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682378
SRR8763357,1684207,84210350,50,35,SRX5554207,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518102,SAMN11191879,simple,28526,Solanum pennellii,GSM3682238,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSPSHOOTC [C04_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682379
SRR8763358,57,2907,51,0,SRX5554207,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518102,SAMN11191879,simple,28526,Solanum pennellii,GSM3682238,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSPSHOOTC [C04_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682380
SRR8763359,2392,121992,51,0,SRX5554207,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518102,SAMN11191879,simple,28526,Solanum pennellii,GSM3682238,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSPSHOOTC [C04_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682381
SRR8763360,4788482,244212582,51,88,SRX5554207,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518102,SAMN11191879,simple,28526,Solanum pennellii,GSM3682238,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSPSHOOTC [C04_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682382
SRR8763361,1764768,90003168,51,38,SRX5554207,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518102,SAMN11191879,simple,28526,Solanum pennellii,GSM3682238,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSPSHOOTC [C04_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682383
SRR8763362,1515090,77269590,51,35,SRX5554207,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518102,SAMN11191879,simple,28526,Solanum pennellii,GSM3682238,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling shoot apical meristem,TRASUBSPSHOOTC [C04_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,polyA RNA,GSM3682384
SRR8763363,11489849,574492450,50,246,SRX5554208,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518103,SAMN11191878,simple,4081,Solanum lycopersicum,GSM3682239,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSLROOTC [C09_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,polyA RNA,GSM3682385
SRR8763364,5467796,278857596,51,117,SRX5554208,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518103,SAMN11191878,simple,4081,Solanum lycopersicum,GSM3682239,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSLROOTC [C09_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,polyA RNA,GSM3682386
SRR8763365,6456059,329259009,51,134,SRX5554208,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518103,SAMN11191878,simple,4081,Solanum lycopersicum,GSM3682239,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSLROOTC [C09_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,polyA RNA,GSM3682387
SRR8763366,10127423,516498573,51,222,SRX5554208,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518103,SAMN11191878,simple,4081,Solanum lycopersicum,GSM3682239,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSLROOTC [C09_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,polyA RNA,GSM3682388
SRR8763367,9898637,504830487,51,232,SRX5554208,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518103,SAMN11191878,simple,4081,Solanum lycopersicum,GSM3682239,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSLROOTC [C09_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,polyA RNA,GSM3682389
SRR8763368,1403314,70165700,50,29,SRX5554209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518104,SAMN11191877,simple,4081,Solanum lycopersicum,GSM3682240,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTC [C09_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,polyA RNA,GSM3682390
SRR8763369,2849491,145324041,51,59,SRX5554209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518104,SAMN11191877,simple,4081,Solanum lycopersicum,GSM3682240,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTC [C09_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,polyA RNA,GSM3682391
SRR8763370,2879334,146846034,51,59,SRX5554209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518104,SAMN11191877,simple,4081,Solanum lycopersicum,GSM3682240,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTC [C09_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:His6:FLAG-GFP-MtRPL18-3 injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,TRAP RNA,GSM3682392
SRR8763371,982056,50084856,51,18,SRX5554209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518104,SAMN11191877,simple,4081,Solanum lycopersicum,GSM3682240,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTC [C09_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:His6:FLAG-GFP-MtRPL18-3 injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,TRAP RNA,GSM3682393
SRR8763372,1268552,64696152,51,27,SRX5554209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518104,SAMN11191877,simple,4081,Solanum lycopersicum,GSM3682240,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTC [C09_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:His6:FLAG-GFP-MtRPL18-3 injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,TRAP RNA,GSM3682394
SRR8763373,1116140,56923140,51,26,SRX5554209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518104,SAMN11191877,simple,4081,Solanum lycopersicum,GSM3682240,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTC [C09_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:His6:FLAG-GFP-MtRPL18-3 injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,TRAP RNA,GSM3682395
SRR8763374,10022911,501145550,50,215,SRX5554210,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518105,SAMN11191876,simple,4081,Solanum lycopersicum,GSM3682241,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSLROOTC [C10_TOTAL],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:His6:FLAG-GFP-MtRPL18-3 injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,TRAP RNA,GSM3682396
