Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype,GEO Accession
SRR6234857,15916711,795835550,50,266,SRX3343243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644396,SAMN07947858,simple,4932,Saccharomyces cerevisiae,GSM2836152,GEO,SRA626254,01,2018,Costa,S288C,BirAubc6_srp72-AID_auxin30_2minCHX_2minBiotin_pulldown,S288C,srp72::SRP72-AID-HA::LEU2 his3::pSEC63-BirA-mVenus-UBC6tailachor:OsTIR1-V5::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836148
SRR6234858,25402545,1270127250,50,537,SRX3343243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644396,SAMN07947858,simple,4932,Saccharomyces cerevisiae,GSM2836152,GEO,SRA626254,01,2018,Costa,S288C,BirAubc6_srp72-AID_auxin30_2minCHX_2minBiotin_pulldown,S288C,srp72::SRP72-AID-HA::LEU2 his3::pSEC63-BirA-mVenus-UBC6tailachor:OsTIR1-V5::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836149
SRR6234859,26192515,1309625750,50,556,SRX3343243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644396,SAMN07947858,simple,4932,Saccharomyces cerevisiae,GSM2836152,GEO,SRA626254,01,2018,Costa,S288C,BirAubc6_srp72-AID_auxin30_2minCHX_2minBiotin_pulldown,S288C,srp72::SRP72-AID-HA::LEU2 his3::pSEC63-BirA-mVenus-UBC6tailachor:OsTIR1-V5::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836150
SRR6234860,17711057,885552850,50,326,SRX3343244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644397,SAMN07947857,simple,4932,Saccharomyces cerevisiae,GSM2836153,GEO,SRA626254,01,2018,Costa,S288C,BirAubc6_srp72-AID_auxin60_2minCHX_2minBiotin_input,S288C,srp72::SRP72-AID-HA::LEU2 his3::pSEC63-BirA-mVenus-UBC6tailachor:OsTIR1-V5::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836151
SRR6234861,27855114,1392755700,50,603,SRX3343244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644397,SAMN07947857,simple,4932,Saccharomyces cerevisiae,GSM2836153,GEO,SRA626254,01,2018,Costa,S288C,BirAubc6_srp72-AID_auxin60_2minCHX_2minBiotin_input,S288C,srp72::SRP72-AID-HA::LEU2 his3::pSEC63-BirA-mVenus-UBC6tailachor:OsTIR1-V5::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836152
SRR6234862,28955917,1447795850,50,630,SRX3343244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644397,SAMN07947857,simple,4932,Saccharomyces cerevisiae,GSM2836153,GEO,SRA626254,01,2018,Costa,S288C,BirAubc6_srp72-AID_auxin60_2minCHX_2minBiotin_input,S288C,srp72::SRP72-AID-HA::LEU2 his3::pSEC63-BirA-mVenus-UBC6tailachor:OsTIR1-V5::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836153
SRR6234863,26343277,1317163850,50,460,SRX3343245,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644398,SAMN07947856,simple,4932,Saccharomyces cerevisiae,GSM2836154,GEO,SRA626254,01,2018,Costa,S288C,BirAubc6_srp72-AID_auxin60_2minCHX_2minBiotin_pulldown,S288C,srp72::SRP72-AID-HA::LEU2 his3::pSEC63-BirA-mVenus-UBC6tailachor:OsTIR1-V5::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836154
SRR6234864,25855434,1292771700,50,569,SRX3343245,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644398,SAMN07947856,simple,4932,Saccharomyces cerevisiae,GSM2836154,GEO,SRA626254,01,2018,Costa,S288C,BirAubc6_srp72-AID_auxin60_2minCHX_2minBiotin_pulldown,S288C,srp72::srp72-AID-HA::LEU2 sec63::SEC63-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836155
SRR6234865,26627176,1331358800,50,589,SRX3343245,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644398,SAMN07947856,simple,4932,Saccharomyces cerevisiae,GSM2836154,GEO,SRA626254,01,2018,Costa,S288C,BirAubc6_srp72-AID_auxin60_2minCHX_2minBiotin_pulldown,S288C,srp72::srp72-AID-HA::LEU2 sec63::SEC63-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836156
SRR6234866,31962438,1598121900,50,593,SRX3343246,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644399,SAMN07947855,simple,4932,Saccharomyces cerevisiae,GSM2836155,GEO,SRA626254,01,2018,Costa,S288C,sec63BirA_srp72-AID_auxin0_noCHX_1minBiotin_input,S288C,srp72::srp72-AID-HA::LEU2 sec63::SEC63-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836157
SRR6234867,43385038,2169251900,50,801,SRX3343247,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644400,SAMN07947854,simple,4932,Saccharomyces cerevisiae,GSM2836156,GEO,SRA626254,01,2018,Costa,S288C,sec63BirA_srp72-AID_auxin0_noCHX_1minBiotin_pulldown,S288C,srp72::srp72-AID-HA::LEU2 sec63::SEC63-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836158
SRR6234868,28199909,1409995450,50,520,SRX3343248,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644401,SAMN07947853,simple,4932,Saccharomyces cerevisiae,GSM2836157,GEO,SRA626254,01,2018,Costa,S288C,sec63BirA_srp72-AID_auxin30_noCHX_1minBiotin_input,S288C,srp72::srp72-AID-HA::LEU2 sec63::SEC63-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836159
SRR6234869,22299481,1114974050,50,408,SRX3343249,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644402,SAMN07947852,simple,4932,Saccharomyces cerevisiae,GSM2836158,GEO,SRA626254,01,2018,Costa,S288C,sec63BirA_srp72-AID_auxin30_noCHX_1minBiotin_pulldown,S288C,srp72::srp72-AID-HA::LEU2 sec63::SEC63-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836160
SRR6234870,27821933,1391096650,50,516,SRX3343250,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644403,SAMN07947851,simple,4932,Saccharomyces cerevisiae,GSM2836159,GEO,SRA626254,01,2018,Costa,S288C,sec63BirA_srp72-AID_auxin60_noCHX_1minBiotin_input,W303,"srp72::SRP72-AID-HA:OsTIR1::LEU2 tom20::TOM20-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-3,112/leu2-3,112 trp1-1 /can1-100 ura3-1 ade2-1 his3-11,15",GSM2836161
SRR6234871,52280853,2614042650,50,962,SRX3343251,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644404,SAMN07947850,simple,4932,Saccharomyces cerevisiae,GSM2836160,GEO,SRA626254,01,2018,Costa,S288C,sec63BirA_srp72-AID_auxin60_noCHX_1minBiotin_pulldown,W303,"srp72::SRP72-AID-HA:OsTIR1::LEU2 tom20::TOM20-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-3,112/leu2-3,112 trp1-1 /can1-100 ura3-1 ade2-1 his3-11,15",GSM2836162
SRR6234872,42573570,2171252070,51,662,SRX3343252,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644405,SAMN07947849,simple,4932,Saccharomyces cerevisiae,GSM2836161,GEO,SRA626254,01,2018,Costa,W303,tom20BirA_srp72-AID_auxin0_2minCHX_2minBiotin_input,W303,"srp72::SRP72-AID-HA:OsTIR1::LEU2 tom20::TOM20-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-3,112/leu2-3,112 trp1-1 /can1-100 ura3-1 ade2-1 his3-11,15",GSM2836163
SRR6234873,27899496,1422874296,51,434,SRX3343253,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644406,SAMN07947848,simple,4932,Saccharomyces cerevisiae,GSM2836162,GEO,SRA626254,01,2018,Costa,W303,tom20BirA_srp72-AID_auxin0_2minCHX_2minBiotin_pulldown,W303,"srp72::SRP72-AID-HA:OsTIR1::LEU2 tom20::TOM20-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI leu2-3,112/leu2-3,112 trp1-1 /can1-100 ura3-1 ade2-1 his3-11,15",GSM2836164
SRR6234874,48266648,2461599048,51,749,SRX3343254,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644407,SAMN07947847,simple,4932,Saccharomyces cerevisiae,GSM2836163,GEO,SRA626254,01,2018,Costa,W303,tom20BirA_srp72-AID_auxin30_2minCHX_2minBiotin_input,S288C,srp72::srp72-AID-HA::LEU2 om45::OM45-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836165
SRR6234875,29175242,1487937342,51,455,SRX3343255,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644408,SAMN07947846,simple,4932,Saccharomyces cerevisiae,GSM2836164,GEO,SRA626254,01,2018,Costa,W303,tom20BirA_srp72-AID_auxin30_2minCHX_2minBiotin_pulldown,S288C,srp72::srp72-AID-HA::LEU2 om45::OM45-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836166
SRR6234876,98632907,4931645350,50,1817,SRX3343256,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644409,SAMN07947845,simple,4932,Saccharomyces cerevisiae,GSM2836165,GEO,SRA626254,01,2018,Costa,S288C,om45BirA_srp72-AID_auxin0_2minCHX_2minBiotin_input,S288C,srp72::srp72-AID-HA::LEU2 om45::OM45-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836167
SRR6234877,143923961,7196198050,50,2661,SRX3343257,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644410,SAMN07947844,simple,4932,Saccharomyces cerevisiae,GSM2836166,GEO,SRA626254,01,2018,Costa,S288C,om45BirA_srp72-AID_auxin0_2minCHX_2minBiotin_pulldown,S288C,srp72::srp72-AID-HA::LEU2 om45::OM45-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836168
SRR6234878,55839741,2791987050,50,1019,SRX3343258,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644411,SAMN07947843,simple,4932,Saccharomyces cerevisiae,GSM2836167,GEO,SRA626254,01,2018,Costa,S288C,om45BirA_srp72-AID_auxin30_2minCHX_2minBiotin_input,S288C,srp72::srp72-AID-HA::LEU2 sec63::SEC63-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836139
SRR6234879,115807929,5790396450,50,2128,SRX3343259,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP122927,PRJNA416316,29348368,"",SRS2644412,SAMN07947842,simple,4932,Saccharomyces cerevisiae,GSM2836168,GEO,SRA626254,01,2018,Costa,S288C,om45BirA_srp72-AID_auxin30_2minCHX_2minBiotin_pulldown,S288C,srp72::srp72-AID-HA::LEU2 sec63::SEC63-mVenus-BirA::HIS5 rpl16a::RPL16a-HA-TEV-AVI rpl16b::RPL16b-HA-TEV-AVI his3::OsTIR1-V5::URA3 leu2-delta-0 met15-delta-0 ura3-delta-0,GSM2836140
