Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,treatment,ph,time point,replicate,GEO Accession
SRR944227,12373344,1262081088,51,713,SRX328650,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464784,SAMN02296766,simple,5476,Candida albicans,GSM1197138,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Propionic acid treatment",RYY010,"Yeast cell culture, Propionic acid treatment",SC5314,Propionic acid (IC50),5.5,T1 (4h),B,GSM1197138
SRR944228,10074195,1027567890,51,581,SRX328651,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464785,SAMN02296765,simple,5476,Candida albicans,GSM1197139,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, pH control",RYY011,"Yeast cell culture, pH control",SC5314,HCl,5.5,T1 (4h),B,GSM1197139
SRR944229,10817958,1103431716,51,623,SRX328652,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464786,SAMN02296773,simple,5476,Candida albicans,GSM1197140,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, untreated control",RYY012,"Yeast cell culture, untreated control",SC5314,None,5.8,T4 (76h),B,GSM1197140
SRR944230,13068478,1332984756,51,797,SRX328653,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464787,SAMN02296769,simple,5476,Candida albicans,GSM1197141,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Acetic acid treatment",RYY025,"Yeast cell culture, Acetic acid treatment",SC5314,Acetic acid (IC15),5.5,T4 (76h),C,GSM1197141
SRR944231,12863691,1312096482,51,781,SRX328654,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464788,SAMN02296767,simple,5476,Candida albicans,GSM1197142,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Propionic acid treatment",RYY026,"Yeast cell culture, Propionic acid treatment",SC5314,Propionic acid (IC50),5.5,T1 (4h),C,GSM1197142
SRR944232,13591395,1386322290,51,823,SRX328655,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464789,SAMN02296768,simple,5476,Candida albicans,GSM1197143,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Lactic acid treatment",RYY027,"Yeast cell culture, Lactic acid treatment",SC5314,Lactic acid (IC50),5.5,T1 (4h),C,GSM1197143
SRR944233,12634371,1288705842,51,768,SRX328656,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464790,SAMN02296781,simple,5476,Candida albicans,GSM1197144,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Lactic acid treatment",RYY030,"Yeast cell culture, Lactic acid treatment",SC5314,Lactic acid (IC50),5.5,T4 (76h),C,GSM1197144
SRR944234,13356658,1362379116,51,808,SRX328657,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464791,SAMN02296779,simple,5476,Candida albicans,GSM1197145,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, untreated control",RYY033,"Yeast cell culture, untreated control",SC5314,None,5.8,T1 (4h),C,GSM1197145
SRR944235,11040001,1126080102,51,674,SRX328658,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464792,SAMN02296782,simple,5476,Candida albicans,GSM1197146,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Propionic acid treatment",RYY035,"Yeast cell culture, Propionic acid treatment",SC5314,Propionic acid (IC50),5.5,T4 (76h),C,GSM1197146
SRR944236,11860732,1209794664,51,738,SRX328659,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464793,SAMN02296770,simple,5476,Candida albicans,GSM1197147,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Butyric acid treatment",RYY037,"Yeast cell culture, Butyric acid treatment",SC5314,Butyric acid (IC50),5.5,T4 (76h),C,GSM1197147
SRR944237,12966213,1322553726,51,800,SRX328660,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464794,SAMN02296783,simple,5476,Candida albicans,GSM1197148,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Acetic acid treatment",RYY039,"Yeast cell culture, Acetic acid treatment",SC5314,Acetic acid (IC15),5.5,T1 (4h),C,GSM1197148
SRR944238,13976378,1425590556,51,858,SRX328661,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464795,SAMN02296772,simple,5476,Candida albicans,GSM1197149,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, untreated control",RYY040,"Yeast cell culture, untreated control",SC5314,None,5.8,T4 (76h),C,GSM1197149
SRR944239,13133440,1339610880,51,804,SRX328662,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464796,SAMN02296784,simple,5476,Candida albicans,GSM1197150,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, pH control",RYY044,"Yeast cell culture, pH control",SC5314,HCl,5.5,T4 (76h),C,GSM1197150
SRR944240,15183075,1548673650,51,934,SRX328663,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464797,SAMN02296775,simple,5476,Candida albicans,GSM1197151,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Butyric acid treatment",RYY045,"Yeast cell culture, Butyric acid treatment",SC5314,Butyric acid (IC50),5.5,T1 (4h),C,GSM1197151
SRR944241,13922468,1420091736,51,853,SRX328664,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464798,SAMN02296771,simple,5476,Candida albicans,GSM1197152,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, pH control",RYY048,"Yeast cell culture, pH control",SC5314,HCl,5.5,T1 (4h),C,GSM1197152
SRR944242,12663794,1291706988,51,774,SRX328665,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464799,SAMN02296780,simple,5476,Candida albicans,GSM1197153,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, pH control",RYY050,"Yeast cell culture, pH control",SC5314,HCl,5.5,T4 (76h),D,GSM1197153
SRR944243,13846655,1412358810,51,848,SRX328666,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464800,SAMN02296788,simple,5476,Candida albicans,GSM1197154,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Butyric acid treatment",RYY051,"Yeast cell culture, Butyric acid treatment",SC5314,Butyric acid (IC50),5.5,T4 (76h),D,GSM1197154
SRR944244,13357039,1362417978,51,816,SRX328667,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464801,SAMN02296774,simple,5476,Candida albicans,GSM1197155,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, untreated control",RYY052,"Yeast cell culture, untreated control",SC5314,None,5.8,T1 (4h),D,GSM1197155
SRR944245,14229466,1451405532,51,872,SRX328668,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464802,SAMN02296776,simple,5476,Candida albicans,GSM1197156,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, pH control",RYY055,"Yeast cell culture, pH control",SC5314,HCl,5.5,T1 (4h),D,GSM1197156
SRR944246,11936521,1217525142,51,733,SRX328669,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464803,SAMN02296778,simple,5476,Candida albicans,GSM1197157,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Acetic acid treatment",RYY057,"Yeast cell culture, Acetic acid treatment",SC5314,Acetic acid (IC15),5.5,T4 (76h),D,GSM1197157
SRR944247,15441871,1575070842,51,967,SRX328670,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464805,SAMN02296777,simple,5476,Candida albicans,GSM1197158,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Lactic acid treatment",RYY061,"Yeast cell culture, Lactic acid treatment",SC5314,Lactic acid (IC50),5.5,T1 (4h),D,GSM1197158
SRR944248,15657564,1597071528,51,977,SRX328671,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464804,SAMN02296787,simple,5476,Candida albicans,GSM1197159,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, untreated control",RYY063,"Yeast cell culture, untreated control",SC5314,None,5.8,T4 (76h),D,GSM1197159
SRR944249,13689510,1396330020,51,853,SRX328672,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464806,SAMN02296785,simple,5476,Candida albicans,GSM1197160,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Propionic acid treatment",RYY065,"Yeast cell culture, Propionic acid treatment",SC5314,Propionic acid (IC50),5.5,T1 (4h),D,GSM1197160
SRR944250,14981083,1528070466,51,933,SRX328673,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464807,SAMN02296786,simple,5476,Candida albicans,GSM1197161,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Lactic acid treatment",RYY069,"Yeast cell culture, Lactic acid treatment",SC5314,Lactic acid (IC50),5.5,T4 (76h),D,GSM1197161
SRR944251,16399131,1672711362,51,1018,SRX328674,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464808,SAMN02296789,simple,5476,Candida albicans,GSM1197162,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Acetic acid treatment",RYY070,"Yeast cell culture, Acetic acid treatment",SC5314,Acetic acid (IC15),5.5,T1 (4h),D,GSM1197162
SRR944252,14347500,1463445000,,902,SRX328675,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464809,SAMN02296790,simple,5476,Candida albicans,GSM1197163,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Butyric acid treatment",RYY071,"Yeast cell culture, Butyric acid treatment",SC5314,Butyric acid (IC50),5.5,T1 (4h),D,GSM1197163
SRR944253,14706008,1500012816,51,918,SRX328676,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464810,SAMN02296791,simple,5476,Candida albicans,GSM1197164,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Propionic acid treatment",RYY072,"Yeast cell culture, Propionic acid treatment",SC5314,Propionic acid (IC50),5.5,T4 (76h),D,GSM1197164
SRR944254,15499240,1580922480,51,944,SRX328677,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464811,SAMN02296792,simple,5476,Candida albicans,GSM1197165,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Acetic acid treatment",RYY076,"Yeast cell culture, Acetic acid treatment",SC5314,Acetic acid (IC15),5.5,T4 (76h),F,GSM1197165
SRR944255,13502129,1377217158,51,820,SRX328678,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464812,SAMN02296745,simple,5476,Candida albicans,GSM1197166,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, pH control",RYY077,"Yeast cell culture, pH control",SC5314,HCl,5.5,T1 (4h),F,GSM1197166
SRR944256,12074555,1231604610,51,734,SRX328679,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464813,SAMN02296746,simple,5476,Candida albicans,GSM1197167,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Propionic acid treatment",RYY079,"Yeast cell culture, Propionic acid treatment",SC5314,Propionic acid (IC50),5.5,T4 (76h),F,GSM1197167
SRR944257,11970782,1221019764,51,724,SRX328680,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464814,SAMN02296748,simple,5476,Candida albicans,GSM1197168,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Butyric acid treatment",RYY080,"Yeast cell culture, Butyric acid treatment",SC5314,Butyric acid (IC50),5.5,T1 (4h),F,GSM1197168
SRR944258,11883794,1212146988,51,724,SRX328681,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464815,SAMN02296749,simple,5476,Candida albicans,GSM1197169,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Butyric acid treatment",RYY082,"Yeast cell culture, Butyric acid treatment",SC5314,Butyric acid (IC50),5.5,T4 (76h),F,GSM1197169
SRR944259,12924539,1318302978,51,782,SRX328682,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464816,SAMN02296747,simple,5476,Candida albicans,GSM1197170,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Acetic acid treatment",RYY084,"Yeast cell culture, Acetic acid treatment",SC5314,Acetic acid (IC15),5.5,T1 (4h),F,GSM1197170
SRR944260,12724495,1297898490,51,776,SRX328683,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464817,SAMN02296750,simple,5476,Candida albicans,GSM1197171,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Propionic acid treatment",RYY086,"Yeast cell culture, Propionic acid treatment",SC5314,Propionic acid (IC50),5.5,T1 (4h),F,GSM1197171
SRR944261,13511986,1378222572,51,823,SRX328684,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464818,SAMN02296751,simple,5476,Candida albicans,GSM1197172,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, pH control",RYY089,"Yeast cell culture, pH control",SC5314,HCl,5.5,T4 (76h),F,GSM1197172
SRR944262,12996287,1325621274,51,794,SRX328685,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464819,SAMN02296752,simple,5476,Candida albicans,GSM1197173,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, Lactic acid treatment",RYY090,"Yeast cell culture, Lactic acid treatment",SC5314,Lactic acid (IC50),5.5,T1 (4h),F,GSM1197173
SRR944263,12351747,1259878194,51,753,SRX328686,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464820,SAMN02296753,simple,5476,Candida albicans,GSM1197174,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, untreated control",RYY091,"Yeast cell culture, untreated control",SC5314,None,5.8,T1 (4h),F,GSM1197174
SRR944264,14374779,1466227458,51,874,SRX328687,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028297,PRJNA213618,25636313,"",SRS464821,SAMN02296754,simple,5476,Candida albicans,GSM1197175,GEO,SRA096182,01,2015,Cottier,"Yeast cell culture, untreated control",RYY094,"Yeast cell culture, untreated control",SC5314,None,5.8,T4 (76h),F,GSM1197175
