Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,Stage,manipulation,rna population,library type,GEO Accession
SRR13679827,11935709,3580712700,40,1663,SRX10069212,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230940,SAMN17860391,simple,8355,Xenopus laevis,GSM5074378,GEO,SRA1194491,07,2021,Xiang,Xenopus laevis stage VI oocyte,frog_oocyte_ePAB_RPL3_HA_PALTRAP_flowthrough,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 and PABPC4 for 72h,cytoplasmic RNA,TAIL-seq,GSM5074385
SRR13679828,6848791,2054637300,40,925,SRX10069213,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230941,SAMN17860390,simple,8355,Xenopus laevis,GSM5074379,GEO,SRA1194491,07,2021,Xiang,Xenopus laevis stage VI oocyte,frog_oocyte_ePAB_RPL3_HA_PALTRAP_eluate,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 and PABPC4 for 72h,cytoplasmic RNA,TAIL-seq,GSM5074386
SRR13679829,7037083,2111124900,40,949,SRX10069213,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230941,SAMN17860390,simple,8355,Xenopus laevis,GSM5074379,GEO,SRA1194491,07,2021,Xiang,Xenopus laevis stage VI oocyte,frog_oocyte_ePAB_RPL3_HA_PALTRAP_eluate,NIH3T3 cells,cell line,N/A,transfected with non-targeting siRNAs for 48h,cytoplasmic RNA,PAL-seq v3,GSM5074387
SRR13679830,10169736,3050920800,40,1307,SRX10069214,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230943,SAMN17860389,simple,8355,Xenopus laevis,GSM5074380,GEO,SRA1194491,07,2021,Xiang,Xenopus laevis stage VI oocyte,frog_oocyte_eGFP_eGFP_HA_PALTRAP_input,NIH3T3 cells,cell line,N/A,transfected with siRNAs targeting PAPBPC1 for 48h,cytoplasmic RNA,PAL-seq v3,GSM5074388
SRR13679831,581898,174569400,40,80,SRX10069215,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230942,SAMN17860388,simple,8355,Xenopus laevis,GSM5074381,GEO,SRA1194491,07,2021,Xiang,Xenopus laevis stage VI oocyte,frog_oocyte_eGFP_eGFP_HA_PALTRAP_eluate,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",cell line,N/A,transfected with non-targeting siRNAs for 48h,cytoplasmic RNA,PAL-seq v3,GSM5074389
SRR13679832,24930863,7479258900,50,2854,SRX10069216,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230945,SAMN17860387,simple,9606,Homo sapiens,GSM5074382,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siControl_72h_TAIL_seq,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",cell line,N/A,transfected with siRNAs targeting PABPC1 for 48h,cytoplasmic RNA,PAL-seq v3,GSM5074390
SRR13679833,18793760,5638128000,50,2168,SRX10069217,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230944,SAMN17860386,simple,9606,Homo sapiens,GSM5074383,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1_72h_TAIL_seq,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",cell line,N/A,"transfected with siRNAs targeting PABPC1, TUT4 and TUT7 for 48h",cytoplasmic RNA,PAL-seq v3,GSM5074391
SRR13679834,44958449,13487534700,50,5155,SRX10069218,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230949,SAMN17860385,simple,9606,Homo sapiens,GSM5074384,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC4_72h_TAIL_seq,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",cell line,N/A,transfected with siRNAs targeting PABPC1 abd PABPC4 for 48h,cytoplasmic RNA,PAL-seq v3,GSM5074392
SRR13679835,16609126,4982737800,50,1926,SRX10069219,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230951,SAMN17860333,simple,9606,Homo sapiens,GSM5074385,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1&4_72h_TAIL_seq,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",cell line,N/A,"transfected with siRNAs targeting PABPC1, PABPC4, TUT4 and TUT7 for 48h",cytoplasmic RNA,PAL-seq v3,GSM5074393
SRR13679836,14628791,4388637300,50,1688,SRX10069220,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230946,SAMN17860332,simple,9606,Homo sapiens,GSM5074386,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1&4_72h_rep2_TAIL_seq,"HCT116 cells, OsTIR1 knock-in, AID-tagged PABPC1",cell line,N/A,no IAA,cytoplasmic RNA,PAL-seq v4,GSM5074394
SRR13679837,14052518,4215755400,40,2175,SRX10069221,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230947,SAMN17860331,simple,10090,Mus musculus,GSM5074387,GEO,SRA1194491,07,2021,Xiang,NIH3T3 cells,NIH3T3_siControl_48h_PAL_seq,"HCT116 cells, OsTIR1 knock-in, AID-tagged PABPC1",cell line,N/A,IAA for 0.5 h,cytoplasmic RNA,PAL-seq v4,GSM5074395
SRR13679838,11080720,3324216000,40,1671,SRX10069222,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230948,SAMN17860330,simple,10090,Mus musculus,GSM5074388,GEO,SRA1194491,07,2021,Xiang,NIH3T3 cells,NIH3T3_siPABPC1_48h_PAL_seq,"HCT116 cells, OsTIR1 knock-in, AID-tagged PABPC1",cell line,N/A,IAA for 1 h,cytoplasmic RNA,PAL-seq v4,GSM5074396
SRR13679839,25936404,7780921200,40,3496,SRX10069223,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230954,SAMN17860329,simple,9606,Homo sapiens,GSM5074389,GEO,SRA1194491,07,2021,Xiang,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",HeLa_RPL3_3xHA_siControl_48h_PAL_seq,"HCT116 cells, OsTIR1 knock-in, AID-tagged PABPC1",cell line,N/A,IAA for 3 h,cytoplasmic RNA,PAL-seq v4,GSM5074397
SRR13679840,19327053,5798115900,40,2617,SRX10069224,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230950,SAMN17860328,simple,9606,Homo sapiens,GSM5074390,GEO,SRA1194491,07,2021,Xiang,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",HeLa_RPL3_3xHA_siPABPC1_48h_PAL_seq,HeLa cells,cell line,N/A,transfected with non-targeting siRNAs for 48h and incubated with 5-EU for 1h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074398
SRR13679841,9388174,2816452200,40,1244,SRX10069225,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230952,SAMN17860327,simple,9606,Homo sapiens,GSM5074391,GEO,SRA1194491,07,2021,Xiang,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",HeLa_RPL3_3xHA_siPABPC1_siTUT4&7_48h_PAL_seq,HeLa cells,cell line,N/A,transfected with non-targeting siRNAs for 48h and incubated with 5-EU for 2h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074399
SRR13679842,7406927,2222078100,40,1006,SRX10069226,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230955,SAMN17860326,simple,9606,Homo sapiens,GSM5074392,GEO,SRA1194491,07,2021,Xiang,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",HeLa_RPL3_3xHA_siPABPC1&4_48h_PAL_seq,HeLa cells,cell line,N/A,transfected with non-targeting siRNAs for 48h and incubated with 5-EU for 4h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074400
SRR13679843,8182630,2454789000,40,1084,SRX10069227,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230953,SAMN17860367,simple,9606,Homo sapiens,GSM5074393,GEO,SRA1194491,07,2021,Xiang,"HeLa cells, T-Rex, Flp-In with RPL3 3xHA, OsTIR1 knock-in",HeLa_RPL3_3xHA_siPABPC1&4_siTUT4&7_48h_PAL_seq,HeLa cells,cell line,N/A,transfected with non-targeting siRNAs for 48h and incubated with 5-EU for 8h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074401
SRR13679844,13602212,4175879084,52,1864,SRX10069228,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230957,SAMN17860366,simple,9606,Homo sapiens,GSM5074394,GEO,SRA1194491,07,2021,Xiang,"HCT116 cells, OsTIR1 knock-in, AID-tagged PABPC1",HCT116_OsTIR1_PABPC1_AID_minus_IAA_PAL_seq,HeLa cells,cell line,N/A,transfected with non-targeting siRNAs for 48h and incubated with 5-EU for 1h,"cytoplasmic RNA, 5-EU pulldown input",RNA-seq with NEXTflex kit,GSM5074402
SRR13679845,14994698,4603372286,52,2061,SRX10069229,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230956,SAMN17860365,simple,9606,Homo sapiens,GSM5074395,GEO,SRA1194491,07,2021,Xiang,"HCT116 cells, OsTIR1 knock-in, AID-tagged PABPC1",HCT116_OsTIR1_PABPC1_AID_plus_IAA_30m_PAL_seq,HeLa cells,cell line,N/A,transfected with non-targeting siRNAs for 48h and incubated with 5-EU for 8h,"cytoplasmic RNA, 5-EU pulldown input",RNA-seq with NEXTflex kit,GSM5074403
SRR13679846,10040178,3082334646,52,1375,SRX10069230,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230960,SAMN17860364,simple,9606,Homo sapiens,GSM5074396,GEO,SRA1194491,07,2021,Xiang,"HCT116 cells, OsTIR1 knock-in, AID-tagged PABPC1",HCT116_OsTIR1_PABPC1_AID_plus_IAA_1h_PAL_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 for 48h and incubated with 5-EU for 1h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074404
SRR13679847,9622744,2954182408,52,1319,SRX10069231,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230958,SAMN17860363,simple,9606,Homo sapiens,GSM5074397,GEO,SRA1194491,07,2021,Xiang,"HCT116 cells, OsTIR1 knock-in, AID-tagged PABPC1",HCT116_OsTIR1_PABPC1_AID_plus_IAA_3h_PAL_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 for 48h and incubated with 5-EU for 2h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074405
SRR13679848,18779664,751186560,40,523,SRX10069232,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230962,SAMN17860362,simple,9606,Homo sapiens,GSM5074398,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siControl_48h_5EU_1h_eluate_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 for 48h and incubated with 5-EU for 4h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074406
SRR13679849,15795141,631805640,40,441,SRX10069233,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230959,SAMN17860361,simple,9606,Homo sapiens,GSM5074399,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siControl_48h_5EU_2h_eluate_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 for 48h and incubated with 5-EU for 8h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074407
SRR13679850,17859976,714399040,40,497,SRX10069234,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230966,SAMN17860358,simple,9606,Homo sapiens,GSM5074400,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siControl_48h_5EU_4h_eluate_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 for 48h and incubated with 5-EU for 1h,"cytoplasmic RNA, 5-EU pulldown input",RNA-seq with NEXTflex kit,GSM5074408
SRR13679851,14654291,586171640,40,407,SRX10069235,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230961,SAMN17860357,simple,9606,Homo sapiens,GSM5074401,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siControl_48h_5EU_8h_eluate_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 for 48h and incubated with 5-EU for 8h,"cytoplasmic RNA, 5-EU pulldown input",RNA-seq with NEXTflex kit,GSM5074409
SRR13679852,21825677,873027080,40,604,SRX10069236,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230968,SAMN17860356,simple,9606,Homo sapiens,GSM5074402,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siControl_48h_5EU_1h_input_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 and PABPC4 for 48h and incubated with 5-EU for 1h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074410
SRR13679853,17109550,684382000,40,477,SRX10069237,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230963,SAMN17860355,simple,9606,Homo sapiens,GSM5074403,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siControl_48h_5EU_8h_input_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 and PABPC4 for 48h and incubated with 5-EU for 2h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074411
SRR13679854,21707443,868297720,40,600,SRX10069238,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230964,SAMN17860360,simple,9606,Homo sapiens,GSM5074404,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1_48h_5EU_1h_eluate_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 and PABPC4 for 48h and incubated with 5-EU for 4h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074412
SRR13679855,17489732,699589280,40,484,SRX10069239,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230970,SAMN17860359,simple,9606,Homo sapiens,GSM5074405,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1_48h_5EU_2h_eluate_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 and PABPC4 for 48h and incubated with 5-EU for 8h,"cytoplasmic RNA, 5-EU pulldown eluate",RNA-seq with NEXTflex kit,GSM5074413
SRR13679856,23767219,950688760,40,654,SRX10069240,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230965,SAMN17860354,simple,9606,Homo sapiens,GSM5074406,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1_48h_5EU_4h_eluate_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 and PABPC4 for 48h and incubated with 5-EU for 1h,"cytoplasmic RNA, 5-EU pulldown input",RNA-seq with NEXTflex kit,GSM5074414
SRR13679857,19501346,780053840,40,538,SRX10069241,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230967,SAMN17860353,simple,9606,Homo sapiens,GSM5074407,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1_48h_5EU_8h_eluate_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 and PABPC4 for 48h and incubated with 5-EU for 8h,"cytoplasmic RNA, 5-EU pulldown input",RNA-seq with NEXTflex kit,GSM5074415
SRR13679858,20233691,809347640,40,561,SRX10069242,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230973,SAMN17860352,simple,9606,Homo sapiens,GSM5074408,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1_48h_5EU_1h_input_NEXTflex_RNA_seq,Xenopus laevis stage VI oocyte,oocyte,VI,eGFP-expressed,cytoplasmic RNA,ribo-seq matched RNA-seq,GSM5074338
SRR13679859,18803625,752145000,40,517,SRX10069243,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230969,SAMN17860351,simple,9606,Homo sapiens,GSM5074409,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1_48h_5EU_8h_input_NEXTflex_RNA_seq,Xenopus laevis stage VI oocyte,oocyte,VI,PABPC1-overexpressed,cytoplasmic RNA,ribo-seq matched RNA-seq,GSM5074339
SRR13679860,18647326,745893040,40,520,SRX10069244,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230971,SAMN17860350,simple,9606,Homo sapiens,GSM5074410,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1&4_48h_5EU_1h_eluate_NEXTflex_RNA_seq,Xenopus laevis stage VI oocyte,oocyte,VI,ePAB-overexpressed,cytoplasmic RNA,ribo-seq matched RNA-seq,GSM5074340
SRR13679861,16804004,672160160,40,470,SRX10069245,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230976,SAMN17860349,simple,9606,Homo sapiens,GSM5074411,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1&4_48h_5EU_2h_eluate_NEXTflex_RNA_seq,Xenopus laevis stage VI oocyte,oocyte,VI,eGFP-expressed,cytoplasmic RNA,ribo-seq matched RNA-seq,GSM5074341
SRR13679862,15251994,610079760,40,427,SRX10069246,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230972,SAMN17860348,simple,9606,Homo sapiens,GSM5074412,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1&4_48h_5EU_4h_eluate_NEXTflex_RNA_seq,Xenopus laevis stage VI oocyte,oocyte,VI,ePAB-overexpressed,cytoplasmic RNA,ribo-seq matched RNA-seq,GSM5074342
SRR13679863,15986948,639477920,40,447,SRX10069247,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230974,SAMN17860347,simple,9606,Homo sapiens,GSM5074413,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1&4_48h_5EU_8h_eluate_NEXTflex_RNA_seq,Xenopus laevis stage VI oocyte,oocyte,VI,eGFP-expressed,cytoplasmic RNA,ribo-seq matched RNA-seq,GSM5074343
SRR13679864,19732012,789280480,40,549,SRX10069248,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230978,SAMN17860383,simple,9606,Homo sapiens,GSM5074414,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1&4_48h_5EU_1h_input_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with non-targeting siRNAs for 72h,cytoplasmic RNA,ribo-seq matched RNA-seq,GSM5074344
SRR13679865,18149182,725967280,40,507,SRX10069249,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP305686,PRJNA701262,34213414,"",SRS8230975,SAMN17860334,simple,9606,Homo sapiens,GSM5074415,GEO,SRA1194491,07,2021,Xiang,HeLa cells,HeLa_siPABPC1&4_48h_5EU_8h_input_NEXTflex_RNA_seq,HeLa cells,cell line,N/A,transfected with siRNAs targeting PABPC1 for 72h,cytoplasmic RNA,ribo-seq matched RNA-seq,GSM5074345
