Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,growth condition,sample type,genotype,GEO Accession
SRR10434869,11220242,572232342,51,226,SRX7130786,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640130,SAMN13264921,simple,4932,Saccharomyces cerevisiae,GSM4158414,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SILAC-BG SCD rep1,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa20-delta,GSM4158422
SRR10434870,11198959,571146909,51,225,SRX7130786,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640130,SAMN13264921,simple,4932,Saccharomyces cerevisiae,GSM4158414,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SILAC-BG SCD rep1,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa20-delta,GSM4158423
SRR10434871,11177444,570049644,51,226,SRX7130786,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640130,SAMN13264921,simple,4932,Saccharomyces cerevisiae,GSM4158414,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SILAC-BG SCD rep1,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 WT,GSM4158424
SRR10434872,13676993,697526643,51,280,SRX7130787,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640131,SAMN13264920,simple,4932,Saccharomyces cerevisiae,GSM4158415,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SILAC-BG SCD rep2,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 WT,GSM4158425
SRR10434873,13660447,696682797,51,278,SRX7130787,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640131,SAMN13264920,simple,4932,Saccharomyces cerevisiae,GSM4158415,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SILAC-BG SCD rep2,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158426
SRR10434874,13640567,695668917,51,280,SRX7130787,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640131,SAMN13264920,simple,4932,Saccharomyces cerevisiae,GSM4158415,GEO,SRA994628,07,2020,Makar,Yeast,TL WT SILAC-BG SCD rep2,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158427
SRR10434875,13542652,690675252,51,274,SRX7130788,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640132,SAMN13264919,simple,4932,Saccharomyces cerevisiae,GSM4158416,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ SILAC-BG SCD rep1,Yeast,"YPD, 30 C",total mRNA,BY4741 WT,GSM4158394
SRR10434876,13512392,689131992,51,273,SRX7130788,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640132,SAMN13264919,simple,4932,Saccharomyces cerevisiae,GSM4158416,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ SILAC-BG SCD rep1,Yeast,"YPD, 30 C",total mRNA,BY4741 WT,GSM4158395
SRR10434877,13475365,687243615,51,273,SRX7130788,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640132,SAMN13264919,simple,4932,Saccharomyces cerevisiae,GSM4158416,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ SILAC-BG SCD rep1,Yeast,"YPD, 30 C",total mRNA,BY4741 naa10-delta,GSM4158396
SRR10434878,11603166,591761466,51,241,SRX7130789,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640133,SAMN13264911,simple,4932,Saccharomyces cerevisiae,GSM4158417,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ SILAC-BG SCD rep2,Yeast,"YPD, 30 C",total mRNA,BY4741 naa10-delta,GSM4158397
SRR10434879,11576938,590423838,51,239,SRX7130789,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640133,SAMN13264911,simple,4932,Saccharomyces cerevisiae,GSM4158417,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ SILAC-BG SCD rep2,Yeast,"YPD, 30 C",total mRNA,BY4741 naa20-delta,GSM4158398
SRR10434880,11542995,588692745,51,240,SRX7130789,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640133,SAMN13264911,simple,4932,Saccharomyces cerevisiae,GSM4158417,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ SILAC-BG SCD rep2,Yeast,"YPD, 30 C",total mRNA,BY4741 naa20-delta,GSM4158399
SRR10434881,8404170,428612670,51,203,SRX7130790,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640134,SAMN13264910,simple,4932,Saccharomyces cerevisiae,GSM4158418,GEO,SRA994628,07,2020,Makar,Yeast,TL WT heat rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 WT,GSM4158400
SRR10434882,8463341,431630391,51,191,SRX7130790,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640134,SAMN13264910,simple,4932,Saccharomyces cerevisiae,GSM4158418,GEO,SRA994628,07,2020,Makar,Yeast,TL WT heat rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 WT,GSM4158401
SRR10434883,8199820,418190820,51,174,SRX7130790,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640134,SAMN13264910,simple,4932,Saccharomyces cerevisiae,GSM4158418,GEO,SRA994628,07,2020,Makar,Yeast,TL WT heat rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158402
SRR10434884,8126675,414460425,51,177,SRX7130790,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640134,SAMN13264910,simple,4932,Saccharomyces cerevisiae,GSM4158418,GEO,SRA994628,07,2020,Makar,Yeast,TL WT heat rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158403
SRR10434885,10921774,557010474,51,263,SRX7130791,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640135,SAMN13264909,simple,4932,Saccharomyces cerevisiae,GSM4158419,GEO,SRA994628,07,2020,Makar,Yeast,TL WT heat rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa20-delta,GSM4158404
SRR10434886,10999332,560965932,51,247,SRX7130791,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640135,SAMN13264909,simple,4932,Saccharomyces cerevisiae,GSM4158419,GEO,SRA994628,07,2020,Makar,Yeast,TL WT heat rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa20-delta,GSM4158405
SRR10434887,10668446,544090746,51,225,SRX7130791,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640135,SAMN13264909,simple,4932,Saccharomyces cerevisiae,GSM4158419,GEO,SRA994628,07,2020,Makar,Yeast,TL WT heat rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 hml-delta,GSM4158406
SRR10434888,10565493,538840143,51,229,SRX7130791,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640135,SAMN13264909,simple,4932,Saccharomyces cerevisiae,GSM4158419,GEO,SRA994628,07,2020,Makar,Yeast,TL WT heat rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 hml-delta,GSM4158407
SRR10434889,11331396,577901196,51,251,SRX7130792,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640136,SAMN13264908,simple,4932,Saccharomyces cerevisiae,GSM4158420,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ heat rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta hml-delta,GSM4158408
SRR10434890,11423062,582576162,51,258,SRX7130792,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640136,SAMN13264908,simple,4932,Saccharomyces cerevisiae,GSM4158420,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ heat rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta hml-delta,GSM4158409
SRR10434891,11158917,569104767,51,236,SRX7130792,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640136,SAMN13264908,simple,4932,Saccharomyces cerevisiae,GSM4158420,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ heat rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 WT,GSM4158410
SRR10434892,11046568,563374968,51,241,SRX7130792,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640136,SAMN13264908,simple,4932,Saccharomyces cerevisiae,GSM4158420,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ heat rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 WT,GSM4158411
SRR10434893,21597047,1101449397,51,533,SRX7130793,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640137,SAMN13264918,simple,4932,Saccharomyces cerevisiae,GSM4158421,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ heat rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158412
SRR10434894,21812025,1112413275,51,501,SRX7130793,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640137,SAMN13264918,simple,4932,Saccharomyces cerevisiae,GSM4158421,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ heat rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158413
SRR10434895,21334168,1088042568,51,457,SRX7130793,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640137,SAMN13264918,simple,4932,Saccharomyces cerevisiae,GSM4158421,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ heat rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta,GSM4158414
SRR10434896,21084759,1075322709,51,467,SRX7130793,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640137,SAMN13264918,simple,4932,Saccharomyces cerevisiae,GSM4158421,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ heat rep2,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta,GSM4158415
SRR10434897,8555395,436325145,51,215,SRX7130794,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640138,SAMN13264917,simple,4932,Saccharomyces cerevisiae,GSM4158422,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ heat rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta naa20-delta,GSM4158416
SRR10434898,8652868,441296268,51,201,SRX7130794,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640138,SAMN13264917,simple,4932,Saccharomyces cerevisiae,GSM4158422,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ heat rep1,Yeast,"SCD, 30 C",ribosome footprints,BY4741 arg4-delta lys1-delta naa20-delta,GSM4158417
SRR10434899,8445386,430714686,51,183,SRX7130794,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640138,SAMN13264917,simple,4932,Saccharomyces cerevisiae,GSM4158422,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ heat rep1,Yeast,"SCD, 37 C",ribosome footprints,BY4741 WT,GSM4158418
SRR10434900,8335768,425124168,51,188,SRX7130794,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640138,SAMN13264917,simple,4932,Saccharomyces cerevisiae,GSM4158422,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ heat rep1,Yeast,"SCD, 37 C",ribosome footprints,BY4741 WT,GSM4158419
SRR10434901,8954704,456689904,51,221,SRX7130795,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640139,SAMN13264916,simple,4932,Saccharomyces cerevisiae,GSM4158423,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ heat rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa10-delta,GSM4158420
SRR10434902,9046598,461376498,51,208,SRX7130795,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640139,SAMN13264916,simple,4932,Saccharomyces cerevisiae,GSM4158423,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ heat rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa10-delta,GSM4158421
SRR10434903,8859016,451809816,51,191,SRX7130795,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640139,SAMN13264916,simple,4932,Saccharomyces cerevisiae,GSM4158423,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ heat rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa20-delta,GSM4158422
SRR10434904,8752956,446400756,51,195,SRX7130795,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640139,SAMN13264916,simple,4932,Saccharomyces cerevisiae,GSM4158423,GEO,SRA994628,07,2020,Makar,Yeast,TL naa20Δ heat rep2,Yeast,"SCD, 37 C",ribosome footprints,BY4741 naa20-delta,GSM4158423
SRR10434905,12624168,643832568,51,308,SRX7130796,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640140,SAMN13264915,simple,4932,Saccharomyces cerevisiae,GSM4158424,GEO,SRA994628,07,2020,Makar,Yeast,TL WT glycerol rep1,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 WT,GSM4158424
SRR10434906,12723956,648921756,51,290,SRX7130796,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640140,SAMN13264915,simple,4932,Saccharomyces cerevisiae,GSM4158424,GEO,SRA994628,07,2020,Makar,Yeast,TL WT glycerol rep1,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 WT,GSM4158425
SRR10434907,12428347,633845697,51,266,SRX7130796,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640140,SAMN13264915,simple,4932,Saccharomyces cerevisiae,GSM4158424,GEO,SRA994628,07,2020,Makar,Yeast,TL WT glycerol rep1,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158426
SRR10434908,12292735,626929485,51,271,SRX7130796,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640140,SAMN13264915,simple,4932,Saccharomyces cerevisiae,GSM4158424,GEO,SRA994628,07,2020,Makar,Yeast,TL WT glycerol rep1,Yeast,"SC+glycerol (2%), 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158427
SRR10434909,11148504,568573704,51,273,SRX7130797,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640141,SAMN13264914,simple,4932,Saccharomyces cerevisiae,GSM4158425,GEO,SRA994628,07,2020,Makar,Yeast,TL WT glycerol rep2,Yeast,"YPD, 30 C",total mRNA,BY4741 WT,GSM4158394
SRR10434910,11268515,574694265,51,257,SRX7130797,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640141,SAMN13264914,simple,4932,Saccharomyces cerevisiae,GSM4158425,GEO,SRA994628,07,2020,Makar,Yeast,TL WT glycerol rep2,Yeast,"YPD, 30 C",total mRNA,BY4741 WT,GSM4158395
SRR10434911,11003004,561153204,51,236,SRX7130797,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640141,SAMN13264914,simple,4932,Saccharomyces cerevisiae,GSM4158425,GEO,SRA994628,07,2020,Makar,Yeast,TL WT glycerol rep2,Yeast,"YPD, 30 C",total mRNA,BY4741 naa10-delta,GSM4158396
SRR10434912,10865192,554124792,51,240,SRX7130797,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640141,SAMN13264914,simple,4932,Saccharomyces cerevisiae,GSM4158425,GEO,SRA994628,07,2020,Makar,Yeast,TL WT glycerol rep2,Yeast,"YPD, 30 C",total mRNA,BY4741 naa10-delta,GSM4158397
SRR10434913,11018445,561940695,51,267,SRX7130798,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640142,SAMN13264913,simple,4932,Saccharomyces cerevisiae,GSM4158426,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ glycerol rep1,Yeast,"YPD, 30 C",total mRNA,BY4741 naa20-delta,GSM4158398
SRR10434914,11102706,566238006,51,252,SRX7130798,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640142,SAMN13264913,simple,4932,Saccharomyces cerevisiae,GSM4158426,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ glycerol rep1,Yeast,"YPD, 30 C",total mRNA,BY4741 naa20-delta,GSM4158399
SRR10434915,10843151,553000701,51,232,SRX7130798,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640142,SAMN13264913,simple,4932,Saccharomyces cerevisiae,GSM4158426,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ glycerol rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 WT,GSM4158400
SRR10434916,10735522,547511622,51,235,SRX7130798,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640142,SAMN13264913,simple,4932,Saccharomyces cerevisiae,GSM4158426,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ glycerol rep1,Yeast,"YPD, 30 C",ribosome footprints,BY4741 WT,GSM4158401
SRR10434917,9784957,499032807,51,239,SRX7130799,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640143,SAMN13264912,simple,4932,Saccharomyces cerevisiae,GSM4158427,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ glycerol rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158402
SRR10434918,9870913,503416563,51,225,SRX7130799,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640143,SAMN13264912,simple,4932,Saccharomyces cerevisiae,GSM4158427,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ glycerol rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa10-delta,GSM4158403
SRR10434919,9648642,492080742,51,207,SRX7130799,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640143,SAMN13264912,simple,4932,Saccharomyces cerevisiae,GSM4158427,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ glycerol rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa20-delta,GSM4158404
SRR10434920,9540923,486587073,51,211,SRX7130799,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP229607,PRJNA589056,1,"",SRS5640143,SAMN13264912,simple,4932,Saccharomyces cerevisiae,GSM4158427,GEO,SRA994628,07,2020,Makar,Yeast,TL naa10Δ glycerol rep2,Yeast,"YPD, 30 C",ribosome footprints,BY4741 naa20-delta,GSM4158405
