Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain background,cellular state,molecule subtype,GEO Accession
SRR6441652,30819910,1540995500,50,609,SRX3532876,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808310,SAMN08294612,simple,4932,Saccharomyces cerevisiae,GSM2913161,GEO,SRA644031,02,2018,Cheng,yeast cells,4.5hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913144
SRR6441653,36206202,1810310100,50,739,SRX3532876,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808310,SAMN08294612,simple,4932,Saccharomyces cerevisiae,GSM2913161,GEO,SRA644031,02,2018,Cheng,yeast cells,4.5hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913145
SRR6441654,36399622,1819981100,50,745,SRX3532876,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808310,SAMN08294612,simple,4932,Saccharomyces cerevisiae,GSM2913161,GEO,SRA644031,02,2018,Cheng,yeast cells,4.5hr mrna from totRNA-seq,yeast cells,SK1,non-meiotic cells in sporulation medium,ribosome footprints,GSM2913146
SRR6441655,31435867,1571793350,50,621,SRX3532877,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808311,SAMN08294611,simple,4932,Saccharomyces cerevisiae,GSM2913162,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr mrna from totRNA-seq,yeast cells,SK1,vegetative exponential OD600=0.6,mRNA,GSM2913147
SRR6441656,36967817,1848390850,50,754,SRX3532877,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808311,SAMN08294611,simple,4932,Saccharomyces cerevisiae,GSM2913162,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913148
SRR6441657,37181900,1859095000,50,761,SRX3532877,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808311,SAMN08294611,simple,4932,Saccharomyces cerevisiae,GSM2913162,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913149
SRR6441658,19893499,994674950,50,376,SRX3532878,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808312,SAMN08294610,simple,4932,Saccharomyces cerevisiae,GSM2913163,GEO,SRA644031,02,2018,Cheng,yeast cells,8hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913150
SRR6441659,27110366,1355518300,50,548,SRX3532878,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808312,SAMN08294610,simple,4932,Saccharomyces cerevisiae,GSM2913163,GEO,SRA644031,02,2018,Cheng,yeast cells,8hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913151
SRR6441660,27069430,1353471500,50,545,SRX3532878,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808312,SAMN08294610,simple,4932,Saccharomyces cerevisiae,GSM2913163,GEO,SRA644031,02,2018,Cheng,yeast cells,8hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913152
SRR6441661,21078648,1053932400,50,402,SRX3532879,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808313,SAMN08294609,simple,4932,Saccharomyces cerevisiae,GSM2913164,GEO,SRA644031,02,2018,Cheng,yeast cells,10hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913153
SRR6441662,28862971,1443148550,50,587,SRX3532879,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808313,SAMN08294609,simple,4932,Saccharomyces cerevisiae,GSM2913164,GEO,SRA644031,02,2018,Cheng,yeast cells,10hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913154
SRR6441663,28843960,1442198000,50,584,SRX3532879,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808313,SAMN08294609,simple,4932,Saccharomyces cerevisiae,GSM2913164,GEO,SRA644031,02,2018,Cheng,yeast cells,10hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913155
SRR6441664,36577340,1828867000,50,743,SRX3532880,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808314,SAMN08294608,simple,4932,Saccharomyces cerevisiae,GSM2913165,GEO,SRA644031,02,2018,Cheng,yeast cells,spore mrna from totRNA-seq,yeast cells,SK1,non-meiotic cells in sporulation medium,mRNA,GSM2913156
SRR6441665,36518922,1825946100,50,739,SRX3532880,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808314,SAMN08294608,simple,4932,Saccharomyces cerevisiae,GSM2913165,GEO,SRA644031,02,2018,Cheng,yeast cells,spore mrna from totRNA-seq,yeast cells,SK1,vegetative exponential OD600=0.6,mRNA,GSM2913157
SRR6441666,26749927,1337496350,50,508,SRX3532880,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808314,SAMN08294608,simple,4932,Saccharomyces cerevisiae,GSM2913165,GEO,SRA644031,02,2018,Cheng,yeast cells,spore mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913158
SRR6441667,40381116,2019055800,50,824,SRX3532881,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808315,SAMN08294607,simple,4932,Saccharomyces cerevisiae,GSM2913166,GEO,SRA644031,02,2018,Cheng,yeast cells,MATa/a 4.5hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913159
SRR6441668,40603940,2030197000,50,826,SRX3532881,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808315,SAMN08294607,simple,4932,Saccharomyces cerevisiae,GSM2913166,GEO,SRA644031,02,2018,Cheng,yeast cells,MATa/a 4.5hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913160
SRR6441669,30607393,1530369650,50,585,SRX3532881,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808315,SAMN08294607,simple,4932,Saccharomyces cerevisiae,GSM2913166,GEO,SRA644031,02,2018,Cheng,yeast cells,MATa/a 4.5hr mrna from totRNA-seq,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913161
SRR6441670,30398569,1550327019,51,570,SRX3532882,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808316,SAMN08294606,simple,4932,Saccharomyces cerevisiae,GSM2913167,GEO,SRA644031,02,2018,Cheng,yeast cells,vegetative exponential fps prepped in parallel to the main timecourse samples for replicate 1,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913162
SRR6441671,32887973,1677286623,51,891,SRX3532883,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808317,SAMN08294605,simple,4932,Saccharomyces cerevisiae,GSM2913168,GEO,SRA644031,02,2018,Cheng,yeast cells,0hr fps prepped in parallel in parallel to the main timecourse samples for replicate 1,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913163
SRR6441672,10796227,550607577,51,247,SRX3532884,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808318,SAMN08294599,simple,4932,Saccharomyces cerevisiae,GSM2913169,GEO,SRA644031,02,2018,Cheng,yeast cells,1.5hr fps prepped in parallel for replicate1,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913164
SRR6441673,10991710,560577210,51,250,SRX3532884,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808318,SAMN08294599,simple,4932,Saccharomyces cerevisiae,GSM2913169,GEO,SRA644031,02,2018,Cheng,yeast cells,1.5hr fps prepped in parallel for replicate1,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913165
SRR6441674,15604567,795832917,51,353,SRX3532885,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808319,SAMN08294598,simple,4932,Saccharomyces cerevisiae,GSM2913170,GEO,SRA644031,02,2018,Cheng,yeast cells,1.5hr fps prepped in parallel for replicate2,yeast cells,SK1,non-meiotic cells in sporulation medium,mRNA,GSM2913166
SRR6441675,15859091,808813641,51,358,SRX3532885,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808319,SAMN08294598,simple,4932,Saccharomyces cerevisiae,GSM2913170,GEO,SRA644031,02,2018,Cheng,yeast cells,1.5hr fps prepped in parallel for replicate2,yeast cells,SK1,vegetative exponential OD600=0.6,ribosome footprints,GSM2913167
SRR6441676,13532815,690173565,51,308,SRX3532886,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808320,SAMN08294597,simple,4932,Saccharomyces cerevisiae,GSM2913171,GEO,SRA644031,02,2018,Cheng,yeast cells,3hr fps prepped in parallel for replicate1,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913168
SRR6441677,13760054,701762754,51,312,SRX3532886,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808320,SAMN08294597,simple,4932,Saccharomyces cerevisiae,GSM2913171,GEO,SRA644031,02,2018,Cheng,yeast cells,3hr fps prepped in parallel for replicate1,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913169
SRR6441678,13314650,679047150,51,304,SRX3532887,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808321,SAMN08294596,simple,4932,Saccharomyces cerevisiae,GSM2913172,GEO,SRA644031,02,2018,Cheng,yeast cells,3hr fps prepped in parallel for replicate2,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913170
SRR6441679,13562955,691710705,51,309,SRX3532887,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808321,SAMN08294596,simple,4932,Saccharomyces cerevisiae,GSM2913172,GEO,SRA644031,02,2018,Cheng,yeast cells,3hr fps prepped in parallel for replicate2,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913171
SRR6441680,14148062,721551162,51,322,SRX3532888,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808322,SAMN08294595,simple,4932,Saccharomyces cerevisiae,GSM2913173,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr fps prepped in parallel for replicate1,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913172
SRR6441681,14404796,734644596,51,327,SRX3532888,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808322,SAMN08294595,simple,4932,Saccharomyces cerevisiae,GSM2913173,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr fps prepped in parallel for replicate1,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913173
SRR6441682,5681709,289767159,51,130,SRX3532889,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808323,SAMN08294594,simple,4932,Saccharomyces cerevisiae,GSM2913174,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr fps prepped in parallel for replicate2,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913174
SRR6441683,5792000,295392000,51,132,SRX3532889,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808323,SAMN08294594,simple,4932,Saccharomyces cerevisiae,GSM2913174,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr fps prepped in parallel for replicate2,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913175
SRR6441684,39790461,2029313511,51,1051,SRX3532890,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808324,SAMN08294593,simple,4932,Saccharomyces cerevisiae,GSM2913175,GEO,SRA644031,02,2018,Cheng,yeast cells,0hr mRNA prepped in parallel in parallel to the main timecourse samples for replicate 1,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913176
SRR6441685,40643420,2072814420,51,1084,SRX3532891,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808325,SAMN08294592,simple,4932,Saccharomyces cerevisiae,GSM2913176,GEO,SRA644031,02,2018,Cheng,yeast cells,1.5hr mRNA prepped in parallel for replicate1,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913177
SRR6441686,41060661,2094093711,51,1092,SRX3532891,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808325,SAMN08294592,simple,4932,Saccharomyces cerevisiae,GSM2913176,GEO,SRA644031,02,2018,Cheng,yeast cells,1.5hr mRNA prepped in parallel for replicate1,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913178
SRR6441687,4567398,232937298,51,124,SRX3532892,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808326,SAMN08294591,simple,4932,Saccharomyces cerevisiae,GSM2913177,GEO,SRA644031,02,2018,Cheng,yeast cells,1.5hr mRNA prepped in parallel for replicate2,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913179
SRR6441688,4615016,235365816,51,125,SRX3532892,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808326,SAMN08294591,simple,4932,Saccharomyces cerevisiae,GSM2913177,GEO,SRA644031,02,2018,Cheng,yeast cells,1.5hr mRNA prepped in parallel for replicate2,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913180
SRR6441689,8501205,433561455,51,238,SRX3532893,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808327,SAMN08294590,simple,4932,Saccharomyces cerevisiae,GSM2913178,GEO,SRA644031,02,2018,Cheng,yeast cells,3hr mRNA prepped in parallel for replicate1,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913181
SRR6441690,8577307,437442657,51,239,SRX3532893,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808327,SAMN08294590,simple,4932,Saccharomyces cerevisiae,GSM2913178,GEO,SRA644031,02,2018,Cheng,yeast cells,3hr mRNA prepped in parallel for replicate1,yeast cells,SK1,meiotic cells (strain brun95) without Ndt80 induction,mRNA,GSM2913182
SRR6441691,23086041,1177388091,51,618,SRX3532894,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808328,SAMN08294589,simple,4932,Saccharomyces cerevisiae,GSM2913179,GEO,SRA644031,02,2018,Cheng,yeast cells,3hr mRNA prepped in parallel for replicate2,yeast cells,SK1,meiotic cells (strain brun95) without Ndt80 induction,mRNA,GSM2913183
SRR6441692,23329009,1189779459,51,622,SRX3532894,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808328,SAMN08294589,simple,4932,Saccharomyces cerevisiae,GSM2913179,GEO,SRA644031,02,2018,Cheng,yeast cells,3hr mRNA prepped in parallel for replicate2,yeast cells,SK1,meiotic cells (strain brun95) without Ndt80 induction,mRNA,GSM2913184
SRR6441693,4281741,218368791,51,114,SRX3532895,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808329,SAMN08294588,simple,4932,Saccharomyces cerevisiae,GSM2913180,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr mRNA prepped in parallel for replicate1,yeast cells,SK1,meiotic cells (strain brun95) without Ndt80 induction,mRNA,GSM2913185
SRR6441694,4319425,220290675,51,114,SRX3532895,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808329,SAMN08294588,simple,4932,Saccharomyces cerevisiae,GSM2913180,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr mRNA prepped in parallel for replicate1,yeast cells,SK1,meiotic cells (strain brun95) with Ndt80 induction,mRNA,GSM2913186
SRR6441695,12187712,621573312,51,330,SRX3532896,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808330,SAMN08294587,simple,4932,Saccharomyces cerevisiae,GSM2913181,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr mRNA prepped in parallel for replicate2,yeast cells,SK1,meiotic cells (strain brun95) with Ndt80 induction,mRNA,GSM2913187
SRR6441696,12315919,628111869,51,333,SRX3532896,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808330,SAMN08294587,simple,4932,Saccharomyces cerevisiae,GSM2913181,GEO,SRA644031,02,2018,Cheng,yeast cells,6hr mRNA prepped in parallel for replicate2,yeast cells,SK1,meiotic cells (strain brun95) with Ndt80 induction,mRNA,GSM2913188
SRR6441697,10569740,539056740,51,246,SRX3532897,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808331,SAMN08294586,simple,4932,Saccharomyces cerevisiae,GSM2913182,GEO,SRA644031,02,2018,Cheng,yeast cells,95 minus 4hr,yeast cells,SK1,meiotic cells (strain brun95) with Ndt80 induction,mRNA,GSM2913189
SRR6441698,10650582,543179682,51,247,SRX3532897,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808331,SAMN08294586,simple,4932,Saccharomyces cerevisiae,GSM2913182,GEO,SRA644031,02,2018,Cheng,yeast cells,95 minus 4hr,yeast cells,SK1,meiotic cells (strain brun95) with Ndt80 induction,mRNA,GSM2913190
SRR6441699,14578021,743479071,51,332,SRX3532898,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808332,SAMN08294585,simple,4932,Saccharomyces cerevisiae,GSM2913183,GEO,SRA644031,02,2018,Cheng,yeast cells,95 minus 5.5hr,yeast cells,SK1,vegetative exponential OD600=0.6,ribosome footprints,GSM2913137
SRR6441700,14754114,752459814,51,335,SRX3532898,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808332,SAMN08294585,simple,4932,Saccharomyces cerevisiae,GSM2913183,GEO,SRA644031,02,2018,Cheng,yeast cells,95 minus 5.5hr,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913138
SRR6441701,13126504,669451704,51,295,SRX3532899,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808333,SAMN08294584,simple,4932,Saccharomyces cerevisiae,GSM2913184,GEO,SRA644031,02,2018,Cheng,yeast cells,95 minus 6hr,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913139
SRR6441702,13263548,676440948,51,297,SRX3532899,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808333,SAMN08294584,simple,4932,Saccharomyces cerevisiae,GSM2913184,GEO,SRA644031,02,2018,Cheng,yeast cells,95 minus 6hr,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913140
SRR6441703,14191865,723785115,51,320,SRX3532900,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808335,SAMN08294583,simple,4932,Saccharomyces cerevisiae,GSM2913185,GEO,SRA644031,02,2018,Cheng,yeast cells,95 minus 7.75hr,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913141
SRR6441704,14349751,731837301,51,323,SRX3532900,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808335,SAMN08294583,simple,4932,Saccharomyces cerevisiae,GSM2913185,GEO,SRA644031,02,2018,Cheng,yeast cells,95 minus 7.75hr,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913142
SRR6441705,12589349,642056799,51,286,SRX3532901,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808334,SAMN08294563,simple,4932,Saccharomyces cerevisiae,GSM2913186,GEO,SRA644031,02,2018,Cheng,yeast cells,95 plus 5.75hr,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913143
SRR6441706,12750008,650250408,51,289,SRX3532901,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808334,SAMN08294563,simple,4932,Saccharomyces cerevisiae,GSM2913186,GEO,SRA644031,02,2018,Cheng,yeast cells,95 plus 5.75hr,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913144
SRR6441707,10491570,535070070,51,281,SRX3532902,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808336,SAMN08294604,simple,4932,Saccharomyces cerevisiae,GSM2913187,GEO,SRA644031,02,2018,Cheng,yeast cells,95 plus 6hr,yeast cells,SK1,meiotic cells in sporulation medium,ribosome footprints,GSM2913145
SRR6441708,10595600,540375600,51,284,SRX3532902,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808336,SAMN08294604,simple,4932,Saccharomyces cerevisiae,GSM2913187,GEO,SRA644031,02,2018,Cheng,yeast cells,95 plus 6hr,yeast cells,SK1,non-meiotic cells in sporulation medium,ribosome footprints,GSM2913146
SRR6441709,12769748,651257148,51,344,SRX3532903,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808338,SAMN08294603,simple,4932,Saccharomyces cerevisiae,GSM2913188,GEO,SRA644031,02,2018,Cheng,yeast cells,95 plus 6.5hr,yeast cells,SK1,vegetative exponential OD600=0.6,mRNA,GSM2913147
SRR6441710,12903908,658099308,51,347,SRX3532903,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808338,SAMN08294603,simple,4932,Saccharomyces cerevisiae,GSM2913188,GEO,SRA644031,02,2018,Cheng,yeast cells,95 plus 6.5hr,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913148
SRR6441711,15705010,800955510,51,415,SRX3532904,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP128065,PRJNA428526,29474919,"",SRS2808337,SAMN08294602,simple,4932,Saccharomyces cerevisiae,GSM2913189,GEO,SRA644031,02,2018,Cheng,yeast cells,95 plus 7hr,yeast cells,SK1,meiotic cells in sporulation medium,mRNA,GSM2913149
