Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,sample type,cell line,tissue,GEO Accession
SRR8113961,16034120,789717336,49,334,SRX4940327,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984121,SAMN10320299,simple,9606,Homo sapiens,GSM3447863,GEO,SRA672251,04,2019,Zhang,SR-HepG2_shControl-pulldown-rep2,SR-HepG2_shControl-pulldown-rep2 (dataset 3),SR-HepG2_shControl-pulldown-rep2,,HepG2,,GSM3447863
SRR8113962,13794536,611658034,44,271,SRX4940328,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984122,SAMN10320298,simple,9606,Homo sapiens,GSM3447864,GEO,SRA672251,04,2019,Zhang,SR-HepG2_shMETTL1-before_pulldown-rep1,SR-HepG2_shMETTL1-before_pulldown-rep1 (dataset 3),SR-HepG2_shMETTL1-before_pulldown-rep1,,HepG2,,GSM3447864
SRR8113963,11351953,512226864,45,229,SRX4940329,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984123,SAMN10320297,simple,9606,Homo sapiens,GSM3447865,GEO,SRA672251,04,2019,Zhang,SR-HepG2_shMETTL1-before_pulldown-rep2,SR-HepG2_shMETTL1-before_pulldown-rep2 (dataset 3),SR-HepG2_shMETTL1-before_pulldown-rep2,,HepG2,,GSM3447865
SRR8113964,16617829,819581950,49,347,SRX4940330,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984124,SAMN10320296,simple,9606,Homo sapiens,GSM3447866,GEO,SRA672251,04,2019,Zhang,SR-HepG2_shMETTL1-pulldown-rep1,SR-HepG2_shMETTL1-pulldown-rep1 (dataset 3),SR-HepG2_shMETTL1-pulldown-rep1,,HepG2,,GSM3447866
SRR8113965,10743075,505713506,47,217,SRX4940331,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3984125,SAMN10320295,simple,9606,Homo sapiens,GSM3447867,GEO,SRA672251,04,2019,Zhang,SR-HepG2_shMETTL1-pulldown-rep2,SR-HepG2_shMETTL1-pulldown-rep2 (dataset 3),SR-HepG2_shMETTL1-pulldown-rep2,,HepG2,,GSM3447867
SRR8121039,21068083,868808080,41,393,SRX4947336,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989632,SAMN10338956,simple,9606,Homo sapiens,GSM3449470,GEO,SRA672251,04,2019,Zhang,MBL-HeLa-input,MBL-HeLa-input-rep1 (dataset 4),MBL-HeLa-input,,,HeLa cells,GSM3449470
SRR8121040,20007610,752491550,37,346,SRX4947337,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989633,SAMN10338955,simple,9606,Homo sapiens,GSM3449471,GEO,SRA672251,04,2019,Zhang,MBL-HeLa-input,MBL-HeLa-input-rep2 (dataset 4),MBL-HeLa-input,,,HeLa cells,GSM3449471
SRR8121041,40262382,2423283445,60,1017,SRX4947338,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989693,SAMN10338954,simple,9606,Homo sapiens,GSM3449472,GEO,SRA672251,04,2019,Zhang,MBL-HeLa-IP,MBL-HeLa-IP-rep1 (dataset 4),MBL-HeLa-IP,,,HeLa cells,GSM3449472
SRR8121042,41649433,2548641717,61,1062,SRX4947339,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989634,SAMN10338953,simple,9606,Homo sapiens,GSM3449473,GEO,SRA672251,04,2019,Zhang,MBL-HeLa-IP,MBL-HeLa-IP-rep2 (dataset 4),MBL-HeLa-IP,,,HeLa cells,GSM3449473
SRR8121043,35189365,2147746036,61,895,SRX4947340,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989635,SAMN10338952,simple,9606,Homo sapiens,GSM3449474,GEO,SRA672251,04,2019,Zhang,NEB-HeLa_m6A-IP,NEB-HeLa_m6A-IP-rep1 (dataset 4),NEB-HeLa_m6A-IP,,,HeLa cells,GSM3449474
SRR8121044,33445899,2071918662,61,867,SRX4947341,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989636,SAMN10338951,simple,9606,Homo sapiens,GSM3449475,GEO,SRA672251,04,2019,Zhang,NEB-HeLa_m6A-IP,NEB-HeLa_m6A-IP-rep2 (dataset 4),NEB-HeLa_m6A-IP,,,HeLa cells,GSM3449475
SRR8121045,20166800,843039540,41,384,SRX4947342,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989637,SAMN10338950,simple,9606,Homo sapiens,GSM3449476,GEO,SRA672251,04,2019,Zhang,MBL-HepG2-input,MBL-HepG2-input-rep1 (dataset 4),MBL-HepG2-input,,,HepG2 cells,GSM3449476
SRR8121046,22074116,880959650,39,400,SRX4947343,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989639,SAMN10338949,simple,9606,Homo sapiens,GSM3449477,GEO,SRA672251,04,2019,Zhang,MBL-HepG2-input,MBL-HepG2-input-rep2 (dataset 4),MBL-HepG2-input,,,HepG2 cells,GSM3449477
SRR8121047,53317111,3296599268,61,1367,SRX4947344,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989638,SAMN10338948,simple,9606,Homo sapiens,GSM3449478,GEO,SRA672251,04,2019,Zhang,MBL-HepG2-IP,MBL-HepG2-IP-rep1 (dataset 4),MBL-HepG2-IP,,,HepG2 cells,GSM3449478
SRR8121048,34191020,2058158860,60,861,SRX4947345,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989640,SAMN10338947,simple,9606,Homo sapiens,GSM3449479,GEO,SRA672251,04,2019,Zhang,MBL-HepG2-IP,MBL-HepG2-IP-rep2 (dataset 4),MBL-HepG2-IP,,,HepG2 cells,GSM3449479
SRR8121049,22887788,976010575,42,436,SRX4947346,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989641,SAMN10338946,simple,9606,Homo sapiens,GSM3449480,GEO,SRA672251,04,2019,Zhang,MBL-HEK293T-input,MBL-HEK293T-input-rep1 (dataset 4),MBL-HEK293T-input,,,HEK293T cells,GSM3449480
SRR8121050,29136895,1252891504,43,560,SRX4947347,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989642,SAMN10338945,simple,9606,Homo sapiens,GSM3449481,GEO,SRA672251,04,2019,Zhang,MBL-HEK293T-input,MBL-HEK293T-input-rep2 (dataset 4),MBL-HEK293T-input,,,HEK293T cells,GSM3449481
SRR8121051,39411575,2315018209,58,972,SRX4947348,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989643,SAMN10338944,simple,9606,Homo sapiens,GSM3449482,GEO,SRA672251,04,2019,Zhang,MBL-HEK293T-IP,MBL-HEK293T-IP-rep1 (dataset 4),MBL-HEK293T-IP,,,HEK293T cells,GSM3449482
SRR8121052,43849682,2671848232,60,1113,SRX4947349,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989644,SAMN10338943,simple,9606,Homo sapiens,GSM3449483,GEO,SRA672251,04,2019,Zhang,MBL-HEK293T-IP,MBL-HEK293T-IP-rep2 (dataset 4),MBL-HEK293T-IP,,,HEK293T cells,GSM3449483
SRR8121053,30242495,1137945339,37,535,SRX4947350,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989645,SAMN10338942,simple,10090,Mus musculus,GSM3449484,GEO,SRA672251,04,2019,Zhang,MBL-mESC-input,MBL-mESC-input-rep1 (dataset 4),MBL-mESC-input,,,mouse embryonic stem cells (mESC),GSM3449484
SRR8121054,33614779,1291680440,38,597,SRX4947351,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989646,SAMN10338941,simple,10090,Mus musculus,GSM3449485,GEO,SRA672251,04,2019,Zhang,MBL-mESC-input,MBL-mESC-input-rep2 (dataset 4),MBL-mESC-input,,,mouse embryonic stem cells (mESC),GSM3449485
SRR8121055,41114421,1730013241,42,789,SRX4947352,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989647,SAMN10338940,simple,10090,Mus musculus,GSM3449486,GEO,SRA672251,04,2019,Zhang,MBL-mECS-IP,MBL-mECS-IP-rep1 (dataset 4),MBL-mECS-IP,,,mouse embryonic stem cells (mESC),GSM3449486
SRR8121056,53715594,2617633504,48,1158,SRX4947353,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989648,SAMN10338939,simple,10090,Mus musculus,GSM3449487,GEO,SRA672251,04,2019,Zhang,MBL-mESC-IP,MBL-mESC-IP-rep2 (dataset 4),MBL-mESC-IP,,,mouse embryonic stem cells (mESC),GSM3449487
SRR8121057,31500820,1142626192,36,537,SRX4947354,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989682,SAMN10338938,simple,10090,Mus musculus,GSM3449488,GEO,SRA672251,04,2019,Zhang,MBL-MEF-input,MBL-MEF-input-rep1 (dataset 4),MBL-MEF-input,,,mouse embryonic fibroblasts (MEF),GSM3449488
SRR8121058,27075464,1028732111,37,478,SRX4947355,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989649,SAMN10338937,simple,10090,Mus musculus,GSM3449489,GEO,SRA672251,04,2019,Zhang,MBL-MEF-input,MBL-MEF-input-rep2 (dataset 4),MBL-MEF-input,,,mouse embryonic fibroblasts (MEF),GSM3449489
SRR8121059,35360384,1764304643,49,782,SRX4947356,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989650,SAMN10338936,simple,10090,Mus musculus,GSM3449490,GEO,SRA672251,04,2019,Zhang,MBL-MEF-IP,MBL-MEF-IP-rep1 (dataset 4),MBL-MEF-IP,,,mouse embryonic fibroblasts (MEF),GSM3449490
SRR8121060,49869601,2409341829,48,1068,SRX4947357,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989651,SAMN10338935,simple,10090,Mus musculus,GSM3449491,GEO,SRA672251,04,2019,Zhang,MBL-MEF-IP,MBL-MEF-IP-rep2 (dataset 4),MBL-MEF-IP,,,mouse embryonic fibroblasts (MEF),GSM3449491
SRR8121061,24951233,901193616,36,421,SRX4947358,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989652,SAMN10338934,simple,9606,Homo sapiens,GSM3449492,GEO,SRA672251,04,2019,Zhang,MBL-HeLa_siControl-input,MBL-HeLa_siControl-input-rep1 (dataset 4),MBL-HeLa_siControl-input,,,HeLa cells,GSM3449492
SRR8121062,23513379,903160779,38,417,SRX4947359,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989653,SAMN10338933,simple,9606,Homo sapiens,GSM3449493,GEO,SRA672251,04,2019,Zhang,MBL-HeLa_siControl-input,MBL-HeLa_siControl-input-rep2 (dataset 4),MBL-HeLa_siControl-input,,,HeLa cells,GSM3449493
SRR8121063,46451397,2581215548,55,1093,SRX4947360,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989654,SAMN10338932,simple,9606,Homo sapiens,GSM3449494,GEO,SRA672251,04,2019,Zhang,MBL-HeLa_siControl-IP,MBL-HeLa_siControl-IP-rep1 (dataset 4),MBL-HeLa_siControl-IP,,,HeLa cells,GSM3449494
SRR8121064,29586208,1675642844,56,706,SRX4947361,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989655,SAMN10338931,simple,9606,Homo sapiens,GSM3449495,GEO,SRA672251,04,2019,Zhang,MBL-HeLa_siControl-IP,MBL-HeLa_siControl-IP-rep2 (dataset 4),MBL-HeLa_siControl-IP,,,HeLa cells,GSM3449495
SRR8121065,22607303,819322999,36,380,SRX4947362,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989656,SAMN10338930,simple,9606,Homo sapiens,GSM3449496,GEO,SRA672251,04,2019,Zhang,MBL-HeLa_siMETTL1-input,MBL-HeLa_siMETTL1-input-rep1 (dataset 4),MBL-HeLa_siMETTL1-input,,,HeLa cells,GSM3449496
SRR8121066,21852860,838802787,38,384,SRX4947363,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989657,SAMN10338967,simple,9606,Homo sapiens,GSM3449497,GEO,SRA672251,04,2019,Zhang,MBL-HeLa_siMETTL1-input,MBL-HeLa_siMETTL1-input-rep2 (dataset 4),MBL-HeLa_siMETTL1-input,,,HeLa cells,GSM3449497
SRR8121067,31960462,1601935779,50,697,SRX4947364,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989658,SAMN10338961,simple,9606,Homo sapiens,GSM3449498,GEO,SRA672251,04,2019,Zhang,MBL-HeLa_siMETTL1-IP,MBL-HeLa_siMETTL1-IP-rep1 (dataset 4),MBL-HeLa_siMETTL1-IP,,,HeLa cells,GSM3449498
SRR8121068,35465829,1997029388,56,840,SRX4947365,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989659,SAMN10338960,simple,9606,Homo sapiens,GSM3449499,GEO,SRA672251,04,2019,Zhang,MBL-HeLa_siMETTL1-IP,MBL-HeLa_siMETTL1-IP-rep2 (dataset 4),MBL-HeLa_siMETTL1-IP,,,HeLa cells,GSM3449499
SRR8121069,37178932,1544285477,41,708,SRX4947366,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989660,SAMN10338966,simple,9606,Homo sapiens,GSM3449500,GEO,SRA672251,04,2019,Zhang,MBL-HepG2_shControl-input,MBL-HepG2_shControl-input-rep1 (dataset 4),MBL-HepG2_shControl-input,,,HepG2 cells,GSM3449500
SRR8121070,33081842,1164206012,35,552,SRX4947367,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989661,SAMN10338965,simple,9606,Homo sapiens,GSM3449501,GEO,SRA672251,04,2019,Zhang,MBL-HepG2_shControl-input,MBL-HepG2_shControl-input-rep2 (dataset 4),MBL-HepG2_shControl-input,,,HepG2 cells,GSM3449501
SRR8121071,38775237,1987929507,51,877,SRX4947368,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989662,SAMN10338964,simple,9606,Homo sapiens,GSM3449502,GEO,SRA672251,04,2019,Zhang,MBL-HepG2_shControl-IP,MBL-HepG2_shControl-IP-rep1 (dataset 4),MBL-HepG2_shControl-IP,,,HepG2 cells,GSM3449502
SRR8121072,50803086,2336079763,45,1054,SRX4947369,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989663,SAMN10338963,simple,9606,Homo sapiens,GSM3449503,GEO,SRA672251,04,2019,Zhang,MBL-HepG2_shControl-IP,MBL-HepG2_shControl-IP-rep2 (dataset 4),MBL-HepG2_shControl-IP,,,HepG2 cells,GSM3449503
SRR8121073,34146601,1291828465,37,612,SRX4947370,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989664,SAMN10338962,simple,9606,Homo sapiens,GSM3449504,GEO,SRA672251,04,2019,Zhang,MBL-HepG2_shMETTL1-input,MBL-HepG2_shMETTL1-input-rep1 (dataset 4),MBL-HepG2_shMETTL1-input,,,HepG2 cells,GSM3449504
SRR8121074,31155303,1085743937,34,516,SRX4947371,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989665,SAMN10338959,simple,9606,Homo sapiens,GSM3449505,GEO,SRA672251,04,2019,Zhang,MBL-HepG2_shMETTL1-input,MBL-HepG2_shMETTL1-input-rep2 (dataset 4),MBL-HepG2_shMETTL1-input,,,HepG2 cells,GSM3449505
SRR8121075,43429573,2089534218,48,935,SRX4947372,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989666,SAMN10338958,simple,9606,Homo sapiens,GSM3449506,GEO,SRA672251,04,2019,Zhang,MBL-HepG2_shMETTL1-IP,MBL-HepG2_shMETTL1-IP-rep1 (dataset 4),MBL-HepG2_shMETTL1-IP,,,HepG2 cells,GSM3449506
SRR8121076,38726289,1833685016,47,827,SRX4947373,,RIP-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136352,PRJNA445453,31031084,"",SRS3989667,SAMN10338957,simple,9606,Homo sapiens,GSM3449507,GEO,SRA672251,04,2019,Zhang,MBL-HepG2_shMETTL1-IP,MBL-HepG2_shMETTL1-IP-rep2 (dataset 4),MBL-HepG2_shMETTL1-IP,,,HepG2 cells,GSM3449507
