Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line background,microrna-inducible cell line,time,micrornainduction,libraryprepmethod,GEO Accession
SRR9730153,9477156,379086240,40,210,SRX6487444,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136395,SAMN12337675,simple,10090,Mus musculus,GSM3962865,GEO,SRA924646,01,2020,Eisen,3T3,miR1_1hrUninducedRNA,3T3,3T3,miR-1,1h,FALSE,RNAseq matched to RPF,GSM3962865
SRR9730218,36889493,1475579720,40,934,SRX6487445,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136397,SAMN12337966,simple,10090,Mus musculus,GSM3962930,GEO,SRA924646,01,2020,Eisen,3T3,miR1_TotalInducedRNA,3T3,3T3,miR-1,Ss,TRUE,RNAseq matched to RPF,GSM3962930
SRR9730219,32114169,1284566760,40,811,SRX6487446,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136396,SAMN12337965,simple,10090,Mus musculus,GSM3962931,GEO,SRA924646,01,2020,Eisen,3T3,miR1_TotalInducedRPF,3T3,3T3,miR-1,Ss,TRUE,RPF,GSM3962931
SRR9730220,9043407,2713022100,50,1317,SRX6487447,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136398,SAMN12337964,simple,10090,Mus musculus,GSM3962932,GEO,SRA924646,01,2020,Eisen,3T3,miR1_totalUninduced_PAL_read1,3T3,3T3,miR-1,Ss,FALSE,PAL-seq,GSM3962932
SRR9730221,16696950,667878000,40,376,SRX6487448,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136399,SAMN12337963,simple,10090,Mus musculus,GSM3962933,GEO,SRA924646,01,2020,Eisen,3T3,miR1_TotalUninducedRNA,3T3,3T3,miR-1,Ss,FALSE,RNAseq matched to RPF,GSM3962933
SRR9730222,6574839,262993560,40,157,SRX6487449,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136400,SAMN12337962,simple,10090,Mus musculus,GSM3962934,GEO,SRA924646,01,2020,Eisen,3T3,miR1_TotalUninducedRPF,3T3,3T3,miR-1,Ss,FALSE,RPF,GSM3962934
SRR9730154,47046412,1881856480,40,1101,SRX6487450,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136401,SAMN12337674,simple,10090,Mus musculus,GSM3962866,GEO,SRA924646,01,2020,Eisen,3T3,miR1_1hrUninducedRPF,3T3,3T3,miR-1,1h,FALSE,RPF,GSM3962866
SRR9730155,10997658,3299297400,50,1639,SRX6487451,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136402,SAMN12337673,simple,10090,Mus musculus,GSM3962867,GEO,SRA924646,01,2020,Eisen,3T3,miR1_2hrInduced_PAL_read1,3T3,3T3,miR-1,2h,TRUE,PAL-seq,GSM3962867
SRR9730156,24926691,997067640,40,626,SRX6487452,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136403,SAMN12337957,simple,10090,Mus musculus,GSM3962868,GEO,SRA924646,01,2020,Eisen,3T3,miR1_2hrInducedRNA,3T3,3T3,miR-1,2h,TRUE,RNAseq matched to RPF,GSM3962868
SRR9730157,26940723,1077628920,40,678,SRX6487453,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136404,SAMN12337956,simple,10090,Mus musculus,GSM3962869,GEO,SRA924646,01,2020,Eisen,3T3,miR1_2hrInducedRPF,3T3,3T3,miR-1,2h,TRUE,RPF,GSM3962869
SRR9730158,8331211,2499363300,50,1239,SRX6487454,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136405,SAMN12337955,simple,10090,Mus musculus,GSM3962870,GEO,SRA924646,01,2020,Eisen,3T3,miR1_2hrUninduced_PAL_read1,3T3,3T3,miR-1,2h,FALSE,PAL-seq,GSM3962870
SRR9730159,15401088,616043520,40,340,SRX6487455,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136406,SAMN12337954,simple,10090,Mus musculus,GSM3962871,GEO,SRA924646,01,2020,Eisen,3T3,miR1_2hrUninducedRNA,3T3,3T3,miR-1,2h,FALSE,RNAseq matched to RPF,GSM3962871
SRR9730160,32390864,1295634560,40,759,SRX6487456,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136407,SAMN12337716,simple,10090,Mus musculus,GSM3962872,GEO,SRA924646,01,2020,Eisen,3T3,miR1_2hrUninducedRPF,3T3,3T3,miR-1,2h,FALSE,RPF,GSM3962872
SRR9730161,6679747,2003924100,50,1018,SRX6487457,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136409,SAMN12337715,simple,10090,Mus musculus,GSM3962873,GEO,SRA924646,01,2020,Eisen,3T3,miR1_40minInduced_PAL_read1,3T3,3T3,miR-1,40min,TRUE,PAL-seq,GSM3962873
SRR9730162,22529510,901180400,40,569,SRX6487458,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136408,SAMN12337714,simple,10090,Mus musculus,GSM3962874,GEO,SRA924646,01,2020,Eisen,3T3,miR1_40minInducedRNA,3T3,3T3,miR-1,40min,TRUE,RNAseq matched to RPF,GSM3962874
SRR9730163,26947252,1077890080,40,681,SRX6487459,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136410,SAMN12337713,simple,10090,Mus musculus,GSM3962875,GEO,SRA924646,01,2020,Eisen,3T3,miR1_40minInducedRPF,3T3,3T3,miR-1,40min,TRUE,RPF,GSM3962875
SRR9730164,4605409,1381622700,50,701,SRX6487460,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136411,SAMN12337712,simple,10090,Mus musculus,GSM3962876,GEO,SRA924646,01,2020,Eisen,3T3,miR1_40minUninduced_PAL_read1,3T3,3T3,miR-1,40min,FALSE,PAL-seq,GSM3962876
SRR9730165,19836348,793453920,40,440,SRX6487461,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136412,SAMN12337711,simple,10090,Mus musculus,GSM3962877,GEO,SRA924646,01,2020,Eisen,3T3,miR1_40minUninducedRNA,3T3,3T3,miR-1,40min,FALSE,RNAseq matched to RPF,GSM3962877
SRR9730166,12967017,518680680,40,196,SRX6487462,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136413,SAMN12337710,simple,10090,Mus musculus,GSM3962878,GEO,SRA924646,01,2020,Eisen,3T3,miR1_40minUninducedRPF,3T3,3T3,miR-1,40min,FALSE,RPF,GSM3962878
SRR9730167,11791579,3537473700,50,1734,SRX6487463,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136414,SAMN12337641,simple,10090,Mus musculus,GSM3962879,GEO,SRA924646,01,2020,Eisen,3T3,miR1_4hrInduced_PAL_read1,3T3,3T3,miR-1,4h,TRUE,PAL-seq,GSM3962879
SRR9730168,28577679,1143107160,40,716,SRX6487464,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136415,SAMN12337640,simple,10090,Mus musculus,GSM3962880,GEO,SRA924646,01,2020,Eisen,3T3,miR1_4hrInducedRNA,3T3,3T3,miR-1,4h,TRUE,RNAseq matched to RPF,GSM3962880
SRR9730169,42531364,1701254560,40,1065,SRX6487465,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136416,SAMN12337639,simple,10090,Mus musculus,GSM3962881,GEO,SRA924646,01,2020,Eisen,3T3,miR1_4hrInducedRPF,3T3,3T3,miR-1,4h,TRUE,RPF,GSM3962881
SRR9730170,8123571,2437071300,50,1193,SRX6487466,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136417,SAMN12337638,simple,10090,Mus musculus,GSM3962882,GEO,SRA924646,01,2020,Eisen,3T3,miR1_4hrUninduced_PAL_read1,3T3,3T3,miR-1,4h,FALSE,PAL-seq,GSM3962882
SRR9730171,19151544,766061760,40,422,SRX6487467,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136418,SAMN12337637,simple,10090,Mus musculus,GSM3962883,GEO,SRA924646,01,2020,Eisen,3T3,miR1_4hrUninducedRNA,3T3,3T3,miR-1,4h,FALSE,RNAseq matched to RPF,GSM3962883
SRR9730172,27503025,1100121000,40,645,SRX6487468,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136420,SAMN12337636,simple,10090,Mus musculus,GSM3962884,GEO,SRA924646,01,2020,Eisen,3T3,miR1_4hrUninducedRPF,3T3,3T3,miR-1,4h,FALSE,RPF,GSM3962884
SRR9730173,6769476,2030842800,50,968,SRX6487469,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136419,SAMN12337632,simple,10090,Mus musculus,GSM3962885,GEO,SRA924646,01,2020,Eisen,3T3,miR155_1hrInduced_PAL_read1,3T3,3T3,miR-155,1h,TRUE,PAL-seq,GSM3962885
SRR9730174,6592329,263693160,40,98,SRX6487470,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136421,SAMN12337672,simple,10090,Mus musculus,GSM3962886,GEO,SRA924646,01,2020,Eisen,3T3,miR155_1hrInducedRNA,3T3,3T3,miR-155,1h,TRUE,RNAseq matched to RPF,GSM3962886
SRR9730175,2989877,119595080,40,54,SRX6487471,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136422,SAMN12337670,simple,10090,Mus musculus,GSM3962887,GEO,SRA924646,01,2020,Eisen,3T3,miR155_1hrInducedRPF,3T3,3T3,miR-155,1h,TRUE,RPF,GSM3962887
SRR9730176,22039824,6611947200,50,3260,SRX6487472,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136423,SAMN12337635,simple,10090,Mus musculus,GSM3962888,GEO,SRA924646,01,2020,Eisen,3T3,miR155_1hrUninduced_PAL_read1,3T3,3T3,miR-155,1h,FALSE,PAL-seq,GSM3962888
SRR9730177,46958962,1878358480,40,885,SRX6487473,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136424,SAMN12337633,simple,10090,Mus musculus,GSM3962889,GEO,SRA924646,01,2020,Eisen,3T3,miR155_1hrUninducedRNA,3T3,3T3,miR-155,1h,FALSE,RNAseq matched to RPF,GSM3962889
SRR9730178,6592773,263710920,40,115,SRX6487474,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136425,SAMN12337668,simple,10090,Mus musculus,GSM3962890,GEO,SRA924646,01,2020,Eisen,3T3,miR155_1hrUninducedRPF,3T3,3T3,miR-155,1h,FALSE,RPF,GSM3962890
SRR9730179,11440546,3432163800,50,1632,SRX6487475,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136426,SAMN12337666,simple,10090,Mus musculus,GSM3962891,GEO,SRA924646,01,2020,Eisen,3T3,miR155_2hrInduced_PAL_read1,3T3,3T3,miR-155,2h,TRUE,PAL-seq,GSM3962891
SRR9730180,16366538,654661520,40,243,SRX6487476,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136427,SAMN12337665,simple,10090,Mus musculus,GSM3962892,GEO,SRA924646,01,2020,Eisen,3T3,miR155_2hrInducedRNA,3T3,3T3,miR-155,2h,TRUE,RNAseq matched to RPF,GSM3962892
SRR9730181,5092369,203694760,40,92,SRX6487477,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136428,SAMN12337663,simple,10090,Mus musculus,GSM3962893,GEO,SRA924646,01,2020,Eisen,3T3,miR155_2hrInducedRPF,3T3,3T3,miR-155,2h,TRUE,RPF,GSM3962893
SRR9730182,10173927,3052178100,50,1452,SRX6487478,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136429,SAMN12337662,simple,10090,Mus musculus,GSM3962894,GEO,SRA924646,01,2020,Eisen,3T3,miR155_2hrUninduced_PAL_read1,3T3,3T3,miR-155,2h,FALSE,PAL-seq,GSM3962894
SRR9730183,18504521,740180840,40,330,SRX6487479,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136430,SAMN12337661,simple,10090,Mus musculus,GSM3962895,GEO,SRA924646,01,2020,Eisen,3T3,miR155_2hrUninducedRNA,3T3,3T3,miR-155,2h,FALSE,RNAseq matched to RPF,GSM3962895
SRR9730184,9331366,373254640,40,139,SRX6487480,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136431,SAMN12337659,simple,10090,Mus musculus,GSM3962896,GEO,SRA924646,01,2020,Eisen,3T3,miR155_2hrUninducedRPF,3T3,3T3,miR-155,2h,FALSE,RPF,GSM3962896
SRR9730185,4943137,1482941100,50,730,SRX6487481,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP215938,PRJNA556006,31902669,"",SRS5136432,SAMN12337658,simple,10090,Mus musculus,GSM3962897,GEO,SRA924646,01,2020,Eisen,3T3,miR155_40minInduced_PAL_read1,3T3,3T3,miR-155,40min,TRUE,PAL-seq,GSM3962897
