Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,isolate,ecotype,age,dev_stage,geo_loc_name,tissue,sample_type,temp,treatment,Replica,BioSampleModel
SRR12343651,6797118,489392496,72,167,SRX8843368,IAA1_TR_r3T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106427,SAMN15666672,simple,3702,Arabidopsis thaliana,IAA1_TR_r3T,North Carolina State University,SRA1105201,07,2020,Makar,"",Total RNA samples of auxin treated seedlings at 1h-Replicate 3,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,1 hour auxin treatment,3,Plant
SRR12343650,37459282,2697068304,72,920,SRX8843369,IAA24_FP_r1T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106428,SAMN15666673,simple,3702,Arabidopsis thaliana,IAA24_FP_r1T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprint samples of auxin treated seedlings at  24h-Replicate 1,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,24 hours auxin treatment,1,Plant
SRR12343649,20309613,442654360,21,203,SRX8843370,IAA24_FP_r2T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106429,SAMN15666674,simple,3702,Arabidopsis thaliana,IAA24_FP_r2T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprint samples of auxin treated seedlings at  24h-Replicate 2,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,24 hours auxin treatment,2,Plant
SRR12343648,54860545,3949959240,72,1325,SRX8843371,IAA24_FP_r3T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106430,SAMN15666675,simple,3702,Arabidopsis thaliana,IAA24_FP_r3T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprint samples of auxin treated seedlings at  24h-Replicate 3,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,24 hours auxin treatment,3,Plant
SRR12343647,27846977,2004982344,72,699,SRX8843372,IAA24_TR_r1T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106431,SAMN15666676,simple,3702,Arabidopsis thaliana,IAA24_TR_r1T,North Carolina State University,SRA1105201,07,2020,Makar,"",Total RNA samples of auxin treated seedlings at 24h-Replicate  1,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,24 hours auxin treatment,1,Plant
SRR12343646,25814858,1858669776,72,690,SRX8843373,IAA24_TR_r2T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106432,SAMN15666677,simple,3702,Arabidopsis thaliana,IAA24_TR_r2T,North Carolina State University,SRA1105201,07,2020,Makar,"",TotalRNA samples of auxin treated seedlings at 24h-Replicate 2,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,24 hours auxin treatment,2,Plant
SRR12343645,12346460,888945120,72,302,SRX8843374,IAA24_TR_r3T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106433,SAMN15666678,simple,3702,Arabidopsis thaliana,IAA24_TR_r3T,North Carolina State University,SRA1105201,07,2020,Makar,"",TotalRNA samples of auxin treated seedlings at 24h-Replicate 3,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,24 hours auxin treatment,3,Plant
SRR12343644,113944511,13159766742,115,4001,SRX8843375,ControlIAA15_FP_r1T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106434,SAMN15666625,simple,3702,Arabidopsis thaliana,ControlIAA15_FP_r1T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprints samples of control auxin seedlings at 15mins  auxin-Replicate 1,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,15 minutes control,1,Plant
SRR12343643,392596726,47589766122,121,14156,SRX8843376,IAA30_FP_r1T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106435,SAMN15666679,simple,3702,Arabidopsis thaliana,IAA30_FP_r1T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprint samples of auxin treated seedlings at  30mins-Replicate 1,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,30 minutes auxin treatment,1,Plant
SRR12343642,14310990,1030391280,72,381,SRX8843377,IAA30_FP_r2T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106436,SAMN15666680,simple,3702,Arabidopsis thaliana,IAA30_FP_r2T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprint samples of auxin treated seedlings at  30mins-Replicate 2,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,30 minutes auxin treatment,2,Plant
SRR12343641,130244408,14850114226,114,4865,SRX8843378,IAA30_FP_r3T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106437,SAMN15666681,simple,3702,Arabidopsis thaliana,IAA30_FP_r3T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprint samples of auxin treated seedlings at  30mins-Replicate 3,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,30 minutes auxin treatment,3,Plant
SRR12343640,63804427,6969826044,109,2235,SRX8843379,IAA30_TR_r1T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106438,SAMN15666682,simple,3702,Arabidopsis thaliana,IAA30_TR_r1T,North Carolina State University,SRA1105201,07,2020,Makar,"",Total RNA samples of auxin treated seedlings at  30mins-Replicate 1,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,30 minutes auxin treatment,1,Plant
SRR12343639,9931769,715087368,72,271,SRX8843380,IAA30_TR_r2T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106439,SAMN15666683,simple,3702,Arabidopsis thaliana,IAA30_TR_r2T,North Carolina State University,SRA1105201,07,2020,Makar,"",Total RNA samples of auxin treated seedlings at  30mins-Replicate 2,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,30 minutes auxin treatment,2,Plant
SRR12343638,30227843,2176404696,72,818,SRX8843381,IAA30_TR_r3T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106440,SAMN15666684,simple,3702,Arabidopsis thaliana,IAA30_TR_r3T,North Carolina State University,SRA1105201,07,2020,Makar,"",Total RNA samples of auxin treated seedlings at  30mins-Replicate 3,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,30 minutes auxin treatment,3,Plant
SRR12343637,47635580,3429761760,72,1178,SRX8843382,IAA4_FP_r1T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106441,SAMN15666685,simple,3702,Arabidopsis thaliana,IAA4_FP_r1T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprint samples of auxin treated seedlings at  4hs-Replicate 1,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,4 hours auxin treatment,1,Plant
SRR12343636,12090276,870499872,72,318,SRX8843383,IAA4_FP_r2T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106442,SAMN15666686,simple,3702,Arabidopsis thaliana,IAA4_FP_r2T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprint samples of auxin treated seedlings at  4hs-Replicate 2,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,4 hours auxin treatment,2,Plant
SRR12343635,11080571,797801112,72,270,SRX8843384,IAA4_FP_r3T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106443,SAMN15666687,simple,3702,Arabidopsis thaliana,IAA4_FP_r3T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprint samples of auxin treated seedlings at  4hs-Replicate 3,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,4 hours auxin treatment,3,Plant
SRR12343634,17175484,1236634848,72,435,SRX8843385,IAA4_TR_r1T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106444,SAMN15666688,simple,3702,Arabidopsis thaliana,IAA4_TR_r1T,North Carolina State University,SRA1105201,07,2020,Makar,"",Total RNA samples of auxin treated seedlings at 4hs-Replicate  1,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,4 hours auxin treatment,1,Plant
SRR12343633,4538898,326800656,72,120,SRX8843386,ControlIAA15_FP_r2T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106445,SAMN15666626,simple,3702,Arabidopsis thaliana,ControlIAA15_FP_r2T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprints samples of control auxin seedlings at 15mins  auxin-Replicate 2,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,15 minutes control,2,Plant
SRR12343632,13553457,975848904,72,365,SRX8843387,IAA4_TR_r2T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106446,SAMN15666689,simple,3702,Arabidopsis thaliana,IAA4_TR_r2T,North Carolina State University,SRA1105201,07,2020,Makar,"",Total RNA samples of auxin treated seedlings at 4hs-Replicate  2,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,4 hours auxin treatment,2,Plant
SRR12343631,10246778,737768016,72,250,SRX8843388,IAA4_TR_r3T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106447,SAMN15666690,simple,3702,Arabidopsis thaliana,IAA4_TR_r3T,North Carolina State University,SRA1105201,07,2020,Makar,"",Total RNA samples of auxin treated seedlings at 4hs-Replicate  3,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,4 hours auxin treatment,3,Plant
SRR12343630,86416720,10047859990,116,3303,SRX8843389,ControlIAA15_FP_r3T,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106448,SAMN15666627,simple,3702,Arabidopsis thaliana,ControlIAA15_FP_r3T,North Carolina State University,SRA1105201,07,2020,Makar,"",Ribo footprints samples of control auxin seedlings at 15mins  auxin-Replicate 3,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Ribosome footprinting,22C,15 minutes control,3,Plant
SRR12343629,127319054,14320170788,112,4394,SRX8843390,ControlIAA15_TR_r1T,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP274100,PRJNA649426,1,"",SRS7106449,SAMN15666628,simple,3702,Arabidopsis thaliana,ControlIAA15_TR_r1T,North Carolina State University,SRA1105201,07,2020,Makar,"",Total RNA samples of control auxin seedlings at  15mins-Replicate 1,Col-0,Col-0,Three-day-old,Etiolated seedling,N/A,Whole seedling,Total RNA,22C,15 minutes control,1,Plant
