Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,donor,infection status,molecule subtype
SRR19918494,28351206,1417560300,50,728,SRX15961071,GSM6284792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647413,SAMN29472416,simple,9606,Homo sapiens,GSM6284792,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_RNA,primary hNPC,primary hNPC,B,ZIKV infected,RNA
SRR19918495,28440243,1422012150,50,736,SRX15961071,GSM6284792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647413,SAMN29472416,simple,9606,Homo sapiens,GSM6284792,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_RNA,primary hNPC,primary hNPC,A,DENV infected,RNA
SRR19918496,28689682,1434484100,50,743,SRX15961071,GSM6284792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647413,SAMN29472416,simple,9606,Homo sapiens,GSM6284792,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_RNA,primary hNPC,primary hNPC,B,DENV infected,RNA
SRR19918497,28703091,1435154550,50,743,SRX15961071,GSM6284792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647413,SAMN29472416,simple,9606,Homo sapiens,GSM6284792,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_RNA,primary hNPC,primary hNPC,A,uninfected,Ribosome protected RNA
SRR19918498,28465092,1423254600,50,740,SRX15961071,GSM6284792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647413,SAMN29472416,simple,9606,Homo sapiens,GSM6284792,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_RNA,primary hNPC,primary hNPC,B,uninfected,Ribosome protected RNA
SRR19918499,28925307,1446265350,50,748,SRX15961071,GSM6284792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647413,SAMN29472416,simple,9606,Homo sapiens,GSM6284792,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_RNA,primary hNPC,primary hNPC,A,ZIKV infected,Ribosome protected RNA
SRR19918500,28858444,1442922200,50,751,SRX15961071,GSM6284792,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647413,SAMN29472416,simple,9606,Homo sapiens,GSM6284792,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A2_RNA,primary hNPC,primary hNPC,B,ZIKV infected,Ribosome protected RNA
SRR19918487,13557266,677863300,50,333,SRX15961072,GSM6284788,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647414,SAMN29472420,simple,9606,Homo sapiens,GSM6284788,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_ribo,primary hNPC,primary hNPC,B,DENV infected,Ribosome protected RNA
SRR19918488,13251909,662595450,50,323,SRX15961072,GSM6284788,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647414,SAMN29472420,simple,9606,Homo sapiens,GSM6284788,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_ribo,primary hNPC,primary hNPC,A,uninfected,RNA
SRR19918489,13314087,665704350,50,328,SRX15961072,GSM6284788,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647414,SAMN29472420,simple,9606,Homo sapiens,GSM6284788,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_ribo,primary hNPC,primary hNPC,B,uninfected,RNA
SRR19918490,13433989,671699450,50,331,SRX15961072,GSM6284788,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647414,SAMN29472420,simple,9606,Homo sapiens,GSM6284788,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_ribo,primary hNPC,primary hNPC,A,ZIKV infected,RNA
SRR19918491,13409320,670466000,50,330,SRX15961072,GSM6284788,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647414,SAMN29472420,simple,9606,Homo sapiens,GSM6284788,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_ribo,primary hNPC,primary hNPC,A,DENV infected,Ribosome protected RNA
SRR19918492,13349131,667456550,50,331,SRX15961072,GSM6284788,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647414,SAMN29472420,simple,9606,Homo sapiens,GSM6284788,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_ribo,primary hNPC,primary hNPC,B,ZIKV infected,RNA
SRR19918535,13547325,677366250,50,334,SRX15961072,GSM6284788,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647414,SAMN29472420,simple,9606,Homo sapiens,GSM6284788,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_ribo,primary hNPC,primary hNPC,A,DENV infected,RNA
SRR19918536,13528868,676443400,50,336,SRX15961072,GSM6284788,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647414,SAMN29472420,simple,9606,Homo sapiens,GSM6284788,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_ribo,primary hNPC,primary hNPC,B,DENV infected,RNA
SRR19918481,15848713,792435650,50,404,SRX15961073,GSM6284793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647415,SAMN29472415,simple,9606,Homo sapiens,GSM6284793,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_RNA,primary hNPC,primary hNPC,A,uninfected,Ribosome protected RNA
SRR19918482,15513504,775675200,50,393,SRX15961073,GSM6284793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647415,SAMN29472415,simple,9606,Homo sapiens,GSM6284793,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_RNA,primary hNPC,primary hNPC,B,uninfected,Ribosome protected RNA
SRR19918483,15550633,777531650,50,397,SRX15961073,GSM6284793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647415,SAMN29472415,simple,9606,Homo sapiens,GSM6284793,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_RNA,primary hNPC,primary hNPC,A,ZIKV infected,Ribosome protected RNA
SRR19918484,15703824,785191200,50,402,SRX15961073,GSM6284793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647415,SAMN29472415,simple,9606,Homo sapiens,GSM6284793,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_RNA,primary hNPC,primary hNPC,B,ZIKV infected,Ribosome protected RNA
SRR19918485,15650400,782520000,50,400,SRX15961073,GSM6284793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647415,SAMN29472415,simple,9606,Homo sapiens,GSM6284793,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_RNA,primary hNPC,primary hNPC,B,DENV infected,Ribosome protected RNA
SRR19918486,15591569,779578450,50,401,SRX15961073,GSM6284793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647415,SAMN29472415,simple,9606,Homo sapiens,GSM6284793,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_RNA,primary hNPC,primary hNPC,A,uninfected,RNA
SRR19918501,15827914,791395700,50,405,SRX15961073,GSM6284793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647415,SAMN29472415,simple,9606,Homo sapiens,GSM6284793,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_RNA,primary hNPC,primary hNPC,B,uninfected,RNA
SRR19918502,15802021,790101050,50,407,SRX15961073,GSM6284793,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647415,SAMN29472415,simple,9606,Homo sapiens,GSM6284793,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B2_RNA,primary hNPC,primary hNPC,A,ZIKV infected,RNA
SRR19918473,17137205,856860250,50,562,SRX15961074,GSM6284794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647416,SAMN29472414,simple,9606,Homo sapiens,GSM6284794,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_RNA,primary hNPC,primary hNPC,A,DENV infected,Ribosome protected RNA
SRR19918474,15518843,775942150,50,514,SRX15961074,GSM6284794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647416,SAMN29472414,simple,9606,Homo sapiens,GSM6284794,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_RNA,primary hNPC,primary hNPC,B,ZIKV infected,RNA
SRR19918475,16083263,804163150,50,529,SRX15961074,GSM6284794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647416,SAMN29472414,simple,9606,Homo sapiens,GSM6284794,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_RNA,primary hNPC,primary hNPC,A,DENV infected,RNA
SRR19918476,15698513,784925650,50,520,SRX15961074,GSM6284794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647416,SAMN29472414,simple,9606,Homo sapiens,GSM6284794,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_RNA,primary hNPC,primary hNPC,B,DENV infected,RNA
SRR19918477,15976462,798823100,50,530,SRX15961074,GSM6284794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647416,SAMN29472414,simple,9606,Homo sapiens,GSM6284794,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_RNA,primary hNPC,primary hNPC,A,uninfected,Ribosome protected RNA
SRR19918478,16358938,817946900,50,542,SRX15961074,GSM6284794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647416,SAMN29472414,simple,9606,Homo sapiens,GSM6284794,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_RNA,primary hNPC,primary hNPC,B,uninfected,Ribosome protected RNA
SRR19918479,16628396,831419800,50,547,SRX15961074,GSM6284794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647416,SAMN29472414,simple,9606,Homo sapiens,GSM6284794,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_RNA,primary hNPC,primary hNPC,A,ZIKV infected,Ribosome protected RNA
SRR19918480,17144893,857244650,50,560,SRX15961074,GSM6284794,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647416,SAMN29472414,simple,9606,Homo sapiens,GSM6284794,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,A3_RNA,primary hNPC,primary hNPC,B,ZIKV infected,Ribosome protected RNA
SRR19918465,22128222,1106411100,50,569,SRX15961075,GSM6284795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647417,SAMN29472413,simple,9606,Homo sapiens,GSM6284795,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_RNA,primary hNPC,primary hNPC,B,DENV infected,Ribosome protected RNA
SRR19918466,21668391,1083419550,50,555,SRX15961075,GSM6284795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647417,SAMN29472413,simple,9606,Homo sapiens,GSM6284795,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_RNA,primary hNPC,primary hNPC,A,uninfected,RNA
SRR19918467,21798373,1089918650,50,562,SRX15961075,GSM6284795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647417,SAMN29472413,simple,9606,Homo sapiens,GSM6284795,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_RNA,primary hNPC,primary hNPC,B,uninfected,RNA
SRR19918468,21963673,1098183650,50,567,SRX15961075,GSM6284795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647417,SAMN29472413,simple,9606,Homo sapiens,GSM6284795,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_RNA,primary hNPC,primary hNPC,A,ZIKV infected,RNA
SRR19918469,21994905,1099745250,50,568,SRX15961075,GSM6284795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647417,SAMN29472413,simple,9606,Homo sapiens,GSM6284795,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_RNA,primary hNPC,primary hNPC,A,DENV infected,Ribosome protected RNA
SRR19918470,21823186,1091159300,50,566,SRX15961075,GSM6284795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647417,SAMN29472413,simple,9606,Homo sapiens,GSM6284795,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_RNA,primary hNPC,primary hNPC,B,ZIKV infected,RNA
SRR19918471,22155300,1107765000,50,572,SRX15961075,GSM6284795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647417,SAMN29472413,simple,9606,Homo sapiens,GSM6284795,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_RNA,primary hNPC,primary hNPC,A,DENV infected,RNA
SRR19918472,21944224,1097211200,50,570,SRX15961075,GSM6284795,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP384536,PRJNA854905,35891396,"",SRS13647417,SAMN29472413,simple,9606,Homo sapiens,GSM6284795,"Kamini Singh, Molecular Pharmacology, Albert Einstein College of Medicine",SRA1447869,07,2022,Singh,primary hNPC,B3_RNA,primary hNPC,primary hNPC,B,DENV infected,RNA
