Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,biomaterial_provider,gender,cell line,cell type,enrichment type,molecule subtype,GEO Accession
SRR1585530,13133900,377201936,28,281,SRX709873,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708890,SAMN03079292,simple,9606,Homo sapiens,GSM1513231,GEO,SRA185822,07,2015,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19137,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19137,female,GM19137,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513231
SRR1585531,19502450,540023396,27,419,SRX709874,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708891,SAMN03079293,simple,9606,Homo sapiens,GSM1513232,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19138,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19138,male,GM19138,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513232
SRR1585532,25995614,726560641,27,517,SRX709875,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708892,SAMN03079294,simple,9606,Homo sapiens,GSM1513233,GEO,SRA185822,07,2015,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19140,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19140,female,GM19140,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513233
SRR1585533,13958916,396703747,28,310,SRX709876,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708893,SAMN03079295,simple,9606,Homo sapiens,GSM1513234,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19141,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19141,male,GM19141,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513234
SRR1585534,16823087,480855834,28,342,SRX709877,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708894,SAMN03079296,simple,9606,Homo sapiens,GSM1513235,GEO,SRA185822,07,2015,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19143,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19143,female,GM19143,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513235
SRR1585535,17427150,499659117,28,373,SRX709878,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708895,SAMN03079297,simple,9606,Homo sapiens,GSM1513236,GEO,SRA185822,07,2015,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19144,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19144,male,GM19144,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513236
SRR1585536,18592271,528464071,28,392,SRX709879,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708896,SAMN03079298,simple,9606,Homo sapiens,GSM1513237,GEO,SRA185822,07,2015,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19147,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19147,female,GM19147,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513237
SRR1585537,7314753,211286579,28,168,SRX709880,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708897,SAMN03079299,simple,9606,Homo sapiens,GSM1513238,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19152,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19152,female,GM19152,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513238
SRR1585538,21062981,617997285,29,471,SRX709881,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708898,SAMN03079300,simple,9606,Homo sapiens,GSM1513239,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19153,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19153,male,GM19153,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513239
SRR1585539,31202186,894905799,28,641,SRX709882,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708899,SAMN03079301,simple,9606,Homo sapiens,GSM1513240,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19159,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19159,female,GM19159,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513240
SRR1585540,15519867,449169568,28,345,SRX709883,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708901,SAMN03079302,simple,9606,Homo sapiens,GSM1513241,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19160,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19160,male,GM19160,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513241
SRR1585541,35449232,1027086788,28,730,SRX709884,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708900,SAMN03079303,simple,9606,Homo sapiens,GSM1513242,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19171,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19171,male,GM19171,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513242
SRR1585542,27119206,781692981,28,562,SRX709885,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708902,SAMN03079304,simple,9606,Homo sapiens,GSM1513243,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19172,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19172,female,GM19172,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513243
SRR1585543,15566409,441395031,28,320,SRX709886,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708903,SAMN03079305,simple,9606,Homo sapiens,GSM1513244,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19190,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19190,female,GM19190,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513244
SRR1585544,13895642,410220062,29,315,SRX709887,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708904,SAMN03079306,simple,9606,Homo sapiens,GSM1513245,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19192,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19192,male,GM19192,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513245
SRR1585545,28497536,781944312,27,621,SRX709888,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708906,SAMN03079307,simple,9606,Homo sapiens,GSM1513246,GEO,SRA185822,07,2015,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19193,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19193,female,GM19193,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513246
SRR1585546,11251060,319697473,28,246,SRX709889,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708905,SAMN03079308,simple,9606,Homo sapiens,GSM1513247,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19200,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19200,male,GM19200,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513247
SRR1585547,34345702,983202770,28,702,SRX709890,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708907,SAMN03079309,simple,9606,Homo sapiens,GSM1513248,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19201,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19201,female,GM19201,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513248
SRR1585548,30321530,848421830,27,598,SRX709891,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708908,SAMN03079310,simple,9606,Homo sapiens,GSM1513249,GEO,SRA185822,07,2015,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19204,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19204,female,GM19204,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513249
SRR1585549,26502417,761960837,28,547,SRX709892,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708909,SAMN03079311,simple,9606,Homo sapiens,GSM1513250,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19207,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19207,male,GM19207,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513250
SRR1585550,16183217,451309088,27,349,SRX709893,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708910,SAMN03079312,simple,9606,Homo sapiens,GSM1513251,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19209,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19209,female,GM19209,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513251
SRR1585551,24034489,686209510,28,491,SRX709894,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708911,SAMN03079313,simple,9606,Homo sapiens,GSM1513252,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19210,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19210,male,GM19210,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513252
SRR1585552,24341022,710206482,29,509,SRX709895,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708912,SAMN03079314,simple,9606,Homo sapiens,GSM1513253,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19222,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19222,female,GM19222,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513253
SRR1585553,19920664,566666151,28,410,SRX709896,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708913,SAMN03079315,simple,9606,Homo sapiens,GSM1513254,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19223,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19223,male,GM19223,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513254
SRR1585554,22420150,647879969,28,462,SRX709897,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708914,SAMN03079316,simple,9606,Homo sapiens,GSM1513255,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19225,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19225,female,GM19225,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513255
SRR1585555,21511072,618084653,28,445,SRX709898,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708915,SAMN03079317,simple,9606,Homo sapiens,GSM1513256,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19238,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19238,female,GM19238,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513256
SRR1585556,32717625,937456868,28,667,SRX709899,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708917,SAMN03079318,simple,9606,Homo sapiens,GSM1513257,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19239,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19239,male,GM19239,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513257
SRR1585557,15304557,452312598,29,348,SRX709900,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP047476,PRJNA262009,25657249,"",SRS708916,SAMN03079319,simple,9606,Homo sapiens,GSM1513258,GEO,SRA185822,12,2014,Battle,lymphoblastoid cell lines derived fromHapMap Yoruba individual,GM19257,lymphoblastoid cell lines derived fromHapMap Yoruba individual,http://ccr.coriell.org/Sections/Search/Search.aspx?PgId=165&q=GM19257,female,GM19257,Lymphoblastoid Cell Line,ribosome protected fragments,cytoplasmic RNA,GSM1513258
