Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,mouse line,tissue,age,GEO Accession
SRR3232807,51623164,2684404528,52,2112,SRX1638512,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344905,SAMN04558596,simple,10090,Mus musculus,GSM2091218,GEO,SRA385947,07,2017,Hupe,brain,Brain_E155_Transcriptome_1,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E15.5,GSM2091218
SRR3232808,51242609,2664615668,52,2098,SRX1638513,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344904,SAMN04558597,simple,10090,Mus musculus,GSM2091219,GEO,SRA385947,07,2017,Hupe,brain,Brain_E155_Transcriptome_2,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E15.5,GSM2091219
SRR3232809,49932203,2596474556,52,2062,SRX1638514,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344903,SAMN04558598,simple,10090,Mus musculus,GSM2091220,GEO,SRA385947,07,2017,Hupe,brain,Brain_E155_Transcriptome_3,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E15.5,GSM2091220
SRR3232810,33352840,1734347680,52,1409,SRX1638515,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344902,SAMN04558684,simple,10090,Mus musculus,GSM2091221,GEO,SRA385947,07,2017,Hupe,brain,Brain_E165_EC_Translatome_1,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain EC,E16.5,GSM2091221
SRR3232811,30138435,1567198620,52,1292,SRX1638516,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344901,SAMN04558685,simple,10090,Mus musculus,GSM2091222,GEO,SRA385947,07,2017,Hupe,brain,Brain_E165_EC_Translatome_2,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain EC,E16.5,GSM2091222
SRR3232812,37850358,1968218616,52,1576,SRX1638517,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344900,SAMN04558686,simple,10090,Mus musculus,GSM2091223,GEO,SRA385947,07,2017,Hupe,brain,Brain_E165_EC_Translatome_3,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain EC,E16.5,GSM2091223
SRR3232813,43691482,2271957064,52,1786,SRX1638518,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344899,SAMN04558687,simple,10090,Mus musculus,GSM2091224,GEO,SRA385947,07,2017,Hupe,brain,Brain_E165_Transcriptome_1,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E16.5,GSM2091224
SRR3232814,37610701,1955756452,52,1572,SRX1638519,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344898,SAMN04558688,simple,10090,Mus musculus,GSM2091225,GEO,SRA385947,07,2017,Hupe,brain,Brain_E165_Transcriptome_2,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E16.5,GSM2091225
SRR3232815,47134785,2451008820,52,1906,SRX1638520,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344897,SAMN04558689,simple,10090,Mus musculus,GSM2091226,GEO,SRA385947,07,2017,Hupe,brain,Brain_E165_Transcriptome_3,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E16.5,GSM2091226
SRR3232816,29186775,1517712300,52,1064,SRX1638521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344896,SAMN04558690,simple,10090,Mus musculus,GSM2091227,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_Ctnnb1KO_Transcriptome_1,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-;Ctnnb1-/-,forebrain,E17.5,GSM2091227
SRR3232817,23378510,1215682520,52,881,SRX1638522,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344895,SAMN04558691,simple,10090,Mus musculus,GSM2091228,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_Ctnnb1KO_Transcriptome_2,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-;Ctnnb1-/-,forebrain,E17.5,GSM2091228
SRR3232818,34512994,1794675688,52,1225,SRX1638523,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344894,SAMN04558692,simple,10090,Mus musculus,GSM2091229,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_Ctnnb1KO_Transcriptome_3,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-;Ctnnb1-/-,forebrain,E17.5,GSM2091229
SRR3232819,31579370,1642127240,52,1138,SRX1638524,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344893,SAMN04558693,simple,10090,Mus musculus,GSM2091230,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_Ctnnb1KO_Transcriptome_4,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-;Ctnnb1-/-,forebrain,E17.5,GSM2091230
SRR3232820,20869302,1085203704,52,765,SRX1638525,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344892,SAMN04558694,simple,10090,Mus musculus,GSM2091231,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_EC_Ctnnb1KO_Translatome_1,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-;Ctnnb1-/-,forebrain EC,E17.5,GSM2091231
SRR3232821,29666934,1542680568,52,1033,SRX1638526,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344891,SAMN04558695,simple,10090,Mus musculus,GSM2091232,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_EC_Ctnnb1KO_Translatome_2,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-;Ctnnb1-/-,forebrain EC,E17.5,GSM2091232
SRR3232822,33808872,1758061344,52,1154,SRX1638527,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344890,SAMN04558696,simple,10090,Mus musculus,GSM2091233,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_EC_Ctnnb1KO_Translatome_3,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-;Ctnnb1-/-,forebrain EC,E17.5,GSM2091233
SRR3232823,20244901,1052734852,52,744,SRX1638528,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344888,SAMN04558697,simple,10090,Mus musculus,GSM2091234,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_EC_Ctnnb1KO_Translatome_4,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-;Ctnnb1-/-,forebrain EC,E17.5,GSM2091234
SRR3232824,23703630,1232588760,52,1152,SRX1638529,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344889,SAMN04558698,simple,10090,Mus musculus,GSM2091235,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_EC_Translatome_1,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain EC,E17.5,GSM2091235
SRR3232825,28305630,1471892760,52,1377,SRX1638530,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344887,SAMN04558699,simple,10090,Mus musculus,GSM2091236,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_EC_Translatome_2,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain EC,E17.5,GSM2091236
SRR3232826,35290745,1835118740,52,1683,SRX1638531,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344886,SAMN04558700,simple,10090,Mus musculus,GSM2091237,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_EC_Translatome_3,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain EC,E17.5,GSM2091237
SRR3232827,54948218,2857307336,52,2490,SRX1638532,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344885,SAMN04558701,simple,10090,Mus musculus,GSM2091238,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_Transcriptome_1,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,brain,E17.5,GSM2091238
SRR3232828,44690488,2323905376,52,2077,SRX1638533,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344884,SAMN04558702,simple,10090,Mus musculus,GSM2091239,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_Transcriptome_2,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,brain,E17.5,GSM2091239
SRR3232829,55431472,2882436544,52,2519,SRX1638534,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344883,SAMN04558703,simple,10090,Mus musculus,GSM2091240,GEO,SRA385947,07,2017,Hupe,brain,Brain_E175_Transcriptome_3,brain,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,brain,E17.5,GSM2091240
SRR3232830,11017678,572919256,52,527,SRX1638535,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344882,SAMN04558704,simple,9606,Homo sapiens,GSM2091241,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Control_1,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091241
SRR3232831,12138555,631204860,52,578,SRX1638536,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344881,SAMN04558705,simple,9606,Homo sapiens,GSM2091242,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Control_2,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091242
SRR3232832,11097450,577067400,52,533,SRX1638537,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344880,SAMN04558706,simple,9606,Homo sapiens,GSM2091243,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Control_3,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091243
SRR3232833,12649729,657785908,52,601,SRX1638538,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344879,SAMN04558707,simple,9606,Homo sapiens,GSM2091244,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Foxf2_1,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091244
SRR3232834,18624405,968469060,52,862,SRX1638539,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344878,SAMN04558708,simple,9606,Homo sapiens,GSM2091245,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Foxf2_2,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091245
SRR3232835,29796410,1549413320,52,1321,SRX1638540,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344877,SAMN04558709,simple,9606,Homo sapiens,GSM2091246,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Foxf2_3,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091246
SRR3232836,10096448,525015296,52,486,SRX1638541,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344876,SAMN04558710,simple,9606,Homo sapiens,GSM2091247,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Foxf2+Foxq1+ZIC3_1,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091247
SRR3232837,14024373,729267396,52,666,SRX1638542,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344875,SAMN04558711,simple,9606,Homo sapiens,GSM2091248,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Foxf2+Foxq1+ZIC3_2,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091248
SRR3232838,14305817,743902484,52,675,SRX1638543,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344874,SAMN04558712,simple,9606,Homo sapiens,GSM2091249,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Foxf2+Foxq1+ZIC3_3,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091249
SRR3232839,6534132,339774864,52,320,SRX1638544,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344873,SAMN04558713,simple,9606,Homo sapiens,GSM2091250,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Foxq1_1,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091250
SRR3232840,14721774,765532248,52,694,SRX1638545,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344872,SAMN04558624,simple,9606,Homo sapiens,GSM2091251,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Foxq1_2,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091251
SRR3232841,18858265,980629780,52,874,SRX1638546,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344871,SAMN04558625,simple,9606,Homo sapiens,GSM2091252,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_Foxq1_3,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091252
SRR3232842,13865193,720990036,52,656,SRX1638547,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344870,SAMN04558626,simple,9606,Homo sapiens,GSM2091253,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_ZIC3_1,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091253
SRR3232843,16241437,844554724,52,760,SRX1638548,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344869,SAMN04558627,simple,9606,Homo sapiens,GSM2091254,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_ZIC3_2,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091254
SRR3232844,12355720,642497440,52,588,SRX1638549,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344868,SAMN04558628,simple,9606,Homo sapiens,GSM2091255,GEO,SRA385947,07,2017,Hupe,Human umbilical vein endothelial cell,HUVEC_ZIC3_3,Human umbilical vein endothelial cell,,umbilical vein,,GSM2091255
SRR3232845,675325,29038975,43,31,SRX1638550,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344867,SAMN04558629,simple,10090,Mus musculus,GSM2091256,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S1,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091256
SRR3232846,5317210,228640030,43,226,SRX1638551,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344866,SAMN04558630,simple,10090,Mus musculus,GSM2091257,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S2,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091257
SRR3232847,5598350,240729050,43,237,SRX1638552,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344864,SAMN04558631,simple,10090,Mus musculus,GSM2091258,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S3,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091258
SRR3232848,4319890,185755270,43,184,SRX1638553,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344865,SAMN04558632,simple,10090,Mus musculus,GSM2091259,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S4,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091259
SRR3232849,4518263,194285309,43,192,SRX1638554,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344863,SAMN04558633,simple,10090,Mus musculus,GSM2091260,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S5,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091260
SRR3232850,4614838,198438034,43,196,SRX1638555,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344862,SAMN04558634,simple,10090,Mus musculus,GSM2091261,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S6,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091261
SRR3232851,5116277,219999911,43,216,SRX1638556,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344858,SAMN04558635,simple,10090,Mus musculus,GSM2091262,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S7,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091262
SRR3232852,564481,24272683,43,26,SRX1638557,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344861,SAMN04558636,simple,10090,Mus musculus,GSM2091263,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S8,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091263
SRR3232853,369188,15875084,43,17,SRX1638558,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344860,SAMN04558637,simple,10090,Mus musculus,GSM2091264,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S9,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091264
SRR3232854,5209495,224008285,43,225,SRX1638559,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344859,SAMN04558638,simple,10090,Mus musculus,GSM2091265,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S10,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091265
SRR3232855,3073141,132145063,43,138,SRX1638560,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345056,SAMN04558639,simple,10090,Mus musculus,GSM2091266,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S11,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091266
SRR3232856,5152398,221553114,43,218,SRX1638561,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345055,SAMN04558640,simple,10090,Mus musculus,GSM2091267,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S12,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091267
SRR3232857,3966586,170563198,43,174,SRX1638562,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345054,SAMN04558641,simple,10090,Mus musculus,GSM2091268,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S13,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091268
SRR3232858,3192885,137294055,43,141,SRX1638563,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345053,SAMN04558642,simple,10090,Mus musculus,GSM2091269,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S14,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091269
SRR3232860,3775246,162335578,43,165,SRX1638564,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345052,SAMN04558643,simple,10090,Mus musculus,GSM2091270,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S15,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091270
SRR3232861,1916282,82400126,43,88,SRX1638565,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345051,SAMN04558644,simple,10090,Mus musculus,GSM2091271,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S16,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091271
SRR3232862,2733283,117531169,43,119,SRX1638566,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345050,SAMN04558645,simple,10090,Mus musculus,GSM2091272,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S17,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091272
SRR3232863,3763280,161821040,43,162,SRX1638567,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345049,SAMN04558646,simple,10090,Mus musculus,GSM2091273,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S18,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091273
SRR3232864,3853874,165716582,43,164,SRX1638568,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345048,SAMN04558647,simple,10090,Mus musculus,GSM2091274,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S19,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091274
SRR3232865,3336986,143490398,43,142,SRX1638569,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345047,SAMN04558648,simple,10090,Mus musculus,GSM2091275,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S20,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091275
