Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,treatment,cell line,genetic modification,GEO Accession
SRR5806815,24548569,1841142675,75,920,SRX2985799,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP111133,PRJNA393189,29622725,"",SRS2338373,SAMN07322747,simple,9606,Homo sapiens,GSM2691902,GEO,SRA584228,04,2018,Muhar,OCI/AML-3_6nM_NVP-2_rep-2,OCI/AML-3_6nM_NVP-2_rep-2,OCI/AML-3_6nM_NVP-2_rep-2,"6nM NVP-2, 90 min",OCI/AML-3,,GSM2691902
SRR5806816,16036299,1202722425,75,597,SRX2985800,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP111133,PRJNA393189,29622725,"",SRS2338374,SAMN07322722,simple,9606,Homo sapiens,GSM2691903,GEO,SRA584228,04,2018,Muhar,OCI/AML-3_6nM_NVP-2_rep-3,OCI/AML-3_6nM_NVP-2_rep-3,OCI/AML-3_6nM_NVP-2_rep-3,"6nM NVP-2, 90 min",OCI/AML-3,,GSM2691903
SRR5806817,27129234,2034692550,75,981,SRX2985801,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP111133,PRJNA393189,29622725,"",SRS2338375,SAMN07322721,simple,9606,Homo sapiens,GSM2691904,GEO,SRA584228,04,2018,Muhar,OCI/AML-3_60nM_NVP-2_rep-1,OCI/AML-3_60nM_NVP-2_rep-1,OCI/AML-3_60nM_NVP-2_rep-1,"60nM NVP-2, 90 min",OCI/AML-3,,GSM2691904
SRR5806818,23213544,1741015800,75,863,SRX2985802,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP111133,PRJNA393189,29622725,"",SRS2338376,SAMN07322720,simple,9606,Homo sapiens,GSM2691905,GEO,SRA584228,04,2018,Muhar,OCI/AML-3_60nM_NVP-2_rep-2,OCI/AML-3_60nM_NVP-2_rep-2,OCI/AML-3_60nM_NVP-2_rep-2,"60nM NVP-2, 90 min",OCI/AML-3,,GSM2691905
SRR5806819,21079491,1580961825,75,769,SRX2985803,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP111133,PRJNA393189,29622725,"",SRS2338377,SAMN07322719,simple,9606,Homo sapiens,GSM2691906,GEO,SRA584228,04,2018,Muhar,OCI/AML-3_60nM_NVP-2_rep-3,OCI/AML-3_60nM_NVP-2_rep-3,OCI/AML-3_60nM_NVP-2_rep-3,"60nM NVP-2, 90 min",OCI/AML-3,,GSM2691906
SRR5806820,24180178,1813513350,75,907,SRX2985804,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP111133,PRJNA393189,29622725,"",SRS2338378,SAMN07322718,simple,9606,Homo sapiens,GSM2691907,GEO,SRA584228,04,2018,Muhar,OCI/AML-3_JQ1+6nM_NVP-2_rep-1,OCI/AML-3_JQ1+6nM_NVP-2_rep-1,OCI/AML-3_JQ1+6nM_NVP-2_rep-1,"200nM JQ1 + 6nM NVP-2, 90 min",OCI/AML-3,,GSM2691907
SRR5806821,25167676,1887575700,75,936,SRX2985805,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP111133,PRJNA393189,29622725,"",SRS2338379,SAMN07322717,simple,9606,Homo sapiens,GSM2691908,GEO,SRA584228,04,2018,Muhar,OCI/AML-3_JQ1+6nM_NVP-2_rep-2,OCI/AML-3_JQ1+6nM_NVP-2_rep-2,OCI/AML-3_JQ1+6nM_NVP-2_rep-2,"200nM JQ1 + 6nM NVP-2, 90 min",OCI/AML-3,,GSM2691908
SRR5806822,14934154,1120061550,75,546,SRX2985806,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP111133,PRJNA393189,29622725,"",SRS2338380,SAMN07322716,simple,9606,Homo sapiens,GSM2691909,GEO,SRA584228,04,2018,Muhar,OCI/AML-3_JQ1+6nM_NVP-2_rep-3,OCI/AML-3_JQ1+6nM_NVP-2_rep-3,OCI/AML-3_JQ1+6nM_NVP-2_rep-3,"200nM JQ1 + 6nM NVP-2, 90 min",OCI/AML-3,,GSM2691909
SRR5806823,48127361,4812736100,100,1618,SRX2985807,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338381,SAMN07322715,simple,9606,Homo sapiens,GSM2691910,GEO,SRA584228,04,2018,Muhar,K562_MYC-AID_DMSO_rep-1,K562_MYC-AID_DMSO_rep-1,K562_MYC-AID_DMSO_rep-1,"DMSO (1:5000), 90 min",K562,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691910
SRR5806824,48358505,4835850500,100,1612,SRX2985808,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338382,SAMN07322714,simple,9606,Homo sapiens,GSM2691911,GEO,SRA584228,04,2018,Muhar,K562_MYC-AID_DMSO_rep-2,K562_MYC-AID_DMSO_rep-2,K562_MYC-AID_DMSO_rep-2,"DMSO (1:5000), 90 min",K562,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691911
SRR5806825,44648324,4464832400,100,1515,SRX2985809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338383,SAMN07322713,simple,9606,Homo sapiens,GSM2691912,GEO,SRA584228,04,2018,Muhar,K562_MYC-AID_DMSO_rep-3,K562_MYC-AID_DMSO_rep-3,K562_MYC-AID_DMSO_rep-3,"DMSO (1:5000), 90 min",K562,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691912
SRR5806826,44753651,4475365100,100,1515,SRX2985810,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338384,SAMN07322712,simple,9606,Homo sapiens,GSM2691913,GEO,SRA584228,04,2018,Muhar,K562_MYC-AID_IAA_rep-1,K562_MYC-AID_IAA_rep-1,K562_MYC-AID_IAA_rep-1,"100µM indole-3-acetic acid, 90 min",K562,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691913
SRR5806827,46855686,4685568600,100,1573,SRX2985811,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338385,SAMN07322711,simple,9606,Homo sapiens,GSM2691914,GEO,SRA584228,04,2018,Muhar,K562_MYC-AID_IAA_rep-2,K562_MYC-AID_IAA_rep-2,K562_MYC-AID_IAA_rep-2,"100µM indole-3-acetic acid, 90 min",K562,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691914
SRR5806828,46846622,4684662200,100,1567,SRX2985812,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338387,SAMN07322710,simple,9606,Homo sapiens,GSM2691915,GEO,SRA584228,04,2018,Muhar,K562_MYC-AID_IAA_rep-3,K562_MYC-AID_IAA_rep-3,K562_MYC-AID_IAA_rep-3,"100µM indole-3-acetic acid, 90 min",K562,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691915
SRR5806829,44908621,4490862100,100,1494,SRX2985813,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338386,SAMN07322709,simple,9606,Homo sapiens,GSM2691916,GEO,SRA584228,04,2018,Muhar,HCT116_MYC-AID_DMSO_rep-1,HCT116_MYC-AID_DMSO_rep-1,HCT116_MYC-AID_DMSO_rep-1,"DMSO (1:5000), 90 min",HCT116,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691916
SRR5806830,50491349,5049134900,100,1671,SRX2985814,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338388,SAMN07322708,simple,9606,Homo sapiens,GSM2691917,GEO,SRA584228,04,2018,Muhar,HCT116_MYC-AID_DMSO_rep-2,HCT116_MYC-AID_DMSO_rep-2,HCT116_MYC-AID_DMSO_rep-2,"DMSO (1:5000), 90 min",HCT116,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691917
SRR5806831,44696272,4469627200,100,1485,SRX2985815,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338389,SAMN07322707,simple,9606,Homo sapiens,GSM2691918,GEO,SRA584228,04,2018,Muhar,HCT116_MYC-AID_DMSO_rep-3,HCT116_MYC-AID_DMSO_rep-3,HCT116_MYC-AID_DMSO_rep-3,"DMSO (1:5000), 90 min",HCT116,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691918
SRR5806832,48364328,4836432800,100,1586,SRX2985816,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338390,SAMN07322706,simple,9606,Homo sapiens,GSM2691919,GEO,SRA584228,04,2018,Muhar,HCT116_MYC-AID_IAA_rep-1,HCT116_MYC-AID_IAA_rep-1,HCT116_MYC-AID_IAA_rep-1,"100µM indole-3-acetic acid, 90 min",HCT116,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691919
SRR5806833,44289217,4428921700,100,1464,SRX2985817,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338391,SAMN07322705,simple,9606,Homo sapiens,GSM2691920,GEO,SRA584228,04,2018,Muhar,HCT116_MYC-AID_IAA_rep-2,HCT116_MYC-AID_IAA_rep-2,HCT116_MYC-AID_IAA_rep-2,"100µM indole-3-acetic acid, 90 min",HCT116,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691920
SRR5806834,43113562,4311356200,100,1414,SRX2985818,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS2338392,SAMN07322704,simple,9606,Homo sapiens,GSM2691921,GEO,SRA584228,04,2018,Muhar,HCT116_MYC-AID_IAA_rep-3,HCT116_MYC-AID_IAA_rep-3,HCT116_MYC-AID_IAA_rep-3,"100µM indole-3-acetic acid, 90 min",HCT116,MYC-AID / SFFV-OsTir1-T2A-BlastR,GSM2691921
SRR6809324,35458801,3545880100,100,1133,SRX3767538,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022052,SAMN08638866,simple,9606,Homo sapiens,GSM3031403,GEO,SRA584228,04,2018,Muhar,K562_SOP-ctrl_DMSO-rep-1,K562_SOP-ctrl_DMSO-rep-1,K562_SOP-ctrl_DMSO-rep-1,"DMSO (1:5000), 90 min",K562,SFFV-OsTir1-T2A-BlastR,GSM3031403
SRR6809325,45409680,4540968000,100,1432,SRX3767539,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022053,SAMN08638865,simple,9606,Homo sapiens,GSM3031404,GEO,SRA584228,04,2018,Muhar,K562_SOP-ctrl_DMSO-rep-2,K562_SOP-ctrl_DMSO-rep-2,K562_SOP-ctrl_DMSO-rep-2,"DMSO (1:5000), 90 min",K562,SFFV-OsTir1-T2A-BlastR,GSM3031404
SRR6809326,38483091,3848309100,100,1222,SRX3767540,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022054,SAMN08638864,simple,9606,Homo sapiens,GSM3031405,GEO,SRA584228,04,2018,Muhar,K562_SOP-ctrl_DMSO-rep-3,K562_SOP-ctrl_DMSO-rep-3,K562_SOP-ctrl_DMSO-rep-3,"DMSO (1:5000), 90 min",K562,SFFV-OsTir1-T2A-BlastR,GSM3031405
SRR6809327,36646767,3664676700,100,1165,SRX3767541,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022055,SAMN08638863,simple,9606,Homo sapiens,GSM3031406,GEO,SRA584228,04,2018,Muhar,K562_SOP-ctrl_IAA-rep-1,K562_SOP-ctrl_IAA-rep-1,K562_SOP-ctrl_IAA-rep-1,"100µM indole-3-acetic acid, 90 min",K562,SFFV-OsTir1-T2A-BlastR,GSM3031406
SRR6809328,37237776,3723777600,100,1189,SRX3767542,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022056,SAMN08638861,simple,9606,Homo sapiens,GSM3031407,GEO,SRA584228,04,2018,Muhar,K562_SOP-ctrl_IAA-rep-2,K562_SOP-ctrl_IAA-rep-2,K562_SOP-ctrl_IAA-rep-2,"100µM indole-3-acetic acid, 90 min",K562,SFFV-OsTir1-T2A-BlastR,GSM3031407
SRR6809329,38647210,3864721000,100,1227,SRX3767543,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022057,SAMN08638860,simple,9606,Homo sapiens,GSM3031408,GEO,SRA584228,04,2018,Muhar,K562_SOP-ctrl_IAA-rep-3,K562_SOP-ctrl_IAA-rep-3,K562_SOP-ctrl_IAA-rep-3,"100µM indole-3-acetic acid, 90 min",K562,SFFV-OsTir1-T2A-BlastR,GSM3031408
SRR6809330,43502464,4350246400,100,1436,SRX3767544,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022058,SAMN08638858,simple,9606,Homo sapiens,GSM3031409,GEO,SRA584228,04,2018,Muhar,K562_AID-BRD4_DMSO_rep-1,K562_AID-BRD4_DMSO_rep-1,K562_AID-BRD4_DMSO_rep-1,"DMSO (1:5000), 90 min",K562,AID-BRD4 / SFFV-OsTir1-T2A-BlastR,GSM3031409
SRR6809331,42429137,4242913700,100,1410,SRX3767545,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022059,SAMN08638855,simple,9606,Homo sapiens,GSM3031410,GEO,SRA584228,04,2018,Muhar,K562_AID-BRD4_DMSO_rep-2,K562_AID-BRD4_DMSO_rep-2,K562_AID-BRD4_DMSO_rep-2,"DMSO (1:5000), 90 min",K562,AID-BRD4 / SFFV-OsTir1-T2A-BlastR,GSM3031410
SRR6809332,46481343,4648134300,100,1529,SRX3767546,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022060,SAMN08638853,simple,9606,Homo sapiens,GSM3031411,GEO,SRA584228,04,2018,Muhar,K562_AID-BRD4_DMSO_rep-3,K562_AID-BRD4_DMSO_rep-3,K562_AID-BRD4_DMSO_rep-3,"DMSO (1:5000), 90 min",K562,AID-BRD4 / SFFV-OsTir1-T2A-BlastR,GSM3031411
SRR6809333,32751148,3275114800,100,1071,SRX3767547,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022061,SAMN08638852,simple,9606,Homo sapiens,GSM3031412,GEO,SRA584228,04,2018,Muhar,K562_AID-BRD4_IAA_rep-1,K562_AID-BRD4_IAA_rep-1,K562_AID-BRD4_IAA_rep-1,"100µM indole-3-acetic acid, 90 min",K562,AID-BRD4 / SFFV-OsTir1-T2A-BlastR,GSM3031412
SRR6809334,43653608,4365360800,100,1421,SRX3767548,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022062,SAMN08638851,simple,9606,Homo sapiens,GSM3031413,GEO,SRA584228,04,2018,Muhar,K562_AID-BRD4_IAA_rep-2,K562_AID-BRD4_IAA_rep-2,K562_AID-BRD4_IAA_rep-2,"100µM indole-3-acetic acid, 90 min",K562,AID-BRD4 / SFFV-OsTir1-T2A-BlastR,GSM3031413
SRR6809335,40465822,4046582200,100,1335,SRX3767549,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022063,SAMN08638850,simple,9606,Homo sapiens,GSM3031414,GEO,SRA584228,04,2018,Muhar,K562_AID-BRD4_IAA_rep-3,K562_AID-BRD4_IAA_rep-3,K562_AID-BRD4_IAA_rep-3,"100µM indole-3-acetic acid, 90 min",K562,AID-BRD4 / SFFV-OsTir1-T2A-BlastR,GSM3031414
SRR6809336,28698471,2869847100,100,1016,SRX3767550,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022064,SAMN08638849,simple,9606,Homo sapiens,GSM3031415,GEO,SRA584228,04,2018,Muhar,MV4-11_DMSO_rep-1_exp-2,MV4-11_DMSO_rep-1_exp-2,MV4-11_DMSO_rep-1_exp-2,"DMSO (1:1000), 90 min",MV4-11,,GSM3031415
SRR6809337,26028625,2602862500,100,927,SRX3767551,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022065,SAMN08638848,simple,9606,Homo sapiens,GSM3031416,GEO,SRA584228,04,2018,Muhar,MV4-11_DMSO_rep-2_exp-2,MV4-11_DMSO_rep-2_exp-2,MV4-11_DMSO_rep-2_exp-2,"DMSO (1:1000), 90 min",MV4-11,,GSM3031416
SRR6809338,30198839,3019883900,100,1086,SRX3767552,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022066,SAMN08638847,simple,9606,Homo sapiens,GSM3031417,GEO,SRA584228,04,2018,Muhar,MV4-11_DMSO_rep-3_exp-2,MV4-11_DMSO_rep-3_exp-2,MV4-11_DMSO_rep-3_exp-2,"DMSO (1:1000), 90 min",MV4-11,,GSM3031417
SRR6809339,28059583,2805958300,100,986,SRX3767553,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022067,SAMN08638846,simple,9606,Homo sapiens,GSM3031418,GEO,SRA584228,04,2018,Muhar,MV4-11_1uM_JQ1_rep-1_exp-2,MV4-11_1uM_JQ1_rep-1_exp-2,MV4-11_1uM_JQ1_rep-1_exp-2,"1µM JQ1, 90 min",MV4-11,,GSM3031418
SRR6809340,28765551,2876555100,100,1004,SRX3767554,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022068,SAMN08638845,simple,9606,Homo sapiens,GSM3031419,GEO,SRA584228,04,2018,Muhar,MV4-11_1uM_JQ1_rep-2_exp-2,MV4-11_1uM_JQ1_rep-2_exp-2,MV4-11_1uM_JQ1_rep-2_exp-2,"1µM JQ1, 90 min",MV4-11,,GSM3031419
SRR6809341,28352489,2835248900,100,987,SRX3767555,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022069,SAMN08638844,simple,9606,Homo sapiens,GSM3031420,GEO,SRA584228,04,2018,Muhar,MV4-11_1uM_JQ1_rep-3_exp-2,MV4-11_1uM_JQ1_rep-3_exp-2,MV4-11_1uM_JQ1_rep-3_exp-2,"1µM JQ1, 90 min",MV4-11,,GSM3031420
SRR6809342,24935920,2493592000,100,877,SRX3767556,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022070,SAMN08638843,simple,9606,Homo sapiens,GSM3031421,GEO,SRA584228,04,2018,Muhar,MV4-11_5uM_JQ1_rep-1_exp-2,MV4-11_5uM_JQ1_rep-1_exp-2,MV4-11_5uM_JQ1_rep-1_exp-2,"5µM JQ1, 90 min",MV4-11,,GSM3031421
SRR6809343,34549582,3454958200,100,1215,SRX3767557,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022071,SAMN08638842,simple,9606,Homo sapiens,GSM3031422,GEO,SRA584228,04,2018,Muhar,MV4-11_5uM_JQ1_rep-2_exp-2,MV4-11_5uM_JQ1_rep-2_exp-2,MV4-11_5uM_JQ1_rep-2_exp-2,"5µM JQ1, 90 min",MV4-11,,GSM3031422
SRR6809344,18444120,1844412000,,655,SRX3767558,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022072,SAMN08638841,simple,9606,Homo sapiens,GSM3031423,GEO,SRA584228,04,2018,Muhar,MV4-11_5uM_JQ1_rep-3_exp-2,MV4-11_5uM_JQ1_rep-3_exp-2,MV4-11_5uM_JQ1_rep-3_exp-2,"5µM JQ1, 90 min",MV4-11,,GSM3031423
SRR6809345,19990866,1999086600,100,707,SRX3767559,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022073,SAMN08638839,simple,9606,Homo sapiens,GSM3031424,GEO,SRA584228,04,2018,Muhar,K562_DMSO_rep-1_exp-4,K562_DMSO_rep-1_exp-4,K562_DMSO_rep-1_exp-4,"DMSO (1:1000), 90 min",K562,,GSM3031424
SRR6809346,28717279,2871727900,100,1010,SRX3767560,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022074,SAMN08638838,simple,9606,Homo sapiens,GSM3031425,GEO,SRA584228,04,2018,Muhar,K562_DMSO_rep-2_exp-4,K562_DMSO_rep-2_exp-4,K562_DMSO_rep-2_exp-4,"DMSO (1:1000), 90 min",K562,,GSM3031425
SRR6809347,31427149,3142714900,100,1105,SRX3767561,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022075,SAMN08638837,simple,9606,Homo sapiens,GSM3031426,GEO,SRA584228,04,2018,Muhar,K562_DMSO_rep-3_exp-4,K562_DMSO_rep-3_exp-4,K562_DMSO_rep-3_exp-4,"DMSO (1:1000), 90 min",K562,,GSM3031426
SRR6809348,34895156,3489515600,100,1228,SRX3767562,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022076,SAMN08638836,simple,9606,Homo sapiens,GSM3031427,GEO,SRA584228,04,2018,Muhar,K562_1uM_JQ1_rep-1_exp-4,K562_1uM_JQ1_rep-1_exp-4,K562_1uM_JQ1_rep-1_exp-4,"1µM JQ1, 90 min",K562,,GSM3031427
SRR6809349,37240949,3724094900,100,1314,SRX3767563,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022077,SAMN08638835,simple,9606,Homo sapiens,GSM3031428,GEO,SRA584228,04,2018,Muhar,K562_1uM_JQ1_rep-2_exp-4,K562_1uM_JQ1_rep-2_exp-4,K562_1uM_JQ1_rep-2_exp-4,"1µM JQ1, 90 min",K562,,GSM3031428
SRR6809350,20697789,2069778900,100,737,SRX3767564,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022078,SAMN08638833,simple,9606,Homo sapiens,GSM3031429,GEO,SRA584228,04,2018,Muhar,K562_1uM_JQ1_rep-3_exp-4,K562_1uM_JQ1_rep-3_exp-4,K562_1uM_JQ1_rep-3_exp-4,"1µM JQ1, 90 min",K562,,GSM3031429
SRR6809351,28713053,2871305300,100,1011,SRX3767565,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022079,SAMN08638832,simple,9606,Homo sapiens,GSM3031430,GEO,SRA584228,04,2018,Muhar,K562_5uM_JQ1_rep-1_exp-4,K562_5uM_JQ1_rep-1_exp-4,K562_5uM_JQ1_rep-1_exp-4,"5µM JQ1, 90 min",K562,,GSM3031430
SRR6809352,23568036,2356803600,100,827,SRX3767566,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022080,SAMN08638831,simple,9606,Homo sapiens,GSM3031431,GEO,SRA584228,04,2018,Muhar,K562_5uM_JQ1_rep-2_exp-4,K562_5uM_JQ1_rep-2_exp-4,K562_5uM_JQ1_rep-2_exp-4,"5µM JQ1, 90 min",K562,,GSM3031431
SRR6809353,29068690,2906869000,100,1025,SRX3767567,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP111133,PRJNA393189,29622725,"",SRS3022081,SAMN08638867,simple,9606,Homo sapiens,GSM3031432,GEO,SRA584228,04,2018,Muhar,K562_5uM_JQ1_rep-3_exp-4,K562_5uM_JQ1_rep-3_exp-4,K562_5uM_JQ1_rep-3_exp-4,"5µM JQ1, 90 min",K562,,GSM3031432
