Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,growth rate,genotype,treatment,culture method,molecule subtype,GEO Accession
SRR15446787,22176908,1663268100,75,692,SRX11746178,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779370,SAMN20776155,simple,562,Escherichia coli,GSM5518499,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT N-lim 0.6 rep3,E. coli Ribo-seq - WT N-lim 0.6 rep3,E. coli Ribo-seq - WT N-lim 0.6 rep3,NCM3722,0.6 h-1,wild type,nitrogen limitation,chemostat,ribosome protected mRNA,GSM5518499
SRR15446788,15826577,1186993275,75,559,SRX11746179,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779374,SAMN20776157,simple,562,Escherichia coli,GSM5518500,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT P-lim 0.1 rep1,E. coli Ribo-seq - WT P-lim 0.1 rep1,E. coli Ribo-seq - WT P-lim 0.1 rep1,NCM3722,0.1 h-1,wild type,phosphate limitation,chemostat,ribosome protected mRNA,GSM5518500
SRR15446789,14150626,1061296950,75,458,SRX11746180,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779376,SAMN20776158,simple,562,Escherichia coli,GSM5518501,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT P-lim 0.1 rep2,E. coli Ribo-seq - WT P-lim 0.1 rep2,E. coli Ribo-seq - WT P-lim 0.1 rep2,NCM3722,0.1 h-1,wild type,phosphate limitation,chemostat,ribosome protected mRNA,GSM5518501
SRR15446790,18133483,1360011225,75,565,SRX11746181,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779375,SAMN20776159,simple,562,Escherichia coli,GSM5518502,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT P-lim 0.1 rep3,E. coli Ribo-seq - WT P-lim 0.1 rep3,E. coli Ribo-seq - WT P-lim 0.1 rep3,NCM3722,0.1 h-1,wild type,phosphate limitation,chemostat,ribosome protected mRNA,GSM5518502
SRR15446791,20792561,1559442075,75,732,SRX11746182,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779377,SAMN20776160,simple,562,Escherichia coli,GSM5518503,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT P-lim 0.6 rep1,E. coli Ribo-seq - WT P-lim 0.6 rep1,E. coli Ribo-seq - WT P-lim 0.6 rep1,NCM3722,0.6 h-1,wild type,phosphate limitation,chemostat,ribosome protected mRNA,GSM5518503
SRR15446792,18390694,1379302050,75,586,SRX11746183,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779379,SAMN20776168,simple,562,Escherichia coli,GSM5518504,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT P-lim 0.6 rep2,E. coli Ribo-seq - WT P-lim 0.6 rep2,E. coli Ribo-seq - WT P-lim 0.6 rep2,NCM3722,0.6 h-1,wild type,phosphate limitation,chemostat,ribosome protected mRNA,GSM5518504
SRR15446793,19691332,1476849900,75,615,SRX11746184,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779381,SAMN20776161,simple,562,Escherichia coli,GSM5518505,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT P-lim 0.6 rep3,E. coli Ribo-seq - WT P-lim 0.6 rep3,E. coli Ribo-seq - WT P-lim 0.6 rep3,NCM3722,0.6 h-1,wild type,phosphate limitation,chemostat,ribosome protected mRNA,GSM5518505
SRR15446794,18168478,1362635850,75,642,SRX11746185,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779383,SAMN20776163,simple,562,Escherichia coli,GSM5518506,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT M 0.9 rep1,E. coli Ribo-seq - WT M 0.9 rep1,E. coli Ribo-seq - WT M 0.9 rep1,NCM3722,0.9 h-1,wild type,glucose minimal,batch culture,ribosome protected mRNA,GSM5518506
SRR15446795,20983768,1573782600,75,667,SRX11746186,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779378,SAMN20776164,simple,562,Escherichia coli,GSM5518507,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT M 0.9 rep2,E. coli Ribo-seq - WT M 0.9 rep2,E. coli Ribo-seq - WT M 0.9 rep2,NCM3722,0.9 h-1,wild type,glucose minimal,batch culture,ribosome protected mRNA,GSM5518507
SRR15446796,17877503,1340812725,75,559,SRX11746187,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779380,SAMN20776165,simple,562,Escherichia coli,GSM5518508,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT M 0.9 rep3,E. coli Ribo-seq - WT M 0.9 rep3,E. coli Ribo-seq - WT M 0.9 rep3,NCM3722,0.9 h-1,wild type,glucose minimal,batch culture,ribosome protected mRNA,GSM5518508
SRR15446797,14493935,1087045125,75,512,SRX11746188,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779384,SAMN20776166,simple,562,Escherichia coli,GSM5518509,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT G 1.8 rep1,E. coli Ribo-seq - WT G 1.8 rep1,E. coli Ribo-seq - WT G 1.8 rep1,NCM3722,1.8 h-1,wild type,defined rich MOPS,batch culture,ribosome protected mRNA,GSM5518509
SRR15446798,21479473,1610960475,75,685,SRX11746189,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779382,SAMN20776169,simple,562,Escherichia coli,GSM5518510,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT G 1.8 rep2,E. coli Ribo-seq - WT G 1.8 rep2,E. coli Ribo-seq - WT G 1.8 rep2,NCM3722,1.8 h-1,wild type,defined rich MOPS,batch culture,ribosome protected mRNA,GSM5518510
SRR15446799,16257361,1219302075,75,514,SRX11746190,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779386,SAMN20776170,simple,562,Escherichia coli,GSM5518511,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - WT G 1.8 rep3,E. coli Ribo-seq - WT G 1.8 rep3,E. coli Ribo-seq - WT G 1.8 rep3,NCM3722,1.8 h-1,wild type,defined rich MOPS,batch culture,ribosome protected mRNA,GSM5518511
SRR15446800,16947122,1271034150,75,604,SRX11746191,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779385,SAMN20776171,simple,562,Escherichia coli,GSM5518512,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔrplA N-lim 0.1 rep1,E. coli Ribo-seq - ΔrplA N-lim 0.1 rep1,E. coli Ribo-seq - ΔrplA N-lim 0.1 rep1,NCM3722,0.1 h-1,delta_rplA,nitrogen limitation,chemostat,ribosome protected mRNA,GSM5518512
SRR15446801,20750783,1556308725,75,657,SRX11746192,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779394,SAMN20776172,simple,562,Escherichia coli,GSM5518513,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔrplA N-lim 0.1 rep2,E. coli Ribo-seq - ΔrplA N-lim 0.1 rep2,E. coli Ribo-seq - ΔrplA N-lim 0.1 rep2,NCM3722,0.1 h-1,delta_rplA,nitrogen limitation,chemostat,ribosome protected mRNA,GSM5518513
SRR15446802,16068530,1205139750,75,505,SRX11746193,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779387,SAMN20776173,simple,562,Escherichia coli,GSM5518514,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔrplA N-lim 0.1 rep3,E. coli Ribo-seq - ΔrplA N-lim 0.1 rep3,E. coli Ribo-seq - ΔrplA N-lim 0.1 rep3,NCM3722,0.1 h-1,delta_rplA,nitrogen limitation,chemostat,ribosome protected mRNA,GSM5518514
SRR15446803,19849853,1488738975,75,704,SRX11746194,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779389,SAMN20776174,simple,562,Escherichia coli,GSM5518515,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔrplA N-lim 0.6 rep1,E. coli Ribo-seq - ΔrplA N-lim 0.6 rep1,E. coli Ribo-seq - ΔrplA N-lim 0.6 rep1,NCM3722,0.6 h-1,delta_rplA,nitrogen limitation,chemostat,ribosome protected mRNA,GSM5518515
SRR15446804,23408019,1755601425,75,744,SRX11746195,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779390,SAMN20776175,simple,562,Escherichia coli,GSM5518516,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔrplA N-lim 0.6 rep2,E. coli Ribo-seq - ΔrplA N-lim 0.6 rep2,E. coli Ribo-seq - ΔrplA N-lim 0.6 rep2,NCM3722,0.6 h-1,delta_rplA,nitrogen limitation,chemostat,ribosome protected mRNA,GSM5518516
SRR15446805,15460524,1159539300,75,485,SRX11746196,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779388,SAMN20776176,simple,562,Escherichia coli,GSM5518517,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔrplA N-lim 0.6 rep3,E. coli Ribo-seq - ΔrplA N-lim 0.6 rep3,E. coli Ribo-seq - ΔrplA N-lim 0.6 rep3,NCM3722,0.6 h-1,delta_rplA,nitrogen limitation,chemostat,ribosome protected mRNA,GSM5518517
SRR15446806,16677054,1250779050,75,590,SRX11746197,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779393,SAMN20776177,simple,562,Escherichia coli,GSM5518518,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔleuB Leu-lim 0.1 rep1,E. coli Ribo-seq - ΔleuB Leu-lim 0.1 rep1,E. coli Ribo-seq - ΔleuB Leu-lim 0.1 rep1,NCM3722,0.1 h-1,delta_leuB,Leucine limitation,chemostat,ribosome protected mRNA,GSM5518518
SRR15446807,18605300,1395397500,75,595,SRX11746198,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779392,SAMN20776178,simple,562,Escherichia coli,GSM5518519,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔleuB Leu-lim 0.1 rep2,E. coli Ribo-seq - ΔleuB Leu-lim 0.1 rep2,E. coli Ribo-seq - ΔleuB Leu-lim 0.1 rep2,NCM3722,0.1 h-1,delta_leuB,Leucine limitation,chemostat,ribosome protected mRNA,GSM5518519
SRR15446808,12832382,962428650,75,405,SRX11746199,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779396,SAMN20776179,simple,562,Escherichia coli,GSM5518520,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔleuB Leu-lim 0.1 rep3,E. coli Ribo-seq - ΔleuB Leu-lim 0.1 rep3,E. coli Ribo-seq - ΔleuB Leu-lim 0.1 rep3,NCM3722,0.1 h-1,delta_leuB,Leucine limitation,chemostat,ribosome protected mRNA,GSM5518520
SRR15446809,14402308,1080173100,75,512,SRX11746200,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779391,SAMN20776180,simple,562,Escherichia coli,GSM5518521,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔleuB Leu-lim 0.6 rep1,E. coli Ribo-seq - ΔleuB Leu-lim 0.6 rep1,E. coli Ribo-seq - ΔleuB Leu-lim 0.6 rep1,NCM3722,0.6 h-1,delta_leuB,Leucine limitation,chemostat,ribosome protected mRNA,GSM5518521
SRR15446810,18632912,1397468400,75,597,SRX11746201,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779397,SAMN20776181,simple,562,Escherichia coli,GSM5518522,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔleuB Leu-lim 0.6 rep2,E. coli Ribo-seq - ΔleuB Leu-lim 0.6 rep2,E. coli Ribo-seq - ΔleuB Leu-lim 0.6 rep2,NCM3722,0.6 h-1,delta_leuB,Leucine limitation,chemostat,ribosome protected mRNA,GSM5518522
SRR15446811,15554007,1166550525,75,485,SRX11746202,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP332494,PRJNA754447,36264977,"",SRS9779395,SAMN20776182,simple,562,Escherichia coli,GSM5518523,GEO,SRA1277944,11,2022,Zhang,E. coli Ribo-seq - ΔleuB Leu-lim 0.6 rep3,E. coli Ribo-seq - ΔleuB Leu-lim 0.6 rep3,E. coli Ribo-seq - ΔleuB Leu-lim 0.6 rep3,NCM3722,0.6 h-1,delta_leuB,Leucine limitation,chemostat,ribosome protected mRNA,GSM5518523
