Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,subtype,p53 status,Stage,molecule subtype,GEO Accession
SRR10868278,9321459,475394409,51,205,SRX7538300,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976964,SAMN13819150,simple,9606,Homo sapiens,GSM4258871,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_59 [VMT163],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258871
SRR10868279,9048039,461449989,51,199,SRX7538301,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976965,SAMN13819149,simple,9606,Homo sapiens,GSM4258872,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_60 [VMT164],RMS_breast tumor,primary breast tumour,TNBC,MT,Stage 3,ribosomal RNA,GSM4258872
SRR10868280,6468088,329872488,51,142,SRX7538302,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976966,SAMN13819148,simple,9606,Homo sapiens,GSM4258873,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_61 [VMT165],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258873
SRR10868281,9076895,462921645,51,198,SRX7538303,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976967,SAMN13819147,simple,9606,Homo sapiens,GSM4258874,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_62 [VMT166],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 2,ribosomal RNA,GSM4258874
SRR10868282,8269186,421728486,51,182,SRX7538304,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976968,SAMN13819146,simple,9606,Homo sapiens,GSM4258875,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_63 [VMT167],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258875
SRR10868283,9199927,469196277,51,203,SRX7538305,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976969,SAMN13819497,simple,9606,Homo sapiens,GSM4258876,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_64 [VMT168],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 3,ribosomal RNA,GSM4258876
SRR10868284,9390836,478932636,51,206,SRX7538306,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976970,SAMN13819496,simple,9606,Homo sapiens,GSM4258877,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_65 [VMT169],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258877
SRR10868285,8350154,425857854,51,182,SRX7538307,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976971,SAMN13819495,simple,9606,Homo sapiens,GSM4258878,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_66 [VMT170],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 2,ribosomal RNA,GSM4258878
SRR10868286,9468027,482869377,51,208,SRX7538308,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976972,SAMN13819494,simple,9606,Homo sapiens,GSM4258879,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_67 [VMT171],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 2,ribosomal RNA,GSM4258879
SRR10868287,9998382,509917482,51,219,SRX7538309,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976973,SAMN13819493,simple,9606,Homo sapiens,GSM4258880,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_68 [VMT172],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 2,ribosomal RNA,GSM4258880
SRR10868288,11311969,576910419,51,248,SRX7538310,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976974,SAMN13819492,simple,9606,Homo sapiens,GSM4258881,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_69 [VMT173],RMS_breast tumor,primary breast tumour,NA,MT,Stage 3,ribosomal RNA,GSM4258881
SRR10868289,12848116,655253916,51,283,SRX7538311,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976975,SAMN13819491,simple,9606,Homo sapiens,GSM4258882,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_70 [VMT174],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258882
SRR10868290,10548834,537990534,51,232,SRX7538312,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976976,SAMN13819490,simple,9606,Homo sapiens,GSM4258883,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_71 [VMT175],RMS_breast tumor,primary breast tumour,HER2,WT,NA,ribosomal RNA,GSM4258883
SRR10868291,13739301,700704351,51,301,SRX7538313,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976977,SAMN13819489,simple,9606,Homo sapiens,GSM4258884,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_72 [VMT176],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258884
SRR10868316,11412138,582019038,51,246,SRX7538314,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976978,SAMN13819476,simple,9606,Homo sapiens,GSM4258909,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_95 [VMT219],RMS_breast tumor,primary breast tumour,NA,MT,Stage 2,ribosomal RNA,GSM4258909
SRR10868317,11306855,576649605,51,242,SRX7538315,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976979,SAMN13819475,simple,9606,Homo sapiens,GSM4258910,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_96 [VMT220],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 2,ribosomal RNA,GSM4258910
SRR10868318,8978734,457915434,51,193,SRX7538316,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976980,SAMN13819474,simple,9606,Homo sapiens,GSM4258911,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_97 [VMT221],RMS_breast tumor,primary breast tumour,LumiNAl,MT,Stage 3,ribosomal RNA,GSM4258911
SRR10868319,11437002,583287102,51,245,SRX7538317,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976981,SAMN13819473,simple,9606,Homo sapiens,GSM4258912,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_98 [VMT222],RMS_breast tumor,primary breast tumour,TNBC,MT,Stage 3,ribosomal RNA,GSM4258912
SRR10868320,11139194,568098894,51,239,SRX7538318,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976982,SAMN13819472,simple,9606,Homo sapiens,GSM4258913,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_99 [VMT223],RMS_breast tumor,primary breast tumour,LumiNAl,NA,Stage 3,ribosomal RNA,GSM4258913
SRR10868321,7961195,406020945,51,170,SRX7538319,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976983,SAMN13819471,simple,9606,Homo sapiens,GSM4258914,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_100 [VMT224],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258914
SRR10868322,11730850,598273350,51,252,SRX7538320,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976984,SAMN13819207,simple,9606,Homo sapiens,GSM4258915,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_101 [VMT225],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258915
SRR10868323,10918344,556835544,51,234,SRX7538321,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976985,SAMN13819206,simple,9606,Homo sapiens,GSM4258916,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_102 [VMT226],RMS_breast tumor,primary breast tumour,TNBC,NA,Stage 3,ribosomal RNA,GSM4258916
SRR10868324,10529715,537015465,51,225,SRX7538322,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976986,SAMN13819205,simple,9606,Homo sapiens,GSM4258917,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_103 [VMT227],RMS_breast tumor,primary breast tumour,HER2,NA,Stage 3,ribosomal RNA,GSM4258917
SRR10868325,13431787,685021137,51,287,SRX7538323,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976987,SAMN13819204,simple,9606,Homo sapiens,GSM4258918,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_104 [VMT228],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 3,ribosomal RNA,GSM4258918
SRR10868326,9505314,484771014,51,208,SRX7538324,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976988,SAMN13819514,simple,9606,Homo sapiens,GSM4258919,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_105 [VMT229],RMS_breast tumor,primary breast tumour,TNBC,NA,Stage 3,ribosomal RNA,GSM4258919
SRR10868327,7763916,395959716,51,165,SRX7538325,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976989,SAMN13819513,simple,9606,Homo sapiens,GSM4258920,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_106 [VMT230],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 2,ribosomal RNA,GSM4258920
SRR10868328,11760711,599796261,51,250,SRX7538326,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976990,SAMN13819512,simple,9606,Homo sapiens,GSM4258921,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_107 [VMT231],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258921
SRR10868329,9609666,490092966,51,204,SRX7538327,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976991,SAMN13819511,simple,9606,Homo sapiens,GSM4258922,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_108 [VMT232],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 2,ribosomal RNA,GSM4258922
SRR10868330,13314550,679042050,51,286,SRX7538328,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976992,SAMN13819510,simple,9606,Homo sapiens,GSM4258923,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_109 [VMT233],RMS_breast tumor,primary breast tumour,NA,WT,Stage 1,ribosomal RNA,GSM4258923
SRR10868331,13777264,702640464,51,294,SRX7538329,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976993,SAMN13819509,simple,9606,Homo sapiens,GSM4258924,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_110 [VMT234],RMS_breast tumor,primary breast tumour,TNBC,NA,Stage 3,ribosomal RNA,GSM4258924
SRR10868332,9698837,494640687,51,208,SRX7538330,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976994,SAMN13819508,simple,9606,Homo sapiens,GSM4258925,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_111 [VMT235],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258925
SRR10868333,11258108,574163508,51,241,SRX7538331,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976995,SAMN13819507,simple,9606,Homo sapiens,GSM4258926,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_112 [VMT236],RMS_breast tumor,primary breast tumour,HER2,NA,Stage 3,ribosomal RNA,GSM4258926
SRR10868334,10277040,524129040,51,220,SRX7538332,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976997,SAMN13819506,simple,9606,Homo sapiens,GSM4258927,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_113 [VMT238],RMS_breast tumor,primary breast tumour,LumiNAl,MT,Stage 3,ribosomal RNA,GSM4258927
SRR10868335,12609314,643075014,51,273,SRX7538333,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976996,SAMN13819505,simple,9606,Homo sapiens,GSM4258928,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_114 [VMT239],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 3,ribosomal RNA,GSM4258928
SRR10868336,12280594,626310294,51,263,SRX7538334,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976998,SAMN13819504,simple,9606,Homo sapiens,GSM4258929,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_115 [VMT240],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258929
SRR10868337,10330046,526832346,51,224,SRX7538335,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5976999,SAMN13819503,simple,9606,Homo sapiens,GSM4258930,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_116 [VMT241],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 3,ribosomal RNA,GSM4258930
SRR10868338,10448498,532873398,51,227,SRX7538336,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977000,SAMN13819502,simple,9606,Homo sapiens,GSM4258931,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_117 [VMT243],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258931
SRR10868339,10097925,514994175,51,219,SRX7538337,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977001,SAMN13819501,simple,9606,Homo sapiens,GSM4258932,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_118 [VMT244],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258932
SRR10868340,8854343,451571493,51,193,SRX7538338,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977002,SAMN13819500,simple,9606,Homo sapiens,GSM4258933,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_119 [VMT245],RMS_breast tumor,primary breast tumour,NA,MT,Stage 3,ribosomal RNA,GSM4258933
SRR10868341,11308339,576725289,51,248,SRX7538339,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977003,SAMN13819499,simple,9606,Homo sapiens,GSM4258934,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_120 [VMT246],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258934
SRR10868342,9406895,479751645,51,205,SRX7538340,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977004,SAMN13819498,simple,9606,Homo sapiens,GSM4258935,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_121 [VMT247],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258935
SRR10868343,11784150,600991650,51,256,SRX7538341,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977006,SAMN13819145,simple,9606,Homo sapiens,GSM4258936,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_122 [VMT248],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258936
SRR10868344,5278776,269217576,51,114,SRX7538342,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977005,SAMN13819144,simple,9606,Homo sapiens,GSM4258937,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_123 [VMT249],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258937
SRR10868345,9720461,495743511,51,211,SRX7538343,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977007,SAMN13819143,simple,9606,Homo sapiens,GSM4258938,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_124 [VMT250],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 3,ribosomal RNA,GSM4258938
SRR10868346,10784962,550033062,51,235,SRX7538344,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977008,SAMN13819142,simple,9606,Homo sapiens,GSM4258939,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_125 [VMT251],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258939
SRR10868347,8865431,452136981,51,193,SRX7538345,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977009,SAMN13819141,simple,9606,Homo sapiens,GSM4258940,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_126 [VMT252],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258940
SRR10868348,8931241,455493291,51,194,SRX7538346,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977010,SAMN13819140,simple,9606,Homo sapiens,GSM4258941,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_127 [VMT254],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258941
SRR10868349,8125059,414378009,51,176,SRX7538347,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977011,SAMN13819139,simple,9606,Homo sapiens,GSM4258942,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_128 [VMT255],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258942
SRR10868350,7895249,402657699,51,171,SRX7538348,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977012,SAMN13819138,simple,9606,Homo sapiens,GSM4258943,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_129 [VMT256],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258943
SRR10868351,12019171,612977721,51,262,SRX7538349,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977014,SAMN13819137,simple,9606,Homo sapiens,GSM4258944,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_130 [VMT257],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258944
SRR10868352,12410227,632921577,51,271,SRX7538350,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977013,SAMN13819136,simple,9606,Homo sapiens,GSM4258945,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_131 [VMT258],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 3,ribosomal RNA,GSM4258945
SRR10868353,8599676,438583476,51,186,SRX7538351,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977016,SAMN13819135,simple,9606,Homo sapiens,GSM4258946,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_132 [VMT259],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258946
SRR10868354,11788724,601224924,51,257,SRX7538352,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977015,SAMN13819134,simple,9606,Homo sapiens,GSM4258947,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_133 [VMT260],RMS_breast tumor,primary breast tumour,NA,WT,Stage 2,ribosomal RNA,GSM4258947
SRR10868355,9559293,487523943,51,210,SRX7538353,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977017,SAMN13819133,simple,9606,Homo sapiens,GSM4258948,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_134 [VMT261],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258948
SRR10868356,11621408,592691808,51,253,SRX7538354,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977018,SAMN13819132,simple,9606,Homo sapiens,GSM4258949,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_135 [VMT262],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258949
SRR10868357,8771719,447357669,51,190,SRX7538355,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977019,SAMN13819131,simple,9606,Homo sapiens,GSM4258950,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_136 [VMT263],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258950
SRR10868358,10977007,559827357,51,239,SRX7538356,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977020,SAMN13819130,simple,9606,Homo sapiens,GSM4258951,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_137 [VMT264],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258951
SRR10868359,9562462,487685562,51,207,SRX7538357,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977021,SAMN13819129,simple,9606,Homo sapiens,GSM4258952,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_138 [VMT265],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258952
SRR10868360,11844766,604083066,51,259,SRX7538358,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977023,SAMN13819177,simple,9606,Homo sapiens,GSM4258953,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_139 [VMT266],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 3,ribosomal RNA,GSM4258953
