Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,sample_name,antibody,biological_replicate,dev_stage,genetic_modification,genotype,strain,tissue,treatment,time
DRR213632,92934117,9107543466,98,4365,DRX203973,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214737,SAMD00206576,simple,10090,Mus musculus,SAMD00206576,RIKEN_BDR,DRA009729,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E14_dorsal_brain,E14_WT_possorted_genome_bam.bam,Null,,E14,YES,Hes1-d2-EGFP Tg/+,ICR,Brain,NULL,
DRR213633,142236232,13939150736,98,4759,DRX203974,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214738,SAMD00206577,simple,10090,Mus musculus,SAMD00206577,RIKEN_BDR,DRA009729,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E10_Con_dorsal_brain,E10_Con_possorted_genome_bam.bam,Null,,E10,YES,FblFlox/+P53-/-,C57BL/6,Brain,NULL,
DRR213634,106219576,10409518448,98,3687,DRX203975,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214739,SAMD00206578,simple,10090,Mus musculus,SAMD00206578,RIKEN_BDR,DRA009729,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E10_Het_dorsal_brain,E10_het_possorted_genome_bam.bam,Null,,E10,YES,FblFlox/+P53-/-Emx1Cre+/-,C57BL/6,Brain,NULL,
DRR213635,85238972,8353419256,98,2922,DRX203976,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214740,SAMD00206579,simple,10090,Mus musculus,SAMD00206579,RIKEN_BDR,DRA009729,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E10_DKO_dorsal_brain,E10DKO_possorted_genome_bam.bam,Null,,E10,YES,FblFlox/FloxP53-/-Emx1Cre+/-,C57BL/6,Brain,NULL,
DRR213636,135323876,13261739848,98,5866,DRX203977,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214741,SAMD00206580,simple,10090,Mus musculus,SAMD00206580,RIKEN_BDR,DRA009729,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E12_Het_dorsal_brain,E12_Fbl_het_possorted_genome_bam.bam,Null,,E12,YES,FblFlox/+P53-/-Emx1Cre+/-,C57BL/6,Brain,NULL,
DRR213637,140943897,13812501906,98,6126,DRX203978,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214742,SAMD00206581,simple,10090,Mus musculus,SAMD00206581,RIKEN_BDR,DRA009729,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E12_DKO_dorsal_brain,E12_DKO_possorted_genome_bam.bam,Null,,E12,YES,FblFlox/FloxP53-/-Emx1Cre+/-,C57BL/6,Brain,NULL,
DRR213638,173001629,16954159642,98,5753,DRX203979,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214743,SAMD00206582,simple,10090,Mus musculus,SAMD00206582,RIKEN_BDR,DRA009729,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E14_Con_dorsal_brain,E14_Con_possorted_genome_bam.bam,Null,,E14,YES,FblFlox/FloxP53-/-,C57BL/6,Brain,NULL,
DRR213639,135644508,13293161784,98,4574,DRX203980,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214744,SAMD00206583,simple,10090,Mus musculus,SAMD00206583,RIKEN_BDR,DRA009729,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E14_Het_dorsal_brain,E14_Het_possorted_genome_bam.bam,Null,,E14,YES,FblFlox/+P53+/-Emx1Cre+/-_,C57BL/6,Brain,NULL,
DRR213640,160386815,15717907870,98,5293,DRX203981,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214745,SAMD00206584,simple,10090,Mus musculus,SAMD00206584,RIKEN_BDR,DRA009729,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E14_DKO_dorsal_brain,E14_DKO_possorted_genome_bam.bam,Null,,E14,YES,FblFlox/FloxP53-/-Emx1Cre+/-,C57BL/6,Brain,NULL,
DRR244368,98032560,9607190880,98,6123,DRX234165,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214733,SAMD00245771,simple,10090,Mus musculus,SAMD00245771,RIKEN_BDR,DRA010791,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E11_dorsal_brain,E11_WT,Null,,E11,NO,Hes1-d2-EGFP Tg/+,ICR,Brain,NULL,
DRR244369,154426707,15133817286,98,9414,DRX234166,,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS214734,SAMD00245772,simple,10090,Mus musculus,SAMD00245772,RIKEN_BDR,DRA010791,12,2021,Makar,"",single-cell-RNA_seq_cells_from_E13_dorsal_brain,E16_WT,Null,,E16,NO,Hes1-d2-EGFP Tg/+,ICR,Brain,NULL,
DRR334789,11644124,931529920,80,392,DRX323785,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215006,SAMD00431585,simple,10090,Mus musculus,SAMD00431585,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_DMSO_treated_3days_rep1,Control_DMSO_1,,1,,,Wild type,ICR,Brain,DMSO,3_days
DRR334790,9944639,795571120,80,335,DRX323786,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215007,SAMD00431586,simple,10090,Mus musculus,SAMD00431586,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_DMSO_treated_3days_rep2,Control_DMSO_2,,2,,,Wild type,ICR,Brain,DMSO,3_days
DRR334791,9789090,783127200,80,337,DRX323787,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215008,SAMD00431587,simple,10090,Mus musculus,SAMD00431587,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_DMSO_treated_3days_rep3,Control_DMSO_3,,3,,,Wild type,ICR,Brain,DMSO,3_days
DRR334792,11764410,941152800,80,394,DRX323788,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215009,SAMD00431588,simple,10090,Mus musculus,SAMD00431588,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_GSKJ4_treated_3days_rep1,GSK_j4_1,,1,,,Wild type,ICR,Brain,GSK_J4,3_days
DRR334793,9529470,762357600,80,321,DRX323789,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215010,SAMD00431589,simple,10090,Mus musculus,SAMD00431589,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_GSKJ4_treated_3days_rep2,GSK_j4_2,,2,,,Wild type,ICR,Brain,GSK_J4,3_days
DRR334794,8925623,714049840,80,296,DRX323790,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215011,SAMD00431590,simple,10090,Mus musculus,SAMD00431590,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_GSKJ4_treated_3days_rep3,GSK_j4_3,,3,,,Wild type,ICR,Brain,GSK_J4,3_days
DRR334795,9173202,733856160,80,311,DRX323791,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215012,SAMD00431591,simple,10090,Mus musculus,SAMD00431591,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_GSK343_treated_3days_rep1,GSK343_1,,1,,,Wild type,ICR,Brain,GSK_343,3_days
DRR334796,11361766,908941280,80,382,DRX323792,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215013,SAMD00431592,simple,10090,Mus musculus,SAMD00431592,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_GSK343_treated_3days_rep2,GSK343_2,,2,,,Wild type,ICR,Brain,GSK_343,3_days
DRR334797,9198608,735888640,80,308,DRX323793,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215014,SAMD00431593,simple,10090,Mus musculus,SAMD00431593,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_GSK343_treated_3days_rep3,GSK343_3,,3,,,Wild type,ICR,Brain,GSK_343,3_days
DRR334798,11406042,912483360,80,384,DRX323794,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215015,SAMD00431594,simple,10090,Mus musculus,SAMD00431594,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_GSK343+GSKJ4_treated_3days_rep1,GSK_J4_GSK_343_1,,1,,,Wild type,ICR,Brain,GSK_J4+GSK_343,3_days
DRR334799,8977407,718192560,80,307,DRX323795,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215016,SAMD00431595,simple,10090,Mus musculus,SAMD00431595,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_GSK343+GSKJ4_treated_3days_rep2,GSK_J4_GSK_343_2,,2,,,Wild type,ICR,Brain,GSK_J4+GSK_343,3_days
DRR334800,8668841,693507280,80,292,DRX323796,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215017,SAMD00431596,simple,10090,Mus musculus,SAMD00431596,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_GSK343+GSKJ4_treated_3days_rep3,GSK_J4_GSK_343_3,,3,,,Wild type,ICR,Brain,GSK_J4+GSK_343,3_days
DRR334801,10253668,820293440,80,346,DRX323797,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215018,SAMD00431597,simple,10090,Mus musculus,SAMD00431597,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_Control_siRNA_treated_1day_rep1,Fbl_con_siRNA_1,,1,,,Wild type,ICR,Brain,Control_siRNA,3_days
DRR334802,11006396,880511680,80,372,DRX323798,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215019,SAMD00431598,simple,10090,Mus musculus,SAMD00431598,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_Control_siRNA_treated_1day_rep2,Fbl_con_siRNA_2,,2,,,Wild type,ICR,Brain,Control_siRNA,3_days
DRR334803,10820566,865645280,80,365,DRX323799,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215020,SAMD00431599,simple,10090,Mus musculus,SAMD00431599,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_Control_siRNA_treated_1day_rep3,Fbl_con_siRNA_3,,3,,,Wild type,ICR,Brain,Control_siRNA,3_days
DRR334804,10567996,845439680,80,362,DRX323800,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215021,SAMD00431600,simple,10090,Mus musculus,SAMD00431600,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_Fbl_siRNA_treated_1day_rep1,Fbl_347_siRNA_1,,1,,,Wild type,ICR,Brain,Fbl_siRNA,3_days
DRR334805,9967367,797389360,80,333,DRX323801,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215022,SAMD00431601,simple,10090,Mus musculus,SAMD00431601,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_Fbl_siRNA_treated_1day_rep2,Fbl_347_siRNA_2,,2,,,Wild type,ICR,Brain,Fbl_siRNA,3_days
DRR334806,11012908,881032640,80,366,DRX323802,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS215023,SAMD00431602,simple,10090,Mus musculus,SAMD00431602,RIKEN_BDR,DRA013203,12,2021,Makar,"",RNA_seq_cells_from_E10_doral_brains_Fbl_siRNA_treated_1day_rep3,Fbl_347_siRNA_3,,3,,,Wild type,ICR,Brain,Fbl_siRNA,3_days
DRR207343,11875942,950075360,80,441,DRX197736,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225545,SAMD00202814,simple,10090,Mus musculus,SAMD00202814,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_DMSO_treated_3days_rep1,Con_1,Null,1,E11,NO,Wild type,ICR,Brain,DMSO,3_days
DRR207344,12081742,966539360,80,447,DRX197737,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225546,SAMD00202815,simple,10090,Mus musculus,SAMD00202815,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_DMSO_treated_3days_rep2,Con_2,Null,2,E11,NO,Wild type,ICR,Brain,DMSO,3_days
DRR207345,14593416,1167473280,80,464,DRX197738,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225547,SAMD00202816,simple,10090,Mus musculus,SAMD00202816,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_DMSO_treated_3days_rep3,Con_3,Null,3,E11,NO,Wild type,ICR,Brain,DMSO,3_days
DRR207346,14316140,1145291200,80,469,DRX197739,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225548,SAMD00202817,simple,10090,Mus musculus,SAMD00202817,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_DMSO_treated_3days_rep4,Con_4,Null,4,E11,NO,Wild type,ICR,Brain,DMSO,3_days
DRR207347,11460695,916855600,80,430,DRX197740,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225549,SAMD00202818,simple,10090,Mus musculus,SAMD00202818,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_GSKJ4_treated_3days_rep1,GSK_j4_1,Null,1,E11,NO,Wild type,ICR,Brain,GSK_J4,3_days
DRR207348,12102486,968198880,80,449,DRX197741,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225550,SAMD00202819,simple,10090,Mus musculus,SAMD00202819,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_GSKJ4_treated_3days_rep2,GSK_j4_2,Null,2,E11,NO,Wild type,ICR,Brain,GSK_J4,3_days
DRR207349,15096334,1207706720,80,485,DRX197742,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225551,SAMD00202820,simple,10090,Mus musculus,SAMD00202820,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_GSK343_treated_3days_rep1,GSK343_1,Null,1,E11,NO,Wild type,ICR,Brain,GSK_343,3_days
DRR207350,15389029,1231122320,80,494,DRX197743,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225552,SAMD00202821,simple,10090,Mus musculus,SAMD00202821,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_GSK343_treated_3days_rep2,GSK343_2,Null,2,E11,NO,Wild type,ICR,Brain,GSK_343,3_days
DRR207351,11418631,913490480,80,423,DRX197744,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225553,SAMD00202822,simple,10090,Mus musculus,SAMD00202822,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_GSK343+GSKJ4_treated_3days_rep1,GSKJ4343_1,Null,1,E11,NO,Wild type,ICR,Brain,GSK_J4+GSK_343,3_days
DRR207352,11022839,881827120,80,408,DRX197745,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225554,SAMD00202823,simple,10090,Mus musculus,SAMD00202823,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_GSK343+GSKJ4_treated_3days_rep2,GSKJ4343_2,Null,2,E11,NO,Wild type,ICR,Brain,GSK_J4+GSK_343,3_days
DRR207353,18131426,1450514080,80,648,DRX197746,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225555,SAMD00202824,simple,10090,Mus musculus,SAMD00202824,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_FblsiRNA347_treated_1day_rep1,Fbl_347_siRNA_1.fastq,Null,1,E11,NO,Wild type,ICR,Brain,Fbl_siRNA347,1day
DRR207354,18705546,1496443680,80,671,DRX197747,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225556,SAMD00202825,simple,10090,Mus musculus,SAMD00202825,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_FblsiRNA347_treated_1day_rep2,Fbl_347_siRNA_2.fastq,Null,2,E11,NO,Wild type,ICR,Brain,Fbl_siRNA347,1day
DRR207355,18174004,1453920320,80,649,DRX197748,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225557,SAMD00202826,simple,10090,Mus musculus,SAMD00202826,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_FblsiRNA347_treated_1day_rep3,Fbl_347_siRNA_3.fastq,Null,3,E11,NO,Wild type,ICR,Brain,Fbl_siRNA347,1day
DRR207356,18062953,1445036240,80,658,DRX197749,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225558,SAMD00202827,simple,10090,Mus musculus,SAMD00202827,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_control_siRNA_treated_1day_rep1,Fbl_con_siRNA_1.fastq,Null,1,E11,NO,Wild type,ICR,Brain,Control_siRNA,1day
DRR207357,18766540,1501323200,80,671,DRX197750,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225559,SAMD00202828,simple,10090,Mus musculus,SAMD00202828,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_control_siRNA_treated_1day_rep2,Fbl_con_siRNA_2.fastq,Null,2,E11,NO,Wild type,ICR,Brain,Control_siRNA,1day
DRR207358,19361572,1548925760,80,691,DRX197751,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,DRP007972,PRJDB9278,1,"",DRS225560,SAMD00202829,simple,10090,Mus musculus,SAMD00202829,RIKEN_BDR,DRA009568,01,2022,Makar,"",RNA_seq_cells_from_E11_doral_brains_control_siRNA_treated_1day_rep3,Fbl_con_siRNA_3fastq,Null,3,E11,NO,Wild type,ICR,Brain,Control_siRNA,1day
