Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,pairing type,social condition,timepoint
SRR17335358,4424219,336240644,76,130,SRX13510754,GSM5754231,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404995,SAMN24439474,simple,79684,Microtus ochrogaster,GSM5754231,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2659P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335353,7323693,556600668,76,216,SRX13510755,GSM5754232,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404996,SAMN24439473,simple,79684,Microtus ochrogaster,GSM5754232,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2664P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335354,3633661,276158236,76,107,SRX13510755,GSM5754232,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404996,SAMN24439473,simple,79684,Microtus ochrogaster,GSM5754232,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2664P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335355,3634873,276250348,76,107,SRX13510755,GSM5754232,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404996,SAMN24439473,simple,79684,Microtus ochrogaster,GSM5754232,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2664P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335350,6206261,471675836,76,182,SRX13510756,GSM5754180,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404997,SAMN24439525,simple,79684,Microtus ochrogaster,GSM5754180,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2762,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335351,6800163,516812388,76,200,SRX13510756,GSM5754180,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404997,SAMN24439525,simple,79684,Microtus ochrogaster,GSM5754180,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2762,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335352,6784524,515623824,76,198,SRX13510756,GSM5754180,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404997,SAMN24439525,simple,79684,Microtus ochrogaster,GSM5754180,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2762,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335347,6526161,495988236,76,192,SRX13510757,GSM5754181,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404998,SAMN24439524,simple,79684,Microtus ochrogaster,GSM5754181,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2801,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335348,7705841,585643916,76,227,SRX13510757,GSM5754181,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404998,SAMN24439524,simple,79684,Microtus ochrogaster,GSM5754181,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2801,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335349,7682365,583859740,76,225,SRX13510757,GSM5754181,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404998,SAMN24439524,simple,79684,Microtus ochrogaster,GSM5754181,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2801,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335344,6487786,493071736,76,191,SRX13510758,GSM5754182,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404999,SAMN24439523,simple,79684,Microtus ochrogaster,GSM5754182,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2898,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335345,7114743,540720468,76,208,SRX13510758,GSM5754182,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404999,SAMN24439523,simple,79684,Microtus ochrogaster,GSM5754182,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2898,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335346,7070197,537334972,76,206,SRX13510758,GSM5754182,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11404999,SAMN24439523,simple,79684,Microtus ochrogaster,GSM5754182,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2898,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335341,5609360,426311360,76,165,SRX13510759,GSM5754183,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405000,SAMN24439522,simple,79684,Microtus ochrogaster,GSM5754183,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2906,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335342,7174167,545236692,76,210,SRX13510759,GSM5754183,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405000,SAMN24439522,simple,79684,Microtus ochrogaster,GSM5754183,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2906,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335343,7180564,545722864,76,209,SRX13510759,GSM5754183,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405000,SAMN24439522,simple,79684,Microtus ochrogaster,GSM5754183,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2906,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335338,4968605,377613980,76,145,SRX13510760,GSM5754184,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405001,SAMN24439521,simple,79684,Microtus ochrogaster,GSM5754184,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2909,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335339,7033798,534568648,76,205,SRX13510760,GSM5754184,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405001,SAMN24439521,simple,79684,Microtus ochrogaster,GSM5754184,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2909,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335340,7027943,534123668,76,204,SRX13510760,GSM5754184,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405001,SAMN24439521,simple,79684,Microtus ochrogaster,GSM5754184,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2909,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335335,6078400,461958400,76,179,SRX13510761,GSM5754185,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405002,SAMN24439520,simple,79684,Microtus ochrogaster,GSM5754185,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2910,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335336,6307242,479350392,76,186,SRX13510761,GSM5754185,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405002,SAMN24439520,simple,79684,Microtus ochrogaster,GSM5754185,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2910,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335337,6292721,478246796,76,185,SRX13510761,GSM5754185,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405002,SAMN24439520,simple,79684,Microtus ochrogaster,GSM5754185,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2910,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335332,4425393,336329868,76,129,SRX13510762,GSM5754186,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405003,SAMN24439519,simple,79684,Microtus ochrogaster,GSM5754186,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2913,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335333,7237958,550084808,76,211,SRX13510762,GSM5754186,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405003,SAMN24439519,simple,79684,Microtus ochrogaster,GSM5754186,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2913,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335334,7228594,549373144,76,210,SRX13510762,GSM5754186,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405003,SAMN24439519,simple,79684,Microtus ochrogaster,GSM5754186,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2913,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335329,4043561,307310636,76,119,SRX13510763,GSM5754187,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405004,SAMN24439518,simple,79684,Microtus ochrogaster,GSM5754187,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2917,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335330,9522612,723718512,76,279,SRX13510763,GSM5754187,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405004,SAMN24439518,simple,79684,Microtus ochrogaster,GSM5754187,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2917,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335331,9516879,723282804,76,278,SRX13510763,GSM5754187,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405004,SAMN24439518,simple,79684,Microtus ochrogaster,GSM5754187,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2917,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335326,7492424,569424224,76,220,SRX13510764,GSM5754188,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405005,SAMN24439517,simple,79684,Microtus ochrogaster,GSM5754188,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2954,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335327,4820656,366369856,76,142,SRX13510764,GSM5754188,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405005,SAMN24439517,simple,79684,Microtus ochrogaster,GSM5754188,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2954,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335328,4822735,366527860,76,141,SRX13510764,GSM5754188,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405005,SAMN24439517,simple,79684,Microtus ochrogaster,GSM5754188,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2954,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335323,12000192,912014592,76,351,SRX13510765,GSM5754189,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405006,SAMN24439516,simple,79684,Microtus ochrogaster,GSM5754189,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2959,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335324,3766777,286275052,76,110,SRX13510765,GSM5754189,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405006,SAMN24439516,simple,79684,Microtus ochrogaster,GSM5754189,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2959,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335325,3764502,286102152,76,110,SRX13510765,GSM5754189,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405006,SAMN24439516,simple,79684,Microtus ochrogaster,GSM5754189,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2959,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335320,8298128,630657728,76,249,SRX13510766,GSM5754190,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405007,SAMN24439515,simple,79684,Microtus ochrogaster,GSM5754190,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2973,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335321,4228053,321332028,76,127,SRX13510766,GSM5754190,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405007,SAMN24439515,simple,79684,Microtus ochrogaster,GSM5754190,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2973,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335322,4205964,319653264,76,125,SRX13510766,GSM5754190,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405007,SAMN24439515,simple,79684,Microtus ochrogaster,GSM5754190,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2973,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335317,10514966,799137416,76,311,SRX13510767,GSM5754191,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405008,SAMN24439514,simple,79684,Microtus ochrogaster,GSM5754191,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2977,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335318,2876553,218618028,76,85,SRX13510767,GSM5754191,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405008,SAMN24439514,simple,79684,Microtus ochrogaster,GSM5754191,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2977,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335319,2883443,219141668,76,85,SRX13510767,GSM5754191,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405008,SAMN24439514,simple,79684,Microtus ochrogaster,GSM5754191,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2977,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335314,11603255,881847380,76,340,SRX13510768,GSM5754192,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405009,SAMN24439513,simple,79684,Microtus ochrogaster,GSM5754192,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2984,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335315,4398664,334298464,76,129,SRX13510768,GSM5754192,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405009,SAMN24439513,simple,79684,Microtus ochrogaster,GSM5754192,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2984,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335316,4393836,333931536,76,128,SRX13510768,GSM5754192,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405009,SAMN24439513,simple,79684,Microtus ochrogaster,GSM5754192,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2984,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335311,3541263,269135988,76,105,SRX13510769,GSM5754193,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405010,SAMN24439512,simple,79684,Microtus ochrogaster,GSM5754193,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2594,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335312,9144868,695009968,76,270,SRX13510769,GSM5754193,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405010,SAMN24439512,simple,79684,Microtus ochrogaster,GSM5754193,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2594,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335313,9105513,692018988,76,268,SRX13510769,GSM5754193,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405010,SAMN24439512,simple,79684,Microtus ochrogaster,GSM5754193,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2594,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335308,6536446,496769896,76,193,SRX13510770,GSM5754194,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405011,SAMN24439511,simple,79684,Microtus ochrogaster,GSM5754194,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2599,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335309,7296905,554564780,76,215,SRX13510770,GSM5754194,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405011,SAMN24439511,simple,79684,Microtus ochrogaster,GSM5754194,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2599,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335310,7283610,553554360,76,214,SRX13510770,GSM5754194,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405011,SAMN24439511,simple,79684,Microtus ochrogaster,GSM5754194,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2599,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335305,6210161,471972236,76,183,SRX13510771,GSM5754195,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405012,SAMN24439510,simple,79684,Microtus ochrogaster,GSM5754195,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2647,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335306,7102647,539801172,76,208,SRX13510771,GSM5754195,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405012,SAMN24439510,simple,79684,Microtus ochrogaster,GSM5754195,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2647,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335307,7107873,540198348,76,207,SRX13510771,GSM5754195,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405012,SAMN24439510,simple,79684,Microtus ochrogaster,GSM5754195,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2647,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335302,5201965,395349340,76,152,SRX13510772,GSM5754212,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405013,SAMN24439493,simple,79684,Microtus ochrogaster,GSM5754212,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2664,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335303,10141838,770779688,76,296,SRX13510772,GSM5754212,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405013,SAMN24439493,simple,79684,Microtus ochrogaster,GSM5754212,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2664,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335304,10131197,769970972,76,295,SRX13510772,GSM5754212,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405013,SAMN24439493,simple,79684,Microtus ochrogaster,GSM5754212,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2664,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335299,5540362,421067512,76,163,SRX13510773,GSM5754213,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405014,SAMN24439492,simple,79684,Microtus ochrogaster,GSM5754213,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2594P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335300,6308488,479445088,76,185,SRX13510773,GSM5754213,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405014,SAMN24439492,simple,79684,Microtus ochrogaster,GSM5754213,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2594P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335301,6302718,479006568,76,184,SRX13510773,GSM5754213,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405014,SAMN24439492,simple,79684,Microtus ochrogaster,GSM5754213,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2594P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335296,4934589,375028764,76,144,SRX13510774,GSM5754214,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405015,SAMN24439491,simple,79684,Microtus ochrogaster,GSM5754214,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2599P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335297,7916897,601684172,76,230,SRX13510774,GSM5754214,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405015,SAMN24439491,simple,79684,Microtus ochrogaster,GSM5754214,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2599P,Nucleus accumbens,opposite-sex,Paired,4 weeks
