Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,genotype/variation,subcellular compartment,treatment,method,strain/background,GEO Accession
SRR2007108,16278726,830215026,51,508,SRX1017079,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928271,SAMN03581082,simple,10090,Mus musculus,GSM1666849,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, cytosol, 2 h Tg","ATF4-/- cytosol mrna, 2 h Tg (rep 1)","ATF4-/- mouse embryonic fibroblasts, cytosol, 2 h Tg",mouse embryonic fibroblasts,ATF4-/-,cytosol,2 h Thapsigargin,mRNA,,GSM1666849
SRR2007109,19536983,996386133,51,601,SRX1017080,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928270,SAMN03581083,simple,10090,Mus musculus,GSM1666850,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, ER, 2 h Tg","ATF4-/- ER mrna, 2 h Tg (rep 1)","ATF4-/- mouse embryonic fibroblasts, ER, 2 h Tg",mouse embryonic fibroblasts,ATF4-/-,endoplasmic reticulum,2 h Thapsigargin,mRNA,,GSM1666850
SRR2007110,13507792,688897392,51,420,SRX1017081,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928269,SAMN03581084,simple,10090,Mus musculus,GSM1666851,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, cytosol, 4 h Tg","ATF4-/- cytosol mrna, 4 h Tg (rep 1)","ATF4-/- mouse embryonic fibroblasts, cytosol, 4 h Tg",mouse embryonic fibroblasts,ATF4-/-,cytosol,4 h Thapsigargin,mRNA,,GSM1666851
SRR2007111,20429896,1041924696,51,622,SRX1017082,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928239,SAMN03581091,simple,10090,Mus musculus,GSM1666852,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, ER, 4 h Tg","ATF4-/- ER mrna, 4 h Tg (rep 1)","ATF4-/- mouse embryonic fibroblasts, ER, 4 h Tg",mouse embryonic fibroblasts,ATF4-/-,endoplasmic reticulum,4 h Thapsigargin,mRNA,,GSM1666852
SRR2007112,1440413,73461063,51,43,SRX1017083,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928238,SAMN03581092,simple,10090,Mus musculus,GSM1666853,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, cytosol, untreated","ATF4-/- cytosol mrna, untreated (rep 1)","ATF4-/- mouse embryonic fibroblasts, cytosol, untreated",mouse embryonic fibroblasts,ATF4-/-,cytosol,untreated,mRNA,,GSM1666853
SRR2007113,23102101,1178207151,51,709,SRX1017084,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928237,SAMN03581093,simple,10090,Mus musculus,GSM1666854,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, ER, untreated","ATF4-/- ER mrna, untreated (rep 1)","ATF4-/- mouse embryonic fibroblasts, ER, untreated",mouse embryonic fibroblasts,ATF4-/-,endoplasmic reticulum,untreated,mRNA,,GSM1666854
SRR2007114,18330472,934854072,51,566,SRX1017085,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928236,SAMN03581094,simple,10090,Mus musculus,GSM1666855,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, cytosol, 0.5 h Tg","ATF4-/- cytosol mrna, 0.5 h Tg (rep 2)","ATF4-/- mouse embryonic fibroblasts, cytosol, 0.5 h Tg",mouse embryonic fibroblasts,ATF4-/-,cytosol,0.5 h Thapsigargin,mRNA,,GSM1666855
SRR2007115,8710938,444257838,51,274,SRX1017086,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928268,SAMN03581085,simple,10090,Mus musculus,GSM1666856,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, ER, 0.5 h Tg","ATF4-/- ER mrna, 0.5 h Tg (rep 2)","ATF4-/- mouse embryonic fibroblasts, ER, 0.5 h Tg",mouse embryonic fibroblasts,ATF4-/-,endoplasmic reticulum,0.5 h Thapsigargin,mRNA,,GSM1666856
SRR2007116,26463386,1349632686,51,818,SRX1017087,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928267,SAMN03581086,simple,10090,Mus musculus,GSM1666857,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, cytosol, 1 h Tg","ATF4-/- cytosol mrna, 1 h Tg (rep 2)","ATF4-/- mouse embryonic fibroblasts, cytosol, 1 h Tg",mouse embryonic fibroblasts,ATF4-/-,cytosol,1 h Thapsigargin,mRNA,,GSM1666857
SRR2007117,5882207,299992557,51,181,SRX1017088,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928266,SAMN03581087,simple,10090,Mus musculus,GSM1666858,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, ER, 1 h Tg","ATF4-/- ER mrna, 1 h Tg (rep 2)","ATF4-/- mouse embryonic fibroblasts, ER, 1 h Tg",mouse embryonic fibroblasts,ATF4-/-,endoplasmic reticulum,1 h Thapsigargin,mRNA,,GSM1666858
SRR2007118,4848906,247294206,51,151,SRX1017089,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928265,SAMN03581088,simple,10090,Mus musculus,GSM1666859,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, cytosol, 2 h Tg","ATF4-/- cytosol mrna, 2 h Tg (rep 2)","ATF4-/- mouse embryonic fibroblasts, cytosol, 2 h Tg",mouse embryonic fibroblasts,ATF4-/-,cytosol,2 h Thapsigargin,mRNA,,GSM1666859
SRR2007119,3825674,195109374,51,118,SRX1017090,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928264,SAMN03581089,simple,10090,Mus musculus,GSM1666860,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, ER, 2 h Tg","ATF4-/- ER mrna, 2 h Tg (rep 2)","ATF4-/- mouse embryonic fibroblasts, ER, 2 h Tg",mouse embryonic fibroblasts,ATF4-/-,endoplasmic reticulum,2 h Thapsigargin,mRNA,,GSM1666860
SRR2007120,15116375,770935125,51,471,SRX1017091,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928263,SAMN03581090,simple,10090,Mus musculus,GSM1666861,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, cytosol, 4 h Tg","ATF4-/- cytosol mrna, 4 h Tg (rep 2)","ATF4-/- mouse embryonic fibroblasts, cytosol, 4 h Tg",mouse embryonic fibroblasts,ATF4-/-,cytosol,4 h Thapsigargin,mRNA,,GSM1666861
SRR2007121,18447044,940799244,51,569,SRX1017092,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928262,SAMN03581095,simple,10090,Mus musculus,GSM1666862,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, ER, 4 h Tg","ATF4-/- ER mrna, 4 h Tg (rep 2)","ATF4-/- mouse embryonic fibroblasts, ER, 4 h Tg",mouse embryonic fibroblasts,ATF4-/-,endoplasmic reticulum,4 h Thapsigargin,mRNA,,GSM1666862
SRR2007122,14947299,762312249,51,457,SRX1017093,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928261,SAMN03581096,simple,10090,Mus musculus,GSM1666863,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, cytosol, untreated","ATF4-/- cytosol mrna, untreated (rep 2)","ATF4-/- mouse embryonic fibroblasts, cytosol, untreated",mouse embryonic fibroblasts,ATF4-/-,cytosol,untreated,mRNA,,GSM1666863
SRR2007123,39700980,2024749980,51,1233,SRX1017094,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928260,SAMN03581097,simple,10090,Mus musculus,GSM1666864,GEO,SRA266203,01,2016,Makar,"ATF4-/- mouse embryonic fibroblasts, ER, untreated","ATF4-/- ER mrna, untreated (rep 2)","ATF4-/- mouse embryonic fibroblasts, ER, untreated",mouse embryonic fibroblasts,ATF4-/-,endoplasmic reticulum,untreated,mRNA,,GSM1666864
SRR2007124,7469768,380958168,51,226,SRX1017095,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928259,SAMN03581098,simple,10090,Mus musculus,GSM1666865,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, 0.5 h Tg","eIF2A S51A cytosol mrna, 0.5 h Tg (rep 1)","eIF2a S51A mouse embryonic fibroblasts, cytosol, 0.5 h Tg",mouse embryonic fibroblasts,eIF2a S51A,cytosol,0.5 h Thapsigargin,mRNA,,GSM1666865
SRR2007125,20366154,1038673854,51,607,SRX1017096,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928258,SAMN03581099,simple,10090,Mus musculus,GSM1666866,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, 0.5 h Tg","eIF2A S51A ER mrna, 0.5 h Tg (rep 1)","eIF2a S51A mouse embryonic fibroblasts, ER, 0.5 h Tg",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,0.5 h Thapsigargin,mRNA,,GSM1666866
SRR2007126,14202601,724332651,51,429,SRX1017097,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928257,SAMN03581100,simple,10090,Mus musculus,GSM1666867,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, 1 h Tg","eIF2A S51A cytosol mrna, 1 h Tg (rep 1)","eIF2a S51A mouse embryonic fibroblasts, cytosol, 1 h Tg",mouse embryonic fibroblasts,eIF2a S51A,cytosol,1 h Thapsigargin,mRNA,,GSM1666867
SRR2007127,2554233,130265883,51,77,SRX1017098,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928256,SAMN03581101,simple,10090,Mus musculus,GSM1666868,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, 1 h Tg","eIF2A S51A ER mrna, 1 h Tg (rep 1)","eIF2a S51A mouse embryonic fibroblasts, ER, 1 h Tg",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,1 h Thapsigargin,mRNA,,GSM1666868
SRR2007128,10545145,537802395,51,324,SRX1017099,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928255,SAMN03581102,simple,10090,Mus musculus,GSM1666869,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, 2 h Tg","eIF2A S51A cytosol mrna, 2 h Tg (rep 1)","eIF2a S51A mouse embryonic fibroblasts, cytosol, 2 h Tg",mouse embryonic fibroblasts,eIF2a S51A,cytosol,2 h Thapsigargin,mRNA,,GSM1666869
SRR2007129,101081,5155131,51,3,SRX1017100,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928254,SAMN03581103,simple,10090,Mus musculus,GSM1666870,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, 2 h Tg","eIF2A S51A ER mrna, 2 h Tg (rep 1)","eIF2a S51A mouse embryonic fibroblasts, ER, 2 h Tg",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,2 h Thapsigargin,mRNA,,GSM1666870
SRR2007130,20140059,1027143009,51,609,SRX1017101,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928253,SAMN03581104,simple,10090,Mus musculus,GSM1666871,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, 4 h Tg","eIF2A S51A cytosol mrna, 4 h Tg (rep 1)","eIF2a S51A mouse embryonic fibroblasts, cytosol, 4 h Tg",mouse embryonic fibroblasts,eIF2a S51A,cytosol,4 h Thapsigargin,mRNA,,GSM1666871
SRR2007131,22075538,1125852438,51,659,SRX1017102,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928252,SAMN03581105,simple,10090,Mus musculus,GSM1666872,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, 4 h Tg","eIF2A S51A ER mrna, 4 h Tg (rep 1)","eIF2a S51A mouse embryonic fibroblasts, ER, 4 h Tg",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,4 h Thapsigargin,mRNA,,GSM1666872
SRR2007132,11326007,577626357,51,348,SRX1017103,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928251,SAMN03581106,simple,10090,Mus musculus,GSM1666873,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, untreated","eIF2A S51A cytosol mrna, untreated (rep 1)","eIF2a S51A mouse embryonic fibroblasts, cytosol, untreated",mouse embryonic fibroblasts,eIF2a S51A,cytosol,untreated,mRNA,,GSM1666873
SRR2007133,20354415,1038075165,51,606,SRX1017104,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928240,SAMN03581107,simple,10090,Mus musculus,GSM1666874,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, untreated","eIF2A S51A ER mrna, untreated (rep 1)","eIF2a S51A mouse embryonic fibroblasts, ER, untreated",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,untreated,mRNA,,GSM1666874
SRR2007134,16529367,842997717,51,507,SRX1017105,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928250,SAMN03581108,simple,10090,Mus musculus,GSM1666875,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, 0.5 h Tg","eIF2A S51A cytosol mrna, 0.5 h Tg (rep 2)","eIF2a S51A mouse embryonic fibroblasts, cytosol, 0.5 h Tg",mouse embryonic fibroblasts,eIF2a S51A,cytosol,0.5 h Thapsigargin,mRNA,,GSM1666875
SRR2007135,17502137,892608987,51,535,SRX1017106,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928249,SAMN03581109,simple,10090,Mus musculus,GSM1666876,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, 0.5 h Tg","eIF2A S51A ER mrna, 0.5 h Tg (rep 2)","eIF2a S51A mouse embryonic fibroblasts, ER, 0.5 h Tg",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,0.5 h Thapsigargin,mRNA,,GSM1666876
SRR2007136,18514855,944257605,51,567,SRX1017107,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928248,SAMN03581110,simple,10090,Mus musculus,GSM1666877,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, 1 h Tg","eIF2A S51A cytosol mrna, 1 h Tg (rep 2)","eIF2a S51A mouse embryonic fibroblasts, cytosol, 1 h Tg",mouse embryonic fibroblasts,eIF2a S51A,cytosol,1 h Thapsigargin,mRNA,,GSM1666877
SRR2007137,11897451,606770001,51,364,SRX1017108,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928247,SAMN03581111,simple,10090,Mus musculus,GSM1666878,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, 1 h Tg","eIF2A S51A ER mrna, 1 h Tg (rep 2)","eIF2a S51A mouse embryonic fibroblasts, ER, 1 h Tg",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,1 h Thapsigargin,mRNA,,GSM1666878
SRR2007138,11685265,595948515,51,363,SRX1017109,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928246,SAMN03581112,simple,10090,Mus musculus,GSM1666879,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, 2 h Tg","eIF2A S51A cytosol mrna, 2 h Tg (rep 2)","eIF2a S51A mouse embryonic fibroblasts, cytosol, 2 h Tg",mouse embryonic fibroblasts,eIF2a S51A,cytosol,2 h Thapsigargin,mRNA,,GSM1666879
SRR2007139,10146549,517473999,51,317,SRX1017110,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928245,SAMN03581113,simple,10090,Mus musculus,GSM1666880,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, 2 h Tg","eIF2A S51A ER mrna, 2 h Tg (rep 2)","eIF2a S51A mouse embryonic fibroblasts, ER, 2 h Tg",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,2 h Thapsigargin,mRNA,,GSM1666880
SRR2007140,14279935,728276685,51,443,SRX1017111,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928244,SAMN03581114,simple,10090,Mus musculus,GSM1666881,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, 4 h Tg","eIF2A S51A cytosol mrna, 4 h Tg (rep 2)","eIF2a S51A mouse embryonic fibroblasts, cytosol, 4 h Tg",mouse embryonic fibroblasts,eIF2a S51A,cytosol,4 h Thapsigargin,mRNA,,GSM1666881
SRR2007141,13738849,700681299,51,422,SRX1017112,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928243,SAMN03581115,simple,10090,Mus musculus,GSM1666882,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, 4 h Tg","eIF2A S51A ER mrna, 4 h Tg (rep 2)","eIF2a S51A mouse embryonic fibroblasts, ER, 4 h Tg",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,4 h Thapsigargin,mRNA,,GSM1666882
SRR2007142,5898297,300813147,51,166,SRX1017113,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928242,SAMN03581116,simple,10090,Mus musculus,GSM1666883,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, cytosol, untreated","eIF2A S51A cytosol mrna, untreated (rep 2)","eIF2a S51A mouse embryonic fibroblasts, cytosol, untreated",mouse embryonic fibroblasts,eIF2a S51A,cytosol,untreated,mRNA,,GSM1666883
SRR2007143,19836018,1011636918,51,601,SRX1017114,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928241,SAMN03581027,simple,10090,Mus musculus,GSM1666884,GEO,SRA266203,01,2016,Makar,"eIF2a S51A mouse embryonic fibroblasts, ER, untreated","eIF2A S51A ER mrna, untreated (rep 2)","eIF2a S51A mouse embryonic fibroblasts, ER, untreated",mouse embryonic fibroblasts,eIF2a S51A,endoplasmic reticulum,untreated,mRNA,,GSM1666884
SRR2007769,17607850,898000350,51,589,SRX1017479,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928707,SAMN03581028,simple,10090,Mus musculus,GSM1674110,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 0.5 h Tg","WT cytosol ribosome profiling, 0.5 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, 0.5 h Tg",mouse embryonic fibroblasts,WT,cytosol,0.5 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674110
SRR2007770,8004515,408230265,51,258,SRX1017480,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928709,SAMN03581029,simple,10090,Mus musculus,GSM1674111,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 0.5 h Tg","WT cytosol ribosome profiling, 0.5 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, 0.5 h Tg",mouse embryonic fibroblasts,WT,cytosol,0.5 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674111
SRR2007771,34274786,1748014086,51,1348,SRX1017481,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928706,SAMN03581030,simple,10090,Mus musculus,GSM1674112,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 0.5 h Tg","WT ER ribosome profiling, 0.5 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, ER, 0.5 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,0.5 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674112
SRR2007772,44962240,2293074240,51,1680,SRX1017482,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928705,SAMN03581031,simple,10090,Mus musculus,GSM1674113,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 0.5 h Tg","WT ER ribosome profiling, 0.5 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, 0.5 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,0.5 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674113
SRR2007773,60458951,3083406501,51,1982,SRX1017483,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928704,SAMN03581032,simple,10090,Mus musculus,GSM1674114,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 1 h Tg","WT cytosol ribosome profiling, 1 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, 1 h Tg",mouse embryonic fibroblasts,WT,cytosol,1 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674114
SRR2007774,5600537,285627387,51,180,SRX1017484,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928703,SAMN03581033,simple,10090,Mus musculus,GSM1674115,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 1 h Tg","WT cytosol ribosome profiling, 1 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, 1 h Tg",mouse embryonic fibroblasts,WT,cytosol,1 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674115
SRR2007775,29433660,1501116660,51,1013,SRX1017485,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928702,SAMN03581034,simple,10090,Mus musculus,GSM1674116,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 1 h Tg","WT ER ribosome profiling, 1 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, ER, 1 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,1 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674116
SRR2007776,27741791,1414831341,51,905,SRX1017486,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928701,SAMN03581035,simple,10090,Mus musculus,GSM1674117,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 1 h Tg","WT ER ribosome profiling, 1 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, 1 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,1 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674117
SRR2007777,20792693,1060427343,51,725,SRX1017487,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928700,SAMN03581036,simple,10090,Mus musculus,GSM1674118,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 2 h Tg","WT cytosol ribosome profiling, 2 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, 2 h Tg",mouse embryonic fibroblasts,WT,cytosol,2 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674118
