Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,tag
SRR18190036,4000000,2e+08,50,120,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190037,4000000,2e+08,50,120,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190038,4000000,2e+08,50,121,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190039,4000000,2e+08,50,120,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190040,4000000,2e+08,50,123,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190041,4000000,2e+08,50,117,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190042,4000000,2e+08,50,119,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190043,90849,4542450,50,2,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190044,4000000,2e+08,50,120,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190045,4000000,2e+08,50,117,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190046,4000000,2e+08,50,119,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190047,4000000,2e+08,50,119,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190048,1202678,60133900,50,36,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190049,4000000,2e+08,50,118,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190050,4000000,2e+08,50,117,SRX14336720,GSM5929270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151306,SAMN26356056,simple,9606,Homo sapiens,GSM5929270,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DMSO-3 [total_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190013,4000000,2e+08,50,116,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190014,4000000,2e+08,50,125,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190015,4000000,2e+08,50,118,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190016,733713,36685650,50,22,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190017,4000000,2e+08,50,117,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190018,4000000,2e+08,50,118,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190019,4000000,2e+08,50,118,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190020,4000000,2e+08,50,122,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190021,4000000,2e+08,50,114,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190022,1447907,72395350,50,43,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190023,4000000,2e+08,50,117,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190024,4000000,2e+08,50,116,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190025,4000000,2e+08,50,116,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190026,4000000,2e+08,50,116,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190027,2223257,111162850,50,66,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190028,4000000,2e+08,50,115,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18190029,4000000,2e+08,50,115,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18190030,4000000,2e+08,50,116,SRX14336721,GSM5929271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151305,SAMN26356055,simple,9606,Homo sapiens,GSM5929271,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-1  [total_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189931,4000000,2e+08,50,115,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189932,2582555,129127750,50,76,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189933,4000000,2e+08,50,117,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189934,4000000,2e+08,50,118,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189935,4000000,2e+08,50,118,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189936,4000000,2e+08,50,120,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189937,2934322,146716100,50,86,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189938,4000000,2e+08,50,117,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189939,4000000,2e+08,50,116,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189940,4000000,2e+08,50,117,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189941,3858292,192914600,50,113,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189942,4000000,2e+08,50,115,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189943,4000000,2e+08,50,115,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189944,4000000,2e+08,50,117,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189945,4000000,2e+08,50,124,SRX14336722,GSM5929272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151307,SAMN26356054,simple,9606,Homo sapiens,GSM5929272,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,Total 293T4A DOX-2 [total_DOX_2],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
