Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name
ERR9794433,7918195,728473940,75,292,ERX9341885,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118809,SAMEA14491372,simple,9606,Homo sapiens,SAMEA14491372,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491372,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:31Z,2022-09-06T00:18:31Z,public,S05-IAA-2-TOTAL,human,S05-IAA-2-TOTAL
ERR9794434,3087268,284028656,75,115,ERX9341886,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118810,SAMEA14491373,simple,9606,Homo sapiens,SAMEA14491373,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491373,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:31Z,2022-09-06T00:18:31Z,public,S08-NC-2-C,human,S08-NC-2-C
ERR9794435,7793677,717018284,75,290,ERX9341887,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118811,SAMEA14491374,simple,9606,Homo sapiens,SAMEA14491374,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491374,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:31Z,2022-09-06T00:18:31Z,public,S16-3a-IAA-1-TOTAL,human,S16-3a-IAA-1-TOTAL
ERR9794436,5100063,469205796,75,189,ERX9341888,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118812,SAMEA14491375,simple,9606,Homo sapiens,SAMEA14491375,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491375,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S24-3a-IAA-3-C,human,S24-3a-IAA-3-C
ERR9794437,4545032,418142944,75,168,ERX9341889,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118813,SAMEA14491376,simple,9606,Homo sapiens,SAMEA14491376,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491376,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S32-3b-NC-2-C,human,S32-3b-NC-2-C
ERR9794438,6553947,602963124,75,242,ERX9341890,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118814,SAMEA14491377,simple,9606,Homo sapiens,SAMEA14491377,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491377,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S13-3a-NC-1-TOTAL,human,S13-3a-NC-1-TOTAL
ERR9794439,8697992,800215264,75,322,ERX9341891,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118815,SAMEA14491378,simple,9606,Homo sapiens,SAMEA14491378,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491378,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S40-3e-IAA-1-TOTAL,human,S40-3e-IAA-1-TOTAL
ERR9794440,4948141,455228972,75,184,ERX9341892,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118816,SAMEA14491379,simple,9606,Homo sapiens,SAMEA14491379,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491379,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S48-3f-IAA-3-C,human,S48-3f-IAA-3-C
ERR9794441,4039520,371635840,75,151,ERX9341893,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118817,SAMEA14491380,simple,9606,Homo sapiens,SAMEA14491380,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491380,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S56-3f-NC-2-C,human,S56-3f-NC-2-C
ERR9794442,9613317,884425164,75,358,ERX9341894,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118818,SAMEA14491381,simple,9606,Homo sapiens,SAMEA14491381,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491381,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S64-3k-IAA-1-TOTAL,human,S64-3k-IAA-1-TOTAL
ERR9794443,3680267,338584564,75,137,ERX9341895,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118819,SAMEA14491382,simple,9606,Homo sapiens,SAMEA14491382,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491382,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S45-3e-NC-3-C,human,S45-3e-NC-3-C
ERR9794444,8280133,761772236,75,306,ERX9341896,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118820,SAMEA14491383,simple,9606,Homo sapiens,SAMEA14491383,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491383,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S72-3k-IAA-3-C,human,S72-3k-IAA-3-C
ERR9794445,3611719,332278148,75,134,ERX9341897,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118821,SAMEA14491384,simple,9606,Homo sapiens,SAMEA14491384,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491384,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S21-3a-NC-3-C,human,S21-3a-NC-3-C
ERR9794446,8609396,792064432,75,316,ERX9341898,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118822,SAMEA14491385,simple,9606,Homo sapiens,SAMEA14491385,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491385,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S03-NC-3-TOTAL,human,S03-NC-3-TOTAL
ERR9794447,2603157,239490444,75,97,ERX9341899,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118823,SAMEA14491386,simple,9606,Homo sapiens,SAMEA14491386,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491386,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S11-IAA-2-C,human,S11-IAA-2-C
ERR9794448,2920992,268731264,75,108,ERX9341900,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118824,SAMEA14491387,simple,9606,Homo sapiens,SAMEA14491387,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491387,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S19-3a-NC-1-C,human,S19-3a-NC-1-C
ERR9794449,8128303,747803876,75,300,ERX9341901,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118825,SAMEA14491388,simple,9606,Homo sapiens,SAMEA14491388,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491388,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S27-3b-NC-3-TOTAL,human,S27-3b-NC-3-TOTAL
ERR9794450,5637588,518658096,75,209,ERX9341902,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118826,SAMEA14491389,simple,9606,Homo sapiens,SAMEA14491389,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491389,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S35-3b-IAA-2-C,human,S35-3b-IAA-2-C
ERR9794451,3594749,330716908,75,133,ERX9341903,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118827,SAMEA14491390,simple,9606,Homo sapiens,SAMEA14491390,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491390,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S43-3e-NC-1-C,human,S43-3e-NC-1-C
ERR9794452,6672425,613863100,75,247,ERX9341904,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118828,SAMEA14491391,simple,9606,Homo sapiens,SAMEA14491391,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491391,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S51-3f-NC-3-TOTAL,human,S51-3f-NC-3-TOTAL
ERR9794453,4169967,383636964,75,154,ERX9341905,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118829,SAMEA14491392,simple,9606,Homo sapiens,SAMEA14491392,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491392,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S59-3e-IAA-2-C,human,S59-3e-IAA-2-C
ERR9794454,5668645,521515340,75,210,ERX9341906,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118830,SAMEA14491393,simple,9606,Homo sapiens,SAMEA14491393,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491393,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S67-3k-NC-1-C,human,S67-3k-NC-1-C
ERR9794455,8759730,805895160,75,323,ERX9341907,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118831,SAMEA14491394,simple,9606,Homo sapiens,SAMEA14491394,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491394,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S29-3b-IAA-2-TOTAL,human,S29-3b-IAA-2-TOTAL
ERR9794456,10292976,946953792,75,378,ERX9341908,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118832,SAMEA14491395,simple,9606,Homo sapiens,SAMEA14491395,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491395,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S04-IAA-1-TOTAL,human,S04-IAA-1-TOTAL
ERR9794457,2901076,266898992,75,108,ERX9341909,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118833,SAMEA14491396,simple,9606,Homo sapiens,SAMEA14491396,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491396,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S12-IAA-3-C,human,S12-IAA-3-C
ERR9794458,2767138,254576696,75,102,ERX9341910,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118834,SAMEA14491397,simple,9606,Homo sapiens,SAMEA14491397,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491397,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S20-3a-NC-2-C,human,S20-3a-NC-2-C
ERR9794459,9775773,899371116,75,361,ERX9341911,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118835,SAMEA14491398,simple,9606,Homo sapiens,SAMEA14491398,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491398,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S28-3b-IAA-1-TOTAL,human,S28-3b-IAA-1-TOTAL
ERR9794460,6103522,561524024,75,226,ERX9341912,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118836,SAMEA14491399,simple,9606,Homo sapiens,SAMEA14491399,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491399,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S36-3b-IAA-3-C,human,S36-3b-IAA-3-C
ERR9794461,3498360,321849120,75,130,ERX9341913,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118837,SAMEA14491400,simple,9606,Homo sapiens,SAMEA14491400,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491400,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S44-3e-NC-2-C,human,S44-3e-NC-2-C
ERR9794462,7582103,697553476,75,280,ERX9341914,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118838,SAMEA14491401,simple,9606,Homo sapiens,SAMEA14491401,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491401,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S52-3f-IAA-1-TOTAL,human,S52-3f-IAA-1-TOTAL
ERR9794463,4310182,396536744,75,159,ERX9341915,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118839,SAMEA14491402,simple,9606,Homo sapiens,SAMEA14491402,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491402,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,S60-3e-IAA-3-C,human,S60-3e-IAA-3-C
ERR9794464,89695455,8251981860,75,3494,ERX9341916,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,ERP137981,PRJEB53197,1,"",ERS12118840,SAMEA14491403,simple,9606,Homo sapiens,SAMEA14491403,"Klinikum rechts der Isar, II. Medizinische Klinik",ERA14831913,09,2022,Makar,"",RNASample,2022-09-06,2022-09-06,SAMEA14491403,"Klinikum rechts der Isar, II. Medizinische Klinik","Klinikum rechts der Isar, II. Medizinische Klinik",2022-09-06T00:18:30Z,2022-09-06T00:18:30Z,public,390DW_Undetermined,human,390DW_Undetermined
