Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,background,genotype,plasmid,source,treatment,rrna depletion,GEO Accession
SRR16633442,166570295,12492772125,75,4073,SRX12834384,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779217,SAMN22771661,simple,4932,Saccharomyces cerevisiae,GSM5661160,GEO,SRA1319938,11,2022,Ganesan,HFY467,Upf1FLAG_upf2Δ_CHX_IP rep3_riboseq,HFY467,W303,"nmd2::HIS3, upf1::URA3",pRS425-UPF1-FLAG,immunopurified ribosomes,cycloheximide,QIAseq FastSelect,GSM5661160
SRR16633443,166686833,12417703662,74,5115,SRX12834385,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779216,SAMN22771662,simple,4932,Saccharomyces cerevisiae,GSM5661161,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Nterm_NoCHX rep1_RNAseq,HFY114,W303,Wild-type,YEplac112,cell lysate,untreated,Ribo-Zero Gold,GSM5661161
SRR16633444,58503927,2925196350,50,1054,SRX12834386,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP343728,PRJNA776169,36192133,"",SRS10779218,SAMN22771663,simple,4932,Saccharomyces cerevisiae,GSM5661162,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Nterm_NoCHX rep2_RNAseq,HFY114,W303,Wild-type,YEplac112,cell lysate,untreated,Ribo-Zero Gold,GSM5661162
SRR16633445,177095978,13181069563,74,5405,SRX12834387,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779219,SAMN22771664,simple,4932,Saccharomyces cerevisiae,GSM5661163,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_NoCHX rep1_RNAseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,cell lysate,untreated,Ribo-Zero Gold,GSM5661163
SRR16633446,148862592,11087477512,74,4557,SRX12834388,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779221,SAMN22771666,simple,4932,Saccharomyces cerevisiae,GSM5661164,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_NoCHX rep2_RNAseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,cell lysate,untreated,Ribo-Zero Gold,GSM5661164
SRR16633447,98865173,4943258650,50,1708,SRX12834389,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP343728,PRJNA776169,36192133,"",SRS10779220,SAMN22771667,simple,4932,Saccharomyces cerevisiae,GSM5661165,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_NoCHX rep1_RNAseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,cell lysate,untreated,Ribo-Zero Gold,GSM5661165
SRR16633448,105974324,5298716200,50,1969,SRX12834390,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP343728,PRJNA776169,36192133,"",SRS10779222,SAMN22771668,simple,4932,Saccharomyces cerevisiae,GSM5661166,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_NoCHX rep2_RNAseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,cell lysate,untreated,Ribo-Zero Gold,GSM5661166
SRR16633449,118937446,5891850430,49,2185,SRX12834391,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779223,SAMN22771589,simple,4932,Saccharomyces cerevisiae,GSM5661167,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_NoCHX rep1_RNAseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,cell lysate,untreated,Ribo-Zero Gold,GSM5661167
SRR16633450,122564001,6071601677,49,2266,SRX12834392,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779224,SAMN22771665,simple,4932,Saccharomyces cerevisiae,GSM5661168,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_NoCHX rep2_RNAseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,cell lysate,untreated,Ribo-Zero Gold,GSM5661168
SRR16633451,178314074,13279993021,74,5454,SRX12834393,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779225,SAMN22771671,simple,4932,Saccharomyces cerevisiae,GSM5661169,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Nterm_CHX rep1_RNAseq,HFY114,W303,Wild-type,YEplac112,cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661169
SRR16633452,77618649,3880932450,50,1361,SRX12834394,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP343728,PRJNA776169,36192133,"",SRS10779226,SAMN22771669,simple,4932,Saccharomyces cerevisiae,GSM5661170,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Nterm_CHX rep2_RNAseq,HFY114,W303,Wild-type,YEplac112,cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661170
SRR16633453,58476992,2923849600,50,1033,SRX12834395,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP343728,PRJNA776169,36192133,"",SRS10779227,SAMN22771670,simple,4932,Saccharomyces cerevisiae,GSM5661171,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_CHX rep1_RNAseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661171
SRR16633454,114008100,5700405000,50,2004,SRX12834396,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP343728,PRJNA776169,36192133,"",SRS10779228,SAMN22771590,simple,4932,Saccharomyces cerevisiae,GSM5661172,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1_CHX rep2_RNAseq,HFY871,W303,upf1::HIS3,pG1-FLAG-UPF1,cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661172
SRR16633455,105999618,5299980900,50,1829,SRX12834397,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP343728,PRJNA776169,36192133,"",SRS10779229,SAMN22771591,simple,4932,Saccharomyces cerevisiae,GSM5661173,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_CHX rep1_RNAseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661173
SRR16633456,146168120,10881300312,74,4499,SRX12834398,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779230,SAMN22771592,simple,4932,Saccharomyces cerevisiae,GSM5661174,GEO,SRA1319938,11,2022,Ganesan,HFY115,FLAGUpf2_CHX rep2_RNAseq,HFY115,W303,nmd2::HIS3,YEplac112-FLAG-UPF2,cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661174
SRR16633457,134166483,6646461734,49,2458,SRX12834399,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779231,SAMN22771593,simple,4932,Saccharomyces cerevisiae,GSM5661175,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_CHX rep1_RNAseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661175
SRR16633458,155630780,7709521547,49,2844,SRX12834400,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779232,SAMN22771594,simple,4932,Saccharomyces cerevisiae,GSM5661176,GEO,SRA1319938,11,2022,Ganesan,HFY861,FLAGUpf3_CHX rep2_RNAseq,HFY861,W303,upf3::HIS3,YEplac195-TPI-FLAG-UPF3,cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661176
SRR16633459,170381957,12660924314,74,5228,SRX12834401,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779233,SAMN22771595,simple,4932,Saccharomyces cerevisiae,GSM5661177,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1Upf2Upf3_CHX rep1_RNAseq,HFY871,W303,upf1::HIS3,"pG1-FLAG-UPF1, pRS425-UPF2, YEplac195-TPI-UPF3",cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661177
SRR16633460,171301444,12755392881,74,5238,SRX12834402,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779234,SAMN22771596,simple,4932,Saccharomyces cerevisiae,GSM5661178,GEO,SRA1319938,11,2022,Ganesan,HFY871,FLAGUpf1Upf2Upf3_CHX rep2_RNAseq,HFY871,W303,upf1::HIS3,"pG1-FLAG-UPF1, pRS425-UPF2, YEplac195-TPI-UPF3",cell lysate,cycloheximide,Ribo-Zero Gold,GSM5661178
SRR16633461,197399707,14684772501,74,5726,SRX12834403,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779236,SAMN22771597,simple,4932,Saccharomyces cerevisiae,GSM5661179,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Cterm_CHX rep1_RNAseq,HFY114,W303,Wild-type,pRS425,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661179
SRR16633462,172942998,12848859880,74,5065,SRX12834404,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779235,SAMN22771598,simple,4932,Saccharomyces cerevisiae,GSM5661180,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Cterm_CHX rep2_RNAseq,HFY114,W303,Wild-type,pRS425,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661180
SRR16633463,194133946,14416571203,74,5667,SRX12834405,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779237,SAMN22771599,simple,4932,Saccharomyces cerevisiae,GSM5661181,GEO,SRA1319938,11,2022,Ganesan,HFY114,WT_EV_Cterm_CHX rep3_RNAseq,HFY114,W303,Wild-type,pRS425,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661181
SRR16633464,165762178,12267668336,74,4468,SRX12834406,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779238,SAMN22771600,simple,4932,Saccharomyces cerevisiae,GSM5661182,GEO,SRA1319938,11,2022,Ganesan,HFY871,Upf1FLAG_CHX rep1_RNAseq,HFY871,W303,upf1::HIS3,pRS425-UPF1-FLAG,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661182
SRR16633465,158912644,11796160980,74,4296,SRX12834407,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779239,SAMN22771601,simple,4932,Saccharomyces cerevisiae,GSM5661183,GEO,SRA1319938,11,2022,Ganesan,HFY871,Upf1FLAG_CHX rep2_RNAseq,HFY871,W303,upf1::HIS3,pRS425-UPF1-FLAG,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661183
SRR16633466,119237214,8816417164,73,3248,SRX12834408,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779240,SAMN22771602,simple,4932,Saccharomyces cerevisiae,GSM5661184,GEO,SRA1319938,11,2022,Ganesan,HFY871,Upf1FLAG_CHX rep3_RNAseq,HFY871,W303,upf1::HIS3,pRS425-UPF1-FLAG,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661184
SRR16633467,116372829,8655509073,74,3096,SRX12834409,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779241,SAMN22771603,simple,4932,Saccharomyces cerevisiae,GSM5661185,GEO,SRA1319938,11,2022,Ganesan,HFY871,DE572AAFLAG_CHX rep1_RNAseq,HFY871,W303,upf1::HIS3,pRS425-DE572AA-FLAG,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661185
SRR16633468,139259761,10223693774,73,3814,SRX12834410,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779242,SAMN22771604,simple,4932,Saccharomyces cerevisiae,GSM5661186,GEO,SRA1319938,11,2022,Ganesan,HFY871,DE572AAFLAG_CHX rep2_RNAseq,HFY871,W303,upf1::HIS3,pRS425-DE572AA-FLAG,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661186
SRR16633469,156017841,11597197736,74,4163,SRX12834411,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779243,SAMN22771605,simple,4932,Saccharomyces cerevisiae,GSM5661187,GEO,SRA1319938,11,2022,Ganesan,HFY871,DE572AAFLAG_CHX rep3_RNAseq,HFY871,W303,upf1::HIS3,pRS425-DE572AA-FLAG,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661187
SRR16633470,141944362,10499826638,73,3842,SRX12834412,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779244,SAMN22771606,simple,4932,Saccharomyces cerevisiae,GSM5661188,GEO,SRA1319938,11,2022,Ganesan,HFY467,Upf1FLAG_upf2Δ_CHX rep1_RNAseq,HFY467,W303,"nmd2::HIS3, upf1::URA3",pRS425-UPF1-FLAG,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661188
SRR16633471,161563027,12003815342,74,4397,SRX12834413,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779245,SAMN22771607,simple,4932,Saccharomyces cerevisiae,GSM5661189,GEO,SRA1319938,11,2022,Ganesan,HFY467,Upf1FLAG_upf2Δ_CHX rep2_RNAseq,HFY467,W303,"nmd2::HIS3, upf1::URA3",pRS425-UPF1-FLAG,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661189
SRR16633472,168483079,12487940598,74,4532,SRX12834414,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP343728,PRJNA776169,36192133,"",SRS10779246,SAMN22771608,simple,4932,Saccharomyces cerevisiae,GSM5661190,GEO,SRA1319938,11,2022,Ganesan,HFY467,Upf1FLAG_upf2Δ_CHX rep3_RNAseq,HFY467,W303,"nmd2::HIS3, upf1::URA3",pRS425-UPF1-FLAG,cell lysate,cycloheximide,QIAseq FastSelect,GSM5661190
