Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,library type,media,total rna selection method,rt enzyme,harvest method,GEO Accession
SRR1585939,22403109,1792248720,80,1020,SRX710283,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS709063,SAMN03079456,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM1513428,GEO,SRA185842,04,2016,Thompson,YWG25,"WT YPAD RNA-Seq rep2, Ribo-Zero treated",YWG25,YWG25,RNA-Seq,YPAD (2% glucose w/v),Ribo-Zero,Superscript III,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM1513428
SRR1585940,26305808,2104464640,80,1249,SRX710284,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS709062,SAMN03079457,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM1513429,GEO,SRA185842,04,2016,Thompson,YWG1116,"asc1-Null YPAD RNA-Seq rep1, Ribo-Zero treated",YWG1116,YWG1116,RNA-Seq,YPAD (2% glucose w/v),Ribo-Zero,Superscript III,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM1513429
SRR1585941,28047731,2243818480,80,1307,SRX710285,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS709064,SAMN03079458,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM1513430,GEO,SRA185842,04,2016,Thompson,YWG1121,"asc1-Null YPAD RNA-Seq rep2, Ribo-Zero treated",YWG1121,YWG1121,RNA-Seq,YPAD (2% glucose w/v),Ribo-Zero,Superscript III,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM1513430
SRR3312945,36979757,1848987850,50,1157,SRX1669971,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367722,SAMN04590484,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101532,GEO,SRA185842,04,2016,Thompson,YWG1739,"WT YPAD Ribo-Seq rep1, sigma1278b deletion collection background",YWG1739,YWG1739,Ribo-Seq,YPAD (2% glucose w/v),-,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101532
SRR3312946,31149275,1557463750,50,1004,SRX1669972,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367721,SAMN04590485,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101533,GEO,SRA185842,04,2016,Thompson,YWG1739,"WT YPAD Ribo-Seq rep2, sigma1278b deletion collection background",YWG1739,YWG1739,Ribo-Seq,YPAD (2% glucose w/v),-,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101533
SRR3312947,29274431,1463721550,50,919,SRX1669973,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367719,SAMN04590486,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101534,GEO,SRA185842,04,2016,Thompson,YWG1739,"WT YPAD RNA-Seq rep1, sigma1278b deletion collection background",YWG1739,YWG1739,RNA-Seq,YPAD (2% glucose w/v),oligo dT cellulose,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101534
SRR3312948,31599114,1579955700,50,1006,SRX1669974,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367720,SAMN04590487,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101535,GEO,SRA185842,04,2016,Thompson,YWG1739,"WT YPAD RNA-Seq rep2, sigma1278b deletion collection background",YWG1739,YWG1739,RNA-Seq,YPAD (2% glucose w/v),oligo dT cellulose,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101535
SRR3312949,32132108,1606605400,50,1017,SRX1669975,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367718,SAMN04590488,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101536,GEO,SRA185842,04,2016,Thompson,YWG1620,"rps0b-Null YPAD Ribo-Seq rep1, sigma1278b deletion collection background",YWG1620,YWG1620,Ribo-Seq,YPAD (2% glucose w/v),-,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101536
SRR3312950,30475243,1523762150,50,987,SRX1669976,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367717,SAMN04590489,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101537,GEO,SRA185842,04,2016,Thompson,YWG1620,"rps0b-Null YPAD Ribo-Seq rep2, sigma1278b deletion collection background",YWG1620,YWG1620,Ribo-Seq,YPAD (2% glucose w/v),-,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101537
SRR3312951,30559117,1527955850,50,952,SRX1669977,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367716,SAMN04590490,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101538,GEO,SRA185842,04,2016,Thompson,YWG1620,"rps0b-Null YPAD RNA-Seq rep1, sigma1278b deletion collection background",YWG1620,YWG1620,RNA-Seq,YPAD (2% glucose w/v),oligo dT cellulose,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101538
SRR3312952,32754346,1637717300,50,1048,SRX1669978,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367714,SAMN04590491,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101539,GEO,SRA185842,04,2016,Thompson,YWG1620,"rps0b-Null YPAD RNA-Seq rep2, sigma1278b deletion collection background",YWG1620,YWG1620,RNA-Seq,YPAD (2% glucose w/v),oligo dT cellulose,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101539
SRR3312953,27976762,1398838100,50,882,SRX1669979,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367715,SAMN04590493,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101540,GEO,SRA185842,04,2016,Thompson,YWG1622,"rps16b-Null YPAD Ribo-Seq rep1, sigma1278b deletion collection background",YWG1622,YWG1622,Ribo-Seq,YPAD (2% glucose w/v),-,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101540
SRR3312954,34993471,1749673550,50,1131,SRX1669980,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367711,SAMN04590494,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101541,GEO,SRA185842,04,2016,Thompson,YWG1622,"rps16b-Null YPAD Ribo-Seq rep2, sigma1278b deletion collection background",YWG1622,YWG1622,Ribo-Seq,YPAD (2% glucose w/v),-,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101541
SRR3312955,28594567,1429728350,50,898,SRX1669981,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367713,SAMN04590495,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101542,GEO,SRA185842,04,2016,Thompson,YWG1622,"rps16b-Null YPAD RNA-Seq rep1, sigma1278b deletion collection background",YWG1622,YWG1622,RNA-Seq,YPAD (2% glucose w/v),oligo dT cellulose,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101542
SRR3312956,36987779,1849388950,50,1182,SRX1669982,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047486,PRJNA262036,27117520,"",SRS1367712,SAMN04590496,simple,658763,Saccharomyces cerevisiae Sigma1278b,GSM2101543,GEO,SRA185842,04,2016,Thompson,YWG1622,"rps16b-Null YPAD RNA-Seq rep2, sigma1278b deletion collection background",YWG1622,YWG1622,RNA-Seq,YPAD (2% glucose w/v),oligo dT cellulose,AMV,"pour over ice, freeze cell pellet in liquid nitrogen, thaw and lyse",GSM2101543
