Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment
SRR21424808,15390180,784899180,51,400,SRX17429088,GSM6543906,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983928,SAMN30675272,simple,9606,Homo sapiens,GSM6543906,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424809,14232952,725880552,51,377,SRX17429088,GSM6543906,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983928,SAMN30675272,simple,9606,Homo sapiens,GSM6543906,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424810,14079994,718079694,51,371,SRX17429088,GSM6543906,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983928,SAMN30675272,simple,9606,Homo sapiens,GSM6543906,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424811,14770321,753286371,51,385,SRX17429088,GSM6543906,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983928,SAMN30675272,simple,9606,Homo sapiens,GSM6543906,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424812,14750758,752288658,51,389,SRX17429088,GSM6543906,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983928,SAMN30675272,simple,9606,Homo sapiens,GSM6543906,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424813,14255340,727022340,51,374,SRX17429088,GSM6543906,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983928,SAMN30675272,simple,9606,Homo sapiens,GSM6543906,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM19204,"GM19204, stress-treated, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424802,7513021,383164071,51,196,SRX17429089,GSM6543907,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983929,SAMN30675271,simple,9606,Homo sapiens,GSM6543907,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424803,6697245,341559495,51,178,SRX17429089,GSM6543907,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983929,SAMN30675271,simple,9606,Homo sapiens,GSM6543907,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-treated",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424804,6684607,340914957,51,177,SRX17429089,GSM6543907,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983929,SAMN30675271,simple,9606,Homo sapiens,GSM6543907,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424805,7093336,361760136,51,186,SRX17429089,GSM6543907,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983929,SAMN30675271,simple,9606,Homo sapiens,GSM6543907,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-treated",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424806,6871382,350440482,51,182,SRX17429089,GSM6543907,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983929,SAMN30675271,simple,9606,Homo sapiens,GSM6543907,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424807,6791344,346358544,51,179,SRX17429089,GSM6543907,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983929,SAMN30675271,simple,9606,Homo sapiens,GSM6543907,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-treated",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Control
SRR21424796,8056305,410871555,51,209,SRX17429090,GSM6543908,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983930,SAMN30675270,simple,9606,Homo sapiens,GSM6543908,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424797,7620239,388632189,51,203,SRX17429090,GSM6543908,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983930,SAMN30675270,simple,9606,Homo sapiens,GSM6543908,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-control",GM19193,GM19193,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424798,7520678,383554578,51,199,SRX17429090,GSM6543908,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983930,SAMN30675270,simple,9606,Homo sapiens,GSM6543908,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424799,7821361,398889411,51,205,SRX17429090,GSM6543908,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983930,SAMN30675270,simple,9606,Homo sapiens,GSM6543908,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-control",GM19204,GM19204,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424800,8613634,439295334,51,228,SRX17429090,GSM6543908,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983930,SAMN30675270,simple,9606,Homo sapiens,GSM6543908,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
SRR21424801,7574391,386293941,51,200,SRX17429090,GSM6543908,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP395714,PRJNA876935,1,"",SRS14983930,SAMN30675270,simple,9606,Homo sapiens,GSM6543908,"Brown Foundation Institute Of Molecular Medicine, University of Texas Health Science Center",SRA1495612,09,2022,Makar,GM18505,"GM18505, stress-treated, crispr-control",GM18505,GM18505,EBV-transformed lymphoblastoid B-cell lines (LCL),WT,Sodium Arsenite
