Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,treatment,geo_loc_name,collection_date
SRR20142142,27945008,4191751200,75,1464,SRX16177220,GSM6337703,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838762,SAMN29715068,simple,9606,Homo sapiens,GSM6337703,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_NoInf_DMSO_C_S3,A549,A549,epithelial,WT,DMSO,missing,missing
SRR20142141,23949754,3592463100,75,1263,SRX16177221,GSM6337704,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838763,SAMN29715067,simple,9606,Homo sapiens,GSM6337704,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_NoInf_UNC0638_A_S4,A549,A549,epithelial,WT,UNC0638,missing,missing
SRR20142140,38159255,5723888250,75,1999,SRX16177222,GSM6337705,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838764,SAMN29715066,simple,9606,Homo sapiens,GSM6337705,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_NoInf_UNC0638_B_S5,A549,A549,epithelial,WT,UNC0638,missing,missing
SRR20142139,36672283,5500842450,75,1938,SRX16177223,GSM6337706,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838765,SAMN29715065,simple,9606,Homo sapiens,GSM6337706,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_NoInf_UNC0638_C_S6,A549,A549,epithelial,WT,UNC0638,missing,missing
SRR20142138,22273925,3341088750,75,1173,SRX16177224,GSM6337707,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838766,SAMN29715064,simple,9606,Homo sapiens,GSM6337707,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_SARS2Inf_DMSO_A_S7,A549,A549,epithelial,WT,"DMSO, SARS-CoV2 infection",missing,missing
SRR20142137,30170028,4525504200,75,1578,SRX16177225,GSM6337708,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838767,SAMN29715063,simple,9606,Homo sapiens,GSM6337708,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_SARS2Inf_DMSO_B_S8,A549,A549,epithelial,WT,"DMSO, SARS-CoV2 infection",missing,missing
SRR20142136,27972124,4195818600,75,1469,SRX16177226,GSM6337709,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838768,SAMN29715062,simple,9606,Homo sapiens,GSM6337709,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_SARS2Inf_DMSO_C_S9,A549,A549,epithelial,WT,"DMSO, SARS-CoV2 infection",missing,missing
SRR20142135,32592064,4888809600,75,1726,SRX16177227,GSM6337710,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838769,SAMN29715061,simple,9606,Homo sapiens,GSM6337710,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_SARS2Inf_UNC0638_A_S10,A549,A549,epithelial,WT,"UNC0638, SARS-CoV2 infection",missing,missing
SRR20142134,40385244,6057786600,75,2147,SRX16177228,GSM6337711,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838770,SAMN29715060,simple,9606,Homo sapiens,GSM6337711,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_SARS2Inf_UNC0638_B_S11,A549,A549,epithelial,WT,"UNC0638, SARS-CoV2 infection",missing,missing
SRR20142133,34599162,5189874300,75,1882,SRX16177229,GSM6337712,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP386256,PRJNA858420,1,"",SRS13838771,SAMN29715059,simple,9606,Homo sapiens,GSM6337712,"Laboratory of Muscle Stem Cells and Gene Regulation, NIAMS, NIH",SRA1454276,07,2023,Makar,A549,A549_SARS2Inf_UNC0638_C_S12,A549,A549,epithelial,WT,"UNC0638, SARS-CoV2 infection",missing,missing
