Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,Stage,surgery,treatment,GEO Accession
SRR13509557,38224480,3898896960,51,1607,SRX9921020,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097941,SAMN17496997,simple,8355,Xenopus laevis,GSM5031845,GEO,SRA1186851,11,2021,Peñailillo,15h - sham - S5',Sample_ED_15h_Sham,15h - sham - S5',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031845
SRR13509558,37218330,3796269660,51,1573,SRX9921021,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097942,SAMN17497032,simple,8355,Xenopus laevis,GSM5031846,GEO,SRA1186851,11,2021,Peñailillo,15h - transection - S5,Sample_ED_15h_Trans,15h - transection - S5,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031846
SRR13509559,26539788,2707058376,51,1120,SRX9921022,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097943,SAMN17497031,simple,8355,Xenopus laevis,GSM5031847,GEO,SRA1186851,11,2021,Peñailillo,16h - sham - S5',Sample_ED_16h_Sham,16h - sham - S5',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031847
SRR13509560,21079571,2150116242,51,862,SRX9921023,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097944,SAMN17497030,simple,8355,Xenopus laevis,GSM5031848,GEO,SRA1186851,11,2021,Peñailillo,16h - transection - S5,Sample_ED_16h_Trans,16h - transection - S5,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031848
SRR13509561,30194620,3079851240,51,1272,SRX9921024,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097945,SAMN17497029,simple,8355,Xenopus laevis,GSM5031849,GEO,SRA1186851,11,2021,Peñailillo,17h - sham - S5',Sample_ED_17h_Sham,17h - sham - S5',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031849
SRR13509562,39159329,3994251558,51,1653,SRX9921025,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097947,SAMN17497028,simple,8355,Xenopus laevis,GSM5031850,GEO,SRA1186851,11,2021,Peñailillo,17h - transection - S5,Sample_ED_17h_Trans,17h - transection - S5,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031850
SRR13509563,27922262,2848070724,51,1177,SRX9921026,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097946,SAMN17497027,simple,8355,Xenopus laevis,GSM5031851,GEO,SRA1186851,11,2021,Peñailillo,18h - sham - S5',Sample_ED_18h_Sham,18h - sham - S5',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031851
SRR13509564,108006595,11016672690,51,4652,SRX9921027,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097949,SAMN17497026,simple,8355,Xenopus laevis,GSM5031852,GEO,SRA1186851,11,2021,Peñailillo,18h - transection - S5,Sample_ED_18h_Trans,18h - transection - S5,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031852
SRR13509565,29889602,3048739404,51,1222,SRX9921028,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097948,SAMN17497025,simple,8355,Xenopus laevis,GSM5031853,GEO,SRA1186851,11,2021,Peñailillo,"0h - uninjured - S6,S6'",Sample_ED_0_T_S,"0h - uninjured - S6,S6'",Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031853
SRR13509566,43043267,4390413234,51,2049,SRX9921029,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097952,SAMN17497106,simple,8355,Xenopus laevis,GSM5031854,GEO,SRA1186851,11,2021,Peñailillo,16h - sham - S6',Sample_ED_16_SHAM,16h - sham - S6',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031854
SRR13509567,52225695,5327020890,51,2486,SRX9921030,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097953,SAMN17497105,simple,8355,Xenopus laevis,GSM5031855,GEO,SRA1186851,11,2021,Peñailillo,16h - transection - S6,Sample_ED_16_TRANS,16h - transection - S6,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031855
SRR13509568,41853129,4269019158,51,2009,SRX9921031,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097950,SAMN17497104,simple,8355,Xenopus laevis,GSM5031856,GEO,SRA1186851,11,2021,Peñailillo,17h - sham - S6',Sample_ED_17_SHAM,17h - sham - S6',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031856
SRR13509569,29163192,2974645584,51,1191,SRX9921032,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097951,SAMN17497103,simple,8355,Xenopus laevis,GSM5031857,GEO,SRA1186851,11,2021,Peñailillo,17h - transection - S6,Sample_ED_17_TRANS,17h - transection - S6,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031857
SRR13509570,32193154,3283701708,51,1340,SRX9921033,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097954,SAMN17497102,simple,8355,Xenopus laevis,GSM5031858,GEO,SRA1186851,11,2021,Peñailillo,18h - sham - S6',Sample_ED_18_SHAM,18h - sham - S6',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031858
SRR13509571,30364293,3097157886,51,1256,SRX9921034,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097956,SAMN17497101,simple,8355,Xenopus laevis,GSM5031859,GEO,SRA1186851,11,2021,Peñailillo,18h - transection - S6,Sample_ED_18_TRANS,18h - transection - S6,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031859
SRR13509572,23766288,2424161376,51,970,SRX9921035,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097955,SAMN17497100,simple,8355,Xenopus laevis,GSM5031860,GEO,SRA1186851,11,2021,Peñailillo,19h - sham - S6',Sample_ED_19_SHAM,19h - sham - S6',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031860
SRR13509573,27048993,2758997286,51,1113,SRX9921036,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097957,SAMN17497099,simple,8355,Xenopus laevis,GSM5031861,GEO,SRA1186851,11,2021,Peñailillo,19h - transection - S6,Sample_ED_19_TRANS,19h - transection - S6,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031861
SRR13509574,27592826,2814468252,51,1146,SRX9921037,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097958,SAMN17497098,simple,8355,Xenopus laevis,GSM5031862,GEO,SRA1186851,11,2021,Peñailillo,20h - sham - S6',Sample_ED_20_SHAM,20h - sham - S6',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031862
SRR13509575,23443149,2391201198,51,966,SRX9921038,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097960,SAMN17497097,simple,8355,Xenopus laevis,GSM5031863,GEO,SRA1186851,11,2021,Peñailillo,20h - transection - S6,Sample_ED_20_TRANS,20h - transection - S6,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031863
SRR13509576,25636766,2614950132,51,1050,SRX9921039,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097959,SAMN17497096,simple,8355,Xenopus laevis,GSM5031864,GEO,SRA1186851,11,2021,Peñailillo,21h - sham - S6',Sample_ED_21_SHAM,21h - sham - S6',Caudal section of spinal cord,NF stage 50,sham,--,GSM5031864
SRR13509577,31009574,3162976548,51,1262,SRX9921040,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097961,SAMN17497095,simple,8355,Xenopus laevis,GSM5031865,GEO,SRA1186851,11,2021,Peñailillo,21h - transection - S6,Sample_ED_21_TRANS,21h - transection - S6,Caudal section of spinal cord,NF stage 50,transection,--,GSM5031865
SRR13509578,32204037,3284811774,51,1362,SRX9921041,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097962,SAMN17497094,simple,8355,Xenopus laevis,GSM5031866,GEO,SRA1186851,11,2021,Peñailillo,0h - uninjured - S7,Sample_ED_0_1,0h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031866
SRR13509579,26931801,2747043702,51,1129,SRX9921042,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097965,SAMN17497093,simple,8355,Xenopus laevis,GSM5031867,GEO,SRA1186851,11,2021,Peñailillo,0h - uninjured - S8,Sample_ED_0_2,0h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031867
SRR13509580,30573605,3118507710,51,1286,SRX9921043,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097964,SAMN17497092,simple,8355,Xenopus laevis,GSM5031868,GEO,SRA1186851,11,2021,Peñailillo,1h - uninjured - S7,Sample_ED_1,1h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031868
SRR13509581,28650110,2922311220,51,1196,SRX9921044,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097963,SAMN17497087,simple,8355,Xenopus laevis,GSM5031869,GEO,SRA1186851,11,2021,Peñailillo,10h - uninjured - S7,Sample_ED_10,10h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031869
SRR13509582,36070048,3679144896,51,1520,SRX9921045,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097966,SAMN17497079,simple,8355,Xenopus laevis,GSM5031870,GEO,SRA1186851,11,2021,Peñailillo,11h - uninjured - S7,Sample_ED_11,11h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031870
SRR13509583,23071050,2353247100,51,982,SRX9921046,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097967,SAMN17497085,simple,8355,Xenopus laevis,GSM5031871,GEO,SRA1186851,11,2021,Peñailillo,12h - uninjured - S7,Sample_ED_12_1,12h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031871
SRR13509584,26482971,2701263042,51,1116,SRX9921047,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097969,SAMN17497083,simple,8355,Xenopus laevis,GSM5031872,GEO,SRA1186851,11,2021,Peñailillo,12h - uninjured - S8,Sample_ED_12_2,12h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031872
SRR13509585,28002613,2856266526,51,1192,SRX9921048,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097968,SAMN17497078,simple,8355,Xenopus laevis,GSM5031873,GEO,SRA1186851,11,2021,Peñailillo,13h - uninjured - S7,Sample_ED_13_1,13h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031873
SRR13509586,33717355,3439170210,51,1427,SRX9921049,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097970,SAMN17497075,simple,8355,Xenopus laevis,GSM5031874,GEO,SRA1186851,11,2021,Peñailillo,13h - uninjured - S8,Sample_ED_13_2,13h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031874
SRR13509587,31598901,3223087902,51,1333,SRX9921050,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097971,SAMN17497072,simple,8355,Xenopus laevis,GSM5031875,GEO,SRA1186851,11,2021,Peñailillo,14h - uninjured - S8,Sample_ED_14,14h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031875
SRR13509588,28371384,2893881168,51,1201,SRX9921051,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097972,SAMN17497069,simple,8355,Xenopus laevis,GSM5031876,GEO,SRA1186851,11,2021,Peñailillo,15h - uninjured - S8,Sample_ED_15,15h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031876
SRR13509589,33321746,3398818092,51,1406,SRX9921052,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097973,SAMN17497068,simple,8355,Xenopus laevis,GSM5031877,GEO,SRA1186851,11,2021,Peñailillo,16h - uninjured - S8,Sample_ED_16,16h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031877
SRR13509590,28993749,2957362398,51,1202,SRX9921053,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097974,SAMN17497067,simple,8355,Xenopus laevis,GSM5031878,GEO,SRA1186851,11,2021,Peñailillo,17h - uninjured - S8,Sample_ED_17,17h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031878
SRR13509591,34612737,3530499174,51,1457,SRX9921054,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097975,SAMN17497066,simple,8355,Xenopus laevis,GSM5031879,GEO,SRA1186851,11,2021,Peñailillo,18h - uninjured - S8,Sample_ED_18,18h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031879
SRR13509592,32463905,3311318310,51,1373,SRX9921055,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097976,SAMN17497117,simple,8355,Xenopus laevis,GSM5031880,GEO,SRA1186851,11,2021,Peñailillo,19h - uninjured - S8,Sample_ED_19,19h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031880
SRR13509593,30944504,3156339408,51,1283,SRX9921056,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097977,SAMN17497116,simple,8355,Xenopus laevis,GSM5031881,GEO,SRA1186851,11,2021,Peñailillo,2h - uninjured - S7,Sample_ED_2,2h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031881
SRR13509594,28548009,2911896918,51,1189,SRX9921057,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097978,SAMN17497115,simple,8355,Xenopus laevis,GSM5031882,GEO,SRA1186851,11,2021,Peñailillo,20h - uninjured - S8,Sample_ED_20,20h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031882
SRR13509595,45561395,4647262290,51,1912,SRX9921058,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097981,SAMN17497114,simple,8355,Xenopus laevis,GSM5031883,GEO,SRA1186851,11,2021,Peñailillo,21h - uninjured - S8,Sample_ED_21,21h - uninjured - S8,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031883
SRR13509596,30922773,3154122846,51,1274,SRX9921059,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097982,SAMN17497113,simple,8355,Xenopus laevis,GSM5031884,GEO,SRA1186851,11,2021,Peñailillo,3h - uninjured - S7,Sample_ED_3,3h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031884
SRR13509597,34844190,3554107380,51,1450,SRX9921060,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097980,SAMN17497112,simple,8355,Xenopus laevis,GSM5031885,GEO,SRA1186851,11,2021,Peñailillo,4h - uninjured - S7,Sample_ED_4,4h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031885
SRR13509598,27674143,2822762586,51,1159,SRX9921061,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097979,SAMN17497111,simple,8355,Xenopus laevis,GSM5031886,GEO,SRA1186851,11,2021,Peñailillo,5h - uninjured - S7,Sample_ED_5,5h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031886
SRR13509599,27516635,2806696770,51,1164,SRX9921062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097983,SAMN17497110,simple,8355,Xenopus laevis,GSM5031887,GEO,SRA1186851,11,2021,Peñailillo,6h - uninjured - S7,Sample_ED_6,6h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031887
SRR13509600,31055511,3167662122,51,1286,SRX9921063,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097984,SAMN17497109,simple,8355,Xenopus laevis,GSM5031888,GEO,SRA1186851,11,2021,Peñailillo,7h - uninjured - S7,Sample_ED_7,7h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031888
SRR13509601,21801494,2223752388,51,914,SRX9921064,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097985,SAMN17497108,simple,8355,Xenopus laevis,GSM5031889,GEO,SRA1186851,11,2021,Peñailillo,8h - uninjured - S7,Sample_ED_8,8h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031889
SRR13509602,21228743,2165331786,51,900,SRX9921065,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP302901,PRJNA694138,34686684,"",SRS8097986,SAMN17496991,simple,8355,Xenopus laevis,GSM5031890,GEO,SRA1186851,11,2021,Peñailillo,9h - uninjured - S7,Sample_ED_9,9h - uninjured - S7,Caudal section of spinal cord,NF stage 50,uninjured,--,GSM5031890
SRR13509603,48243669,14473100700,150,5488,SRX9921066,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP302901,PRJNA694138,34686684,"",SRS8097987,SAMN17497107,simple,8355,Xenopus laevis,GSM5031891,GEO,SRA1186851,11,2021,Peñailillo,24h - transection - DMSO,X1D,24h - transection - DMSO,Caudal section of spinal cord,NF stage 50,transection,Incubated in DMSO during first 24 hours after transection,GSM5031891
SRR13509604,35596842,10679052600,150,4050,SRX9921067,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP302901,PRJNA694138,34686684,"",SRS8097988,SAMN17496996,simple,8355,Xenopus laevis,GSM5031892,GEO,SRA1186851,11,2021,Peñailillo,24h - transection - TORIN1,X1To,24h - transection - TORIN1,Caudal section of spinal cord,NF stage 50,transection,Incubated in TORIN1 during first 24 hours after transection,GSM5031892
SRR13509605,50854436,15256330800,150,5762,SRX9921068,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP302901,PRJNA694138,34686684,"",SRS8097990,SAMN17496995,simple,8355,Xenopus laevis,GSM5031893,GEO,SRA1186851,11,2021,Peñailillo,48h - transection - DMSO,X2D,48h - transection - DMSO,Caudal section of spinal cord,NF stage 50,transection,Incubated in DMSO during first 24 hours after transection,GSM5031893
SRR13509606,48908365,14672509500,150,5536,SRX9921069,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP302901,PRJNA694138,34686684,"",SRS8097989,SAMN17496994,simple,8355,Xenopus laevis,GSM5031894,GEO,SRA1186851,11,2021,Peñailillo,48h - transection - TORIN1,X2To,48h - transection - TORIN1,Caudal section of spinal cord,NF stage 50,transection,Incubated in TORIN1 during first 24 hours after transection,GSM5031894
SRR13509607,54484119,16345235700,150,6184,SRX9921070,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP302901,PRJNA694138,34686684,"",SRS8097991,SAMN17496993,simple,8355,Xenopus laevis,GSM5031895,GEO,SRA1186851,11,2021,Peñailillo,96h - transection - DMSO,X4D,96h - transection - DMSO,Caudal section of spinal cord,NF stage 50,transection,Incubated in DMSO during first 24 hours after transection,GSM5031895
SRR13509608,53050294,15915088200,150,6074,SRX9921071,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP302901,PRJNA694138,34686684,"",SRS8097992,SAMN17496992,simple,8355,Xenopus laevis,GSM5031896,GEO,SRA1186851,11,2021,Peñailillo,96h - transection - TORIN1,X4To,96h - transection - TORIN1,Caudal section of spinal cord,NF stage 50,transection,Incubated in TORIN1 during first 24 hours after transection,GSM5031896
