Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,treatment,agent,time point,GEO Accession
SRR12764774,38131757,2859881775,75,933,SRX9235464,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468814,SAMN16351612,simple,60711,Chlorocebus sabaeus,GSM4815945,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,RNA-seq-SARS2-highMOI-12hpi-HT-rep2,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,12hpi,GSM4815945
SRR12764775,39217273,2941295475,75,958,SRX9235465,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468815,SAMN16351498,simple,60711,Chlorocebus sabaeus,GSM4815946,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,RNA-seq-SARS2-highMOI-24hpi-HT-rep2,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,24hpi,GSM4815946
SRR12764776,37002102,2775157650,75,912,SRX9235466,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468816,SAMN16351611,simple,60711,Chlorocebus sabaeus,GSM4815947,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,RNA-seq-SARS2-highMOI-48hpi-HT-rep2,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,48hpi,GSM4815947
SRR12764777,9112514,270932463,29,121,SRX9235467,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468817,SAMN16351610,simple,60711,Chlorocebus sabaeus,GSM4815948,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-mock-highMOI-HT-rep1,Vero E6,Cycloheximide+Harringtonine,mock-highMOI-HT,,GSM4815948
SRR12764778,7082983,212503244,30,96,SRX9235468,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468818,SAMN16351609,simple,60711,Chlorocebus sabaeus,GSM4815949,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-2hpi-HT-rep1,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,2hpi,GSM4815949
SRR12764779,18740076,628606593,33,273,SRX9235469,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468819,SAMN16351608,simple,60711,Chlorocebus sabaeus,GSM4815950,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-6hpi-HT-rep1,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,6hpi,GSM4815950
SRR12764780,19310811,666309266,34,288,SRX9235470,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468820,SAMN16351607,simple,60711,Chlorocebus sabaeus,GSM4815951,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-12hpi-HT-rep1,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,12hpi,GSM4815951
SRR12764781,29678661,997623541,33,434,SRX9235471,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468821,SAMN16351606,simple,60711,Chlorocebus sabaeus,GSM4815952,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-24hpi-HT-rep1,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,24hpi,GSM4815952
SRR12764782,14199519,445437038,31,200,SRX9235472,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468822,SAMN16351605,simple,60711,Chlorocebus sabaeus,GSM4815953,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-48hpi-HT-rep1,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,48hpi,GSM4815953
SRR12764783,8369058,253403389,30,113,SRX9235473,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468823,SAMN16351604,simple,60711,Chlorocebus sabaeus,GSM4815954,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-mock-highMOI-HT-rep2,Vero E6,Cycloheximide+Harringtonine,mock-highMOI-HT,,GSM4815954
SRR12764784,11915163,367025585,30,163,SRX9235474,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468824,SAMN16351603,simple,60711,Chlorocebus sabaeus,GSM4815955,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-2hpi-HT-rep2,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,2hpi,GSM4815955
SRR12764785,13866165,419455051,30,183,SRX9235475,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468825,SAMN16351602,simple,60711,Chlorocebus sabaeus,GSM4815956,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-6hpi-HT-rep2,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,6hpi,GSM4815956
SRR12764786,26438207,800693402,30,356,SRX9235476,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468826,SAMN16351601,simple,60711,Chlorocebus sabaeus,GSM4815957,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-12hpi-HT-rep2,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,12hpi,GSM4815957
SRR12764787,13571409,399064412,29,179,SRX9235477,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468827,SAMN16351600,simple,60711,Chlorocebus sabaeus,GSM4815958,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-24hpi-HT-rep2,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,24hpi,GSM4815958
SRR12764788,5224843,140751555,26,66,SRX9235478,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468828,SAMN16351599,simple,60711,Chlorocebus sabaeus,GSM4815959,GEO,SRA1137052,11,2020,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-48hpi-HT-rep2,Vero E6,Cycloheximide+Harringtonine,SARS2-highMOI,48hpi,GSM4815959
SRR12764789,28366491,2127486825,75,698,SRX9235479,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468829,SAMN16351598,simple,9606,Homo sapiens,GSM4815960,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-mock-lowMOI,Primary human bronchial epithelial cells,Cycloheximide,mock-lowMOI,,GSM4815960
SRR12764790,29463488,2209761600,75,725,SRX9235480,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468830,SAMN16351597,simple,9606,Homo sapiens,GSM4815961,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-lowMOI-6hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-lowMOI,6hpi,GSM4815961
SRR12764791,27100847,2032563525,75,681,SRX9235481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468831,SAMN16351596,simple,9606,Homo sapiens,GSM4815962,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-lowMOI-24hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-lowMOI,24hpi,GSM4815962
SRR12764792,29043346,2178250950,75,714,SRX9235482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468832,SAMN16351595,simple,9606,Homo sapiens,GSM4815963,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-lowMOI-48hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-lowMOI,48hpi,GSM4815963
SRR12764793,32065372,2404902900,75,790,SRX9235483,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468833,SAMN16351594,simple,9606,Homo sapiens,GSM4815964,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-lowMOI-72hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-lowMOI,72hpi,GSM4815964
SRR12764794,31640182,2373013650,75,775,SRX9235484,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468834,SAMN16351593,simple,9606,Homo sapiens,GSM4815965,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-highMOI-6hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-highMOI,6hpi,GSM4815965
SRR12764795,32742734,2455705050,75,804,SRX9235485,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468835,SAMN16351592,simple,9606,Homo sapiens,GSM4815966,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-highMOI-24hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-highMOI,24hpi,GSM4815966
SRR12764796,31835471,2387660325,75,782,SRX9235486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468836,SAMN16351591,simple,9606,Homo sapiens,GSM4815967,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-highMOI-48hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-highMOI,48hpi,GSM4815967
SRR12764797,25072235,795180836,31,338,SRX9235487,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468837,SAMN16351590,simple,9606,Homo sapiens,GSM4815968,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-mock-lowMOI,Primary human bronchial epithelial cells,Cycloheximide,mock-lowMOI,,GSM4815968
SRR12764798,12311716,373906955,30,165,SRX9235488,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468838,SAMN16351589,simple,9606,Homo sapiens,GSM4815969,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-lowMOI-6hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-lowMOI,6hpi,GSM4815969
SRR12764799,12787860,378807137,29,169,SRX9235489,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468839,SAMN16351588,simple,9606,Homo sapiens,GSM4815970,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-lowMOI-24hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-lowMOI,24hpi,GSM4815970
SRR12764800,14759739,444852161,30,197,SRX9235490,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468841,SAMN16351587,simple,9606,Homo sapiens,GSM4815971,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-lowMOI-48hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-lowMOI,48hpi,GSM4815971
SRR12764801,15027944,446105140,29,199,SRX9235491,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468840,SAMN16351583,simple,9606,Homo sapiens,GSM4815972,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-lowMOI-72hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-lowMOI,72hpi,GSM4815972
SRR12764802,20194457,642066562,31,269,SRX9235492,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468842,SAMN16351582,simple,9606,Homo sapiens,GSM4815973,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-highMOI-6hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-highMOI,6hpi,GSM4815973
SRR12764803,10316817,315573236,30,139,SRX9235493,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468843,SAMN16351581,simple,9606,Homo sapiens,GSM4815974,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-highMOI-24hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-highMOI,24hpi,GSM4815974
SRR12764804,9134078,284381925,31,124,SRX9235494,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS7468844,SAMN16351580,simple,9606,Homo sapiens,GSM4815975,GEO,SRA1137052,11,2020,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-highMOI-48hpi,Primary human bronchial epithelial cells,Cycloheximide,SARS2-highMOI,48hpi,GSM4815975
SRR12764805,20269815,1013490750,50,749,SRX9235495,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP286182,PRJNA667051,35604092,"",SRS7468845,SAMN16351586,simple,9606,Homo sapiens,GSM4815976,GEO,SRA1137052,11,2020,Puray-Chavez,Primary CD4+ T-cells,RNA-seq-CD4-Donor1-mock,Primary CD4+ T-cells,Cycloheximide,mock,,GSM4815976
SRR12764806,13812584,690629200,50,512,SRX9235496,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP286182,PRJNA667051,35604092,"",SRS7468846,SAMN16351585,simple,9606,Homo sapiens,GSM4815977,GEO,SRA1137052,11,2020,Puray-Chavez,Primary CD4+ T-cells,RNA-seq-CD4-Donor2-mock,Primary CD4+ T-cells,Cycloheximide,mock,,GSM4815977
SRR12764807,17196463,859823150,50,636,SRX9235497,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP286182,PRJNA667051,35604092,"",SRS7468847,SAMN16351584,simple,9606,Homo sapiens,GSM4815978,GEO,SRA1137052,11,2020,Puray-Chavez,Primary CD4+ T-cells,RNA-seq-CD4-Donor1-HIV,Primary CD4+ T-cells,Cycloheximide,HIV,,GSM4815978
SRR12764808,13974451,698722550,50,518,SRX9235498,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP286182,PRJNA667051,35604092,"",SRS7468848,SAMN16351579,simple,9606,Homo sapiens,GSM4815979,GEO,SRA1137052,11,2020,Puray-Chavez,Primary CD4+ T-cells,RNA-seq-CD4-Donor2-HIV,Primary CD4+ T-cells,Cycloheximide,HIV,,GSM4815979
SRR12764809,7101140,227514147,32,175,SRX9235499,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP286182,PRJNA667051,35604092,"",SRS7468849,SAMN16351578,simple,9606,Homo sapiens,GSM4815980,GEO,SRA1137052,11,2020,Puray-Chavez,Primary CD4+ T-cells,Ribo-seq-CD4-Donor1-mock-rep2,Primary CD4+ T-cells,Cycloheximide,mock,,GSM4815980
SRR12764810,16709968,530978625,31,414,SRX9235500,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP286182,PRJNA667051,35604092,"",SRS7468850,SAMN16351577,simple,9606,Homo sapiens,GSM4815981,GEO,SRA1137052,11,2020,Puray-Chavez,Primary CD4+ T-cells,Ribo-seq-CD4-Donor2-mock-rep1,Primary CD4+ T-cells,Cycloheximide,mock,,GSM4815981
SRR12764811,21586713,681044445,31,515,SRX9235501,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP286182,PRJNA667051,35604092,"",SRS7468851,SAMN16351576,simple,9606,Homo sapiens,GSM4815982,GEO,SRA1137052,11,2020,Puray-Chavez,Primary CD4+ T-cells,Ribo-seq-CD4-Donor1-HIV-rep2,Primary CD4+ T-cells,Cycloheximide,HIV,,GSM4815982
SRR12764812,24724089,756637127,30,581,SRX9235502,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP286182,PRJNA667051,35604092,"",SRS7468852,SAMN16351575,simple,9606,Homo sapiens,GSM4815983,GEO,SRA1137052,11,2020,Puray-Chavez,Primary CD4+ T-cells,Ribo-seq-CD4-Donor2-HIV-rep1,Primary CD4+ T-cells,Cycloheximide,HIV,,GSM4815983
SRR15324682,32306175,2422963125,75,894,SRX11629061,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662967,SAMN20521111,simple,60711,Chlorocebus sabaeus,GSM5494582,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,RNA-seq-SARS2-highMOI-12hpi-CHX-rep3,Vero E6,Cycloheximide,SARS2-highMOI,12hpi,GSM5494582
SRR15324683,34149927,2561244525,75,943,SRX11629062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662968,SAMN20521112,simple,60711,Chlorocebus sabaeus,GSM5494583,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,RNA-seq-SARS2-highMOI-24hpi-CHX-rep3,Vero E6,Cycloheximide,SARS2-highMOI,24hpi,GSM5494583
SRR15324684,26052634,798852766,30,356,SRX11629063,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9665680,SAMN20521115,simple,60711,Chlorocebus sabaeus,GSM5494584,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,Ribo-seq-mock-highMOI-CHX-rep3,Vero E6,Cycloheximide,mock-highMOI,,GSM5494584
SRR15324685,42945154,1290086483,30,569,SRX11629064,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662969,SAMN20521116,simple,60711,Chlorocebus sabaeus,GSM5494585,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-2hpi-CHX-rep3,Vero E6,Cycloheximide,SARS2-highMOI,2hpi,GSM5494585
SRR15324686,76021896,2242475433,29,991,SRX11629065,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662971,SAMN20521117,simple,60711,Chlorocebus sabaeus,GSM5494586,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-6hpi-CHX-rep3,Vero E6,Cycloheximide,SARS2-highMOI,6hpi,GSM5494586
SRR15324687,62453066,1834278934,29,841,SRX11629066,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662972,SAMN20521113,simple,60711,Chlorocebus sabaeus,GSM5494587,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-12hpi-CHX-rep3,Vero E6,Cycloheximide,SARS2-highMOI,12hpi,GSM5494587
SRR15324688,20759572,632398907,30,284,SRX11629067,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662970,SAMN20521114,simple,60711,Chlorocebus sabaeus,GSM5494588,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,Ribo-seq-SARS2-highMOI-24hpi-CHX-rep3,Vero E6,Cycloheximide,SARS2-highMOI,24hpi,GSM5494588
SRR15324689,26273382,1970503650,75,668,SRX11629068,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662973,SAMN20521058,simple,9606,Homo sapiens,GSM5494589,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-mock-4hp-rep1,Primary human bronchial epithelial cells,Cycloheximide,mock,4h,GSM5494589
SRR15324690,27216229,2041217175,75,689,SRX11629069,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662974,SAMN20521059,simple,9606,Homo sapiens,GSM5494590,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-mock-4hp-rep2,Primary human bronchial epithelial cells,Cycloheximide,mock,4h,GSM5494590
SRR15324691,23714496,1778587200,75,602,SRX11629070,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662976,SAMN20521062,simple,9606,Homo sapiens,GSM5494591,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-mock-4hp-rep3,Primary human bronchial epithelial cells,Cycloheximide,mock,4h,GSM5494591
SRR15324692,25058186,1879363950,75,637,SRX11629071,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662975,SAMN20521064,simple,9606,Homo sapiens,GSM5494592,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-mock-96hp-rep1,Primary human bronchial epithelial cells,Cycloheximide,mock,96h,GSM5494592
SRR15324693,28672346,2150425950,75,727,SRX11629072,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662977,SAMN20521066,simple,9606,Homo sapiens,GSM5494593,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-mock-96hp-rep2,Primary human bronchial epithelial cells,Cycloheximide,mock,96h,GSM5494593
SRR15324694,34552442,2591433150,75,964,SRX11629073,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662978,SAMN20521068,simple,9606,Homo sapiens,GSM5494594,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-mock-96hp-rep3,Primary human bronchial epithelial cells,Cycloheximide,mock,96h,GSM5494594
SRR15324695,27104447,2032833525,75,689,SRX11629074,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662980,SAMN20521069,simple,9606,Homo sapiens,GSM5494595,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-4hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,4hpi,GSM5494595
SRR15324696,27249811,2043735825,75,690,SRX11629075,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662979,SAMN20521070,simple,9606,Homo sapiens,GSM5494596,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-4hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,4hpi,GSM5494596
SRR15324697,24589023,1844176725,75,631,SRX11629076,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662981,SAMN20521071,simple,9606,Homo sapiens,GSM5494597,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-4hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,4hpi,GSM5494597
SRR15324698,24571103,1842832725,75,640,SRX11629077,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662982,SAMN20521072,simple,9606,Homo sapiens,GSM5494598,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-24hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,24hpi,GSM5494598
SRR15324699,26559850,1991988750,75,672,SRX11629078,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662983,SAMN20521073,simple,9606,Homo sapiens,GSM5494599,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-24hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,24hpi,GSM5494599
