Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,tissue,GEO Accession
SRR7471288,7529882,384023982,51,184,SRX4340950,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501656,SAMN09601860,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244280,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA10-GFP, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244285
SRR7471289,7597431,387468981,51,184,SRX4340950,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501656,SAMN09601860,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244280,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA10-GFP, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244286
SRR7471290,7873105,401528355,51,200,SRX4340950,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501656,SAMN09601860,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244280,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA10-GFP, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244287
SRR7471291,7407242,377769342,51,194,SRX4340951,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501658,SAMN09601912,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244281,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA10-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244288
SRR7471292,7365585,375644835,51,195,SRX4340951,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501658,SAMN09601912,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244281,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA10-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244289
SRR7471293,7491858,382084758,51,197,SRX4340951,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501658,SAMN09601912,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244281,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA10-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244290
SRR7471294,7528272,383941872,51,182,SRX4340951,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501658,SAMN09601912,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244281,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA10-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244291
SRR7471295,7593116,387248916,51,182,SRX4340951,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501658,SAMN09601912,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244281,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA10-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244224
SRR7471296,7825038,399076938,51,197,SRX4340951,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501658,SAMN09601912,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244281,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA10-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244225
SRR7471297,16750865,854294115,51,422,SRX4340952,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501660,SAMN09601911,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244282,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA15-GFP, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244226
SRR7471298,9504919,276699155,29,169,SRX4340953,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501659,SAMN09601916,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244283,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA15-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244227
SRR7471299,4211746,214799046,51,65,SRX4340954,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501661,SAMN09601910,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244284,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA20-GFP, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244228
SRR7471300,4126354,210444054,51,64,SRX4340954,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501661,SAMN09601910,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244284,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA20-GFP, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244229
SRR7471301,4223359,215391309,51,65,SRX4340954,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501661,SAMN09601910,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244284,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA20-GFP, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244230
SRR7471302,4194370,213912870,51,65,SRX4340954,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501661,SAMN09601910,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244284,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA20-GFP, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244231
SRR7471303,5061670,258145170,51,78,SRX4340955,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501662,SAMN09601920,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244285,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA20-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244232
SRR7471304,4924756,251162556,51,76,SRX4340955,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501662,SAMN09601920,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244285,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA20-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244233
SRR7471305,5084891,259329441,51,78,SRX4340955,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501662,SAMN09601920,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244285,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA20-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244234
SRR7471306,5013211,255673761,51,77,SRX4340955,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501662,SAMN09601920,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244285,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA20-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244235
SRR7471307,44511130,2270067630,51,1006,SRX4340956,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501663,SAMN09601919,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244286,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA25-GFP, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244236
SRR7471308,56355327,2874121677,51,1354,SRX4340957,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501664,SAMN09601918,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244287,GEO,SRA733460,07,2018,Shiber,Yeast,"NAA25-GFP, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244237
SRR7471309,11042064,563145264,51,226,SRX4340958,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501666,SAMN09601917,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244288,GEO,SRA733460,07,2018,Shiber,Yeast,"EGD1(Δ1-33bp) -GFP:: kanMX4, Btt1:: natNT2, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244238
SRR7471310,11020066,562023366,51,225,SRX4340958,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501666,SAMN09601917,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244288,GEO,SRA733460,07,2018,Shiber,Yeast,"EGD1(Δ1-33bp) -GFP:: kanMX4, Btt1:: natNT2, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244239
SRR7471311,11762638,599894538,51,247,SRX4340959,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501665,SAMN09601915,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244289,GEO,SRA733460,07,2018,Shiber,Yeast,"EGD1(Δ1-33bp) -GFP:: kanMX4, Btt1:: natNT2, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244240
SRR7471312,11738303,598653453,51,245,SRX4340959,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501665,SAMN09601915,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244289,GEO,SRA733460,07,2018,Shiber,Yeast,"EGD1(Δ1-33bp) -GFP:: kanMX4, Btt1:: natNT2, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244241
SRR7471313,9597579,489476529,51,197,SRX4340960,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501667,SAMN09601914,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244290,GEO,SRA733460,07,2018,Shiber,Yeast,"EGD1(Δ1-33bp), EGD2 -GFP:: kanMX4, Btt1:: natNT2, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244242
SRR7471314,9577298,488442198,51,196,SRX4340960,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501667,SAMN09601914,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244290,GEO,SRA733460,07,2018,Shiber,Yeast,"EGD1(Δ1-33bp), EGD2 -GFP:: kanMX4, Btt1:: natNT2, Total translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244243
SRR7471315,12306693,627641343,51,255,SRX4340961,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501668,SAMN09601913,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244291,GEO,SRA733460,07,2018,Shiber,Yeast,"EGD1(Δ1-33bp), EGD2 -GFP:: kanMX4, Btt1:: natNT2, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244244
SRR7471316,12343997,629543847,51,257,SRX4340961,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP152018,PRJNA479682,30158700,"",SRS3501668,SAMN09601913,simple,1247190,Saccharomyces cerevisiae BY4741,GSM3244291,GEO,SRA733460,07,2018,Shiber,Yeast,"EGD1(Δ1-33bp), EGD2 -GFP:: kanMX4, Btt1:: natNT2, IP translatome, replicate 1",Yeast,BY4741,whole organism,GSM3244245
