Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,virus,treatment,tissue,GEO Accession
SRR12749293,57908033,5327539036,8,2507,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749294,57683026,5306838392,8,2487,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749295,54627126,5025695592,8,2409,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
SRR12749296,28784235,2648149620,8,1252,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749297,53944690,4962911480,8,2379,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749298,27859279,2563053668,8,1221,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749299,27081052,2491456784,8,1199,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749300,21613522,1988444024,8,912,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749301,21586733,1985979436,8,920,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749302,21155974,1946349608,8,912,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
SRR12749303,20808364,1914369488,8,912,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749304,22731086,2091259912,8,967,SRX9221365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455067,SAMN16320130,simple,10090,Mus musculus,GSM4811947,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749305,25926950,2385279400,8,1112,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
SRR12749306,20033013,1843037196,8,844,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749307,20023055,1842121060,8,844,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749308,20221659,1860392628,8,862,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749309,28779310,2647696520,8,1187,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749310,29012831,2669180452,8,1212,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749311,28332688,2606607296,8,1199,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749312,28606527,2631800484,8,1218,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
SRR12749313,12884313,1185356796,8,556,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749314,12944609,1190904028,8,556,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749315,12271663,1128992996,8,540,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
SRR12749316,26145561,2405391612,8,1125,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749317,12245916,1126624272,8,538,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749318,25336006,2330912552,8,1099,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749319,24855229,2286681068,8,1091,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749320,18565166,1707995272,8,771,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749321,18637820,1714679440,8,783,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749322,18258238,1679757896,8,776,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
SRR12749323,18117295,1666791140,8,785,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749324,19758110,1817746120,8,828,SRX9221366,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455068,SAMN16320129,simple,10090,Mus musculus,GSM4811948,GEO,SRA1136343,10,2020,Yap,Hippocampal cells WT non-transduced control,Hippocampal cells WT non-transduced control_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749325,26013270,2393220840,8,1119,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
SRR12749326,19246190,1770649480,8,813,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749327,19237573,1769856716,8,813,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749328,19401550,1784942600,8,830,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749329,20821891,1915613972,8,862,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749330,20967146,1928977432,8,880,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749331,20464726,1882754792,8,870,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749332,20653355,1900108660,8,883,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
SRR12749333,39199847,3606385924,8,1686,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749334,39323561,3617767612,8,1683,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749335,37161395,3418848340,8,1629,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
SRR12749336,26202127,2410595684,8,1130,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749337,37044821,3408123532,8,1624,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749338,25388445,2335736940,8,1104,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749339,24838508,2285142736,8,1092,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749340,17921531,1648780852,8,746,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749341,17967736,1653031712,8,757,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749342,17572826,1616699992,8,749,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
SRR12749343,17411388,1601847696,8,756,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749344,18981633,1746310236,8,798,SRX9221367,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455069,SAMN16320128,simple,10090,Mus musculus,GSM4811949,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Cre-injected,Hippocampal cells Cre-injected_biorep3,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749345,25144336,2313278912,8,1088,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
