Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype,time point,replicate,tissue,GEO Accession
SRR15359299,23596873,1762975647,74,646,SRX11661785,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694611,SAMN20601224,simple,5141,Neurospora crassa,GSM5506246,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD16 rep1,mycelia,cpc-3 kinase active mutant,DD16,1,mycelia,GSM5506246
SRR15359300,23578875,1764048702,74,649,SRX11661786,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694612,SAMN20601225,simple,5141,Neurospora crassa,GSM5506247,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD20 rep1,mycelia,cpc-3 kinase active mutant,DD20,1,mycelia,GSM5506247
SRR15359301,24606726,1834036758,74,674,SRX11661787,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694613,SAMN20601226,simple,5141,Neurospora crassa,GSM5506248,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD24 rep1,mycelia,cpc-3 kinase active mutant,DD24,1,mycelia,GSM5506248
SRR15359302,23440616,1754018369,74,640,SRX11661788,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694614,SAMN20601227,simple,5141,Neurospora crassa,GSM5506249,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD28 rep1,mycelia,cpc-3 kinase active mutant,DD28,1,mycelia,GSM5506249
SRR15359303,24023513,1797643528,74,658,SRX11661789,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694615,SAMN20601228,simple,5141,Neurospora crassa,GSM5506250,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD32 rep1,mycelia,cpc-3 kinase active mutant,DD32,1,mycelia,GSM5506250
SRR15359304,24288694,1820721623,74,666,SRX11661790,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694616,SAMN20601229,simple,5141,Neurospora crassa,GSM5506251,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD36 rep1,mycelia,cpc-3 kinase active mutant,DD36,1,mycelia,GSM5506251
SRR15359305,23454248,1759725569,75,643,SRX11661791,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694617,SAMN20601230,simple,5141,Neurospora crassa,GSM5506252,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD40 rep1,mycelia,cpc-3 kinase active mutant,DD40,1,mycelia,GSM5506252
SRR15359306,22567841,1690786431,74,614,SRX11661792,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694618,SAMN20601231,simple,5141,Neurospora crassa,GSM5506253,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD44 rep1,mycelia,cpc-3 kinase active mutant,DD44,1,mycelia,GSM5506253
SRR15359307,22842921,1707224032,74,626,SRX11661793,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694619,SAMN20601232,simple,5141,Neurospora crassa,GSM5506254,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD48 rep1,mycelia,cpc-3 kinase active mutant,DD48,1,mycelia,GSM5506254
SRR15359308,21831622,1633932024,74,595,SRX11661794,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694620,SAMN20601233,simple,5141,Neurospora crassa,GSM5506255,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD12 rep2,mycelia,cpc-3 kinase active mutant,DD12,2,mycelia,GSM5506255
SRR15359309,24371520,1823057976,74,671,SRX11661795,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694621,SAMN20601234,simple,5141,Neurospora crassa,GSM5506256,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD16 rep2,mycelia,cpc-3 kinase active mutant,DD16,2,mycelia,GSM5506256
SRR15359310,22503845,1685829433,74,613,SRX11661796,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694622,SAMN20601235,simple,5141,Neurospora crassa,GSM5506257,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD20 rep2,mycelia,cpc-3 kinase active mutant,DD20,2,mycelia,GSM5506257
SRR15359311,22323101,1674429406,75,610,SRX11661797,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694623,SAMN20601299,simple,5141,Neurospora crassa,GSM5506258,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD24 rep2,mycelia,cpc-3 kinase active mutant,DD24,2,mycelia,GSM5506258
SRR15359312,22912995,1717091159,74,630,SRX11661798,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694624,SAMN20601300,simple,5141,Neurospora crassa,GSM5506259,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD28 rep2,mycelia,cpc-3 kinase active mutant,DD28,2,mycelia,GSM5506259
SRR15359313,21877936,1640764796,75,597,SRX11661799,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694625,SAMN20601269,simple,5141,Neurospora crassa,GSM5506260,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD32 rep2,mycelia,cpc-3 kinase active mutant,DD32,2,mycelia,GSM5506260
SRR15359314,20846879,1561309663,74,573,SRX11661800,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694626,SAMN20601270,simple,5141,Neurospora crassa,GSM5506261,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD36 rep2,mycelia,cpc-3 kinase active mutant,DD36,2,mycelia,GSM5506261
SRR15359315,22945997,1719138720,74,627,SRX11661801,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694627,SAMN20601271,simple,5141,Neurospora crassa,GSM5506262,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD40 rep2,mycelia,cpc-3 kinase active mutant,DD40,2,mycelia,GSM5506262
SRR15359316,21507239,1613105355,75,584,SRX11661802,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694628,SAMN20601272,simple,5141,Neurospora crassa,GSM5506263,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD44 rep2,mycelia,cpc-3 kinase active mutant,DD44,2,mycelia,GSM5506263
SRR15359317,22540764,1691894719,75,620,SRX11661803,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331344,PRJNA752585,36577368,"",SRS9694629,SAMN20601273,simple,5141,Neurospora crassa,GSM5506264,GEO,SRA1272533,11,2022,Castillo,mycelia,RNA-Seq cpc-3 kinase active mutant DD48 rep2,mycelia,cpc-3 kinase active mutant,DD48,2,mycelia,GSM5506264
