Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name,sex,strain,tissue type
ERR4230708,210355760,10728143760,51,6596,ERX4191470,HXB02_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651676,SAMEA6941787,simple,10116,Rattus norvegicus,SAMEA6941787,ERA2689847,07,2020,Makar,"",HXB02_lv,2020-07-13,2020-06-10,SAMEA6941787,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB02_lv,Norway rat,HXB02_lv,male,HXB02,left ventricle
ERR4230709,62761332,3200827932,51,1970,ERX4191471,HXB03_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651677,SAMEA6941788,simple,10116,Rattus norvegicus,SAMEA6941788,ERA2689847,07,2020,Makar,"",HXB03_lv,2020-07-13,2020-06-10,SAMEA6941788,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB03_lv,Norway rat,HXB03_lv,male,HXB03,left ventricle
ERR4230710,75361573,3843440223,51,2349,ERX4191472,HXB04_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651678,SAMEA6941789,simple,10116,Rattus norvegicus,SAMEA6941789,ERA2689847,07,2020,Makar,"",HXB04_lv,2020-07-13,2020-06-10,SAMEA6941789,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB04_lv,Norway rat,HXB04_lv,male,HXB04,left ventricle
ERR4230711,81347324,4148713524,51,2538,ERX4191473,HXB05_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651679,SAMEA6941790,simple,10116,Rattus norvegicus,SAMEA6941790,ERA2689847,07,2020,Makar,"",HXB05_lv,2020-07-13,2020-06-10,SAMEA6941790,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB05_lv,Norway rat,HXB05_lv,male,HXB05,left ventricle
ERR4230712,79903205,4075063455,51,2514,ERX4191474,HXB07_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651680,SAMEA6941791,simple,10116,Rattus norvegicus,SAMEA6941791,ERA2689847,07,2020,Makar,"",HXB07_lv,2020-07-13,2020-06-10,SAMEA6941791,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB07_lv,Norway rat,HXB07_lv,male,HXB07,left ventricle
ERR4230713,68846058,3511148958,51,2086,ERX4191475,HXB10_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651681,SAMEA6941792,simple,10116,Rattus norvegicus,SAMEA6941792,ERA2689847,07,2020,Makar,"",HXB10_lv,2020-07-13,2020-06-10,SAMEA6941792,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB10_lv,Norway rat,HXB10_lv,male,HXB10,left ventricle
ERR4230714,79109828,4034601228,51,2392,ERX4191476,HXB13_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651682,SAMEA6941793,simple,10116,Rattus norvegicus,SAMEA6941793,ERA2689847,07,2020,Makar,"",HXB13_lv,2020-07-13,2020-06-10,SAMEA6941793,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB13_lv,Norway rat,HXB13_lv,male,HXB13,left ventricle
ERR4230715,69385599,3538665549,51,2153,ERX4191477,HXB15_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651683,SAMEA6941794,simple,10116,Rattus norvegicus,SAMEA6941794,ERA2689847,07,2020,Makar,"",HXB15_lv,2020-07-13,2020-06-10,SAMEA6941794,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB15_lv,Norway rat,HXB15_lv,male,HXB15,left ventricle
ERR4230716,65259122,3328215222,51,2023,ERX4191478,HXB17_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651684,SAMEA6941795,simple,10116,Rattus norvegicus,SAMEA6941795,ERA2689847,07,2020,Makar,"",HXB17_lv,2020-07-13,2020-06-10,SAMEA6941795,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB17_lv,Norway rat,HXB17_lv,male,HXB17,left ventricle
ERR4230717,75092478,3829716378,51,2325,ERX4191479,HXB18_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651685,SAMEA6941796,simple,10116,Rattus norvegicus,SAMEA6941796,ERA2689847,07,2020,Makar,"",HXB18_lv,2020-07-13,2020-06-10,SAMEA6941796,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB18_lv,Norway rat,HXB18_lv,male,HXB18,left ventricle
ERR4230718,91758886,4679703186,51,2814,ERX4191480,HXB20_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651686,SAMEA6941797,simple,10116,Rattus norvegicus,SAMEA6941797,ERA2689847,07,2020,Makar,"",HXB20_lv,2020-07-13,2020-06-10,SAMEA6941797,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB20_lv,Norway rat,HXB20_lv,male,HXB20,left ventricle
ERR4230719,239962838,12238104738,51,7516,ERX4191481,HXB21_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651687,SAMEA6941798,simple,10116,Rattus norvegicus,SAMEA6941798,ERA2689847,07,2020,Makar,"",HXB21_lv,2020-07-13,2020-06-10,SAMEA6941798,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB21_lv,Norway rat,HXB21_lv,male,HXB21,left ventricle
ERR4230720,58174646,2966906946,51,1834,ERX4191482,HXB22_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651688,SAMEA6941799,simple,10116,Rattus norvegicus,SAMEA6941799,ERA2689847,07,2020,Makar,"",HXB22_lv,2020-07-13,2020-06-10,SAMEA6941799,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB22_lv,Norway rat,HXB22_lv,male,HXB22,left ventricle
ERR4230721,65097600,3319977600,51,2107,ERX4191483,HXB23_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651689,SAMEA6941800,simple,10116,Rattus norvegicus,SAMEA6941800,ERA2689847,07,2020,Makar,"",HXB23_lv,2020-07-13,2020-06-10,SAMEA6941800,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB23_lv,Norway rat,HXB23_lv,male,HXB23,left ventricle
ERR4230722,79046339,4031363289,51,2542,ERX4191484,HXB24_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651690,SAMEA6941801,simple,10116,Rattus norvegicus,SAMEA6941801,ERA2689847,07,2020,Makar,"",HXB24_lv,2020-07-13,2020-06-10,SAMEA6941801,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:02Z,public,HXB24_lv,Norway rat,HXB24_lv,male,HXB24,left ventricle
ERR4230723,77443633,3949625283,51,2454,ERX4191485,HXB25_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651691,SAMEA6941802,simple,10116,Rattus norvegicus,SAMEA6941802,ERA2689847,07,2020,Makar,"",HXB25_lv,2020-07-13,2020-06-10,SAMEA6941802,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,HXB25_lv,Norway rat,HXB25_lv,male,HXB25,left ventricle
ERR4230724,72174502,3680899602,51,2316,ERX4191486,HXB27_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651692,SAMEA6941803,simple,10116,Rattus norvegicus,SAMEA6941803,ERA2689847,07,2020,Makar,"",HXB27_lv,2020-07-13,2020-06-10,SAMEA6941803,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,HXB27_lv,Norway rat,HXB27_lv,male,HXB27,left ventricle
ERR4230725,75503795,3850693545,51,2285,ERX4191487,HXB29_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651693,SAMEA6941804,simple,10116,Rattus norvegicus,SAMEA6941804,ERA2689847,07,2020,Makar,"",HXB29_lv,2020-07-13,2020-06-10,SAMEA6941804,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,HXB29_lv,Norway rat,HXB29_lv,male,HXB29,left ventricle
ERR4230726,88322008,4504422408,51,2646,ERX4191488,HXB31_lv,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651694,SAMEA6941805,simple,10116,Rattus norvegicus,SAMEA6941805,ERA2689847,07,2020,Makar,"",HXB31_lv,2020-07-13,2020-06-10,SAMEA6941805,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,HXB31_lv,Norway rat,HXB31_lv,male,HXB31,left ventricle
ERR4230727,100398458,5120321358,51,2094,ERX4191489,rn_lv_006_ctrl_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651695,SAMEA6941806,simple,10116,Rattus norvegicus,SAMEA6941806,ERA2689847,07,2020,Makar,"",rn_lv_006_ctrl_Ri,2020-07-13,2020-06-10,SAMEA6941806,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_006_ctrl_Ri,Norway rat,rn_lv_006_ctrl_Ri,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4230728,64487571,3288866121,51,1353,ERX4191490,rn_lv_007_ctrl_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651696,SAMEA6941807,simple,10116,Rattus norvegicus,SAMEA6941807,ERA2689847,07,2020,Makar,"",rn_lv_007_ctrl_Ri,2020-07-13,2020-06-10,SAMEA6941807,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_007_ctrl_Ri,Norway rat,rn_lv_007_ctrl_Ri,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4230729,60800053,3100802703,51,1277,ERX4191491,rn_lv_008_ctrl_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651697,SAMEA6941808,simple,10116,Rattus norvegicus,SAMEA6941808,ERA2689847,07,2020,Makar,"",rn_lv_008_ctrl_Ri,2020-07-13,2020-06-10,SAMEA6941808,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_008_ctrl_Ri,Norway rat,rn_lv_008_ctrl_Ri,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4230730,49811534,2540388234,51,1050,ERX4191492,rn_lv_009_ctrl_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651698,SAMEA6941809,simple,10116,Rattus norvegicus,SAMEA6941809,ERA2689847,07,2020,Makar,"",rn_lv_009_ctrl_Ri,2020-07-13,2020-06-10,SAMEA6941809,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_009_ctrl_Ri,Norway rat,rn_lv_009_ctrl_Ri,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4230731,91480176,4665488976,51,1868,ERX4191493,rn_lv_010_ctrl_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651699,SAMEA6941810,simple,10116,Rattus norvegicus,SAMEA6941810,ERA2689847,07,2020,Makar,"",rn_lv_010_ctrl_Ri,2020-07-13,2020-06-10,SAMEA6941810,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_010_ctrl_Ri,Norway rat,rn_lv_010_ctrl_Ri,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4230732,170965637,8719247487,51,4996,ERX4191494,rn_lv_001_endo_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651700,SAMEA6941811,simple,10116,Rattus norvegicus,SAMEA6941811,ERA2689847,07,2020,Makar,"",rn_lv_001_endo_Ri,2020-07-13,2020-06-10,SAMEA6941811,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_001_endo_Ri,Norway rat,rn_lv_001_endo_Ri,male,SHR.BN-D3Rat108/D3Rat124,left ventricle
ERR4230733,76596592,3906426192,51,1600,ERX4191495,rn_lv_002_endo_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651701,SAMEA6941812,simple,10116,Rattus norvegicus,SAMEA6941812,ERA2689847,07,2020,Makar,"",rn_lv_002_endo_Ri,2020-07-13,2020-06-10,SAMEA6941812,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_002_endo_Ri,Norway rat,rn_lv_002_endo_Ri,male,SHR.BN-D3Rat108/D3Rat56,left ventricle
ERR4230734,68241480,3480315480,51,1429,ERX4191496,rn_lv_003_endo_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651702,SAMEA6941813,simple,10116,Rattus norvegicus,SAMEA6941813,ERA2689847,07,2020,Makar,"",rn_lv_003_endo_Ri,2020-07-13,2020-06-10,SAMEA6941813,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_003_endo_Ri,Norway rat,rn_lv_003_endo_Ri,male,SHR.BN-D3Rat108/D3Rat56,left ventricle
ERR4230735,70901117,3615956967,51,1487,ERX4191497,rn_lv_004_endo_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651703,SAMEA6941814,simple,10116,Rattus norvegicus,SAMEA6941814,ERA2689847,07,2020,Makar,"",rn_lv_004_endo_Ri,2020-07-13,2020-06-10,SAMEA6941814,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_004_endo_Ri,Norway rat,rn_lv_004_endo_Ri,male,SHR.BN-D3Rat108/D3Rat56,left ventricle
ERR4230736,103646640,5285978640,51,2161,ERX4191498,rn_lv_005_endo_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651704,SAMEA6941815,simple,10116,Rattus norvegicus,SAMEA6941815,ERA2689847,07,2020,Makar,"",rn_lv_005_endo_Ri,2020-07-13,2020-06-10,SAMEA6941815,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_005_endo_Ri,Norway rat,rn_lv_005_endo_Ri,male,SHR.BN-D3Rat108/D3Rat56,left ventricle
ERR4230737,83231614,4244812314,51,1543,ERX4191499,rn_lv_EndoG_WT_1_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651705,SAMEA6941816,simple,10116,Rattus norvegicus,SAMEA6941816,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_WT_1_Ri,2020-07-13,2020-06-10,SAMEA6941816,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_WT_1_Ri,Norway rat,rn_lv_EndoG_WT_1_Ri,male,SHR,left ventricle
ERR4230738,71561373,3649630023,51,1319,ERX4191500,rn_lv_EndoG_WT_2_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651706,SAMEA6941817,simple,10116,Rattus norvegicus,SAMEA6941817,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_WT_2_Ri,2020-07-13,2020-06-10,SAMEA6941817,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_WT_2_Ri,Norway rat,rn_lv_EndoG_WT_2_Ri,male,SHR,left ventricle
ERR4230739,83631519,4265207469,51,1562,ERX4191501,rn_lv_EndoG_WT_3_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651707,SAMEA6941818,simple,10116,Rattus norvegicus,SAMEA6941818,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_WT_3_Ri,2020-07-13,2020-06-10,SAMEA6941818,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_WT_3_Ri,Norway rat,rn_lv_EndoG_WT_3_Ri,male,SHR,left ventricle
ERR4230740,77332145,3943939395,51,1436,ERX4191502,rn_lv_EndoG_WT_4_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651708,SAMEA6941819,simple,10116,Rattus norvegicus,SAMEA6941819,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_WT_4_Ri,2020-07-13,2020-06-10,SAMEA6941819,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_WT_4_Ri,Norway rat,rn_lv_EndoG_WT_4_Ri,male,SHR,left ventricle
ERR4230741,74253247,3786915597,51,1389,ERX4191503,rn_lv_EndoG_WT_5_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651709,SAMEA6941820,simple,10116,Rattus norvegicus,SAMEA6941820,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_WT_5_Ri,2020-07-13,2020-06-10,SAMEA6941820,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_WT_5_Ri,Norway rat,rn_lv_EndoG_WT_5_Ri,male,SHR,left ventricle
ERR4230742,79081110,4033136610,51,1492,ERX4191504,rn_lv_EndoG_tG_1_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651710,SAMEA6941821,simple,10116,Rattus norvegicus,SAMEA6941821,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_tG_1_Ri,2020-07-13,2020-06-10,SAMEA6941821,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_tG_1_Ri,Norway rat,rn_lv_EndoG_tG_1_Ri,male,SHR-Endog transgenic,left ventricle
ERR4230743,81555384,4159324584,51,1522,ERX4191505,rn_lv_EndoG_tG_2_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651711,SAMEA6941822,simple,10116,Rattus norvegicus,SAMEA6941822,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_tG_2_Ri,2020-07-13,2020-06-10,SAMEA6941822,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_tG_2_Ri,Norway rat,rn_lv_EndoG_tG_2_Ri,male,SHR-Endog transgenic,left ventricle
ERR4230744,69521716,3545607516,51,1307,ERX4191506,rn_lv_EndoG_tG_3_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651712,SAMEA6941823,simple,10116,Rattus norvegicus,SAMEA6941823,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_tG_3_Ri,2020-07-13,2020-06-10,SAMEA6941823,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_tG_3_Ri,Norway rat,rn_lv_EndoG_tG_3_Ri,male,SHR-Endog transgenic,left ventricle
ERR4230745,84731573,4321310223,51,1579,ERX4191507,rn_lv_EndoG_tG_4_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651713,SAMEA6941824,simple,10116,Rattus norvegicus,SAMEA6941824,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_tG_4_Ri,2020-07-13,2020-06-10,SAMEA6941824,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_tG_4_Ri,Norway rat,rn_lv_EndoG_tG_4_Ri,male,SHR-Endog transgenic,left ventricle
ERR4230746,77375974,3946174674,51,1451,ERX4191508,rn_lv_EndoG_tG_5_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651714,SAMEA6941825,simple,10116,Rattus norvegicus,SAMEA6941825,ERA2689847,07,2020,Makar,"",rn_lv_EndoG_tG_5_Ri,2020-07-13,2020-06-10,SAMEA6941825,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,rn_lv_EndoG_tG_5_Ri,Norway rat,rn_lv_EndoG_tG_5_Ri,male,SHR-Endog transgenic,left ventricle
ERR4230747,133663768,6816852168,51,2761,ERX4191509,mm_wh_001_endoWT1_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651715,SAMEA6941826,simple,10090,Mus musculus,SAMEA6941826,ERA2689847,07,2020,Makar,"",mm_wh_001_endoWT1_Ri,2020-07-13,2020-06-10,SAMEA6941826,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_001_endoWT1_Ri,house mouse,mm_wh_001_endoWT1_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
ERR4230748,173503948,8848701348,51,3554,ERX4191510,mm_wh_002_endoWT2_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651716,SAMEA6941827,simple,10090,Mus musculus,SAMEA6941827,ERA2689847,07,2020,Makar,"",mm_wh_002_endoWT2_Ri,2020-07-13,2020-06-10,SAMEA6941827,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_002_endoWT2_Ri,house mouse,mm_wh_002_endoWT2_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
ERR4230749,199017454,10149890154,51,4054,ERX4191511,mm_wh_003_endoWT3_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651717,SAMEA6941828,simple,10090,Mus musculus,SAMEA6941828,ERA2689847,07,2020,Makar,"",mm_wh_003_endoWT3_Ri,2020-07-13,2020-06-10,SAMEA6941828,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_003_endoWT3_Ri,house mouse,mm_wh_003_endoWT3_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
