Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,genotype,growth condition,sample name,strain,Experimental Factor: genotype,Experimental Factor: compound,Experimental Factor: dose,Experimental Factor: environmental stress
ERR2382512,4000000,5.44e+08,136,218,ERX2430803,"38-Ribo-mRNA-seq, 0.5mM H2O2 rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275970,SAMEA104674587,simple,4932,Saccharomyces cerevisiae,SAMEA104674587,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","38-Ribo-mRNA-seq, 0.5mM H2O2 rep1",2018-03-19,2018-03-09,SAMEA104674606,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:17-mRNA-seq, 2mM H2O2 rep2, 3 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:17-mRNA-seq, 2mM H2O2 rep2, 3 files",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382513,2663103,362182008,136,148,ERX2430803,"38-Ribo-mRNA-seq, 0.5mM H2O2 rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275970,SAMEA104674587,simple,4932,Saccharomyces cerevisiae,SAMEA104674587,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","38-Ribo-mRNA-seq, 0.5mM H2O2 rep1",2018-03-19,2018-03-09,SAMEA104674607,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382514,3490844,468062361,134,298,ERX2430804,"100-Ribo-tRNA-seq, 0C cold rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275971,SAMEA104674588,simple,4932,Saccharomyces cerevisiae,SAMEA104674588,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","100-Ribo-tRNA-seq, 0C cold rep2",2018-03-19,2018-03-09,SAMEA104674608,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:3-tRNA-seq, 2mM H2O2 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:3-tRNA-seq, 2mM H2O2 rep1",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382515,628932,84368643,134,54,ERX2430805,"119-tRNA-seq, 0C cold rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275972,SAMEA104674589,simple,4932,Saccharomyces cerevisiae,SAMEA104674589,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","119-tRNA-seq, 0C cold rep3",2018-03-19,2018-03-09,SAMEA104674609,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:39-tRNA-seq, 2mM H2O2 rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:39-tRNA-seq, 2mM H2O2 rep3",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382516,4035990,541395648,134,347,ERX2430806,"120-Ribo-tRNA-seq, 0C cold rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275973,SAMEA104674590,simple,4932,Saccharomyces cerevisiae,SAMEA104674590,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","120-Ribo-tRNA-seq, 0C cold rep3",2018-03-19,2018-03-09,SAMEA104674610,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:4-Ribo-tRNA-seq, 2mM H2O2 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:4-Ribo-tRNA-seq, 2mM H2O2 rep1",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382517,1506704,201866719,133,129,ERX2430807,"49-tRNA-seq, 0C cold rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275974,SAMEA104674591,simple,4932,Saccharomyces cerevisiae,SAMEA104674591,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","49-tRNA-seq, 0C cold rep1",2018-03-19,2018-03-09,SAMEA104674611,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:40-Ribo-tRNA-seq, 2mM H2O2 rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:40-Ribo-tRNA-seq, 2mM H2O2 rep3",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382518,1837762,246227549,133,157,ERX2430808,"50-Ribo-tRNA-seq, 0C cold rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275975,SAMEA104674592,simple,4932,Saccharomyces cerevisiae,SAMEA104674592,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","50-Ribo-tRNA-seq, 0C cold rep1",2018-03-19,2018-03-09,SAMEA104674612,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:41-mRNA-seq, 2mM H2O2 rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:41-mRNA-seq, 2mM H2O2 rep3",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382519,1441403,70917380,49,37,ERX2430809,"51-mRNA-seq, 0C cold rep1_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275976,SAMEA104674593,simple,4932,Saccharomyces cerevisiae,SAMEA104674593,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","51-mRNA-seq, 0C cold rep1",2018-03-19,2018-03-09,SAMEA104674613,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:42-Ribo-mRNA-seq, 2mM H2O2 rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:42-Ribo-mRNA-seq, 2mM H2O2 rep3",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382520,1569309,77315055,49,39,ERX2430810,"52-Ribo-mRNA-seq, 0C cold rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275977,SAMEA104674594,simple,4932,Saccharomyces cerevisiae,SAMEA104674594,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","52-Ribo-mRNA-seq, 0C cold rep1",2018-03-19,2018-03-09,SAMEA104674614,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:149-tRNA-seq, 3AT, His-depletion rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:149-tRNA-seq, 3AT, His-depletion rep1",BY4741,wild type genotype,amitrole,100,his depletion media for 1 hour
ERR2382521,680406,91244775,134,56,ERX2430811,"99-tRNA-seq, 0C cold rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275978,SAMEA104674595,simple,4932,Saccharomyces cerevisiae,SAMEA104674595,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","99-tRNA-seq, 0C cold rep2",2018-03-19,2018-03-09,SAMEA104674615,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:150-Ribo-tRNA-seq, 3AT, His-depletion rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:150-Ribo-tRNA-seq, 3AT, His-depletion rep1",BY4741,wild type genotype,amitrole,100,his depletion media for 1 hour
ERR2382522,853464,114451142,134,70,ERX2430812,"103-tRNA-seq, 1M sorbitol rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275979,SAMEA104674596,simple,4932,Saccharomyces cerevisiae,SAMEA104674596,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","103-tRNA-seq, 1M sorbitol rep2",2018-03-19,2018-03-09,SAMEA104674616,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:155-tRNA-seq, 3AT, His-depletion rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:155-tRNA-seq, 3AT, His-depletion rep2",BY4741,wild type genotype,amitrole,100,his depletion media for 1 hour
ERR2382523,3809496,510875689,134,313,ERX2430813,"104-Ribo-tRNA-seq, 1M sorbitol rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275980,SAMEA104674597,simple,4932,Saccharomyces cerevisiae,SAMEA104674597,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","104-Ribo-tRNA-seq, 1M sorbitol rep2",2018-03-19,2018-03-09,SAMEA104674617,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:156-Ribo-tRNA-seq, 3AT, His-depletion rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:156-Ribo-tRNA-seq, 3AT, His-depletion rep2",BY4741,wild type genotype,amitrole,100,his depletion media for 1 hour
ERR2382524,343873,46118512,134,29,ERX2430814,"113-tRNA-seq, 1M sorbitol rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275981,SAMEA104674598,simple,4932,Saccharomyces cerevisiae,SAMEA104674598,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","113-tRNA-seq, 1M sorbitol rep3",2018-03-19,2018-03-09,SAMEA104674618,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:157-mRNA-seq, 3AT, His-depletion rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:157-mRNA-seq, 3AT, His-depletion rep2",BY4741,wild type genotype,amitrole,100,his depletion media for 1 hour
ERR2382525,2024924,271589920,134,172,ERX2430815,"114-Ribo-tRNA-seq, 1M sorbitol rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275982,SAMEA104674599,simple,4932,Saccharomyces cerevisiae,SAMEA104674599,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","114-Ribo-tRNA-seq, 1M sorbitol rep3",2018-03-19,2018-03-09,SAMEA104674619,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:158-Ribo-mRNA-seq, 3AT, His-depletion rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:158-Ribo-mRNA-seq, 3AT, His-depletion rep2",BY4741,wild type genotype,amitrole,100,his depletion media for 1 hour
ERR2382526,599487,29747142,49,15,ERX2430816,"59-mRNA-seq, 1M sorbitol rep1_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275983,SAMEA104674600,simple,4932,Saccharomyces cerevisiae,SAMEA104674600,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","59-mRNA-seq, 1M sorbitol rep1",2018-03-19,2018-03-09,SAMEA104674620,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:101-tRNA-seq, 42C heat rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:101-tRNA-seq, 42C heat rep2",BY4741,wild type genotype,none,,heat shock at 42 degrees celsius
ERR2382527,2096873,103878808,49,54,ERX2430817,"60-Ribo-mRNA-seq, 1M sorbitol rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275984,SAMEA104674601,simple,4932,Saccharomyces cerevisiae,SAMEA104674601,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","60-Ribo-mRNA-seq, 1M sorbitol rep1",2018-03-19,2018-03-09,SAMEA104674621,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:102-Ribo-tRNA-seq, 42C heat rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:102-Ribo-tRNA-seq, 42C heat rep2",BY4741,wild type genotype,none,,heat shock at 42 degrees celsius
ERR2382528,700490,93920381,134,59,ERX2430818,"67-tRNA-seq, 1M sorbitol rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275985,SAMEA104674602,simple,4932,Saccharomyces cerevisiae,SAMEA104674602,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","67-tRNA-seq, 1M sorbitol rep1",2018-03-19,2018-03-09,SAMEA104674622,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:121-tRNA-seq, 42C heat rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:121-tRNA-seq, 42C heat rep3",BY4741,wild type genotype,none,,heat shock at 42 degrees celsius
ERR2382529,2098735,281344627,134,182,ERX2430819,"68-Ribo-tRNA-seq, 1M sorbitol rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275986,SAMEA104674603,simple,4932,Saccharomyces cerevisiae,SAMEA104674603,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","68-Ribo-tRNA-seq, 1M sorbitol rep1",2018-03-19,2018-03-09,SAMEA104674623,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:122-Ribo-tRNA-seq, 42C heat rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:122-Ribo-tRNA-seq, 42C heat rep3",BY4741,wild type genotype,none,,heat shock at 42 degrees celsius
ERR2382530,2195898,296446230,135,152,ERX2430820,"15-tRNA-seq, 2mM H2O2 rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275987,SAMEA104674604,simple,4932,Saccharomyces cerevisiae,SAMEA104674604,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","15-tRNA-seq, 2mM H2O2 rep2",2018-03-19,2018-03-09,SAMEA104674624,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:55-mRNA-seq, 42C heat rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:55-mRNA-seq, 42C heat rep1",BY4741,wild type genotype,none,,heat shock at 42 degrees celsius
ERR2382531,4000000,5.4e+08,135,228,ERX2430821,"16-Ribo-tRNA-seq, 2mM H2O2 rep2, 3 files_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275988,SAMEA104674605,simple,4932,Saccharomyces cerevisiae,SAMEA104674605,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","16-Ribo-tRNA-seq, 2mM H2O2 rep2, 3 files",2018-03-19,2018-03-09,SAMEA104674625,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:56-Ribo-mRNA-seq, 42C heat rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:56-Ribo-mRNA-seq, 42C heat rep1",BY4741,wild type genotype,none,,heat shock at 42 degrees celsius
ERR2382532,4000000,5.4e+08,135,225,ERX2430821,"16-Ribo-tRNA-seq, 2mM H2O2 rep2, 3 files_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275988,SAMEA104674605,simple,4932,Saccharomyces cerevisiae,SAMEA104674605,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","16-Ribo-tRNA-seq, 2mM H2O2 rep2, 3 files",2018-03-19,2018-03-09,SAMEA104674626,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:63-tRNA-seq, 42C heat rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:63-tRNA-seq, 42C heat rep2",BY4741,wild type genotype,none,,heat shock at 42 degrees celsius
ERR2382533,1211786,163591110,135,66,ERX2430821,"16-Ribo-tRNA-seq, 2mM H2O2 rep2, 3 files_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275988,SAMEA104674605,simple,4932,Saccharomyces cerevisiae,SAMEA104674605,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","16-Ribo-tRNA-seq, 2mM H2O2 rep2, 3 files",2018-03-19,2018-03-09,SAMEA104674627,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:64-Ribo-tRNA-seq, 42C heat rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:64-Ribo-tRNA-seq, 42C heat rep2",BY4741,wild type genotype,none,,heat shock at 42 degrees celsius
ERR2382534,4000000,5.4e+08,135,276,ERX2430822,"17-mRNA-seq, 2mM H2O2 rep2, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275989,SAMEA104674606,simple,4932,Saccharomyces cerevisiae,SAMEA104674606,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","17-mRNA-seq, 2mM H2O2 rep2, 3 files",2018-03-19,2018-03-09,SAMEA104674628,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:81-tRNA-seq, 4EGI-1 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:81-tRNA-seq, 4EGI-1 rep1",BY4741,wild type genotype,4EGI-1,100,none
ERR2382535,4000000,5.4e+08,135,270,ERX2430822,"17-mRNA-seq, 2mM H2O2 rep2, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275989,SAMEA104674606,simple,4932,Saccharomyces cerevisiae,SAMEA104674606,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","17-mRNA-seq, 2mM H2O2 rep2, 3 files",2018-03-19,2018-03-09,SAMEA104674629,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:82-Ribo-tRNA-seq, 4EGI-1 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:82-Ribo-tRNA-seq, 4EGI-1 rep1",BY4741,wild type genotype,4EGI-1,100,none
ERR2382536,810462,109412370,135,53,ERX2430822,"17-mRNA-seq, 2mM H2O2 rep2, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275989,SAMEA104674606,simple,4932,Saccharomyces cerevisiae,SAMEA104674606,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","17-mRNA-seq, 2mM H2O2 rep2, 3 files",2018-03-19,2018-03-09,SAMEA104674630,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:83-mRNA-seq, 4EGI-1 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:83-mRNA-seq, 4EGI-1 rep1",BY4741,wild type genotype,4EGI-1,100,none
ERR2382537,4000000,5.4e+08,135,289,ERX2430823,"18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275990,SAMEA104674607,simple,4932,Saccharomyces cerevisiae,SAMEA104674607,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",2018-03-19,2018-03-09,SAMEA104674631,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:84-Ribo-mRNA-seq, 4EGI-1 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:84-Ribo-mRNA-seq, 4EGI-1 rep1",BY4741,wild type genotype,4EGI-1,100,none
ERR2382538,4000000,5.4e+08,135,279,ERX2430823,"18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275990,SAMEA104674607,simple,4932,Saccharomyces cerevisiae,SAMEA104674607,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",2018-03-19,2018-03-09,SAMEA104674632,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:91-tRNA-seq, 4EGI-1 rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:91-tRNA-seq, 4EGI-1 rep2",BY4741,wild type genotype,4EGI-1,100,none
ERR2382539,4000000,5.4e+08,135,287,ERX2430823,"18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275990,SAMEA104674607,simple,4932,Saccharomyces cerevisiae,SAMEA104674607,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",2018-03-19,2018-03-09,SAMEA104674633,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:92-Ribo-tRNA-seq, 4EGI-1 rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:92-Ribo-tRNA-seq, 4EGI-1 rep2",BY4741,wild type genotype,4EGI-1,100,none
ERR2382540,4000000,5.4e+08,135,289,ERX2430823,"18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275990,SAMEA104674607,simple,4932,Saccharomyces cerevisiae,SAMEA104674607,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",2018-03-19,2018-03-09,SAMEA104674634,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:95-tRNA-seq, 4EGI-1 rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:95-tRNA-seq, 4EGI-1 rep3",BY4741,wild type genotype,4EGI-1,100,none
ERR2382541,4000000,5.4e+08,135,283,ERX2430823,"18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275990,SAMEA104674607,simple,4932,Saccharomyces cerevisiae,SAMEA104674607,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",2018-03-19,2018-03-09,SAMEA104674635,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:96-Ribo-tRNA-seq, 4EGI-1 rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:96-Ribo-tRNA-seq, 4EGI-1 rep3",BY4741,wild type genotype,4EGI-1,100,none
ERR2382542,4000000,5.4e+08,135,276,ERX2430823,"18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275990,SAMEA104674607,simple,4932,Saccharomyces cerevisiae,SAMEA104674607,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",2018-03-19,2018-03-09,SAMEA104674636,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:107-tRNA-seq, 5mM copper rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:107-tRNA-seq, 5mM copper rep3",BY4741,wild type genotype,copper,5,none
