Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,genotype,library,GEO Accession
SRR11005872,52545057,2627252850,50,884,SRX7666666,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094896,SAMN13975857,simple,9606,Homo sapiens,GSM4293604,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage. RNA from nuclear and cytosolic fractions was isolated.,Hs_H1_BG080_d13_cytoplasmic_RNA_RNAseq_1,Unmodified hESCs were differentiated to the PP2 stage. RNA from nuclear and cytosolic fractions was isolated.,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"ribo-depleted, stranded",GSM4293604
SRR11005873,9854099,748911524,76,296,SRX7666667,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094897,SAMN13975856,simple,9606,Homo sapiens,GSM4293605,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage. RNA from nuclear and cytosolic fractions was isolated.,Hs_H1_BG149_d13_cytoplasmic_RNA_RNAseq_2,Unmodified hESCs were differentiated to the PP2 stage. RNA from nuclear and cytosolic fractions was isolated.,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"ribo-depleted, stranded",GSM4293605
SRR11005874,31524324,1576216200,50,484,SRX7666668,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP246901,PRJNA604580,32744504,"",SRS6094898,SAMN13975855,simple,9606,Homo sapiens,GSM4293606,GEO,SRA1036472,08,2020,Gaertner,EndoC-bH1 cells grown under standard conditions.,Hs_EndoC-bH1_RNASeq_1,EndoC-bH1 cells grown under standard conditions.,EndoC-bH1,Human beta cell line,WT,"polyA, stranded",GSM4293606
SRR11005875,30076425,1533897675,51,589,SRX7666669,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094899,SAMN13975854,simple,9606,Homo sapiens,GSM4293607,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG96_3D_d11_ctrl_Riboseq_replicate1_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293607
SRR11005876,32335621,1649116671,51,638,SRX7666670,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094900,SAMN13975853,simple,9606,Homo sapiens,GSM4293608,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG96_3D_d11_ctrl_Riboseq_replicate1_2,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293608
SRR11005877,33851179,1726410129,51,670,SRX7666671,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094901,SAMN13975852,simple,9606,Homo sapiens,GSM4293609,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG96_3D_d11_ctrl_Riboseq_replicate1_3,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293609
SRR11005878,34117395,1739987145,51,674,SRX7666672,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094902,SAMN13975851,simple,9606,Homo sapiens,GSM4293610,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG96_3D_d11_ctrl_Riboseq_replicate1_4,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293610
SRR11005879,35158390,1793077890,51,692,SRX7666673,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094903,SAMN13975850,simple,9606,Homo sapiens,GSM4293611,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG96_3D_d11_ctrl_Riboseq_replicate1_5,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293611
SRR11005880,37123934,1893320634,51,723,SRX7666674,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094904,SAMN13975848,simple,9606,Homo sapiens,GSM4293612,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG97_3D_d11_ctrl_Riboseq_replicate1_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293612
SRR11005881,40161501,2048236551,51,787,SRX7666675,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094905,SAMN13975847,simple,9606,Homo sapiens,GSM4293613,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG97_3D_d11_ctrl_Riboseq_replicate1_2,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293613
SRR11005882,42318838,2158260738,51,832,SRX7666676,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094906,SAMN13975846,simple,9606,Homo sapiens,GSM4293614,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG97_3D_d11_ctrl_Riboseq_replicate1_3,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293614
SRR11005883,42527836,2168919636,51,835,SRX7666677,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094907,SAMN13975845,simple,9606,Homo sapiens,GSM4293615,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG97_3D_d11_ctrl_Riboseq_replicate1_4,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293615
SRR11005884,44053376,2246722176,51,860,SRX7666678,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094908,SAMN13975844,simple,9606,Homo sapiens,GSM4293616,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG97_3D_d11_ctrl_Riboseq_replicate1_5,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293616
SRR11005885,35367218,1803728118,51,689,SRX7666679,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094909,SAMN13975849,simple,9606,Homo sapiens,GSM4293617,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG98_3D_d11_ctrl_Riboseq_replicate1_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293617
SRR11005886,38208488,1948632888,51,750,SRX7666680,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094910,SAMN13975879,simple,9606,Homo sapiens,GSM4293618,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG98_3D_d11_ctrl_Riboseq_replicate1_2,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293618
SRR11005887,40184673,2049418323,51,791,SRX7666681,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094911,SAMN13975878,simple,9606,Homo sapiens,GSM4293619,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG98_3D_d11_ctrl_Riboseq_replicate1_3,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293619
SRR11005888,40320582,2056349682,51,793,SRX7666682,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094912,SAMN13975877,simple,9606,Homo sapiens,GSM4293620,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG98_3D_d11_ctrl_Riboseq_replicate1_4,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293620
SRR11005889,41722050,2127824550,51,816,SRX7666683,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094913,SAMN13975876,simple,9606,Homo sapiens,GSM4293621,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG98_3D_d11_ctrl_Riboseq_replicate1_5,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293621
SRR11005890,55281453,2819354103,51,1080,SRX7666684,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094914,SAMN13975875,simple,9606,Homo sapiens,GSM4293622,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG99_3D_d11_ctrl_Riboseq_replicate1_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293622
SRR11005891,59562591,3037692141,51,1172,SRX7666685,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094915,SAMN13975843,simple,9606,Homo sapiens,GSM4293623,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG99_3D_d11_ctrl_Riboseq_replicate1_2,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293623
SRR11005892,62338889,3179283339,51,1230,SRX7666686,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094916,SAMN13975881,simple,9606,Homo sapiens,GSM4293624,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG99_3D_d11_ctrl_Riboseq_replicate1_3,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293624
SRR11005893,62704224,3197915424,51,1236,SRX7666687,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094917,SAMN13975880,simple,9606,Homo sapiens,GSM4293625,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG99_3D_d11_ctrl_Riboseq_replicate1_4,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293625
SRR11005894,64574502,3293299602,51,1266,SRX7666688,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094918,SAMN13975874,simple,9606,Homo sapiens,GSM4293626,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG99_3D_d11_ctrl_Riboseq_replicate1_5,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293626
SRR11005895,39488817,2013929667,51,770,SRX7666689,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094919,SAMN13975873,simple,9606,Homo sapiens,GSM4293627,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG100_3D_d11_ctrl_Riboseq_replicate1_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293627
SRR11005896,42644930,2174891430,51,837,SRX7666690,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094920,SAMN13975872,simple,9606,Homo sapiens,GSM4293628,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG100_3D_d11_ctrl_Riboseq_replicate1_2,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293628
SRR11005897,45021352,2296088952,51,886,SRX7666691,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094923,SAMN13975871,simple,9606,Homo sapiens,GSM4293629,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG100_3D_d11_ctrl_Riboseq_replicate1_3,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293629
SRR11005898,45151514,2302727214,51,887,SRX7666692,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094921,SAMN13975870,simple,9606,Homo sapiens,GSM4293630,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG100_3D_d11_ctrl_Riboseq_replicate1_4,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293630
SRR11005899,46971781,2395560831,51,919,SRX7666693,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094922,SAMN13975869,simple,9606,Homo sapiens,GSM4293631,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG100_3D_d11_ctrl_Riboseq_replicate1_5,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293631
SRR11005900,44143274,2251306974,51,863,SRX7666694,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094924,SAMN13975868,simple,9606,Homo sapiens,GSM4293632,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG101_3D_d11_ctrl_Riboseq_replicate1_1,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293632
SRR11005901,47724402,2433944502,51,939,SRX7666695,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094927,SAMN13975864,simple,9606,Homo sapiens,GSM4293633,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG101_3D_d11_ctrl_Riboseq_replicate1_2,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293633
SRR11005902,50155481,2557929531,51,990,SRX7666696,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094925,SAMN13975862,simple,9606,Homo sapiens,GSM4293634,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG101_3D_d11_ctrl_Riboseq_replicate1_3,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293634
SRR11005903,50612010,2581212510,51,998,SRX7666697,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094926,SAMN13975817,simple,9606,Homo sapiens,GSM4293635,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG101_3D_d11_ctrl_Riboseq_replicate1_4,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293635
SRR11005904,52463999,2675663949,51,1030,SRX7666698,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094928,SAMN13975816,simple,9606,Homo sapiens,GSM4293636,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG101_3D_d11_ctrl_Riboseq_replicate1_5,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,ribosome-protected,GSM4293636
SRR11005905,84198529,16813634386,99,6560,SRX7666699,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094930,SAMN13975815,simple,9606,Homo sapiens,GSM4293637,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG96_3D_d11_ctrl_RNAseq,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293637
SRR11005906,76783222,15350924129,99,5486,SRX7666700,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094929,SAMN13975814,simple,9606,Homo sapiens,GSM4293638,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG97_3D_d11_ctrl_RNAseq,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293638
SRR11005907,81509423,16283944319,99,5852,SRX7666701,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094931,SAMN13975867,simple,9606,Homo sapiens,GSM4293639,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG98_3D_d11_ctrl_RNAseq,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293639
SRR11005908,97896981,19568848504,99,6970,SRX7666702,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094932,SAMN13975865,simple,9606,Homo sapiens,GSM4293640,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG99_3D_d11_ctrl_RNAseq,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293640
SRR11005909,86512071,17316038544,100,6103,SRX7666703,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094933,SAMN13975861,simple,9606,Homo sapiens,GSM4293641,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG100_3D_d11_ctrl_RNAseq,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293641
SRR11005910,77714355,15547340968,100,5481,SRX7666704,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP246901,PRJNA604580,32744504,"",SRS6094934,SAMN13975859,simple,9606,Homo sapiens,GSM4293642,GEO,SRA1036472,08,2020,Gaertner,Unmodified hESCs were differentiated to the PP2 stage,Hs_H1_BG101_3D_d11_ctrl_RNAseq,Unmodified hESCs were differentiated to the PP2 stage,H1 ES cells,ES-derived late pancreatic progenitor cells,WT,"polyA, stranded",GSM4293642
