Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,age,strain,inhibitors,injection route,internal animal id,tissue,molecule subtype,GEO Accession
SRR6880590,39547285,1977364250,50,1172,SRX3833090,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080793,SAMN08774006,simple,10090,Mus musculus,GSM3061217,GEO,SRA671174,01,2019,Gerashchenko,mouse24_testis_RiboSeq,mouse24_testis_RiboSeq,mouse24_testis_RiboSeq,16 weeks old muse,C57BL6,harringtonine 30 min,retro-orbital,24,testis,ribosome footprints,GSM3061217
SRR6880591,36867132,1843356600,50,1100,SRX3833091,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080760,SAMN08774005,simple,10090,Mus musculus,GSM3061218,GEO,SRA671174,01,2019,Gerashchenko,mouse25_testis_RiboSeq,mouse25_testis_RiboSeq,mouse25_testis_RiboSeq,16 weeks old muse,C57BL6,harringtonine 30 min,retro-orbital,25,testis,ribosome footprints,GSM3061218
SRR6880592,24878383,1243919150,50,500,SRX3833092,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136268,PRJNA445295,33264395,"",SRS3080764,SAMN08774004,simple,10090,Mus musculus,GSM3061219,GEO,SRA671174,01,2019,Gerashchenko,liver_5min_RiboSeq,mouse13_liver_5min_RiboSeq,liver_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,13,liver,ribosome footprints,GSM3061219
SRR6880593,30127976,1506398800,50,603,SRX3833093,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136268,PRJNA445295,33264395,"",SRS3080796,SAMN08774003,simple,10090,Mus musculus,GSM3061220,GEO,SRA671174,01,2019,Gerashchenko,liver_5min_RiboSeq,mouse14_liver_5min_RiboSeq,liver_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,14,liver,ribosome footprints,GSM3061220
SRR6880594,22889605,1144480250,50,478,SRX3833094,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136268,PRJNA445295,33264395,"",SRS3080767,SAMN08774002,simple,10090,Mus musculus,GSM3061221,GEO,SRA671174,01,2019,Gerashchenko,liver_5min_RiboSeq,mouse15_liver_5min_RiboSeq,liver_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,15,liver,ribosome footprints,GSM3061221
SRR6880595,25312746,1265637300,50,514,SRX3833095,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136268,PRJNA445295,33264395,"",SRS3080797,SAMN08774001,simple,10090,Mus musculus,GSM3061222,GEO,SRA671174,01,2019,Gerashchenko,liver_5min_RiboSeq,mouse16_liver_5min_RiboSeq,liver_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,16,liver,ribosome footprints,GSM3061222
SRR6880596,23353932,1167696600,50,464,SRX3833096,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136268,PRJNA445295,33264395,"",SRS3080768,SAMN08774000,simple,10090,Mus musculus,GSM3061223,GEO,SRA671174,01,2019,Gerashchenko,mouse13_kidney_5min_RiboSeq,mouse13_kidney_5min_RiboSeq,mouse13_kidney_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,13,kidney,ribosome footprints,GSM3061223
SRR6880597,23128798,1156439900,50,461,SRX3833097,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136268,PRJNA445295,33264395,"",SRS3080766,SAMN08773999,simple,10090,Mus musculus,GSM3061224,GEO,SRA671174,01,2019,Gerashchenko,mouse14_kidney_5min_RiboSeq,mouse14_kidney_5min_RiboSeq,mouse14_kidney_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,14,kidney,ribosome footprints,GSM3061224
SRR6880598,24234673,1211733650,50,484,SRX3833098,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136268,PRJNA445295,33264395,"",SRS3080769,SAMN08773997,simple,10090,Mus musculus,GSM3061225,GEO,SRA671174,01,2019,Gerashchenko,mouse15_kidney_5min_RiboSeq,mouse15_kidney_5min_RiboSeq,mouse15_kidney_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,15,kidney,ribosome footprints,GSM3061225
SRR6880599,26332345,1316617250,50,527,SRX3833099,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP136268,PRJNA445295,33264395,"",SRS3080770,SAMN08774044,simple,10090,Mus musculus,GSM3061226,GEO,SRA671174,01,2019,Gerashchenko,mouse16_kidney_5min_RiboSeq,mouse16_kidney_5min_RiboSeq,mouse16_kidney_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,16,kidney,ribosome footprints,GSM3061226
SRR6880600,30100134,1505006700,50,871,SRX3833100,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080771,SAMN08774043,simple,10090,Mus musculus,GSM3061227,GEO,SRA671174,01,2019,Gerashchenko,mouse14_lung_5min_RiboSeq,mouse14_lung_5min_RiboSeq,mouse14_lung_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,14,lung,ribosome footprints,GSM3061227
SRR6880601,31460514,1573025700,50,910,SRX3833101,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080772,SAMN08774042,simple,10090,Mus musculus,GSM3061228,GEO,SRA671174,01,2019,Gerashchenko,mouse15_lung_5min_RiboSeq,mouse15_lung_5min_RiboSeq,mouse15_lung_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,15,lung,ribosome footprints,GSM3061228
SRR6880602,28376177,1418808850,50,803,SRX3833102,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080773,SAMN08774041,simple,10090,Mus musculus,GSM3061229,GEO,SRA671174,01,2019,Gerashchenko,mouse16_lung_5min_RiboSeq,mouse16_lung_5min_RiboSeq,mouse16_lung_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,16,lung,ribosome footprints,GSM3061229
SRR6880603,13958802,697940100,50,398,SRX3833103,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080774,SAMN08774040,simple,10090,Mus musculus,GSM3061230,GEO,SRA671174,01,2019,Gerashchenko,heart_5min_RiboSeq,mouse13_heart_5min_RiboSeq,heart_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,13,heart,ribosome footprints,GSM3061230
SRR6880604,14768347,738417350,50,418,SRX3833104,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080775,SAMN08774039,simple,10090,Mus musculus,GSM3061231,GEO,SRA671174,01,2019,Gerashchenko,heart_5min_RiboSeq,mouse14_heart_5min_RiboSeq,heart_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,14,heart,ribosome footprints,GSM3061231
SRR6880605,11028969,551448450,50,311,SRX3833105,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080776,SAMN08774038,simple,10090,Mus musculus,GSM3061232,GEO,SRA671174,01,2019,Gerashchenko,heart_5min_RiboSeq,mouse15_heart_5min_RiboSeq,heart_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,15,heart,ribosome footprints,GSM3061232
SRR6880606,13204929,660246450,50,373,SRX3833106,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080777,SAMN08774037,simple,10090,Mus musculus,GSM3061233,GEO,SRA671174,01,2019,Gerashchenko,heart_5min_RiboSeq,mouse16_heart_5min_RiboSeq,heart_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,16,heart,ribosome footprints,GSM3061233
SRR6880607,16227801,811390050,50,460,SRX3833107,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080778,SAMN08774036,simple,10090,Mus musculus,GSM3061234,GEO,SRA671174,01,2019,Gerashchenko,skeletal_5min_RiboSeq,mouse13_skeletal_5min_RiboSeq,skeletal_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,13,skeletal muscle,ribosome footprints,GSM3061234
SRR6880608,15162520,758126000,50,425,SRX3833108,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080779,SAMN08774035,simple,10090,Mus musculus,GSM3061235,GEO,SRA671174,01,2019,Gerashchenko,skeletal_5min_RiboSeq,mouse14_skeletal_5min_RiboSeq,skeletal_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,14,skeletal muscle,ribosome footprints,GSM3061235
SRR6880609,18321204,916060200,50,518,SRX3833109,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080780,SAMN08774034,simple,10090,Mus musculus,GSM3061236,GEO,SRA671174,01,2019,Gerashchenko,skeletal_5min_RiboSeq,mouse15_skeletal_5min_RiboSeq,skeletal_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,15,skeletal muscle,ribosome footprints,GSM3061236
SRR6880610,15712095,785604750,50,445,SRX3833110,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080781,SAMN08774033,simple,10090,Mus musculus,GSM3061237,GEO,SRA671174,01,2019,Gerashchenko,skeletal_5min_RiboSeq,mouse16_skeletal_5min_RiboSeq,skeletal_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,16,skeletal muscle,ribosome footprints,GSM3061237
SRR6880611,47407997,2370399850,50,1431,SRX3833111,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080782,SAMN08774032,simple,10090,Mus musculus,GSM3061238,GEO,SRA671174,01,2019,Gerashchenko,mouse13_pancreas_5min_RiboSeq,mouse13_pancreas_5min_RiboSeq,mouse13_pancreas_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,13,pancreas,ribosome footprints,GSM3061238
SRR6880612,52866353,2643317650,50,1609,SRX3833112,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080829,SAMN08774031,simple,10090,Mus musculus,GSM3061239,GEO,SRA671174,01,2019,Gerashchenko,mouse14_pancreas_5min_RiboSeq,mouse14_pancreas_5min_RiboSeq,mouse14_pancreas_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,14,pancreas,ribosome footprints,GSM3061239
SRR6880613,39674467,1983723350,50,1202,SRX3833113,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080830,SAMN08774030,simple,10090,Mus musculus,GSM3061240,GEO,SRA671174,01,2019,Gerashchenko,mouse15_pancreas_5min_RiboSeq,mouse15_pancreas_5min_RiboSeq,mouse15_pancreas_5min_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 5 min,retro-orbital,15,pancreas,ribosome footprints,GSM3061240
SRR6880614,46934998,2346749900,50,1355,SRX3833114,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080783,SAMN08774029,simple,10090,Mus musculus,GSM3061241,GEO,SRA671174,01,2019,Gerashchenko,mouse26_spleen_RiboSeq,mouse26_spleen_RiboSeq,mouse26_spleen_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,26,spleen,ribosome footprints,GSM3061241
SRR6880615,46153365,2307668250,50,1318,SRX3833115,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080784,SAMN08774028,simple,10090,Mus musculus,GSM3061242,GEO,SRA671174,01,2019,Gerashchenko,mouse27_spleen_RiboSeq,mouse27_spleen_RiboSeq,mouse27_spleen_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,27,spleen,ribosome footprints,GSM3061242
SRR6880616,38232580,1911629000,50,1101,SRX3833116,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080785,SAMN08774027,simple,10090,Mus musculus,GSM3061243,GEO,SRA671174,01,2019,Gerashchenko,mouse29_spleen_RiboSeq,mouse29_spleen_RiboSeq,mouse29_spleen_RiboSeq,13 weeks old mouse,C57BL6,none,n/a,29,spleen,ribosome footprints,GSM3061243
SRR6880617,32815224,1640761200,50,985,SRX3833117,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080801,SAMN08774026,simple,10090,Mus musculus,GSM3061244,GEO,SRA671174,01,2019,Gerashchenko,mouse23_brain_30min_RiboSeq,mouse23_brain_30min_RiboSeq,mouse23_brain_30min_RiboSeq,16 weeks old muse,C57BL6,harringtonine 30 min,retro-orbital,23,brain,ribosome footprints,GSM3061244
SRR6880618,21566786,1078339300,50,670,SRX3833118,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080788,SAMN08773964,simple,10090,Mus musculus,GSM3061245,GEO,SRA671174,01,2019,Gerashchenko,liver_15sec_RiboSeq,mouse50_liver_15sec_RiboSeq,liver_15sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,50,liver,ribosome footprints,GSM3061245
SRR6880619,15364755,768237750,50,446,SRX3833119,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080821,SAMN08773963,simple,10090,Mus musculus,GSM3061246,GEO,SRA671174,01,2019,Gerashchenko,liver_15sec_RiboSeq,mouse51_liver_15sec_RiboSeq,liver_15sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,51,liver,ribosome footprints,GSM3061246
SRR6880620,35726539,1786326950,50,544,SRX3833120,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080789,SAMN08773962,simple,10090,Mus musculus,GSM3061247,GEO,SRA671174,01,2019,Gerashchenko,liver_15sec_RiboSeq,mouse71_liver_15sec_RiboSeq,liver_15sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,71,liver,ribosome footprints,GSM3061247
SRR6880621,21064418,1053220900,50,657,SRX3833121,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080790,SAMN08773961,simple,10090,Mus musculus,GSM3061248,GEO,SRA671174,01,2019,Gerashchenko,mouse50_kidney_15sec_RiboSeq,mouse50_kidney_15sec_RiboSeq,mouse50_kidney_15sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,50,kidney,ribosome footprints,GSM3061248
SRR6880622,20352876,1017643800,50,591,SRX3833122,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080791,SAMN08773960,simple,10090,Mus musculus,GSM3061249,GEO,SRA671174,01,2019,Gerashchenko,mouse51_kidney_15sec_RiboSeq,mouse51_kidney_15sec_RiboSeq,mouse51_kidney_15sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,51,kidney,ribosome footprints,GSM3061249
SRR6880623,30948664,1547433200,50,486,SRX3833123,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080792,SAMN08773959,simple,10090,Mus musculus,GSM3061250,GEO,SRA671174,01,2019,Gerashchenko,mouse71_kidney_15sec_RiboSeq,mouse71_kidney_15sec_RiboSeq,mouse71_kidney_15sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,71,kidney,ribosome footprints,GSM3061250
SRR6880624,34003216,1700160800,50,535,SRX3833124,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080794,SAMN08773958,simple,10090,Mus musculus,GSM3061251,GEO,SRA671174,01,2019,Gerashchenko,mouse75_kidney_15sec_RiboSeq,mouse75_kidney_15sec_RiboSeq,mouse75_kidney_15sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,75,kidney,ribosome footprints,GSM3061251
SRR6880625,42314896,2115744800,50,1317,SRX3833125,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080795,SAMN08773957,simple,10090,Mus musculus,GSM3061252,GEO,SRA671174,01,2019,Gerashchenko,skeletal_15sec_RiboSeq,mouse51_skeletal_15sec_RiboSeq,skeletal_15sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,51,skeletal muscle,ribosome footprints,GSM3061252
SRR6880626,45561755,2278087750,50,1397,SRX3833126,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080798,SAMN08773956,simple,10090,Mus musculus,GSM3061253,GEO,SRA671174,01,2019,Gerashchenko,skeletal_15sec_RiboSeq,mouse70_skeletal_15sec_RiboSeq,skeletal_15sec_RiboSeq,13 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,70,skeletal muscle,ribosome footprints,GSM3061253
SRR6880627,44328446,2216422300,50,1377,SRX3833127,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080831,SAMN08773951,simple,10090,Mus musculus,GSM3061254,GEO,SRA671174,01,2019,Gerashchenko,skeletal_15sec_RiboSeq,mouse71_skeletal_15sec_RiboSeq,skeletal_15sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 15 sec cycloheximide,tail-vein,71,skeletal muscle,ribosome footprints,GSM3061254
SRR6880628,21966925,1098346250,50,688,SRX3833128,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080799,SAMN08773950,simple,10090,Mus musculus,GSM3061255,GEO,SRA671174,01,2019,Gerashchenko,liver_30sec_RiboSeq,mouse43_liver_30sec_RiboSeq,liver_30sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,43,liver,ribosome footprints,GSM3061255
SRR6880629,9107030,455351500,50,266,SRX3833129,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080800,SAMN08773949,simple,10090,Mus musculus,GSM3061256,GEO,SRA671174,01,2019,Gerashchenko,liver_30sec_RiboSeq,mouse52_liver_30sec_RiboSeq,liver_30sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,52,liver,ribosome footprints,GSM3061256
SRR6880630,33919319,1695965950,50,522,SRX3833130,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080802,SAMN08773948,simple,10090,Mus musculus,GSM3061257,GEO,SRA671174,01,2019,Gerashchenko,liver_30sec_RiboSeq,mouse72_liver_30sec_RiboSeq,liver_30sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,72,liver,ribosome footprints,GSM3061257
SRR6880631,25646167,1282308350,50,799,SRX3833131,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080803,SAMN08773955,simple,10090,Mus musculus,GSM3061258,GEO,SRA671174,01,2019,Gerashchenko,mouse43_kidney_30sec_RiboSeq,mouse43_kidney_30sec_RiboSeq,mouse43_kidney_30sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,43,kidney,ribosome footprints,GSM3061258
SRR6880632,17302132,865106600,50,503,SRX3833132,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080805,SAMN08773954,simple,10090,Mus musculus,GSM3061259,GEO,SRA671174,01,2019,Gerashchenko,mouse52_kidney_30sec_RiboSeq,mouse52_kidney_30sec_RiboSeq,mouse52_kidney_30sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,52,kidney,ribosome footprints,GSM3061259
SRR6880633,39379875,1968993750,50,614,SRX3833133,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080804,SAMN08773953,simple,10090,Mus musculus,GSM3061260,GEO,SRA671174,01,2019,Gerashchenko,mouse72_kidney_30sec_RiboSeq,mouse72_kidney_30sec_RiboSeq,mouse72_kidney_30sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,72,kidney,ribosome footprints,GSM3061260
SRR6880634,26906469,1345323450,50,423,SRX3833134,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080806,SAMN08773952,simple,10090,Mus musculus,GSM3061261,GEO,SRA671174,01,2019,Gerashchenko,mouse76_kidney_30sec_RiboSeq,mouse76_kidney_30sec_RiboSeq,mouse76_kidney_30sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,76,kidney,ribosome footprints,GSM3061261
SRR6880635,63462770,3173138500,50,1987,SRX3833135,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080809,SAMN08773947,simple,10090,Mus musculus,GSM3061262,GEO,SRA671174,01,2019,Gerashchenko,skeletal_30sec_RiboSeq,mouse43_skeletal_30sec_RiboSeq,skeletal_30sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,43,skeletal muscle,ribosome footprints,GSM3061262
SRR6880636,44552428,2227621400,50,1392,SRX3833136,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080807,SAMN08773946,simple,10090,Mus musculus,GSM3061263,GEO,SRA671174,01,2019,Gerashchenko,skeletal_30sec_RiboSeq,mouse52_skeletal_30sec_RiboSeq,skeletal_30sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,52,skeletal muscle,ribosome footprints,GSM3061263
SRR6880637,44063786,2203189300,50,1336,SRX3833137,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080811,SAMN08773945,simple,10090,Mus musculus,GSM3061264,GEO,SRA671174,01,2019,Gerashchenko,skeletal_30sec_RiboSeq,mouse72_skeletal_30sec_RiboSeq,skeletal_30sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 30 sec cycloheximide,tail-vein,72,skeletal muscle,ribosome footprints,GSM3061264
SRR6880638,23440818,1172040900,50,724,SRX3833138,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080812,SAMN08773944,simple,10090,Mus musculus,GSM3061265,GEO,SRA671174,01,2019,Gerashchenko,liver_45sec_RiboSeq,mouse44_liver_45sec_RiboSeq,liver_45sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 45 sec cycloheximide,tail-vein,44,liver,ribosome footprints,GSM3061265
SRR6880639,16935565,846778250,50,493,SRX3833139,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080808,SAMN08773943,simple,10090,Mus musculus,GSM3061266,GEO,SRA671174,01,2019,Gerashchenko,liver_45sec_RiboSeq,mouse53_liver_45sec_RiboSeq,liver_45sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 45 sec cycloheximide,tail-vein,53,liver,ribosome footprints,GSM3061266
SRR6880640,36569991,1828499550,50,546,SRX3833140,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080810,SAMN08773942,simple,10090,Mus musculus,GSM3061267,GEO,SRA671174,01,2019,Gerashchenko,liver_45sec_RiboSeq,mouse77_liver_45sec_RiboSeq,liver_45sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 45 sec cycloheximide,tail-vein,77,liver,ribosome footprints,GSM3061267
