Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,sample name
ERR3949761,41627595,2116996507,50,1026,ERX3957567,Streptomyces tsukubaensis NRRL 18488 RNA-seq E1 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349687,SAMEA6585385,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585385,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585385,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read
ERR3949762,35382993,1798980863,50,873,ERX3957568,Streptomyces tsukubaensis NRRL 18488 RNA-seq E2 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349687,SAMEA6585385,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585385,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585385,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read
ERR3949763,53721965,2731346497,50,1325,ERX3957569,Streptomyces tsukubaensis NRRL 18488 RNA-seq T1 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349687,SAMEA6585385,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585385,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585385,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read
ERR3949764,25421462,1292432106,50,629,ERX3957570,Streptomyces tsukubaensis NRRL 18488 RNA-seq T2 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349687,SAMEA6585385,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585385,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585385,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read
ERR3949765,83456281,4219445625,50,2593,ERX3957571,Streptomyces tsukubaensis NRRL 18488 RNA-seq L1 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349687,SAMEA6585385,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585385,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585385,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read
ERR3949766,39339183,1999721625,50,981,ERX3957572,Streptomyces tsukubaensis NRRL 18488 RNA-seq L2 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349687,SAMEA6585385,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585385,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585385,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read
ERR3949767,78587491,3980042306,50,2423,ERX3957573,Streptomyces tsukubaensis NRRL 18488 RNA-seq S1 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349687,SAMEA6585385,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585385,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585385,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read
ERR3949768,51441666,2615837760,50,1267,ERX3957574,Streptomyces tsukubaensis NRRL 18488 RNA-seq S2 trimmed read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349687,SAMEA6585385,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585385,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,2020-02-24,2020-02-24,SAMEA6585385,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read,Streptomyces tsukubaensis NRRL 18488 RNA-seq trimmed read
ERR3949769,121549761,3659856947,30,1914,ERX3957575,Streptomyces tsukubaensis NRRL 18488 ribosome profiling E1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349688,SAMEA6585386,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585386,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585386,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read
ERR3949770,120322929,3610681178,30,1942,ERX3957576,Streptomyces tsukubaensis NRRL 18488 ribosome profiling E2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349688,SAMEA6585386,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585386,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585386,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read
ERR3949771,126769305,3944557389,31,2298,ERX3957577,Streptomyces tsukubaensis NRRL 18488 ribosome profiling T1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349688,SAMEA6585386,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585386,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585386,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read
ERR3949772,109608582,3352808371,30,1895,ERX3957578,Streptomyces tsukubaensis NRRL 18488 ribosome profiling T2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349688,SAMEA6585386,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585386,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585386,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read
ERR3949773,157083409,4827417296,30,2487,ERX3957579,Streptomyces tsukubaensis NRRL 18488 ribosome profiling L1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349688,SAMEA6585386,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585386,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585386,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read
ERR3949774,161666872,4999435957,30,2539,ERX3957580,Streptomyces tsukubaensis NRRL 18488 ribosome profiling L2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349688,SAMEA6585386,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585386,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585386,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read
ERR3949775,138367948,4106778088,29,2113,ERX3957581,Streptomyces tsukubaensis NRRL 18488 ribosome profiling S1 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349688,SAMEA6585386,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585386,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585386,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read
ERR3949776,192788031,5790305634,30,3299,ERX3957582,Streptomyces tsukubaensis NRRL 18488 ribosome profiling S2 trimmed read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349688,SAMEA6585386,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585386,KAIST,ERA2388628,02,2020,Makar,"",Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,2020-02-24,2020-02-24,SAMEA6585386,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T01:51:30Z,public,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read,Streptomyces tsukubaensis NRRL 18488 ribosome profiling trimmed read
ERR3949796,14475094,1460296651,100,332,ERX3957602,Streptomyces avermitilis MA-4680 RNA-seq E1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349691,SAMEA6585389,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585389,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585389,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 RNA-seq mapped read,Streptomyces avermitilis MA-4680 RNA-seq mapped read
ERR3949797,14232752,1435796984,100,331,ERX3957603,Streptomyces avermitilis MA-4680 RNA-seq E2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349691,SAMEA6585389,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585389,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585389,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 RNA-seq mapped read,Streptomyces avermitilis MA-4680 RNA-seq mapped read
ERR3949798,16820053,1696773515,100,404,ERX3957604,Streptomyces avermitilis MA-4680 RNA-seq T1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349691,SAMEA6585389,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585389,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585389,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 RNA-seq mapped read,Streptomyces avermitilis MA-4680 RNA-seq mapped read
ERR3949799,14948455,1508052227,100,346,ERX3957605,Streptomyces avermitilis MA-4680 RNA-seq T2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349691,SAMEA6585389,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585389,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585389,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 RNA-seq mapped read,Streptomyces avermitilis MA-4680 RNA-seq mapped read
ERR3949800,12238050,1234566811,100,287,ERX3957606,Streptomyces avermitilis MA-4680 RNA-seq L1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349691,SAMEA6585389,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585389,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585389,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 RNA-seq mapped read,Streptomyces avermitilis MA-4680 RNA-seq mapped read
ERR3949801,15212127,1534632472,100,357,ERX3957607,Streptomyces avermitilis MA-4680 RNA-seq L2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349691,SAMEA6585389,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585389,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585389,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 RNA-seq mapped read,Streptomyces avermitilis MA-4680 RNA-seq mapped read
ERR3949802,14761494,1489138251,100,342,ERX3957608,Streptomyces avermitilis MA-4680 RNA-seq S1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349691,SAMEA6585389,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585389,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585389,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 RNA-seq mapped read,Streptomyces avermitilis MA-4680 RNA-seq mapped read
ERR3949803,12519514,1263048480,100,290,ERX3957609,Streptomyces avermitilis MA-4680 RNA-seq S2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349691,SAMEA6585389,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585389,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585389,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 RNA-seq mapped read,Streptomyces avermitilis MA-4680 RNA-seq mapped read
ERR3949804,12355916,369502906,29,132,ERX3957610,Streptomyces avermitilis MA-4680 ribosome profiling E1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349692,SAMEA6585390,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585390,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585390,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 ribosome profiling mapped read,Streptomyces avermitilis MA-4680 ribosome profiling mapped read
ERR3949805,2022429,66173437,32,30,ERX3957611,Streptomyces avermitilis MA-4680 ribosome profiling E2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349692,SAMEA6585390,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585390,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585390,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 ribosome profiling mapped read,Streptomyces avermitilis MA-4680 ribosome profiling mapped read
ERR3949806,3541737,116295711,32,39,ERX3957612,Streptomyces avermitilis MA-4680 ribosome profiling T1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349692,SAMEA6585390,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585390,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585390,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 ribosome profiling mapped read,Streptomyces avermitilis MA-4680 ribosome profiling mapped read
ERR3949807,2304886,73895039,32,27,ERX3957613,Streptomyces avermitilis MA-4680 ribosome profiling T2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349692,SAMEA6585390,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585390,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585390,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 ribosome profiling mapped read,Streptomyces avermitilis MA-4680 ribosome profiling mapped read
ERR3949808,7386273,234424293,31,97,ERX3957614,Streptomyces avermitilis MA-4680 ribosome profiling L1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349692,SAMEA6585390,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585390,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585390,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 ribosome profiling mapped read,Streptomyces avermitilis MA-4680 ribosome profiling mapped read
ERR3949809,2929594,93091822,31,45,ERX3957615,Streptomyces avermitilis MA-4680 ribosome profiling L2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349692,SAMEA6585390,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585390,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585390,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 ribosome profiling mapped read,Streptomyces avermitilis MA-4680 ribosome profiling mapped read
ERR3949810,13061116,386585156,29,158,ERX3957616,Streptomyces avermitilis MA-4680 ribosome profiling S1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349692,SAMEA6585390,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585390,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585390,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 ribosome profiling mapped read,Streptomyces avermitilis MA-4680 ribosome profiling mapped read
ERR3949811,7789273,230539139,29,96,ERX3957617,Streptomyces avermitilis MA-4680 ribosome profiling S2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349692,SAMEA6585390,simple,227882,Streptomyces avermitilis MA-4680 = NBRC 14893,SAMEA6585390,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces avermitilis MA-4680 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585390,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces avermitilis MA-4680 ribosome profiling mapped read,Streptomyces avermitilis MA-4680 ribosome profiling mapped read
ERR3949812,9036995,911520679,100,205,ERX3957618,Streptomyces clavuligerus E1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349693,SAMEA6585391,simple,1901,Streptomyces clavuligerus,SAMEA6585391,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585391,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read
ERR3949813,8622479,869716606,100,196,ERX3957619,Streptomyces clavuligerus ATCC27064 RNA-seq E2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349693,SAMEA6585391,simple,1901,Streptomyces clavuligerus,SAMEA6585391,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585391,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read
ERR3949814,9056077,913318325,100,208,ERX3957620,Streptomyces clavuligerus ATCC27064 RNA-seq T1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349693,SAMEA6585391,simple,1901,Streptomyces clavuligerus,SAMEA6585391,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585391,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read
ERR3949815,10096097,1018126623,100,232,ERX3957621,Streptomyces clavuligerus ATCC27064 RNA-seq T2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349693,SAMEA6585391,simple,1901,Streptomyces clavuligerus,SAMEA6585391,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585391,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read
ERR3949816,7283393,734782245,100,153,ERX3957622,Streptomyces clavuligerus ATCC27064 RNA-seq L1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349693,SAMEA6585391,simple,1901,Streptomyces clavuligerus,SAMEA6585391,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585391,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read
