Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,fraction,organism part,performer,replicate,replicate type,sample name,sex,used library?,developmental stage,Experimental Factor: organism,Experimental Factor: organism part,Experimental Factor: protocol
ERR2812357,212318904,21444209304,101,11424,ERX2819188,human_liver_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758379,SAMEA4939596,simple,9606,Homo sapiens,SAMEA4939596,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",human_liver_rna_3,2019-03-31,2018-09-26,SAMEA4939596,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:human_liver_rna_3,ArrayExpress,human,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:human_liver_rna_3,female,no,,Homo sapiens,liver,RNA-seq
ERR2812358,234825204,11976085404,51,9655,ERX2819189,human_testis_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758380,SAMEA4939597,simple,9606,Homo sapiens,SAMEA4939597,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",human_testis_ribo_1,2019-03-31,2018-09-26,SAMEA4939597,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:human_testis_ribo_1,ArrayExpress,human,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:human_testis_ribo_1,male,yes,,Homo sapiens,testis,Ribo-seq
ERR2812359,148037048,11723745348,79,7388,ERX2819190,human_testis_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758381,SAMEA4939598,simple,9606,Homo sapiens,SAMEA4939598,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",human_testis_ribo_2,2019-03-31,2018-09-26,SAMEA4939598,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:human_testis_ribo_2,ArrayExpress,human,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:human_testis_ribo_2,male,yes,,Homo sapiens,testis,Ribo-seq
ERR2812360,219524298,22171954098,101,12785,ERX2819191,human_testis_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758382,SAMEA4939599,simple,9606,Homo sapiens,SAMEA4939599,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",human_testis_ribo_3,2019-03-31,2018-09-26,SAMEA4939599,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:human_testis_ribo_3,ArrayExpress,human,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:human_testis_ribo_3,male,no,,Homo sapiens,testis,Ribo-seq
ERR2812361,78024087,4859779837,62,2934,ERX2819192,human_testis_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758383,SAMEA4939600,simple,9606,Homo sapiens,SAMEA4939600,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",human_testis_rna_1,2019-03-31,2018-09-26,SAMEA4939600,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:human_testis_rna_1,ArrayExpress,human,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:human_testis_rna_1,male,yes,,Homo sapiens,testis,RNA-seq
ERR2812362,222739758,22496715558,101,13521,ERX2819193,human_testis_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758384,SAMEA4939601,simple,9606,Homo sapiens,SAMEA4939601,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",human_testis_rna_2,2019-03-31,2018-09-26,SAMEA4939601,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:human_testis_rna_2,ArrayExpress,human,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:human_testis_rna_2,male,yes,,Homo sapiens,testis,RNA-seq
ERR2812363,191873450,19379218450,101,11141,ERX2819194,human_testis_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758385,SAMEA4939602,simple,9606,Homo sapiens,SAMEA4939602,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",human_testis_rna_3,2019-03-31,2018-09-26,SAMEA4939602,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:human_testis_rna_3,ArrayExpress,human,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:human_testis_rna_3,male,no,,Homo sapiens,testis,RNA-seq
ERR2812364,96579453,4925552103,51,3929,ERX2819195,macaque_brain_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758386,SAMEA4939603,simple,9544,Macaca mulatta,SAMEA4939603,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_brain_ribo_1,2019-03-31,2018-09-26,SAMEA4939603,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_brain_ribo_1,ArrayExpress,Rhesus monkey,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:macaque_brain_ribo_1,male,yes,,Macaca mulatta,brain,Ribo-seq
ERR2812365,72102095,4343692595,60,2700,ERX2819196,macaque_brain_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758387,SAMEA4939604,simple,9544,Macaca mulatta,SAMEA4939604,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_brain_ribo_2,2019-03-31,2018-09-26,SAMEA4939604,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_brain_ribo_2,ArrayExpress,Rhesus monkey,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:macaque_brain_ribo_2,male,yes,,Macaca mulatta,brain,Ribo-seq
ERR2812366,65137295,3957585745,60,2853,ERX2819197,macaque_brain_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758388,SAMEA4939605,simple,9544,Macaca mulatta,SAMEA4939605,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_brain_ribo_3,2019-03-31,2018-09-26,SAMEA4939605,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_brain_ribo_3,ArrayExpress,Rhesus monkey,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:macaque_brain_ribo_3,male,yes,,Macaca mulatta,brain,Ribo-seq
ERR2812367,142466769,10763276369,75,5722,ERX2819198,macaque_brain_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758389,SAMEA4939606,simple,9544,Macaca mulatta,SAMEA4939606,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_brain_rna_1,2019-03-31,2018-09-26,SAMEA4939606,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_brain_rna_1,ArrayExpress,Rhesus monkey,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:macaque_brain_rna_1,male,yes,,Macaca mulatta,brain,RNA-seq
ERR2812368,110261758,8814744058,79,5581,ERX2819199,macaque_brain_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758390,SAMEA4939607,simple,9544,Macaca mulatta,SAMEA4939607,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_brain_rna_2,2019-03-31,2018-09-26,SAMEA4939607,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_brain_rna_2,ArrayExpress,Rhesus monkey,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:macaque_brain_rna_2,male,yes,,Macaca mulatta,brain,RNA-seq
ERR2812369,166906252,14111993602,84,8729,ERX2819200,macaque_brain_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758391,SAMEA4939608,simple,9544,Macaca mulatta,SAMEA4939608,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_brain_rna_3,2019-03-31,2018-09-26,SAMEA4939608,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_brain_rna_3,ArrayExpress,Rhesus monkey,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:macaque_brain_rna_3,male,yes,,Macaca mulatta,brain,RNA-seq
ERR2812370,72340254,3689352954,51,2976,ERX2819201,macaque_liver_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758392,SAMEA4939609,simple,9544,Macaca mulatta,SAMEA4939609,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_liver_ribo_1,2019-03-31,2018-09-26,SAMEA4939609,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_liver_ribo_1,ArrayExpress,Rhesus monkey,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:macaque_liver_ribo_1,male,yes,,Macaca mulatta,liver,Ribo-seq
ERR2812371,154172614,15571434014,101,8860,ERX2819202,macaque_liver_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758393,SAMEA4939610,simple,9544,Macaca mulatta,SAMEA4939610,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_liver_ribo_2,2019-03-31,2018-09-26,SAMEA4939610,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_liver_ribo_2,ArrayExpress,Rhesus monkey,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:macaque_liver_ribo_2,male,yes,,Macaca mulatta,liver,Ribo-seq
ERR2812372,68224044,4218000044,61,3171,ERX2819203,macaque_liver_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758394,SAMEA4939611,simple,9544,Macaca mulatta,SAMEA4939611,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_liver_ribo_3,2019-03-31,2018-09-26,SAMEA4939611,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_liver_ribo_3,ArrayExpress,Rhesus monkey,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:macaque_liver_ribo_3,male,yes,,Macaca mulatta,liver,Ribo-seq
ERR2812373,108973259,8088329609,74,4353,ERX2819204,macaque_liver_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758395,SAMEA4939612,simple,9544,Macaca mulatta,SAMEA4939612,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_liver_rna_1,2019-03-31,2018-09-26,SAMEA4939612,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_liver_rna_1,ArrayExpress,Rhesus monkey,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:macaque_liver_rna_1,male,yes,,Macaca mulatta,liver,RNA-seq
ERR2812374,112986097,11411595797,101,7028,ERX2819205,macaque_liver_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758396,SAMEA4939613,simple,9544,Macaca mulatta,SAMEA4939613,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_liver_rna_2,2019-03-31,2018-09-26,SAMEA4939613,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:25:59Z,public,E-MTAB-7247:macaque_liver_rna_2,ArrayExpress,Rhesus monkey,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:macaque_liver_rna_2,male,yes,,Macaca mulatta,liver,RNA-seq
ERR2812375,173528435,12963363935,74,8659,ERX2819206,macaque_liver_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758397,SAMEA4939614,simple,9544,Macaca mulatta,SAMEA4939614,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_liver_rna_3,2019-03-31,2018-09-26,SAMEA4939614,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:macaque_liver_rna_3,ArrayExpress,Rhesus monkey,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:macaque_liver_rna_3,male,yes,,Macaca mulatta,liver,RNA-seq
ERR2812376,190808064,9731211264,51,7900,ERX2819207,macaque_testis_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758398,SAMEA4939615,simple,9544,Macaca mulatta,SAMEA4939615,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_testis_ribo_1,2019-03-31,2018-09-26,SAMEA4939615,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:macaque_testis_ribo_1,ArrayExpress,Rhesus monkey,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:macaque_testis_ribo_1,male,yes,,Macaca mulatta,testis,Ribo-seq
ERR2812377,93931412,5511391662,58,3314,ERX2819208,macaque_testis_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758399,SAMEA4939616,simple,9544,Macaca mulatta,SAMEA4939616,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_testis_ribo_2,2019-03-31,2018-09-26,SAMEA4939616,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:macaque_testis_ribo_2,ArrayExpress,Rhesus monkey,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:macaque_testis_ribo_2,male,yes,,Macaca mulatta,testis,Ribo-seq
ERR2812378,170764399,9518526649,55,6174,ERX2819209,macaque_testis_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758400,SAMEA4939617,simple,9544,Macaca mulatta,SAMEA4939617,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_testis_ribo_3,2019-03-31,2018-09-26,SAMEA4939617,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:macaque_testis_ribo_3,ArrayExpress,Rhesus monkey,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:macaque_testis_ribo_3,male,yes,,Macaca mulatta,testis,Ribo-seq
ERR2812379,61424971,3672407271,59,2177,ERX2819210,macaque_testis_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758401,SAMEA4939618,simple,9544,Macaca mulatta,SAMEA4939618,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_testis_rna_1,2019-03-31,2018-09-26,SAMEA4939618,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:macaque_testis_rna_1,ArrayExpress,Rhesus monkey,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:macaque_testis_rna_1,male,yes,,Macaca mulatta,testis,RNA-seq
ERR2812380,85311357,4964359007,58,2996,ERX2819211,macaque_testis_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758402,SAMEA4939619,simple,9544,Macaca mulatta,SAMEA4939619,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_testis_rna_2,2019-03-31,2018-09-26,SAMEA4939619,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:macaque_testis_rna_2,ArrayExpress,Rhesus monkey,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:macaque_testis_rna_2,male,yes,,Macaca mulatta,testis,RNA-seq
ERR2812381,53747581,3573241981,66,2545,ERX2819212,macaque_testis_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758403,SAMEA4939620,simple,9544,Macaca mulatta,SAMEA4939620,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",macaque_testis_rna_3,2019-03-31,2018-09-26,SAMEA4939620,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:macaque_testis_rna_3,ArrayExpress,Rhesus monkey,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:macaque_testis_rna_3,male,yes,,Macaca mulatta,testis,RNA-seq
ERR2812382,125913653,12717278953,101,4376,ERX2819213,mouse_brain_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758404,SAMEA4939621,simple,10090,Mus musculus,SAMEA4939621,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_brain_ribo_1,2019-03-31,2018-09-26,SAMEA4939621,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_brain_ribo_1,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:mouse_brain_ribo_1,male,yes,,Mus musculus,brain,Ribo-seq
ERR2812383,88808864,4747258214,53,3045,ERX2819214,mouse_brain_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758405,SAMEA4939622,simple,10090,Mus musculus,SAMEA4939622,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_brain_ribo_2,2019-03-31,2018-09-26,SAMEA4939622,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_brain_ribo_2,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:mouse_brain_ribo_2,male,yes,,Mus musculus,brain,Ribo-seq
ERR2812384,76675894,3910470594,51,3198,ERX2819215,mouse_brain_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758406,SAMEA4939623,simple,10090,Mus musculus,SAMEA4939623,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_brain_ribo_3,2019-03-31,2018-09-26,SAMEA4939623,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_brain_ribo_3,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:mouse_brain_ribo_3,male,yes,,Mus musculus,brain,Ribo-seq
ERR2812385,59718135,6031531635,101,2104,ERX2819216,mouse_brain_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758407,SAMEA4939624,simple,10090,Mus musculus,SAMEA4939624,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_brain_rna_1,2019-03-31,2018-09-26,SAMEA4939624,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_brain_rna_1,ArrayExpress,house mouse,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:mouse_brain_rna_1,male,yes,,Mus musculus,brain,RNA-seq
ERR2812386,117080419,6543854369,55,5252,ERX2819217,mouse_brain_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758408,SAMEA4939625,simple,10090,Mus musculus,SAMEA4939625,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_brain_rna_2,2019-03-31,2018-09-26,SAMEA4939625,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_brain_rna_2,ArrayExpress,house mouse,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:mouse_brain_rna_2,male,yes,,Mus musculus,brain,RNA-seq
