Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ecotype,age,dev_stage,geo_loc_name,tissue,biomaterial_provider,growth_protocol,treatment,stress_protocol,Replicate,BioSampleModel
SRR5724599,14698467,2969090334,101,1891,SRX2940546,BJP_317_1.1_C_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301662,SAMN07260147,simple,3701,Arabidopsis,BJP_317_1.1_C,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint I - control light,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint I - control light,Control,1,Plant
SRR5724598,15642910,3159867820,101,2018,SRX2940547,BJP_317_2.1_EL30_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301667,SAMN07260150,simple,3701,Arabidopsis,BJP_317_2.1_EL30,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint II - excess-light 30 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint II - excess-light 30 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724597,12057909,2435697618,101,1490,SRX2940548,BJP_317_1.3_C_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301668,SAMN07260149,simple,3701,Arabidopsis,BJP_317_1.3_C,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint I - control light,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint I - control light,Control,3,Plant
SRR5724596,15275294,779039994,51,522,SRX2940549,BJP_317_7.1_EL60r30_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301683,SAMN07260165,simple,3701,Arabidopsis,BJP_317_7.1_EL60r30,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VII - recovery 30 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VII - recovery 30 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724595,15636585,797465835,51,543,SRX2940550,BJP_317_6.3_EL60r15_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301684,SAMN07260164,simple,3701,Arabidopsis,BJP_317_6.3_EL60r15,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VI - recovery 15 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VI - recovery 15 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724594,14864482,758088582,51,510,SRX2940551,BJP_317_7.3_EL60r30_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301674,SAMN07260167,simple,3701,Arabidopsis,BJP_317_7.3_EL60r30,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VII - recovery 30 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VII - recovery 30 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724593,16147438,823519338,51,559,SRX2940552,BJP_317_7.2_EL60r30_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301685,SAMN07260166,simple,3701,Arabidopsis,BJP_317_7.2_EL60r30,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VII - recovery 30 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VII - recovery 30 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724592,16065579,819344529,51,552,SRX2940553,BJP_317_8.2_EL60r60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301676,SAMN07260169,simple,3701,Arabidopsis,BJP_317_8.2_EL60r60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VIII - recovery 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VIII - recovery 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724591,15760670,803794170,51,544,SRX2940554,BJP_317_8.1_EL60r60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301675,SAMN07260168,simple,3701,Arabidopsis,BJP_317_8.1_EL60r60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VIII - recovery 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VIII - recovery 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724590,14371038,732922938,51,494,SRX2940555,BJP_317_9.1_EL60r60EL60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301670,SAMN07260171,simple,3701,Arabidopsis,BJP_317_9.1_EL60r60EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IX - recovery 60 min + repeat excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IX - recovery 60 min + repeat excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724589,16436626,838267926,51,567,SRX2940556,BJP_317_8.3_EL60r60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301677,SAMN07260170,simple,3701,Arabidopsis,BJP_317_8.3_EL60r60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VIII - recovery 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VIII - recovery 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724588,15453616,788134416,51,537,SRX2940557,BJP_317_9.3_EL60r60EL60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301671,SAMN07260173,simple,3701,Arabidopsis,BJP_317_9.3_EL60r60EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IX - recovery 60 min + repeat excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IX - recovery 60 min + repeat excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724587,14977558,763855458,51,515,SRX2940558,BJP_317_9.2_EL60r60EL60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301672,SAMN07260172,simple,3701,Arabidopsis,BJP_317_9.2_EL60r60EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IX - recovery 60 min + repeat excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IX - recovery 60 min + repeat excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724586,17640919,899686869,51,619,SRX2940559,BJP_317_4.1_EL120_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301681,SAMN07260156,simple,3701,Arabidopsis,BJP_317_4.1_EL120,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IV - excess-light 120 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IV - excess-light 120 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724585,18512928,944159328,51,651,SRX2940560,BJP_317_4.2_EL120_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301686,SAMN07260157,simple,3701,Arabidopsis,BJP_317_4.2_EL120,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IV - excess-light 120 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IV - excess-light 120 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724584,19697151,1004554701,51,702,SRX2940561,BJP_317_3.2_EL60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301682,SAMN07260154,simple,3701,Arabidopsis,BJP_317_3.2_EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint III - excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint III - excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724583,17113784,872802984,51,606,SRX2940562,BJP_317_3.3_EL60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301680,SAMN07260155,simple,3701,Arabidopsis,BJP_317_3.3_EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint III - excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint III - excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724582,18463381,941632431,51,653,SRX2940563,BJP_317_5.2_EL60r7.5_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301687,SAMN07260160,simple,3701,Arabidopsis,BJP_317_5.2_EL60r7.5,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint V - recovery 7.5 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint V - recovery 7.5 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724581,17739712,904725312,51,636,SRX2940564,BJP_317_5.3_EL60r7.5_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301688,SAMN07260161,simple,3701,Arabidopsis,BJP_317_5.3_EL60r7.5,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint V - recovery 7.5 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint V - recovery 7.5 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724580,18175004,926925204,51,643,SRX2940565,BJP_317_4.3_EL120_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301689,SAMN07260158,simple,3701,Arabidopsis,BJP_317_4.3_EL120,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IV - excess-light 120 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IV - excess-light 120 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724579,15892437,810514287,51,565,SRX2940566,BJP_317_5.1_EL60r7.5_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301690,SAMN07260159,simple,3701,Arabidopsis,BJP_317_5.1_EL60r7.5,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint V - recovery 7.5 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint V - recovery 7.5 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724578,16495348,841262748,51,584,SRX2940567,BJP_317_6.1_EL60r15_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301691,SAMN07260162,simple,3701,Arabidopsis,BJP_317_6.1_EL60r15,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VI - recovery 15 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VI - recovery 15 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724577,18209730,928696230,51,641,SRX2940568,BJP_317_6.2_EL60r15_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301692,SAMN07260163,simple,3701,Arabidopsis,BJP_317_6.2_EL60r15,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VI - recovery 15 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VI - recovery 15 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724575,18535195,3744109390,101,2394,SRX2940569,BJP_277_10_Drought_mRNAseq_DNase,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301693,SAMN07260199,simple,3701,Arabidopsis,BJP_277_10_Drought,Australian National University,SRA578416,08,2017,Crisp,"",Drought 9 days,Col-0,31 days,3.70,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Drought 9 days,Drought treatment was applied by withholding water from 3 week old plants for 9 days; leading to wilting and relative water content (RWC) of around 60% in representative plants.,2,Plant
SRR5724574,39832161,4023048261,101,2588,SRX2940570,BJP_317_1.6_C_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301695,SAMN07260182,simple,3701,Arabidopsis,BJP_317_1.6_C,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint I - control light,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint I - control light,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",6,Plant
SRR5724573,32134023,3245536323,101,2119,SRX2940571,BJP_317_1.5_C_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301694,SAMN07260181,simple,3701,Arabidopsis,BJP_317_1.5_C,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint I - control light,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint I - control light,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",5,Plant
SRR5724572,28654416,2894096016,101,1362,SRX2940572,BJP_317_1.4_C_methylCseq,Bisulfite-Seq,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP109986,PRJNA391262,28705956,"",SRS2301696,SAMN07260180,simple,3701,Arabidopsis,BJP_317_1.4_C,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint I - control light,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint I - control light,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",4,Plant
SRR5724576,20923344,1067090544,51,786,SRX2940573,BJP_317_11.1_EL60r24hrEL60_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301665,SAMN07260177,simple,3701,Arabidopsis,BJP_317_11.1_EL60r24hrEL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint XI - recovery 24 hr + excess-light 60 min,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint XI - recovery 24 hr + excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
