Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,Stage,separation,GEO Accession
SRR1062351,4000000,3.04e+08,76,202,SRX399819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520110,SAMN02486872,simple,7955,Danio rerio,GSM1299100,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299084
SRR1062352,4000000,3.04e+08,76,187,SRX399819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520110,SAMN02486872,simple,7955,Danio rerio,GSM1299100,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299085
SRR1062353,4000000,3.04e+08,76,198,SRX399819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520110,SAMN02486872,simple,7955,Danio rerio,GSM1299100,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299086
SRR1062354,4000000,3.04e+08,76,196,SRX399819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520110,SAMN02486872,simple,7955,Danio rerio,GSM1299100,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h input mRNA run 2,Whole embryos,TUAB,2hpf,column,GSM1299087
SRR1062355,4000000,3.04e+08,76,191,SRX399819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520110,SAMN02486872,simple,7955,Danio rerio,GSM1299100,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h input mRNA run 2,Whole embryos,TUAB,12hpf,column,GSM1299088
SRR1062356,4000000,3.04e+08,76,203,SRX399819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520110,SAMN02486872,simple,7955,Danio rerio,GSM1299100,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h input mRNA run 2,Whole embryos,TUAB,24hpf,column,GSM1299089
SRR1062357,4000000,3.04e+08,76,191,SRX399819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520110,SAMN02486872,simple,7955,Danio rerio,GSM1299100,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h input mRNA run 2,Whole embryos,TUAB,48hpf,column,GSM1299090
SRR1062358,4000000,3.04e+08,76,200,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,12hpf,column,GSM1299091
SRR1062359,4000000,3.04e+08,76,204,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,12hpf,column,GSM1299092
SRR1062360,4000000,3.04e+08,76,210,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,24hpf,column,GSM1299093
SRR1062361,4000000,3.04e+08,76,213,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,48hpf,column,GSM1299094
SRR1062362,4000000,3.04e+08,76,207,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299095
SRR1062363,4000000,3.04e+08,76,198,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299096
SRR1062364,4000000,3.04e+08,76,201,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299097
SRR1062365,4000000,3.04e+08,76,205,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,2hpf,column,GSM1299098
SRR1062366,4000000,3.04e+08,76,210,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,12hpf,column,GSM1299099
SRR1062367,4000000,3.04e+08,76,214,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,24hpf,column,GSM1299100
SRR1062368,4000000,3.04e+08,76,212,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,48hpf,column,GSM1299101
SRR1062369,4000000,3.04e+08,76,202,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,12hpf,column,GSM1299102
SRR1062370,4000000,3.04e+08,76,201,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,24hpf,column,GSM1299103
SRR1062371,4000000,3.04e+08,76,202,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,48hpf,column,GSM1299104
SRR1062372,4000000,3.04e+08,76,204,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,2hpf,column,GSM1299105
SRR1062373,4000000,3.04e+08,76,209,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299106
SRR1062374,4000000,3.04e+08,76,214,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,2hpf,column,GSM1299107
SRR1062375,4000000,3.04e+08,76,215,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,48hpf,column,GSM1299108
SRR1062376,4000000,3.04e+08,76,198,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,2hpf,column,GSM1299109
SRR1062377,4000000,3.04e+08,76,199,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299080
SRR1062378,4000000,3.04e+08,76,201,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299081
SRR1062379,4000000,3.04e+08,76,206,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299082
SRR1062380,4000000,3.04e+08,76,203,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299083
SRR1062381,4000000,3.04e+08,76,210,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299084
SRR1062382,4000000,3.04e+08,76,214,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299085
SRR1062383,4000000,3.04e+08,76,199,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299086
SRR1062384,4000000,3.04e+08,76,197,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,2hpf,column,GSM1299087
SRR1062385,4000000,3.04e+08,76,200,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,12hpf,column,GSM1299088
SRR1062386,4000000,3.04e+08,76,204,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,24hpf,column,GSM1299089
SRR1062387,4000000,3.04e+08,76,211,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,48hpf,column,GSM1299090
SRR1062388,4000000,3.04e+08,76,214,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,12hpf,column,GSM1299091
SRR1062389,1004702,76357352,76,55,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,12hpf,column,GSM1299092
SRR1062390,4000000,3.04e+08,76,208,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,24hpf,column,GSM1299093
SRR1062391,4000000,3.04e+08,76,212,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,48hpf,column,GSM1299094
SRR1062392,4000000,3.04e+08,76,216,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299095
SRR1062393,4000000,3.04e+08,76,204,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299096
SRR1062394,4000000,3.04e+08,76,200,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,5hpf,column,GSM1299097
SRR1062395,4000000,3.04e+08,76,201,SRX399820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520111,SAMN02486879,simple,7955,Danio rerio,GSM1299101,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h input mRNA run 2,Whole embryos,TUAB,2hpf,column,GSM1299098
SRR1062396,4000000,3.04e+08,76,198,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,12hpf,column,GSM1299099
SRR1062397,4000000,3.04e+08,76,206,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,24hpf,column,GSM1299100
SRR1062398,246773,18754748,76,13,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,48hpf,column,GSM1299101
SRR1062399,4000000,3.04e+08,76,196,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,12hpf,column,GSM1299102
SRR1062400,4000000,3.04e+08,76,196,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,24hpf,column,GSM1299103
SRR1062401,4000000,3.04e+08,76,199,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,48hpf,column,GSM1299104
SRR1062402,4000000,3.04e+08,76,202,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,2hpf,column,GSM1299105
SRR1062403,4000000,3.04e+08,76,200,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,5hpf,column,GSM1299106
SRR1062404,4000000,3.04e+08,76,193,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,2hpf,column,GSM1299107
SRR1062405,4000000,3.04e+08,76,195,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,48hpf,column,GSM1299108
SRR1062406,2427449,184486124,76,125,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,2hpf,column,GSM1299109
SRR1062407,4000000,3.04e+08,76,207,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,5hpf,column,GSM1299080
SRR1062408,4000000,3.04e+08,76,195,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,5hpf,column,GSM1299081
SRR1062409,4000000,3.04e+08,76,197,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299082
SRR1062410,4000000,3.04e+08,76,199,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299083
SRR1062411,4000000,3.04e+08,76,202,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,5hpf,column,GSM1299084
SRR1062412,4000000,3.04e+08,76,200,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,5hpf,column,GSM1299085
SRR1062413,4000000,3.04e+08,76,193,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,5hpf,column,GSM1299086
SRR1062414,4000000,3.04e+08,76,195,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,2hpf,column,GSM1299087
SRR1062415,2243306,170491256,76,116,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,12hpf,column,GSM1299088
SRR1062416,4000000,3.04e+08,76,194,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,24hpf,column,GSM1299089
SRR1062417,4000000,3.04e+08,76,197,SRX399821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520112,SAMN02486878,simple,7955,Danio rerio,GSM1299102,GEO,SRA122405,04,2014,Bazzini,Whole embryos,12h RPFs run 3,Whole embryos,TUAB,48hpf,column,GSM1299090
