Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,age,genotype,tissue,GEO Accession
SRR15724875,4986274,378956824,76,167,SRX12020234,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025111,SAMN21238189,simple,10090,Mus musculus,GSM5558117,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC6_mut_RNA_S12_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558117
SRR15724876,25685188,1952074288,76,854,SRX12020235,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025112,SAMN21238190,simple,10090,Mus musculus,GSM5558118,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC1_WT_Ribo_S1_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558118
SRR15724877,7709158,585896008,76,253,SRX12020236,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025113,SAMN21238191,simple,10090,Mus musculus,GSM5558119,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC5_WT_Ribo_S2_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558119
SRR15724878,15588737,1184744012,76,520,SRX12020237,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025114,SAMN21238192,simple,10090,Mus musculus,GSM5558120,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC6_WT_Ribo_S3_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558120
SRR15724879,12678769,963586444,76,425,SRX12020238,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025115,SAMN21238193,simple,10090,Mus musculus,GSM5558121,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC1_mut_Ribo_S4_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558121
SRR15724880,8600952,653672352,76,276,SRX12020239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025116,SAMN21238194,simple,10090,Mus musculus,GSM5558122,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC5_mut_Ribo_S5_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558122
SRR15724881,8793728,668323328,76,293,SRX12020240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025117,SAMN21238195,simple,10090,Mus musculus,GSM5558123,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC6_mut_Ribo_S6_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558123
SRR15724882,4708661,357858236,76,155,SRX12020241,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025118,SAMN21238196,simple,10090,Mus musculus,GSM5558124,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC1_WT_RNA_S7_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558124
SRR15724883,6750445,513033820,76,226,SRX12020242,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025119,SAMN21238197,simple,10090,Mus musculus,GSM5558125,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC5_WT_RNA_S8_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558125
SRR15724884,3882094,295039144,76,127,SRX12020243,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025120,SAMN21238198,simple,10090,Mus musculus,GSM5558126,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC6_WT_RNA_S9_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558126
SRR15724885,6660630,506207880,76,217,SRX12020244,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025121,SAMN21238199,simple,10090,Mus musculus,GSM5558127,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC1_mut_RNA_S10_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558127
SRR15724886,5058875,384474500,76,170,SRX12020245,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025122,SAMN21238200,simple,10090,Mus musculus,GSM5558128,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC5_mut_RNA_S11_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558128
SRR15724887,5279774,401262824,76,172,SRX12020246,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025123,SAMN21238201,simple,10090,Mus musculus,GSM5558129,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC6_mut_RNA_S12_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558129
SRR15724888,27147732,2063227632,76,888,SRX12020247,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025124,SAMN21238202,simple,10090,Mus musculus,GSM5558130,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC1_WT_Ribo_S1_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558130
SRR15724889,7689675,584415300,76,251,SRX12020248,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025125,SAMN21238203,simple,10090,Mus musculus,GSM5558131,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC5_WT_Ribo_S2_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558131
SRR15724890,16499273,1253944748,76,542,SRX12020249,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025126,SAMN21238204,simple,10090,Mus musculus,GSM5558132,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC6_WT_Ribo_S3_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558132
SRR15724891,12768492,970405392,76,425,SRX12020250,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025127,SAMN21238205,simple,10090,Mus musculus,GSM5558133,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC1_mut_Ribo_S4_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558133
SRR15724892,8611597,654481372,76,278,SRX12020251,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025128,SAMN21238206,simple,10090,Mus musculus,GSM5558134,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC5_mut_Ribo_S5_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558134
SRR15724893,9069844,689308144,76,296,SRX12020252,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025129,SAMN21238207,simple,10090,Mus musculus,GSM5558135,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC6_mut_Ribo_S6_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558135
SRR15724894,4546097,345503372,76,150,SRX12020253,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025130,SAMN21238208,simple,10090,Mus musculus,GSM5558136,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC1_WT_RNA_S7_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558136
SRR15724895,7175602,545345752,76,234,SRX12020254,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025131,SAMN21238209,simple,10090,Mus musculus,GSM5558137,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC5_WT_RNA_S8_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558137
SRR15724896,3942663,299642388,76,126,SRX12020255,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025132,SAMN21238210,simple,10090,Mus musculus,GSM5558138,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run2_TC6_WT_RNA_S9_L003)",neural tube,E11.5,C3HeB,neural tube,GSM5558138
SRR15724897,6458776,490866976,76,217,SRX12020256,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025133,SAMN21238211,simple,10090,Mus musculus,GSM5558139,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC1_mut_RNA_S10_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558139
SRR15724898,5404760,410761760,76,178,SRX12020257,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025134,SAMN21238212,simple,10090,Mus musculus,GSM5558140,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC5_mut_RNA_S11_L003)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558140
SRR15724899,5025374,381928424,76,167,SRX12020258,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025135,SAMN21238213,simple,10090,Mus musculus,GSM5558141,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC6_mut_RNA_S12_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558141
SRR15724900,27120654,2061169704,76,883,SRX12020259,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025136,SAMN21238238,simple,10090,Mus musculus,GSM5558142,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC1_WT_Ribo_S1_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558142
SRR15724901,7227364,549279664,76,243,SRX12020260,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025137,SAMN21238239,simple,10090,Mus musculus,GSM5558143,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC5_WT_Ribo_S2_L001)",neural tube,E11.5,C3HeB,neural tube,GSM5558143
SRR15724902,16490068,1253245168,76,539,SRX12020261,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025138,SAMN21238240,simple,10090,Mus musculus,GSM5558144,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type Ribo-seq (run1_TC6_WT_Ribo_S3_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558144
SRR15724903,13534599,1028629524,76,441,SRX12020262,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025139,SAMN21238241,simple,10090,Mus musculus,GSM5558145,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run1_TC1_mut_Ribo_S4_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558145
SRR15724904,8218166,624580616,76,271,SRX12020263,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025140,SAMN21238242,simple,10090,Mus musculus,GSM5558146,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC5_mut_Ribo_S5_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558146
SRR15724905,9647112,733180512,76,308,SRX12020264,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025141,SAMN21238243,simple,10090,Mus musculus,GSM5558147,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant Ribo-seq (run2_TC6_mut_Ribo_S6_L004)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558147
SRR15724906,4667596,354737296,76,153,SRX12020265,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025142,SAMN21238244,simple,10090,Mus musculus,GSM5558148,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC1_WT_RNA_S7_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558148
SRR15724907,7130114,541888664,76,232,SRX12020266,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025143,SAMN21238245,simple,10090,Mus musculus,GSM5558149,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC5_WT_RNA_S8_L004)",neural tube,E11.5,C3HeB,neural tube,GSM5558149
SRR15724908,3682003,279832228,76,123,SRX12020267,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025144,SAMN21238246,simple,10090,Mus musculus,GSM5558150,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Wild-type RNA-seq (run1_TC6_WT_RNA_S9_L002)",neural tube,E11.5,C3HeB,neural tube,GSM5558150
SRR15724909,6492430,493424680,76,216,SRX12020268,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025145,SAMN21238247,simple,10090,Mus musculus,GSM5558151,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run1_TC1_mut_RNA_S10_L002)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558151
SRR15724910,5215494,396377544,76,172,SRX12020269,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025146,SAMN21238248,simple,10090,Mus musculus,GSM5558152,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC5_mut_RNA_S11_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558152
SRR15724911,5133656,390157856,76,169,SRX12020270,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP335745,PRJNA760922,1,"",SRS10025147,SAMN21238249,simple,10090,Mus musculus,GSM5558153,GEO,SRA1289161,10,2021,Makar,neural tube,"neural tube, Mutant RNA-seq (run2_TC6_mut_RNA_S12_L001)",neural tube,E11.5,C3HeB/Eif3cXs-J/+,neural tube,GSM5558153
