Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,media,strain,treatment,GEO Accession
SRR5766446,15962906,919816234,57,358,SRX2965841,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322870,SAMN07291187,simple,4932,Saccharomyces cerevisiae,GSM2689541,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm13D_1,Yeast,YPD,BY4741 with trm13D::kanMX,Cycloheximide,GSM2689541
SRR5766447,16893922,969121256,57,376,SRX2965842,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322871,SAMN07291180,simple,4932,Saccharomyces cerevisiae,GSM2689542,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_ncs6D_2,Yeast,YPD,BY4741 with ncs6D::kanMX,Cycloheximide,GSM2689542
SRR5766448,15733042,908392733,57,353,SRX2965843,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322872,SAMN07291186,simple,4932,Saccharomyces cerevisiae,GSM2689543,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_tyw1D_1,Yeast,YPD,BY4741 with tyw1D::kanMX,Cycloheximide,GSM2689543
SRR5766449,16454587,939648662,57,367,SRX2965844,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322873,SAMN07291188,simple,4932,Saccharomyces cerevisiae,GSM2689544,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_mod5D_1,Yeast,YPD,BY4741 with mod5D::kanMX,Cycloheximide,GSM2689544
SRR5766450,15261541,902113368,59,344,SRX2965845,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322874,SAMN07291178,simple,4932,Saccharomyces cerevisiae,GSM2689545,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm112D_1,Yeast,YPD,BY4741 with trm112D::kanMX,Cycloheximide,GSM2689545
SRR5766451,16372003,949889300,58,368,SRX2965846,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322875,SAMN07291177,simple,4932,Saccharomyces cerevisiae,GSM2689546,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_tan1D_1,Yeast,YPD,BY4741 with tan1D::kanMX,Cycloheximide,GSM2689546
SRR5766452,16022765,1045351004,65,390,SRX2965847,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322876,SAMN07291179,simple,4932,Saccharomyces cerevisiae,GSM2689547,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_BY4741_9,Yeast,YPD,BY4741,Cycloheximide,GSM2689547
SRR5766453,16903334,1096158304,64,418,SRX2965848,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322877,SAMN07291184,simple,4932,Saccharomyces cerevisiae,GSM2689548,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_BY4741_10,Yeast,YPD,BY4741,Cycloheximide,GSM2689548
SRR5766454,15589898,1014540215,65,383,SRX2965849,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322878,SAMN07291183,simple,4932,Saccharomyces cerevisiae,GSM2689549,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm3D_2,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689549
SRR5766455,15206836,991996940,65,380,SRX2965850,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322879,SAMN07291190,simple,4932,Saccharomyces cerevisiae,GSM2689550,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm1D_2,Yeast,YPD,BY4741 with trm1D::kanMX,Cycloheximide,GSM2689550
SRR5766456,16420304,1086313235,66,395,SRX2965851,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322880,SAMN07291185,simple,4932,Saccharomyces cerevisiae,GSM2689551,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm11D_2,Yeast,YPD,BY4741 with trm11D::kanMX,Cycloheximide,GSM2689551
SRR5766457,14080293,949892935,67,320,SRX2965852,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322881,SAMN07291196,simple,4932,Saccharomyces cerevisiae,GSM2689552,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm12D_2,Yeast,YPD,BY4741 with trm12D::kanMX,Cycloheximide,GSM2689552
SRR5766458,14590778,974016467,66,346,SRX2965853,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322882,SAMN07291191,simple,4932,Saccharomyces cerevisiae,GSM2689553,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm10D_2,Yeast,YPD,BY4741 with trm10D::kanMX,Cycloheximide,GSM2689553
SRR5766459,15775124,1038915596,65,392,SRX2965854,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322883,SAMN07291181,simple,4932,Saccharomyces cerevisiae,GSM2689554,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm44D_2,Yeast,YPD,BY4741 with trm44D::kanMX,Cycloheximide,GSM2689554
SRR5766460,15403371,1006343408,65,373,SRX2965855,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322884,SAMN07291182,simple,4932,Saccharomyces cerevisiae,GSM2689555,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm2D_2,Yeast,YPD,BY4741 with trm2D::kanMX,Cycloheximide,GSM2689555
SRR5766461,15510573,1036953823,66,382,SRX2965856,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322885,SAMN07291198,simple,4932,Saccharomyces cerevisiae,GSM2689556,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_pus3D_2,Yeast,YPD,BY4741 with pus3D::kanMX,Cycloheximide,GSM2689556
SRR5766462,15574415,1034914605,66,383,SRX2965857,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322886,SAMN07291199,simple,4932,Saccharomyces cerevisiae,GSM2689557,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_pus9D_2,Yeast,YPD,BY4741 with pus9D::kanMX,Cycloheximide,GSM2689557
SRR5766463,14384865,942638550,65,349,SRX2965858,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322887,SAMN07291135,simple,4932,Saccharomyces cerevisiae,GSM2689558,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_pus2D_2,Yeast,YPD,BY4741 with pus2D::kanMX,Cycloheximide,GSM2689558
SRR5766464,14929283,968743071,64,374,SRX2965859,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322888,SAMN07291192,simple,4932,Saccharomyces cerevisiae,GSM2689559,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_elp4D_2,Yeast,YPD,BY4741 with elp4D::kanMX,Cycloheximide,GSM2689559
SRR5766465,14331400,946311252,66,357,SRX2965860,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322889,SAMN07291195,simple,4932,Saccharomyces cerevisiae,GSM2689560,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_kti12D_2,Yeast,YPD,BY4741 with kti12D::kanMX,Cycloheximide,GSM2689560
SRR5766466,15216665,1004226645,66,380,SRX2965861,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322890,SAMN07291197,simple,4932,Saccharomyces cerevisiae,GSM2689561,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_sit4D_2,Yeast,YPD,BY4741 with sit4D::kanMX,Cycloheximide,GSM2689561
SRR5766467,12627535,828608383,65,312,SRX2965862,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322891,SAMN07291194,simple,4932,Saccharomyces cerevisiae,GSM2689562,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_sap185D_2,Yeast,YPD,BY4741 with sap185D::kanMX,Cycloheximide,GSM2689562
SRR5766468,14250995,926312355,65,350,SRX2965863,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322892,SAMN07291193,simple,4932,Saccharomyces cerevisiae,GSM2689563,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_sap190D_2,Yeast,YPD,BY4741 with sap190D::kanMX,Cycloheximide,GSM2689563
SRR5766469,14946235,978534951,65,374,SRX2965864,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322893,SAMN07291004,simple,4932,Saccharomyces cerevisiae,GSM2689564,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_uba4D_2,Yeast,YPD,BY4741 with uba4D::kanMX,Cycloheximide,GSM2689564
SRR5766470,14276140,932655034,65,351,SRX2965865,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322894,SAMN07291005,simple,4932,Saccharomyces cerevisiae,GSM2689565,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_ncs2D_2,Yeast,YPD,BY4741 with ncs2D::kanMX,Cycloheximide,GSM2689565
SRR5766471,14007597,911771999,65,348,SRX2965866,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322895,SAMN07291021,simple,4932,Saccharomyces cerevisiae,GSM2689566,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_isu1D_2,Yeast,YPD,BY4741 with isu1D::kanMX,Cycloheximide,GSM2689566
SRR5766472,13450993,885059745,65,331,SRX2965867,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322896,SAMN07291020,simple,4932,Saccharomyces cerevisiae,GSM2689567,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_isu2D_2,Yeast,YPD,BY4741 with isu2D::kanMX,Cycloheximide,GSM2689567
SRR5766473,15016353,973574566,64,368,SRX2965868,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322897,SAMN07291003,simple,4932,Saccharomyces cerevisiae,GSM2689568,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_tum1D_2,Yeast,YPD,BY4741 with tum1D::kanMX,Cycloheximide,GSM2689568
SRR5766474,15929723,1030670844,64,394,SRX2965869,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322898,SAMN07291019,simple,4932,Saccharomyces cerevisiae,GSM2689569,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_tad1D_2,Yeast,YPD,BY4741 with tad1D::kanMX,Cycloheximide,GSM2689569
SRR5766475,15836747,1029372446,65,399,SRX2965870,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322899,SAMN07291006,simple,4932,Saccharomyces cerevisiae,GSM2689570,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm140D_2,Yeast,YPD,BY4741 with trm140D::kanMX,Cycloheximide,GSM2689570
SRR5766476,16886440,1084101063,64,423,SRX2965871,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322900,SAMN07291002,simple,4932,Saccharomyces cerevisiae,GSM2689571,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_dus1D_2,Yeast,YPD,BY4741 with dus1D::kanMX,Cycloheximide,GSM2689571
SRR5766477,14004162,896982004,64,357,SRX2965872,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322901,SAMN07291110,simple,4932,Saccharomyces cerevisiae,GSM2689572,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_dus3D_2,Yeast,YPD,BY4741 with dus3D::kanMX,Cycloheximide,GSM2689572
SRR5766478,16043419,1038480325,64,409,SRX2965873,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322902,SAMN07291111,simple,4932,Saccharomyces cerevisiae,GSM2689573,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_dus4D_2,Yeast,YPD,BY4741 with dus4D::kanMX,Cycloheximide,GSM2689573
SRR5766479,17090991,1112637925,65,432,SRX2965874,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322903,SAMN07291105,simple,4932,Saccharomyces cerevisiae,GSM2689574,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_tyw3D_2,Yeast,YPD,BY4741 with tyw3D::kanMX,Cycloheximide,GSM2689574
SRR5766480,14326580,922725251,64,364,SRX2965875,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322904,SAMN07291104,simple,4932,Saccharomyces cerevisiae,GSM2689575,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_tyw4D_2,Yeast,YPD,BY4741 with tyw4D::kanMX,Cycloheximide,GSM2689575
SRR5766481,16375742,1030401098,62,402,SRX2965876,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322906,SAMN07291103,simple,4932,Saccharomyces cerevisiae,GSM2689576,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_tyw1D_2,Yeast,YPD,BY4741 with tyw1D::kanMX,Cycloheximide,GSM2689576
SRR5766482,16856450,1091191515,64,429,SRX2965877,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322905,SAMN07291023,simple,4932,Saccharomyces cerevisiae,GSM2689577,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm82D_2,Yeast,YPD,BY4741 with trm82D::kanMX,Cycloheximide,GSM2689577
SRR5766483,16200105,1057235256,65,414,SRX2965878,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322907,SAMN07291022,simple,4932,Saccharomyces cerevisiae,GSM2689578,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_elp2D_2,Yeast,YPD,BY4741 with elp2D::kanMX,Cycloheximide,GSM2689578
SRR5766484,15438627,1008605189,65,394,SRX2965879,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322908,SAMN07291114,simple,4932,Saccharomyces cerevisiae,GSM2689579,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_pus4D_2,Yeast,YPD,BY4741 with pus4D::kanMX,Cycloheximide,GSM2689579
SRR5766485,16862484,1120295441,66,425,SRX2965880,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322909,SAMN07291113,simple,4932,Saccharomyces cerevisiae,GSM2689580,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_pus5D_2,Yeast,YPD,BY4741 with pus5D::kanMX,Cycloheximide,GSM2689580
SRR5766486,14646980,953855017,65,368,SRX2965881,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322910,SAMN07291112,simple,4932,Saccharomyces cerevisiae,GSM2689581,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm8D_2,Yeast,YPD,BY4741 with trm8D::kanMX,Cycloheximide,GSM2689581
SRR5766487,16846816,1113695750,66,431,SRX2965882,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322911,SAMN07291106,simple,4932,Saccharomyces cerevisiae,GSM2689582,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm13D_2,Yeast,YPD,BY4741 with trm13D::kanMX,Cycloheximide,GSM2689582
SRR5766488,16829781,1118767648,66,420,SRX2965883,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322912,SAMN07291107,simple,4932,Saccharomyces cerevisiae,GSM2689583,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_elp6D_2,Yeast,YPD,BY4741 with elp6D::kanMX,Cycloheximide,GSM2689583
SRR5766489,17696910,1184038115,66,442,SRX2965884,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322915,SAMN07291109,simple,4932,Saccharomyces cerevisiae,GSM2689584,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_mod5D_2,Yeast,YPD,BY4741 with mod5D::kanMX,Cycloheximide,GSM2689584
SRR5766490,16610532,1124053256,67,403,SRX2965885,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322913,SAMN07291108,simple,4932,Saccharomyces cerevisiae,GSM2689585,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm112D_2,Yeast,YPD,BY4741 with trm112D::kanMX,Cycloheximide,GSM2689585
SRR5766491,17765603,1157043136,65,445,SRX2965886,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322914,SAMN07291115,simple,4932,Saccharomyces cerevisiae,GSM2689586,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_tan1D_2,Yeast,YPD,BY4741 with tan1D::kanMX,Cycloheximide,GSM2689586
SRR5766492,23943754,1626859904,67,637,SRX2965887,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322916,SAMN07291120,simple,4932,Saccharomyces cerevisiae,GSM2689587,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_elp5D_1,Yeast,YPD,BY4741 with elp5D::kanMX,Cycloheximide,GSM2689587
SRR5766493,20903058,1436960972,68,559,SRX2965888,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322917,SAMN07291116,simple,4932,Saccharomyces cerevisiae,GSM2689588,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_elp5D_2,Yeast,YPD,BY4741 with elp5D::kanMX,Cycloheximide,GSM2689588
SRR5766494,24604286,1685475607,68,669,SRX2965889,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322918,SAMN07291121,simple,4932,Saccharomyces cerevisiae,GSM2689589,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm9D_1,Yeast,YPD,BY4741 with trm9D::kanMX,Cycloheximide,GSM2689589
SRR5766495,19452742,1328724806,68,517,SRX2965890,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322919,SAMN07291118,simple,4932,Saccharomyces cerevisiae,GSM2689590,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_trm9D_2,Yeast,YPD,BY4741 with trm9D::kanMX,Cycloheximide,GSM2689590
SRR5766496,20828371,1414910143,67,555,SRX2965891,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322920,SAMN07291117,simple,4932,Saccharomyces cerevisiae,GSM2689591,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_bud32D_1,Yeast,YPD,BY4741 with bud32D::kanMX,Cycloheximide,GSM2689591
SRR5766497,18539704,1272172996,68,487,SRX2965892,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322921,SAMN07291119,simple,4932,Saccharomyces cerevisiae,GSM2689592,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_bud32D_2,Yeast,YPD,BY4741 with bud32D::kanMX,Cycloheximide,GSM2689592
SRR5766498,18055107,1235657481,68,477,SRX2965893,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322922,SAMN07291122,simple,4932,Saccharomyces cerevisiae,GSM2689593,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_cgi121D_1,Yeast,YPD,BY4741 with cgi121D::kanMX,Cycloheximide,GSM2689593
SRR5766499,17656408,1205192970,68,464,SRX2965894,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322923,SAMN07290968,simple,4932,Saccharomyces cerevisiae,GSM2689594,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_cgi121D_2,Yeast,YPD,BY4741 with cgi121D::kanMX,Cycloheximide,GSM2689594
SRR5766500,10751758,725365042,67,233,SRX2965895,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322924,SAMN07291095,simple,4932,Saccharomyces cerevisiae,GSM2689595,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_BY4741_11,Yeast,YPD,BY4741,Cycloheximide,GSM2689595
SRR5766501,12330803,828906329,67,275,SRX2965896,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322925,SAMN07290970,simple,4932,Saccharomyces cerevisiae,GSM2689596,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_BY4741_12,Yeast,YPD,BY4741,Cycloheximide,GSM2689596
SRR5766502,10988600,746770529,67,245,SRX2965897,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322926,SAMN07290969,simple,4932,Saccharomyces cerevisiae,GSM2689597,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_BY4741_13,Yeast,YPD,BY4741,Cycloheximide,GSM2689597
SRR5766503,9879342,672374344,68,224,SRX2965898,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322927,SAMN07290971,simple,4932,Saccharomyces cerevisiae,GSM2689598,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_BY4741_14,Yeast,YPD,BY4741,Cycloheximide,GSM2689598
SRR5766504,14461985,982974687,67,324,SRX2965899,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322928,SAMN07291091,simple,4932,Saccharomyces cerevisiae,GSM2689599,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_dus2D_1,Yeast,YPD,BY4741 with dus2D::kanMX,Cycloheximide,GSM2689599
SRR5766505,9801253,662957699,67,216,SRX2965900,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322929,SAMN07291090,simple,4932,Saccharomyces cerevisiae,GSM2689600,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_dus2D_2,Yeast,YPD,BY4741 with dus2D::kanMX,Cycloheximide,GSM2689600
SRR5766506,13216534,890357141,67,300,SRX2965901,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322930,SAMN07291092,simple,4932,Saccharomyces cerevisiae,GSM2689601,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_gon7D_1,Yeast,YPD,BY4741 with gon7D::kanMX,Cycloheximide,GSM2689601
SRR5766507,12108707,808470069,66,263,SRX2965902,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322931,SAMN07291093,simple,4932,Saccharomyces cerevisiae,GSM2689602,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_gon7D_2,Yeast,YPD,BY4741 with gon7D::kanMX,Cycloheximide,GSM2689602
SRR5766508,13148758,888233890,67,291,SRX2965903,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322932,SAMN07291094,simple,4932,Saccharomyces cerevisiae,GSM2689603,GEO,SRA582294,06,2017,Chou,Yeast,Ribo_kti13D_1,Yeast,YPD,BY4741 with kti13D::kanMX,Cycloheximide,GSM2689603
SRR5766509,23668746,1579231036,66,607,SRX2965904,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322933,SAMN07291096,simple,4932,Saccharomyces cerevisiae,GSM2689604,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm4D,Yeast,YPD,BY4741 with trm4D::kanMX,Cycloheximide,GSM2689604
SRR5766510,22690588,1512751517,66,586,SRX2965905,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322934,SAMN07291085,simple,4932,Saccharomyces cerevisiae,GSM2689605,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm7D,Yeast,YPD,BY4741 with trm7D::kanMX,Cycloheximide,GSM2689605
