Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue/cell type,strain,genotype,gender,GEO Accession
SRR5863659,10331771,1549765650,75,565,SRX3032125,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380970,SAMN07411346,simple,10090,Mus musculus,GSM2716798,GEO,SRA590793,08,2017,Thomson,Hippocampus,KO_IN5,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716803
SRR5863660,9961753,1494262950,75,557,SRX3032125,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380970,SAMN07411346,simple,10090,Mus musculus,GSM2716798,GEO,SRA590793,08,2017,Thomson,Hippocampus,KO_IN5,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716804
SRR5863661,9479502,1421925300,75,542,SRX3032125,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380970,SAMN07411346,simple,10090,Mus musculus,GSM2716798,GEO,SRA590793,08,2017,Thomson,Hippocampus,KO_IN5,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716805
SRR5863662,10505725,1575858750,75,581,SRX3032126,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380971,SAMN07411347,simple,10090,Mus musculus,GSM2716799,GEO,SRA590793,08,2017,Thomson,Hippocampus,KO_IN6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716806
SRR5863663,10749133,1612369950,75,576,SRX3032126,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380971,SAMN07411347,simple,10090,Mus musculus,GSM2716799,GEO,SRA590793,08,2017,Thomson,Hippocampus,KO_IN6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716807
SRR5863664,10851386,1627707900,75,581,SRX3032126,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380971,SAMN07411347,simple,10090,Mus musculus,GSM2716799,GEO,SRA590793,08,2017,Thomson,Hippocampus,KO_IN6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716808
SRR5863665,10835095,1625264250,75,588,SRX3032126,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380971,SAMN07411347,simple,10090,Mus musculus,GSM2716799,GEO,SRA590793,08,2017,Thomson,Hippocampus,KO_IN6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716809
SRR5863666,10497892,1574683800,75,582,SRX3032126,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380971,SAMN07411347,simple,10090,Mus musculus,GSM2716799,GEO,SRA590793,08,2017,Thomson,Hippocampus,KO_IN6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716810
SRR5863667,10026995,1504049250,75,570,SRX3032126,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380971,SAMN07411347,simple,10090,Mus musculus,GSM2716799,GEO,SRA590793,08,2017,Thomson,Hippocampus,KO_IN6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716811
SRR5863668,9947790,1014674580,51,452,SRX3032127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380972,SAMN07411341,simple,10090,Mus musculus,GSM2716800,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP1,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716788
SRR5863669,9962614,1016186628,51,452,SRX3032127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380972,SAMN07411341,simple,10090,Mus musculus,GSM2716800,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP1,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716789
SRR5863670,10679324,1089291048,51,519,SRX3032127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380972,SAMN07411341,simple,10090,Mus musculus,GSM2716800,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP1,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716790
SRR5863671,10697640,1091159280,51,498,SRX3032127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380972,SAMN07411341,simple,10090,Mus musculus,GSM2716800,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP1,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716791
SRR5863672,10940491,1115930082,51,522,SRX3032127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380972,SAMN07411341,simple,10090,Mus musculus,GSM2716800,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP1,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716792
SRR5863673,10690172,1090397544,51,498,SRX3032127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380972,SAMN07411341,simple,10090,Mus musculus,GSM2716800,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP1,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716793
SRR5863674,8641369,881419638,51,393,SRX3032128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380973,SAMN07411338,simple,10090,Mus musculus,GSM2716801,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP2,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716794
SRR5863675,8634800,880749600,51,392,SRX3032128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380973,SAMN07411338,simple,10090,Mus musculus,GSM2716801,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP2,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716795
SRR5863676,8237619,840237138,51,396,SRX3032128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380973,SAMN07411338,simple,10090,Mus musculus,GSM2716801,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP2,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716796
SRR5863677,9191617,937544934,51,427,SRX3032128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380973,SAMN07411338,simple,10090,Mus musculus,GSM2716801,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP2,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716797
SRR5863678,8482804,865246008,51,402,SRX3032128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380973,SAMN07411338,simple,10090,Mus musculus,GSM2716801,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP2,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716798
SRR5863679,9202662,938671524,51,429,SRX3032128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380973,SAMN07411338,simple,10090,Mus musculus,GSM2716801,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP2,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716799
SRR5863680,7857770,801492540,51,358,SRX3032129,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380974,SAMN07411339,simple,10090,Mus musculus,GSM2716802,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP3,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716800
SRR5863681,7849574,800656548,51,357,SRX3032129,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380974,SAMN07411339,simple,10090,Mus musculus,GSM2716802,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP3,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716801
SRR5863682,7281702,742733604,51,350,SRX3032129,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380974,SAMN07411339,simple,10090,Mus musculus,GSM2716802,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP3,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716802
SRR5863683,8345366,851227332,51,389,SRX3032129,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380974,SAMN07411339,simple,10090,Mus musculus,GSM2716802,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP3,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716803
SRR5863684,7502408,765245616,51,356,SRX3032129,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380974,SAMN07411339,simple,10090,Mus musculus,GSM2716802,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP3,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716804
SRR5863685,8354864,852196128,51,390,SRX3032129,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380974,SAMN07411339,simple,10090,Mus musculus,GSM2716802,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP3,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716805
SRR5863686,8829444,1324416600,75,494,SRX3032130,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380975,SAMN07411340,simple,10090,Mus musculus,GSM2716803,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP4,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716806
SRR5863687,8968252,1345237800,75,486,SRX3032130,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380975,SAMN07411340,simple,10090,Mus musculus,GSM2716803,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP4,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716807
SRR5863688,9064750,1359712500,75,492,SRX3032130,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380975,SAMN07411340,simple,10090,Mus musculus,GSM2716803,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP4,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716808
SRR5863689,9048993,1357348950,75,498,SRX3032130,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380975,SAMN07411340,simple,10090,Mus musculus,GSM2716803,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP4,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716809
SRR5863690,8753454,1313018100,75,493,SRX3032130,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380975,SAMN07411340,simple,10090,Mus musculus,GSM2716803,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP4,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716810
SRR5863691,8314997,1247249550,75,479,SRX3032130,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380975,SAMN07411340,simple,10090,Mus musculus,GSM2716803,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP4,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716811
SRR5863692,9454418,1418162700,75,525,SRX3032131,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380976,SAMN07411336,simple,10090,Mus musculus,GSM2716804,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP5,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716788
SRR5863693,9592806,1438920900,75,516,SRX3032131,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380976,SAMN07411336,simple,10090,Mus musculus,GSM2716804,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP5,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716789
SRR5863694,9746218,1461932700,75,524,SRX3032131,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380976,SAMN07411336,simple,10090,Mus musculus,GSM2716804,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP5,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716790
SRR5863695,9713872,1457080800,75,530,SRX3032131,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380976,SAMN07411336,simple,10090,Mus musculus,GSM2716804,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP5,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716791
SRR5863696,9405303,1410795450,75,524,SRX3032131,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380976,SAMN07411336,simple,10090,Mus musculus,GSM2716804,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP5,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716792
SRR5863697,8959073,1343860950,75,511,SRX3032131,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380976,SAMN07411336,simple,10090,Mus musculus,GSM2716804,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP5,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716793
SRR5863698,9222422,1383363300,75,513,SRX3032132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380977,SAMN07411335,simple,10090,Mus musculus,GSM2716805,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP6,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716794
SRR5863699,9366593,1404988950,75,505,SRX3032132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380977,SAMN07411335,simple,10090,Mus musculus,GSM2716805,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP6,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716795
SRR5863700,9433460,1415019000,75,508,SRX3032132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380977,SAMN07411335,simple,10090,Mus musculus,GSM2716805,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP6,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716796
SRR5863701,9406088,1410913200,75,515,SRX3032132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380977,SAMN07411335,simple,10090,Mus musculus,GSM2716805,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP6,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716797
SRR5863702,9124623,1368693450,75,511,SRX3032132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380977,SAMN07411335,simple,10090,Mus musculus,GSM2716805,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP6,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716798
SRR5863703,8689251,1303387650,75,498,SRX3032132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380977,SAMN07411335,simple,10090,Mus musculus,GSM2716805,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,WT_IP6,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716799
SRR5863704,8103885,826596270,51,368,SRX3032133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380978,SAMN07411334,simple,10090,Mus musculus,GSM2716806,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP1,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716800
SRR5863705,8099002,826098204,51,367,SRX3032133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380978,SAMN07411334,simple,10090,Mus musculus,GSM2716806,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP1,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716801
SRR5863706,7671760,782519520,51,369,SRX3032133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380978,SAMN07411334,simple,10090,Mus musculus,GSM2716806,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP1,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716802
SRR5863707,8636344,880907088,51,401,SRX3032133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380978,SAMN07411334,simple,10090,Mus musculus,GSM2716806,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP1,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716803
SRR5863708,7900210,805821420,51,374,SRX3032133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380978,SAMN07411334,simple,10090,Mus musculus,GSM2716806,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP1,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716804
SRR5863709,8646857,881979414,51,402,SRX3032133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380978,SAMN07411334,simple,10090,Mus musculus,GSM2716806,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP1,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716805
SRR5863710,9882214,1007985828,51,453,SRX3032134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380981,SAMN07411354,simple,10090,Mus musculus,GSM2716807,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP2,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716806
SRR5863711,9873190,1007065380,51,452,SRX3032134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380981,SAMN07411354,simple,10090,Mus musculus,GSM2716807,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP2,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716807
SRR5863712,10688438,1090220676,51,520,SRX3032134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380981,SAMN07411354,simple,10090,Mus musculus,GSM2716807,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP2,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716808
SRR5863713,10581740,1079337480,51,496,SRX3032134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380981,SAMN07411354,simple,10090,Mus musculus,GSM2716807,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP2,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716809
SRR5863714,10924561,1114305222,51,523,SRX3032134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380981,SAMN07411354,simple,10090,Mus musculus,GSM2716807,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP2,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716810
SRR5863715,10583883,1079556066,51,497,SRX3032134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380981,SAMN07411354,simple,10090,Mus musculus,GSM2716807,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP2,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716811
SRR5863716,9427667,961622034,51,425,SRX3032135,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380980,SAMN07411337,simple,10090,Mus musculus,GSM2716808,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP3,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716788
SRR5863717,9438619,962739138,51,425,SRX3032135,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380980,SAMN07411337,simple,10090,Mus musculus,GSM2716808,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP3,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716789
SRR5863718,10344911,1055180922,51,493,SRX3032135,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380980,SAMN07411337,simple,10090,Mus musculus,GSM2716808,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP3,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716790
SRR5863719,10092605,1029445710,51,467,SRX3032135,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380980,SAMN07411337,simple,10090,Mus musculus,GSM2716808,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP3,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716791
SRR5863720,10600166,1081216932,51,498,SRX3032135,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380980,SAMN07411337,simple,10090,Mus musculus,GSM2716808,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP3,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716792
