Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype/variation,ploidy,culture condition,timepoint,experiment type,molecule subtype,GEO Accession
SRR9897274,38818055,1940902750,50,635,SRX6649048,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210885,SAMN12478403,simple,4932,Saccharomyces cerevisiae,GSM4006558,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04B_RP_RPL34A,Ribosome_Profile_55 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006558
SRR9897275,10347584,517379200,50,135,SRX6649049,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210886,SAMN12478412,simple,4932,Saccharomyces cerevisiae,GSM4006559,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04C_RP_RPL34A,Ribosome_Profile_55 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006559
SRR9897276,5313053,265652650,50,87,SRX6649050,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210887,SAMN12478411,simple,4932,Saccharomyces cerevisiae,GSM4006560,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05A_RP_RPL34A,Ribosome_Profile_60 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006560
SRR9897277,26428258,1321412900,50,188,SRX6649051,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210888,SAMN12478410,simple,4932,Saccharomyces cerevisiae,GSM4006561,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05B_RP_RPL34A,Ribosome_Profile_60 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006561
SRR9897278,8845041,442252050,50,111,SRX6649052,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210889,SAMN12478445,simple,4932,Saccharomyces cerevisiae,GSM4006562,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05C_RP_RPL34A,Ribosome_Profile_60 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006562
SRR9897279,1778362,88918100,50,29,SRX6649053,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210890,SAMN12478444,simple,4932,Saccharomyces cerevisiae,GSM4006563,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06A_RP_RPL34A,Ribosome_Profile_65 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006563
SRR9897280,1097815,54890750,50,17,SRX6649054,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210891,SAMN12478443,simple,4932,Saccharomyces cerevisiae,GSM4006564,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06B_RP_RPL34A,Ribosome_Profile_65 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006564
SRR9897281,1296773,64838650,50,24,SRX6649055,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210892,SAMN12478442,simple,4932,Saccharomyces cerevisiae,GSM4006565,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06C_RP_RPL34A,Ribosome_Profile_65 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006565
SRR9897282,4286533,214326650,50,93,SRX6649056,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210893,SAMN12478441,simple,4932,Saccharomyces cerevisiae,GSM4006566,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_70 fL,07A_RP_RPL34A,Ribosome_Profile_70 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Ribosome Profiling,Protected RNA,GSM4006566
SRR9897283,29402880,1470144000,50,391,SRX6649057,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210894,SAMN12478440,simple,4932,Saccharomyces cerevisiae,GSM4006567,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_70 fL,07B_RP_RPL34A,Ribosome_Profile_70 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Ribosome Profiling,Protected RNA,GSM4006567
SRR9897284,7353541,367677050,50,93,SRX6649058,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210895,SAMN12478439,simple,4932,Saccharomyces cerevisiae,GSM4006568,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_70 fL,07C_RP_RPL34A,Ribosome_Profile_70 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Ribosome Profiling,Protected RNA,GSM4006568
SRR9897285,2203609,110180450,50,47,SRX6649059,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210896,SAMN12478438,simple,4932,Saccharomyces cerevisiae,GSM4006569,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_75 fL,08A_RP_RPL34A,Ribosome_Profile_75 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Ribosome Profiling,Protected RNA,GSM4006569
SRR9897286,34419658,1720982900,50,302,SRX6649060,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210897,SAMN12478437,simple,4932,Saccharomyces cerevisiae,GSM4006570,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_75 fL,08B_RP_RPL34A,Ribosome_Profile_75 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Ribosome Profiling,Protected RNA,GSM4006570
SRR9897287,9307193,465359650,50,163,SRX6649061,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210898,SAMN12478436,simple,4932,Saccharomyces cerevisiae,GSM4006571,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_75 fL,08C_RP_RPL34A,Ribosome_Profile_75 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Ribosome Profiling,Protected RNA,GSM4006571
SRR9897288,40080821,2004041050,50,667,SRX6649062,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210899,SAMN12478435,simple,4932,Saccharomyces cerevisiae,GSM4006572,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_40 fL,01A_TP_RPL34A,Transcriptional_Profile_40 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Transcriptional Profiling,PolyA RNA,GSM4006572
SRR9897338,37540764,1877038200,50,588,SRX6649063,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210900,SAMN12478337,simple,4932,Saccharomyces cerevisiae,GSM4006452,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_40 fL,01A_RP_RPL22A,Ribosome_Profile_40 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Ribosome Profiling,Protected RNA,GSM4006452
SRR9897289,42145118,2107255900,50,705,SRX6649064,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210901,SAMN12478434,simple,4932,Saccharomyces cerevisiae,GSM4006573,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_40 fL,01B_TP_RPL34A,Transcriptional_Profile_40 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Transcriptional Profiling,PolyA RNA,GSM4006573
SRR9897290,48318341,2415917050,50,810,SRX6649065,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210902,SAMN12478433,simple,4932,Saccharomyces cerevisiae,GSM4006574,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_40 fL,01C_TP_RPL34A,Transcriptional_Profile_40 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Transcriptional Profiling,PolyA RNA,GSM4006574
SRR9897291,52954139,2647706950,50,881,SRX6649066,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210903,SAMN12478432,simple,4932,Saccharomyces cerevisiae,GSM4006575,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_45 fL,02A_TP_RPL34A,Transcriptional_Profile_45 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Transcriptional Profiling,PolyA RNA,GSM4006575
SRR9897292,54110323,2705516150,50,904,SRX6649067,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210904,SAMN12478431,simple,4932,Saccharomyces cerevisiae,GSM4006576,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_45 fL,02B_TP_RPL34A,Transcriptional_Profile_45 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Transcriptional Profiling,PolyA RNA,GSM4006576
SRR9897293,48248027,2412401350,50,807,SRX6649068,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210905,SAMN12478430,simple,4932,Saccharomyces cerevisiae,GSM4006577,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_45 fL,02C_TP_RPL34A,Transcriptional_Profile_45 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Transcriptional Profiling,PolyA RNA,GSM4006577
SRR9897294,45462861,2273143050,50,764,SRX6649069,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210906,SAMN12478429,simple,4932,Saccharomyces cerevisiae,GSM4006578,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_50 fL,03A_TP_RPL34A,Transcriptional_Profile_50 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Transcriptional Profiling,PolyA RNA,GSM4006578
SRR9897295,40500664,2025033200,50,680,SRX6649070,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210907,SAMN12478428,simple,4932,Saccharomyces cerevisiae,GSM4006579,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_50 fL,03B_TP_RPL34A,Transcriptional_Profile_50 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Transcriptional Profiling,PolyA RNA,GSM4006579
SRR9897296,39403334,1970166700,50,657,SRX6649071,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210908,SAMN12478427,simple,4932,Saccharomyces cerevisiae,GSM4006580,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_50 fL,03C_TP_RPL34A,Transcriptional_Profile_50 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Transcriptional Profiling,PolyA RNA,GSM4006580
SRR9897297,46427529,2321376450,50,778,SRX6649072,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210909,SAMN12478426,simple,4932,Saccharomyces cerevisiae,GSM4006581,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_55 fL,04A_TP_RPL34A,Transcriptional_Profile_55 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Transcriptional Profiling,PolyA RNA,GSM4006581
SRR9897298,46325125,2316256250,50,774,SRX6649073,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210910,SAMN12478465,simple,4932,Saccharomyces cerevisiae,GSM4006582,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_55 fL,04B_TP_RPL34A,Transcriptional_Profile_55 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Transcriptional Profiling,PolyA RNA,GSM4006582
SRR9897299,47809605,2390480250,50,800,SRX6649074,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210911,SAMN12478464,simple,4932,Saccharomyces cerevisiae,GSM4006583,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_55 fL,04C_TP_RPL34A,Transcriptional_Profile_55 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Transcriptional Profiling,PolyA RNA,GSM4006583
SRR9897300,43218357,2160917850,50,722,SRX6649075,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210912,SAMN12478463,simple,4932,Saccharomyces cerevisiae,GSM4006584,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_60 fL,05A_TP_RPL34A,Transcriptional_Profile_60 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Transcriptional Profiling,PolyA RNA,GSM4006584
SRR9897301,40043572,2002178600,50,669,SRX6649076,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210913,SAMN12478462,simple,4932,Saccharomyces cerevisiae,GSM4006585,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_60 fL,05B_TP_RPL34A,Transcriptional_Profile_60 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Transcriptional Profiling,PolyA RNA,GSM4006585
SRR9897302,39499373,1974968650,50,660,SRX6649077,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210914,SAMN12478461,simple,4932,Saccharomyces cerevisiae,GSM4006586,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_60 fL,05C_TP_RPL34A,Transcriptional_Profile_60 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Transcriptional Profiling,PolyA RNA,GSM4006586
SRR9897303,45331577,2266578850,50,756,SRX6649078,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210915,SAMN12478460,simple,4932,Saccharomyces cerevisiae,GSM4006587,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_65 fL,06A_TP_RPL34A,Transcriptional_Profile_65 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Transcriptional Profiling,PolyA RNA,GSM4006587
SRR9897304,51384248,2569212400,50,858,SRX6649079,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210916,SAMN12478459,simple,4932,Saccharomyces cerevisiae,GSM4006588,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_65 fL,06B_TP_RPL34A,Transcriptional_Profile_65 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Transcriptional Profiling,PolyA RNA,GSM4006588
SRR9897305,48877357,2443867850,50,817,SRX6649080,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210917,SAMN12478458,simple,4932,Saccharomyces cerevisiae,GSM4006589,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_65 fL,06C_TP_RPL34A,Transcriptional_Profile_65 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Transcriptional Profiling,PolyA RNA,GSM4006589
SRR9897306,46514070,2325703500,50,777,SRX6649081,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210918,SAMN12478457,simple,4932,Saccharomyces cerevisiae,GSM4006590,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_70 fL,07A_TP_RPL34A,Transcriptional_Profile_70 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Transcriptional Profiling,PolyA RNA,GSM4006590
SRR9897307,44704693,2235234650,50,746,SRX6649082,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210919,SAMN12478456,simple,4932,Saccharomyces cerevisiae,GSM4006591,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_70 fL,07B_TP_RPL34A,Transcriptional_Profile_70 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Transcriptional Profiling,PolyA RNA,GSM4006591
SRR9897308,44236302,2211815100,50,741,SRX6649083,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210920,SAMN12478455,simple,4932,Saccharomyces cerevisiae,GSM4006592,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_70 fL,07C_TP_RPL34A,Transcriptional_Profile_70 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Transcriptional Profiling,PolyA RNA,GSM4006592
SRR9897309,41111593,2055579650,50,689,SRX6649084,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210921,SAMN12478454,simple,4932,Saccharomyces cerevisiae,GSM4006593,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_75 fL,08A_TP_RPL34A,Transcriptional_Profile_75 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Transcriptional Profiling,PolyA RNA,GSM4006593
SRR9897310,42338761,2116938050,50,706,SRX6649085,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210922,SAMN12478453,simple,4932,Saccharomyces cerevisiae,GSM4006594,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_75 fL,08B_TP_RPL34A,Transcriptional_Profile_75 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Transcriptional Profiling,PolyA RNA,GSM4006594
SRR9897311,44431994,2221599700,50,741,SRX6649086,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210923,SAMN12478452,simple,4932,Saccharomyces cerevisiae,GSM4006595,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_75 fL,08C_TP_RPL34A,Transcriptional_Profile_75 fL,"rpl34a{delta}::KanMX/rpl34a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Transcriptional Profiling,PolyA RNA,GSM4006595
SRR9897312,34015340,1700767000,50,509,SRX6649087,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210924,SAMN12478451,simple,4932,Saccharomyces cerevisiae,GSM4006596,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_40 fL,01A_RP_RPL34B,Ribosome_Profile_40 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Ribosome Profiling,Protected RNA,GSM4006596
SRR9897313,41443655,2072182750,50,605,SRX6649088,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210925,SAMN12478450,simple,4932,Saccharomyces cerevisiae,GSM4006597,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_40 fL,01B_RP_RPL34B,Ribosome_Profile_40 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Ribosome Profiling,Protected RNA,GSM4006597
