Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype,time point,replicate,tissue,molecule subtype,GEO Accession
SRR15359389,66537775,3393426525,51,1081,SRX11661875,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP331348,PRJNA752584,36577368,"",SRS9694701,SAMN20601182,simple,5141,Neurospora crassa,GSM5506324,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 knockout DD48 rep2,mycelia,cpc-3 knockout,DD48,2,mycelia,ribosome-protected mRNA,GSM5506324
SRR15359390,52455351,2503005500,47,1037,SRX11661876,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694702,SAMN20601183,simple,5141,Neurospora crassa,GSM5506325,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD12 rep1,mycelia,cpc-3 kinase active mutant,DD12,1,mycelia,ribosome-protected mRNA,GSM5506325
SRR15359391,75383091,3606336414,47,1434,SRX11661877,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694703,SAMN20601184,simple,5141,Neurospora crassa,GSM5506326,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD16 rep1,mycelia,cpc-3 kinase active mutant,DD16,1,mycelia,ribosome-protected mRNA,GSM5506326
SRR15359392,86388571,4178928621,48,1688,SRX11661878,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694704,SAMN20601185,simple,5141,Neurospora crassa,GSM5506327,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD20 rep1,mycelia,cpc-3 kinase active mutant,DD20,1,mycelia,ribosome-protected mRNA,GSM5506327
SRR15359393,80383632,3881128066,48,1517,SRX11661879,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694705,SAMN20601186,simple,5141,Neurospora crassa,GSM5506328,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD24 rep1,mycelia,cpc-3 kinase active mutant,DD24,1,mycelia,ribosome-protected mRNA,GSM5506328
SRR15359394,78395557,3763455180,48,1513,SRX11661880,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694706,SAMN20601187,simple,5141,Neurospora crassa,GSM5506329,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD28 rep1,mycelia,cpc-3 kinase active mutant,DD28,1,mycelia,ribosome-protected mRNA,GSM5506329
SRR15359395,49958245,2412476806,48,941,SRX11661881,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694707,SAMN20601188,simple,5141,Neurospora crassa,GSM5506330,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD32 rep1,mycelia,cpc-3 kinase active mutant,DD32,1,mycelia,ribosome-protected mRNA,GSM5506330
SRR15359396,77111715,3708962455,48,1474,SRX11661882,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694708,SAMN20601189,simple,5141,Neurospora crassa,GSM5506331,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD36 rep1,mycelia,cpc-3 kinase active mutant,DD36,1,mycelia,ribosome-protected mRNA,GSM5506331
SRR15359397,89926470,4357028055,48,1729,SRX11661883,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694709,SAMN20601161,simple,5141,Neurospora crassa,GSM5506332,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD40 rep1,mycelia,cpc-3 kinase active mutant,DD40,1,mycelia,ribosome-protected mRNA,GSM5506332
SRR15359398,81080017,3925933270,48,1593,SRX11661884,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694710,SAMN20601162,simple,5141,Neurospora crassa,GSM5506333,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD44 rep1,mycelia,cpc-3 kinase active mutant,DD44,1,mycelia,ribosome-protected mRNA,GSM5506333
SRR15359399,83814601,4080622599,48,1608,SRX11661885,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694711,SAMN20601163,simple,5141,Neurospora crassa,GSM5506334,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD48 rep1,mycelia,cpc-3 kinase active mutant,DD48,1,mycelia,ribosome-protected mRNA,GSM5506334
SRR15359400,78326753,3802492487,48,1591,SRX11661886,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694712,SAMN20601164,simple,5141,Neurospora crassa,GSM5506335,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD12 rep2,mycelia,cpc-3 kinase active mutant,DD12,2,mycelia,ribosome-protected mRNA,GSM5506335
SRR15359401,88908506,4313787359,48,1805,SRX11661887,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694713,SAMN20601165,simple,5141,Neurospora crassa,GSM5506336,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD16 rep2,mycelia,cpc-3 kinase active mutant,DD16,2,mycelia,ribosome-protected mRNA,GSM5506336
SRR15359402,66367853,3178352117,47,1297,SRX11661888,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694714,SAMN20601166,simple,5141,Neurospora crassa,GSM5506337,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD20 rep2,mycelia,cpc-3 kinase active mutant,DD20,2,mycelia,ribosome-protected mRNA,GSM5506337
SRR15359403,84918424,4073820757,47,1680,SRX11661889,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694715,SAMN20601167,simple,5141,Neurospora crassa,GSM5506338,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD24 rep2,mycelia,cpc-3 kinase active mutant,DD24,2,mycelia,ribosome-protected mRNA,GSM5506338
SRR15359404,75183387,3611441218,48,1444,SRX11661890,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694716,SAMN20601168,simple,5141,Neurospora crassa,GSM5506339,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD28 rep2,mycelia,cpc-3 kinase active mutant,DD28,2,mycelia,ribosome-protected mRNA,GSM5506339
SRR15359405,67727162,3238859060,47,1291,SRX11661891,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694717,SAMN20601169,simple,5141,Neurospora crassa,GSM5506340,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD32 rep2,mycelia,cpc-3 kinase active mutant,DD32,2,mycelia,ribosome-protected mRNA,GSM5506340
SRR15359406,81477852,3911403793,48,1591,SRX11661892,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694718,SAMN20601170,simple,5141,Neurospora crassa,GSM5506341,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD36 rep2,mycelia,cpc-3 kinase active mutant,DD36,2,mycelia,ribosome-protected mRNA,GSM5506341
SRR15359407,77715534,3727593955,47,1507,SRX11661893,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694719,SAMN20601134,simple,5141,Neurospora crassa,GSM5506342,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD40 rep2,mycelia,cpc-3 kinase active mutant,DD40,2,mycelia,ribosome-protected mRNA,GSM5506342
SRR15359408,89182532,4296801542,48,1768,SRX11661894,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694720,SAMN20601135,simple,5141,Neurospora crassa,GSM5506343,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD44 rep2,mycelia,cpc-3 kinase active mutant,DD44,2,mycelia,ribosome-protected mRNA,GSM5506343
SRR15359409,76093154,3672149856,48,1481,SRX11661895,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP331348,PRJNA752584,36577368,"",SRS9694721,SAMN20601136,simple,5141,Neurospora crassa,GSM5506344,GEO,SRA1272537,11,2022,Castillo,mycelia,Ribo-seq cpc-3 kinase active mutant DD48 rep2,mycelia,cpc-3 kinase active mutant,DD48,2,mycelia,ribosome-protected mRNA,GSM5506344
