Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,developmental stage,genotype,growth condition,individual,organism part,sample name,environmental stress,Experimental Factor: time,Experimental Factor: environmental stress
ERR3719512,35428028,1033588853,29,448,ERX3720782,Sample 18_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138800,SAMEA6372703,simple,7962,Cyprinus carpio,SAMEA6372703,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 18,2020-05-01,2019-12-06,SAMEA6372703,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 18,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,121,kidney,E-MTAB-8567:Sample 18,cooling - 19 degrees Celsius,1,cooling - 19 degrees Celsius
ERR3719513,26681347,775454014,29,341,ERX3720783,Sample 19_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138801,SAMEA6372704,simple,7962,Cyprinus carpio,SAMEA6372704,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 19,2020-05-01,2019-12-06,SAMEA6372704,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 19,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,123,kidney,E-MTAB-8567:Sample 19,cooling - 19 degrees Celsius,1,cooling - 19 degrees Celsius
ERR3719514,23369014,653051587,27,286,ERX3720784,Sample 20_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138802,SAMEA6372705,simple,7962,Cyprinus carpio,SAMEA6372705,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 20,2020-05-01,2019-12-06,SAMEA6372705,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 20,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,124,kidney,E-MTAB-8567:Sample 20,cooling - 13 degrees Celsius,1.25,cooling - 13 degrees Celsius
ERR3719515,24404791,688150987,28,309,ERX3720785,Sample 21_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138803,SAMEA6372706,simple,7962,Cyprinus carpio,SAMEA6372706,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 21,2020-05-01,2019-12-06,SAMEA6372706,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 21,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,126,kidney,E-MTAB-8567:Sample 21,cooling - 13 degrees Celsius,1.25,cooling - 13 degrees Celsius
ERR3719516,28741618,856064176,29,363,ERX3720786,Sample 22_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138804,SAMEA6372707,simple,7962,Cyprinus carpio,SAMEA6372707,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 22,2020-05-01,2019-12-06,SAMEA6372707,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 22,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,127,kidney,E-MTAB-8567:Sample 22,cooling - 13 degrees Celsius,1.25,cooling - 13 degrees Celsius
ERR3719517,27461001,766335454,27,327,ERX3720787,Sample 23_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138805,SAMEA6372708,simple,7962,Cyprinus carpio,SAMEA6372708,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 23,2020-05-01,2019-12-06,SAMEA6372708,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 23,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,128,kidney,E-MTAB-8567:Sample 23,cooling - 13 degrees Celsius,1.25,cooling - 13 degrees Celsius
ERR3719518,28470763,806717677,28,342,ERX3720788,Sample 24_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138806,SAMEA6372709,simple,7962,Cyprinus carpio,SAMEA6372709,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 24,2020-05-01,2019-12-06,SAMEA6372709,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 24,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,129,kidney,E-MTAB-8567:Sample 24,cooling - 13 degrees Celsius,1.25,cooling - 13 degrees Celsius
ERR3719519,33591747,986541448,29,435,ERX3720789,Sample 25_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138807,SAMEA6372710,simple,7962,Cyprinus carpio,SAMEA6372710,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 25,2020-05-01,2019-12-06,SAMEA6372710,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 25,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,130,kidney,E-MTAB-8567:Sample 25,cooling - 11 degrees Celsius,2,cooling - 11 degrees Celsius
ERR3719520,39752755,1171766073,29,509,ERX3720790,Sample 26_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138808,SAMEA6372711,simple,7962,Cyprinus carpio,SAMEA6372711,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 26,2020-05-01,2019-12-06,SAMEA6372711,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 26,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,132,kidney,E-MTAB-8567:Sample 26,cooling - 11 degrees Celsius,2,cooling - 11 degrees Celsius
ERR3719521,41336346,1198502482,28,518,ERX3720791,Sample 27_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138809,SAMEA6372712,simple,7962,Cyprinus carpio,SAMEA6372712,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 27,2020-05-01,2019-12-06,SAMEA6372712,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 27,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,133,kidney,E-MTAB-8567:Sample 27,cooling - 11 degrees Celsius,2,cooling - 11 degrees Celsius
ERR3719522,19106547,535961066,28,243,ERX3720792,Sample 28_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138810,SAMEA6372713,simple,7962,Cyprinus carpio,SAMEA6372713,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 28,2020-05-01,2019-12-06,SAMEA6372713,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 28,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,134,kidney,E-MTAB-8567:Sample 28,cooling - 11 degrees Celsius,2,cooling - 11 degrees Celsius
ERR3719523,18921967,529463111,27,236,ERX3720793,Sample 29_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138811,SAMEA6372714,simple,7962,Cyprinus carpio,SAMEA6372714,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 29,2020-05-01,2019-12-06,SAMEA6372714,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 29,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,135,kidney,E-MTAB-8567:Sample 29,cooling - 11 degrees Celsius,2,cooling - 11 degrees Celsius
ERR3719524,50412650,1461349059,28,624,ERX3720794,Sample 30_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138812,SAMEA6372715,simple,7962,Cyprinus carpio,SAMEA6372715,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 30,2020-05-01,2019-12-06,SAMEA6372715,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 30,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,137,kidney,E-MTAB-8567:Sample 30,cooling - 11 degrees Celsius,3,cooling - 11 degrees Celsius
ERR3719525,30454166,871332488,28,383,ERX3720795,Sample 31_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138813,SAMEA6372716,simple,7962,Cyprinus carpio,SAMEA6372716,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 31,2020-05-01,2019-12-06,SAMEA6372716,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 31,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,138,kidney,E-MTAB-8567:Sample 31,cooling - 11 degrees Celsius,3,cooling - 11 degrees Celsius
ERR3719526,23584044,669247483,28,298,ERX3720796,Sample 32_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138814,SAMEA6372717,simple,7962,Cyprinus carpio,SAMEA6372717,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 32,2020-05-01,2019-12-06,SAMEA6372717,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 32,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,139,kidney,E-MTAB-8567:Sample 32,cooling - 11 degrees Celsius,3,cooling - 11 degrees Celsius
ERR3719527,30550751,846096111,27,371,ERX3720797,Sample 33_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138815,SAMEA6372718,simple,7962,Cyprinus carpio,SAMEA6372718,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 33,2020-05-01,2019-12-06,SAMEA6372718,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 33,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,140,kidney,E-MTAB-8567:Sample 33,cooling - 11 degrees Celsius,3,cooling - 11 degrees Celsius
ERR3719528,17470515,480458825,27,216,ERX3720798,Sample 34_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138816,SAMEA6372719,simple,7962,Cyprinus carpio,SAMEA6372719,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 34,2020-05-01,2019-12-06,SAMEA6372719,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 34,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,141,kidney,E-MTAB-8567:Sample 34,cooling - 11 degrees Celsius,3,cooling - 11 degrees Celsius
ERR3719529,33663423,988288790,29,428,ERX3720799,Sample 40_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138817,SAMEA6372720,simple,7962,Cyprinus carpio,SAMEA6372720,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 40,2020-05-01,2019-12-06,SAMEA6372720,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 40,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,148,kidney,E-MTAB-8567:Sample 40,cooling - 11 degrees Celsius,4,cooling - 11 degrees Celsius
ERR3719530,37885334,1070517039,28,445,ERX3720800,Sample 41_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138818,SAMEA6372721,simple,7962,Cyprinus carpio,SAMEA6372721,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 41,2020-05-01,2019-12-06,SAMEA6372721,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 41,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,149,kidney,E-MTAB-8567:Sample 41,cooling - 11 degrees Celsius,4,cooling - 11 degrees Celsius
ERR3719531,43461899,1255768421,28,550,ERX3720801,Sample 42_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138819,SAMEA6372722,simple,7962,Cyprinus carpio,SAMEA6372722,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 42,2020-05-01,2019-12-06,SAMEA6372722,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 42,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,151,kidney,E-MTAB-8567:Sample 42,cooling - 11 degrees Celsius,4,cooling - 11 degrees Celsius
ERR3719532,53665797,1609515807,29,689,ERX3720802,Sample 43_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138820,SAMEA6372723,simple,7962,Cyprinus carpio,SAMEA6372723,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 43,2020-05-01,2019-12-06,SAMEA6372723,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 43,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,152,kidney,E-MTAB-8567:Sample 43,cooling - 11 degrees Celsius,4,cooling - 11 degrees Celsius
ERR3719533,21118130,625005772,29,260,ERX3720803,Sample 44_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138821,SAMEA6372724,simple,7962,Cyprinus carpio,SAMEA6372724,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 44,2020-05-01,2019-12-06,SAMEA6372724,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 44,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,153,kidney,E-MTAB-8567:Sample 44,cooling - 11 degrees Celsius,4,cooling - 11 degrees Celsius
ERR3719534,25729335,729157980,28,325,ERX3720804,Sample 45_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138822,SAMEA6372725,simple,7962,Cyprinus carpio,SAMEA6372725,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 45,2020-05-01,2019-12-06,SAMEA6372725,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 45,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,154,kidney,E-MTAB-8567:Sample 45,cooling - 11 degrees Celsius,5,cooling - 11 degrees Celsius
ERR3719535,67848693,1942289211,28,825,ERX3720805,Sample 46_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138823,SAMEA6372726,simple,7962,Cyprinus carpio,SAMEA6372726,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 46,2020-05-01,2019-12-06,SAMEA6372726,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 46,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,155,kidney,E-MTAB-8567:Sample 46,cooling - 11 degrees Celsius,5,cooling - 11 degrees Celsius
ERR3719536,44035490,1258921658,28,549,ERX3720806,Sample 47_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138824,SAMEA6372727,simple,7962,Cyprinus carpio,SAMEA6372727,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 47,2020-05-01,2019-12-06,SAMEA6372727,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 47,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,156,kidney,E-MTAB-8567:Sample 47,cooling - 11 degrees Celsius,5,cooling - 11 degrees Celsius
ERR3719537,54960530,1550159757,28,648,ERX3720807,Sample 48_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138825,SAMEA6372728,simple,7962,Cyprinus carpio,SAMEA6372728,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 48,2020-05-01,2019-12-06,SAMEA6372728,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 48,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,157,kidney,E-MTAB-8567:Sample 48,cooling - 11 degrees Celsius,5,cooling - 11 degrees Celsius
ERR3719538,35474708,1042476073,29,456,ERX3720808,Sample 49_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138826,SAMEA6372729,simple,7962,Cyprinus carpio,SAMEA6372729,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 49,2020-05-01,2019-12-06,SAMEA6372729,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 49,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,158,kidney,E-MTAB-8567:Sample 49,cooling - 11 degrees Celsius,5,cooling - 11 degrees Celsius
ERR3719539,40479111,1132098641,27,473,ERX3720809,Sample 50_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138827,SAMEA6372730,simple,7962,Cyprinus carpio,SAMEA6372730,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 50,2020-05-01,2019-12-06,SAMEA6372730,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 50,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,160,kidney,E-MTAB-8567:Sample 50,cooling - 11 degrees Celsius,7,cooling - 11 degrees Celsius
ERR3719540,47158283,1437306715,30,581,ERX3720810,Sample 51_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138828,SAMEA6372731,simple,7962,Cyprinus carpio,SAMEA6372731,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 51,2020-05-01,2019-12-06,SAMEA6372731,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 51,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,161,kidney,E-MTAB-8567:Sample 51,cooling - 11 degrees Celsius,7,cooling - 11 degrees Celsius
ERR3719541,53975894,1551448463,28,649,ERX3720811,Sample 52_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138829,SAMEA6372732,simple,7962,Cyprinus carpio,SAMEA6372732,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 52,2020-05-01,2019-12-06,SAMEA6372732,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 52,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,162,kidney,E-MTAB-8567:Sample 52,cooling - 11 degrees Celsius,7,cooling - 11 degrees Celsius
