Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,batch,development stage,library type,treatment,GEO Accession
SRR12494963,50696844,15303539644,150,5976,SRX8986528,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240732,SAMN15880503,simple,9606,Homo sapiens,GSM4736505,GEO,SRA1115933,08,2020,Makar,neuronal precursor cells,D7 RNASeq rep1,neuronal precursor cells,neuronal precursor cells,batch3,Day7,RNAseq,--,GSM4736505
SRR12494964,43512744,13134748260,150,5132,SRX8986529,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240733,SAMN15880502,simple,9606,Homo sapiens,GSM4736506,GEO,SRA1115933,08,2020,Makar,neuronal precursor cells,D7 RNASeq rep2,neuronal precursor cells,neuronal precursor cells,batch3,Day7,RNAseq,--,GSM4736506
SRR12494965,46203051,13945864405,150,5480,SRX8986530,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240734,SAMN15880501,simple,9606,Homo sapiens,GSM4736507,GEO,SRA1115933,08,2020,Makar,early neurons,D8 RNASeq rep1,early neurons,early neurons,batch3,Day8,RNAseq,--,GSM4736507
SRR12494966,46349394,13990818859,150,5504,SRX8986531,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240735,SAMN15880500,simple,9606,Homo sapiens,GSM4736508,GEO,SRA1115933,08,2020,Makar,early neurons,D8 RNASeq rep2,early neurons,early neurons,batch3,Day8,RNAseq,--,GSM4736508
SRR12494967,38192242,11528866154,150,4565,SRX8986532,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240736,SAMN15880499,simple,9606,Homo sapiens,GSM4736509,GEO,SRA1115933,08,2020,Makar,neurons,D14 RNASeq rep1,neurons,neurons,batch3,Day14,RNAseq,--,GSM4736509
SRR12494968,43874387,13244900039,150,5197,SRX8986533,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240737,SAMN15880498,simple,9606,Homo sapiens,GSM4736510,GEO,SRA1115933,08,2020,Makar,neurons,D14 RNASeq rep2,neurons,neurons,batch3,Day14,RNAseq,--,GSM4736510
SRR12494969,56205243,1622130859,28,785,SRX8986534,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240738,SAMN15880497,simple,9606,Homo sapiens,GSM4736511,GEO,SRA1115933,08,2020,Makar,hESCs,D0 riboprofiling mRNA rep1,hESCs,hESCs,batch4,Day0,Ribosomal Profiling,mRNA,GSM4736511
SRR12494970,36434357,1048428056,28,491,SRX8986535,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240739,SAMN15880496,simple,9606,Homo sapiens,GSM4736512,GEO,SRA1115933,08,2020,Makar,hESCs,D0 riboprofiling FP rep1,hESCs,hESCs,batch4,Day0,Ribosomal Profiling,Footprint,GSM4736512
SRR12494971,53086080,1588585827,29,757,SRX8986536,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240740,SAMN15880495,simple,9606,Homo sapiens,GSM4736513,GEO,SRA1115933,08,2020,Makar,neuronal precursor cells,D7 riboprofiling mRNA rep1,neuronal precursor cells,neuronal precursor cells,batch4,Day7,Ribosomal Profiling,mRNA,GSM4736513
SRR12494972,32171552,934071485,29,448,SRX8986536,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240740,SAMN15880495,simple,9606,Homo sapiens,GSM4736513,GEO,SRA1115933,08,2020,Makar,neuronal precursor cells,D7 riboprofiling mRNA rep1,neuronal precursor cells,neuronal precursor cells,batch4,Day7,Ribosomal Profiling,Footprint,GSM4736514
SRR12494973,38710131,1095585615,28,523,SRX8986537,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240741,SAMN15880494,simple,9606,Homo sapiens,GSM4736514,GEO,SRA1115933,08,2020,Makar,neuronal precursor cells,D7 riboprofiling FP rep1,early neurons,early neurons,batch4,Day8,Ribosomal Profiling,mRNA,GSM4736515
SRR12494974,29098608,819475942,28,384,SRX8986537,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240741,SAMN15880494,simple,9606,Homo sapiens,GSM4736514,GEO,SRA1115933,08,2020,Makar,neuronal precursor cells,D7 riboprofiling FP rep1,early neurons,early neurons,batch4,Day8,Ribosomal Profiling,Footprint,GSM4736516
SRR12494975,51146338,1661223795,32,779,SRX8986538,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240742,SAMN15880493,simple,9606,Homo sapiens,GSM4736515,GEO,SRA1115933,08,2020,Makar,early neurons,D8 riboprofiling mRNA rep1,neurons,neurons,batch4,Day14,Ribosomal Profiling,mRNA,GSM4736517
SRR12494976,38280210,1204522128,31,566,SRX8986538,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240742,SAMN15880493,simple,9606,Homo sapiens,GSM4736515,GEO,SRA1115933,08,2020,Makar,early neurons,D8 riboprofiling mRNA rep1,neurons,neurons,batch4,Day14,Ribosomal Profiling,Footprint,GSM4736518
SRR12494977,31110733,896008074,28,429,SRX8986539,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240743,SAMN15880492,simple,9606,Homo sapiens,GSM4736516,GEO,SRA1115933,08,2020,Makar,early neurons,D8 riboprofiling FP rep1,neurons,neurons,batch5,Day14,Ribosomal Profiling,Footprint,GSM4736519
SRR12494978,32379613,880517801,27,420,SRX8986539,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240743,SAMN15880492,simple,9606,Homo sapiens,GSM4736516,GEO,SRA1115933,08,2020,Makar,early neurons,D8 riboprofiling FP rep1,hESCs,hESCs,batch6,Day0,RNAdecay,Actinmycin D,GSM4736520
SRR12494979,51820147,1423583518,27,696,SRX8986540,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240744,SAMN15880491,simple,9606,Homo sapiens,GSM4736517,GEO,SRA1115933,08,2020,Makar,neurons,D14 riboprofiling mRNA rep1,neuronal precursor cells,neuronal precursor cells,batch7,Day7,RNAdecay,Actinmycin D,GSM4736521
SRR12494980,38765703,1121037629,28,535,SRX8986541,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240746,SAMN15880490,simple,9606,Homo sapiens,GSM4736518,GEO,SRA1115933,08,2020,Makar,neurons,D14 riboprofiling FP rep1,early neurons,early neurons,batch6,Day8,RNAdecay,Actinmycin D,GSM4736522
SRR12494981,50951706,1732027023,33,786,SRX8986542,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240745,SAMN15880489,simple,9606,Homo sapiens,GSM4736519,GEO,SRA1115933,08,2020,Makar,"","GEO accession GSM4736519 is currently private and is scheduled to be released on Aug 23, 2020.",early neurons,early neurons,batch7,Day8,RNAdecay,Actinmycin D,GSM4736523
SRR12494982,53793649,1466863257,27,711,SRX8986543,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240747,SAMN15880488,simple,9606,Homo sapiens,GSM4736520,GEO,SRA1115933,08,2020,Makar,"","GEO accession GSM4736520 is currently private and is scheduled to be released on Aug 23, 2020.",neurons,neurons,batch6,Day14,RNAdecay,Actinmycin D,GSM4736524
SRR12494983,48965703,1573793836,32,729,SRX8986544,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240748,SAMN15880487,simple,9606,Homo sapiens,GSM4736521,GEO,SRA1115933,08,2020,Makar,"","GEO accession GSM4736521 is currently private and is scheduled to be released on Aug 23, 2020.",neurons,neurons,batch7,Day14,RNAdecay,Actinmycin D,GSM4736525
SRR12494984,24456766,740620940,30,348,SRX8986545,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240749,SAMN15880486,simple,9606,Homo sapiens,GSM4736522,GEO,SRA1115933,08,2020,Makar,"","GEO accession GSM4736522 is currently private and is scheduled to be released on Aug 23, 2020.",hESCs,hESCs,batch6,Day0,RNAdecay,Actinmycin D,GSM4736526
SRR12494985,49455003,1419762735,28,657,SRX8986546,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240751,SAMN15880485,simple,9606,Homo sapiens,GSM4736523,GEO,SRA1115933,08,2020,Makar,"","GEO accession GSM4736523 is currently private and is scheduled to be released on Aug 23, 2020.",hESCs,hESCs,batch7,Day0,RNAdecay,Actinmycin D,GSM4736527
SRR12494986,42832174,1260456173,29,570,SRX8986547,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240750,SAMN15880484,simple,9606,Homo sapiens,GSM4736524,GEO,SRA1115933,08,2020,Makar,"","GEO accession GSM4736524 is currently private and is scheduled to be released on Aug 23, 2020.",neuronal precursor cells,neuronal precursor cells,batch6,Day7,RNAdecay,Actinmycin D,GSM4736528
SRR12494987,63662387,1941741770,30,916,SRX8986548,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240752,SAMN15880483,simple,9606,Homo sapiens,GSM4736525,GEO,SRA1115933,08,2020,Makar,"","GEO accession GSM4736525 is currently private and is scheduled to be released on Aug 23, 2020.",neuronal precursor cells,neuronal precursor cells,batch7,Day7,RNAdecay,Actinmycin D,GSM4736529
SRR12494988,31120180,892371317,28,420,SRX8986549,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP278460,PRJNA658654,1,"",SRS7240753,SAMN15880482,simple,9606,Homo sapiens,GSM4736526,GEO,SRA1115933,08,2020,Makar,neurons,D14 riboprofiling FP rep2,early neurons,early neurons,batch6,Day8,RNAdecay,Actinmycin D,GSM4736530
SRR12494989,16632012,5022867624,151,2160,SRX8986550,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240754,SAMN15880481,simple,9606,Homo sapiens,GSM4736527,GEO,SRA1115933,08,2020,Makar,hESCs,D0 RNAdecay 0h rep1,early neurons,early neurons,batch7,Day8,RNAdecay,Actinmycin D,GSM4736531
SRR12494990,17056105,5150943710,151,2105,SRX8986551,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240755,SAMN15880480,simple,9606,Homo sapiens,GSM4736528,GEO,SRA1115933,08,2020,Makar,"","GEO accession GSM4736528 is currently private and is scheduled to be released on Aug 23, 2020.",neurons,neurons,batch6,Day14,RNAdecay,Actinmycin D,GSM4736532
SRR12494991,14874744,4492172688,151,1963,SRX8986552,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240756,SAMN15880479,simple,9606,Homo sapiens,GSM4736529,GEO,SRA1115933,08,2020,Makar,"","GEO accession GSM4736529 is currently private and is scheduled to be released on Aug 23, 2020.",neurons,neurons,batch7,Day14,RNAdecay,Actinmycin D,GSM4736533
SRR12494992,14476124,4371789448,151,1834,SRX8986553,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240757,SAMN15880478,simple,9606,Homo sapiens,GSM4736530,GEO,SRA1115933,08,2020,Makar,neuronal precursor cells,D7 RNAdecay 0h rep2,hESCs,hESCs,batch6,Day0,RNAdecay,Actinmycin D,GSM4736534
SRR12494993,14175282,4280935164,151,1896,SRX8986554,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240758,SAMN15880477,simple,9606,Homo sapiens,GSM4736531,GEO,SRA1115933,08,2020,Makar,early neurons,D8 RNAdecay 0h rep1,hESCs,hESCs,batch7,Day0,RNAdecay,Actinmycin D,GSM4736535
SRR12494994,14334759,4329097218,151,1812,SRX8986555,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240761,SAMN15880476,simple,9606,Homo sapiens,GSM4736532,GEO,SRA1115933,08,2020,Makar,early neurons,D8 RNAdecay 0h rep2,neuronal precursor cells,neuronal precursor cells,batch6,Day7,RNAdecay,Actinmycin D,GSM4736536
SRR12494995,15747442,4755727484,151,1944,SRX8986556,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240759,SAMN15880475,simple,9606,Homo sapiens,GSM4736533,GEO,SRA1115933,08,2020,Makar,neurons,D14 RNAdecay 0h rep1,neuronal precursor cells,neuronal precursor cells,batch7,Day7,RNAdecay,Actinmycin D,GSM4736537
SRR12494996,13454199,4063168098,151,1749,SRX8986557,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240760,SAMN15880474,simple,9606,Homo sapiens,GSM4736534,GEO,SRA1115933,08,2020,Makar,neurons,D14 RNAdecay 0h rep2,early neurons,early neurons,batch6,Day8,RNAdecay,Actinmycin D,GSM4736538
SRR12494997,15528450,4689591900,151,2022,SRX8986558,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240762,SAMN15880473,simple,9606,Homo sapiens,GSM4736535,GEO,SRA1115933,08,2020,Makar,hESCs,D0 RNAdecay 1h rep1,early neurons,early neurons,batch7,Day8,RNAdecay,Actinmycin D,GSM4736539
SRR12494998,14707351,4441620002,151,1825,SRX8986559,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240763,SAMN15880472,simple,9606,Homo sapiens,GSM4736536,GEO,SRA1115933,08,2020,Makar,hESCs,D0 RNAdecay 1h rep2,neurons,neurons,batch6,Day14,RNAdecay,Actinmycin D,GSM4736540
SRR12494999,12505191,3776567682,151,1654,SRX8986560,,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP278460,PRJNA658654,1,"",SRS7240764,SAMN15880471,simple,9606,Homo sapiens,GSM4736537,GEO,SRA1115933,08,2020,Makar,neuronal precursor cells,D7 RNAdecay 1h rep1,neurons,neurons,batch7,Day14,RNAdecay,Actinmycin D,GSM4736541
