Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype,developmental stage,molecule,GEO Accession
SRR18677100,6658897,998834550,150,362,SRX14778615,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538015,SAMN27404714,simple,10090,Mus musculus,GSM6033291,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_17_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033291
SRR18677101,10341365,1551204750,150,581,SRX14778616,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538018,SAMN27404716,simple,10090,Mus musculus,GSM6033292,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_18_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033292
SRR18677102,5863067,879460050,150,316,SRX14778617,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538017,SAMN27404717,simple,10090,Mus musculus,GSM6033293,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_19_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033293
SRR18677103,7017758,1052663700,150,377,SRX14778618,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538020,SAMN27404718,simple,10090,Mus musculus,GSM6033294,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_20_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033294
SRR18677104,171916,229895673,1337,56,SRX14778619,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP303825,PRJNA697913,35697785,"",SRS12538019,SAMN27404719,simple,10090,Mus musculus,GSM6033295,GEO,SRA1189375,04,2022,Xiong,Oocyte,E6_FGO_WT_paiso,Oocyte,WT,Full-grown oocyte SN,Poly(A) tail length,GSM6033295
SRR18677105,11273,7720449,684,1,SRX14778620,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP303825,PRJNA697913,35697785,"",SRS12538021,SAMN27404720,simple,10090,Mus musculus,GSM6033296,GEO,SRA1189375,04,2022,Xiong,Oocyte,E6_MII_BTG4_Het_paiso,Oocyte,Btg4 Het,MII oocyte,Poly(A) tail length,GSM6033296
SRR18677106,18351,13752980,749,3,SRX14778621,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP303825,PRJNA697913,35697785,"",SRS12538022,SAMN27404721,simple,10090,Mus musculus,GSM6033297,GEO,SRA1189375,04,2022,Xiong,Oocyte,E6_MII_BTG4_KO_rep1_paiso,Oocyte,Btg4 KO,MII oocyte,Poly(A) tail length,GSM6033297
SRR18677107,27712,25159884,907,6,SRX14778622,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP303825,PRJNA697913,35697785,"",SRS12538023,SAMN27404722,simple,10090,Mus musculus,GSM6033298,GEO,SRA1189375,04,2022,Xiong,Oocyte,E6_MII_BTG4_KO_rep2_paiso,Oocyte,Btg4 KO,MII oocyte,Poly(A) tail length,GSM6033298
SRR18677082,12916069,1937410350,150,923,SRX14778623,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538024,SAMN27404756,simple,10090,Mus musculus,GSM6033273,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_FGO_17_Ribo,Oocyte,WT,Full-grown oocyte,Ribosome protected fragment,GSM6033273
SRR18677083,9453685,1418052750,150,630,SRX14778624,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538025,SAMN27404757,simple,10090,Mus musculus,GSM6033274,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_FGO_18_Ribo,Oocyte,WT,Full-grown oocyte,Ribosome protected fragment,GSM6033274
SRR18677084,14164577,2124686550,150,743,SRX14778625,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538026,SAMN27404758,simple,10090,Mus musculus,GSM6033275,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_1_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033275
SRR18677085,7021979,1053296850,150,449,SRX14778626,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538028,SAMN27404759,simple,10090,Mus musculus,GSM6033276,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_2_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033276
SRR18677086,12815834,1922375100,150,813,SRX14778627,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538030,SAMN27404760,simple,10090,Mus musculus,GSM6033277,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_3_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033277
SRR18677087,5880563,882084450,150,375,SRX14778628,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538027,SAMN27404761,simple,10090,Mus musculus,GSM6033278,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_4_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033278
SRR18677088,6628113,994216950,150,352,SRX14778629,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538029,SAMN27404762,simple,10090,Mus musculus,GSM6033279,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_5_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033279
SRR18677089,7951592,1192738800,150,426,SRX14778630,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538033,SAMN27404763,simple,10090,Mus musculus,GSM6033280,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_6_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033280
SRR18677119,81943495,12291524250,150,5018,SRX14778631,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538031,SAMN27404735,simple,10090,Mus musculus,GSM6033310,GEO,SRA1189375,04,2022,Xiong,Oocyte,FGO_Ribo_rep1,Oocyte,WT,Full-grown oocyte SN,Ribosome protected fragment,GSM6033310
SRR18677120,40999576,6149936400,150,2400,SRX14778632,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538032,SAMN27404736,simple,10090,Mus musculus,GSM6033311,GEO,SRA1189375,04,2022,Xiong,Oocyte,FGO_Ribo_rep2,Oocyte,WT,Full-grown oocyte SN,Ribosome protected fragment,GSM6033311
SRR18677121,54703316,8205497400,150,3094,SRX14778633,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538034,SAMN27404737,simple,10090,Mus musculus,GSM6033312,GEO,SRA1189375,04,2022,Xiong,Oocyte,LPI_Ribo_rep1,Oocyte,WT,Late prometaphase I oocyte,Ribosome protected fragment,GSM6033312
SRR18677122,73712339,11056850850,150,4455,SRX14778634,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538035,SAMN27404738,simple,10090,Mus musculus,GSM6033313,GEO,SRA1189375,04,2022,Xiong,Oocyte,LPI_Ribo_rep2,Oocyte,WT,Late prometaphase I oocyte,Ribosome protected fragment,GSM6033313
SRR18677123,7898191,2369457300,150,940,SRX14778635,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538037,SAMN27404739,simple,10090,Mus musculus,GSM6033314,GEO,SRA1189375,04,2022,Xiong,Oocyte,FGO_smart_rep1,Oocyte,WT,Full-grown oocyte SN,polyA RNA,GSM6033314
SRR18677124,8708863,2612658900,150,1073,SRX14778636,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538036,SAMN27404769,simple,10090,Mus musculus,GSM6033315,GEO,SRA1189375,04,2022,Xiong,Oocyte,FGO_smart_rep2,Oocyte,WT,Full-grown oocyte SN,polyA RNA,GSM6033315
SRR18677125,8252629,2475788700,150,986,SRX14778637,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538038,SAMN27404770,simple,10090,Mus musculus,GSM6033316,GEO,SRA1189375,04,2022,Xiong,Oocyte,LPI_smart_rep1,Oocyte,WT,Late prometaphase I oocyte,polyA RNA,GSM6033316
SRR18677126,6863393,2059017900,150,861,SRX14778638,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538039,SAMN27404733,simple,10090,Mus musculus,GSM6033317,GEO,SRA1189375,04,2022,Xiong,Oocyte,LPI_smart_rep2,Oocyte,WT,Late prometaphase I oocyte,polyA RNA,GSM6033317
SRR18677090,5815061,872259150,150,312,SRX14778639,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538040,SAMN27404764,simple,10090,Mus musculus,GSM6033281,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_7_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033281
SRR18677091,6536951,980542650,150,346,SRX14778640,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538041,SAMN27404765,simple,10090,Mus musculus,GSM6033282,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_8_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033282
SRR18677092,6965105,1044765750,150,373,SRX14778641,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538042,SAMN27404766,simple,10090,Mus musculus,GSM6033283,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_9_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033283
SRR18677093,8136292,1220443800,150,435,SRX14778642,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538043,SAMN27404767,simple,10090,Mus musculus,GSM6033284,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_10_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033284
SRR18677094,7275045,1091256750,150,391,SRX14778643,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538045,SAMN27404768,simple,10090,Mus musculus,GSM6033285,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_11_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033285
SRR18677095,7842807,1176421050,150,413,SRX14778644,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538044,SAMN27404709,simple,10090,Mus musculus,GSM6033286,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_12_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033286
SRR18677096,7486922,1123038300,150,407,SRX14778645,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538048,SAMN27404710,simple,10090,Mus musculus,GSM6033287,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_13_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033287
SRR18677097,8605312,1290796800,150,467,SRX14778646,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538046,SAMN27404711,simple,10090,Mus musculus,GSM6033288,GEO,SRA1189375,04,2022,Xiong,Oocyte,E1_MII_14_Ribo,Oocyte,WT,MII oocyte,Ribosome protected fragment,GSM6033288
SRR18677108,6033,4624509,766,1,SRX14778647,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP303825,PRJNA697913,35697785,"",SRS12538047,SAMN27404723,simple,10090,Mus musculus,GSM6033299,GEO,SRA1189375,04,2022,Xiong,Oocyte,E6_MII_WT_paiso,Oocyte,WT,MII oocyte,Poly(A) tail length,GSM6033299
SRR18677116,11224178,3367253400,150,1059,SRX14778648,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538049,SAMN27404731,simple,10090,Mus musculus,GSM6033307,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_Het_smart_rep1,Oocyte,Btg4 Het,MII oocyte,polyA RNA,GSM6033307
SRR18677109,5528441,829266150,150,308,SRX14778649,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538051,SAMN27404724,simple,10090,Mus musculus,GSM6033300,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_Het_ribo_rep1,Oocyte,Btg4 Het,MII oocyte,Ribosome protected fragment,GSM6033300
SRR18677110,5080048,762007200,150,285,SRX14778650,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538050,SAMN27404725,simple,10090,Mus musculus,GSM6033301,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_KO_ribo_rep1,Oocyte,Btg4 KO,MII oocyte,Ribosome protected fragment,GSM6033301
SRR18677111,6570861,985629150,150,354,SRX14778651,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538052,SAMN27404726,simple,10090,Mus musculus,GSM6033302,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_KO_ribo_rep2,Oocyte,Btg4 KO,MII oocyte,Ribosome protected fragment,GSM6033302
SRR18677112,4990982,748647300,150,269,SRX14778652,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538055,SAMN27404727,simple,10090,Mus musculus,GSM6033303,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_Het_ribo_rep2,Oocyte,Btg4 Het,MII oocyte,Ribosome protected fragment,GSM6033303
SRR18677113,4806116,720917400,150,251,SRX14778653,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538053,SAMN27404728,simple,10090,Mus musculus,GSM6033304,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_Het_ribo_rep3,Oocyte,Btg4 Het,MII oocyte,Ribosome protected fragment,GSM6033304
SRR18677114,6517501,977625150,150,339,SRX14778654,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538054,SAMN27404729,simple,10090,Mus musculus,GSM6033305,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_KO_ribo_rep3,Oocyte,Btg4 KO,MII oocyte,Ribosome protected fragment,GSM6033305
SRR18677115,11849827,3554948100,150,1107,SRX14778655,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538057,SAMN27404730,simple,10090,Mus musculus,GSM6033306,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_KO_smart_rep1,Oocyte,Btg4 KO,MII oocyte,polyA RNA,GSM6033306
SRR18677117,14128009,4238402700,150,1397,SRX14778656,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538056,SAMN27404732,simple,10090,Mus musculus,GSM6033308,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_KO_smart_rep2,Oocyte,Btg4 KO,MII oocyte,polyA RNA,GSM6033308
SRR18677118,11628677,3488603100,150,1146,SRX14778657,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP303825,PRJNA697913,35697785,"",SRS12538058,SAMN27404734,simple,10090,Mus musculus,GSM6033309,GEO,SRA1189375,04,2022,Xiong,Oocyte,E5_MII_Btg4_Het_smart_rep2,Oocyte,Btg4 Het,MII oocyte,polyA RNA,GSM6033309
