Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,ID,disease state,GEO Accession
SRR14511638,106475344,13522368688,28,4408,SRX10857420,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952902,SAMN19117491,simple,9606,Homo sapiens,GSM5292174,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_301_snRNA-E7,Motor Cortex,Motor Cortex,237,c9FTLD,GSM5292205
SRR14511639,108196805,13740994235,28,4442,SRX10857420,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952902,SAMN19117491,simple,9606,Homo sapiens,GSM5292174,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_301_snRNA-E7,Motor Cortex,Motor Cortex,238,c9FTLD,GSM5292206
SRR14511640,135204574,17170980898,28,5577,SRX10857421,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952903,SAMN19117490,simple,9606,Homo sapiens,GSM5292175,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_303_snRNA-E8,Motor Cortex,Motor Cortex,239,c9FTLD,GSM5292207
SRR14511641,137248985,17430621095,28,5614,SRX10857421,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952903,SAMN19117490,simple,9606,Homo sapiens,GSM5292175,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_303_snRNA-E8,Motor Cortex,Motor Cortex,240,c9FTLD,GSM5292208
SRR14511642,113721390,14442616530,28,4689,SRX10857422,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952904,SAMN19117489,simple,9606,Homo sapiens,GSM5292176,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_304_snRNA-E9,Motor Cortex,Motor Cortex,110,sALS,GSM5292143
SRR14511643,115353390,14649880530,28,4716,SRX10857422,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952904,SAMN19117489,simple,9606,Homo sapiens,GSM5292176,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_304_snRNA-E9,Motor Cortex,Motor Cortex,111,sALS,GSM5292144
SRR14511644,105896245,13448823115,28,4379,SRX10857423,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952905,SAMN19117488,simple,9606,Homo sapiens,GSM5292177,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_306_snRNA-E10,Motor Cortex,Motor Cortex,112,sALS,GSM5292145
SRR14511645,107472724,13649035948,28,4407,SRX10857423,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952905,SAMN19117488,simple,9606,Homo sapiens,GSM5292177,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_306_snRNA-E10,Motor Cortex,Motor Cortex,114,c9ALS,GSM5292146
SRR14511646,102314152,12993897304,28,4364,SRX10857424,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952906,SAMN19117487,simple,9606,Homo sapiens,GSM5292178,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_307_snRNA-E11,Motor Cortex,Motor Cortex,115,c9ALS,GSM5292147
SRR14511647,101106483,12840523341,28,4326,SRX10857424,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952906,SAMN19117487,simple,9606,Homo sapiens,GSM5292178,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_307_snRNA-E11,Motor Cortex,Motor Cortex,116,sALS,GSM5292148
SRR14511648,108222583,13744268041,28,4591,SRX10857425,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952907,SAMN19117486,simple,9606,Homo sapiens,GSM5292179,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_308_snRNA-E12,Motor Cortex,Motor Cortex,117,sALS,GSM5292149
SRR14511649,106956045,13583417715,28,4550,SRX10857425,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952907,SAMN19117486,simple,9606,Homo sapiens,GSM5292179,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_308_snRNA-E12,Motor Cortex,Motor Cortex,118,sALS,GSM5292150
SRR14511650,92643481,11765722087,28,3963,SRX10857426,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952908,SAMN19117485,simple,9606,Homo sapiens,GSM5292180,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_309_snRNA-F1,Motor Cortex,Motor Cortex,120,sALS,GSM5292151
SRR14511651,91601316,11633367132,28,3929,SRX10857426,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952908,SAMN19117485,simple,9606,Homo sapiens,GSM5292180,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_309_snRNA-F1,Motor Cortex,Motor Cortex,122,sALS,GSM5292152
SRR14511652,93474597,11871273819,28,3947,SRX10857427,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952909,SAMN19117484,simple,9606,Homo sapiens,GSM5292181,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_317_snRNA-F2,Motor Cortex,Motor Cortex,124,sALS,GSM5292153
SRR14511653,92408220,11735843940,28,3913,SRX10857427,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952909,SAMN19117484,simple,9606,Homo sapiens,GSM5292181,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_317_snRNA-F2,Motor Cortex,Motor Cortex,126,sALS,GSM5292154
SRR14511654,78592732,9981276964,28,3519,SRX10857428,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952910,SAMN19117483,simple,9606,Homo sapiens,GSM5292182,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_318_snRNA-F3,Motor Cortex,Motor Cortex,127,sALS,GSM5292155
SRR14511655,94173711,11960061297,28,4097,SRX10857428,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952910,SAMN19117483,simple,9606,Homo sapiens,GSM5292182,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_318_snRNA-F3,Motor Cortex,Motor Cortex,128,c9ALS,GSM5292156
SRR14511656,75122702,9540583154,28,3367,SRX10857429,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952911,SAMN19117482,simple,9606,Homo sapiens,GSM5292183,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_319_snRNA-F4,Motor Cortex,Motor Cortex,129,c9ALS,GSM5292157
SRR14511657,89491665,11365441455,28,3895,SRX10857429,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952911,SAMN19117482,simple,9606,Homo sapiens,GSM5292183,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_319_snRNA-F4,Motor Cortex,Motor Cortex,130,c9ALS,GSM5292158
SRR14511658,72044674,9149673598,28,3231,SRX10857430,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952912,SAMN19117481,simple,9606,Homo sapiens,GSM5292184,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_322_snRNA-F5,Motor Cortex,Motor Cortex,202,sFTLD,GSM5292159
SRR14511659,85836135,10901189145,28,3739,SRX10857430,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952912,SAMN19117481,simple,9606,Homo sapiens,GSM5292184,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_322_snRNA-F5,Motor Cortex,Motor Cortex,204,sFTLD,GSM5292160
SRR14511660,77288329,9815617783,28,3457,SRX10857431,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952913,SAMN19117480,simple,9606,Homo sapiens,GSM5292185,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_323_snRNA-F6,Motor Cortex,Motor Cortex,207,sFTLD,GSM5292161
SRR14511661,92766698,11781370646,28,4030,SRX10857431,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952913,SAMN19117480,simple,9606,Homo sapiens,GSM5292185,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_323_snRNA-F6,Motor Cortex,Motor Cortex,209,sFTLD,GSM5292162
SRR14511662,84074267,10677431909,28,3659,SRX10857432,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952914,SAMN19117479,simple,9606,Homo sapiens,GSM5292186,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_324_snRNA-F7,Motor Cortex,Motor Cortex,211,sFTLD,GSM5292163
SRR14511663,83034570,10545390390,28,3629,SRX10857432,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952914,SAMN19117479,simple,9606,Homo sapiens,GSM5292186,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_324_snRNA-F7,Motor Cortex,Motor Cortex,214,c9FTLD,GSM5292164
SRR14511664,93347758,11855165266,28,4038,SRX10857433,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952915,SAMN19117478,simple,9606,Homo sapiens,GSM5292187,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_325_snRNA-F8,Motor Cortex,Motor Cortex,216,sFTLD,GSM5292165
SRR14511665,92259217,11716920559,28,4008,SRX10857433,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952915,SAMN19117478,simple,9606,Homo sapiens,GSM5292187,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_325_snRNA-F8,Motor Cortex,Motor Cortex,217,sFTLD,GSM5292166
SRR14511666,90561155,11501266685,28,3930,SRX10857434,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952916,SAMN19117477,simple,9606,Homo sapiens,GSM5292188,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_328_snRNA-F9,Motor Cortex,Motor Cortex,218,sFTLD,GSM5292167
SRR14511667,89443919,11359377713,28,3898,SRX10857434,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952916,SAMN19117477,simple,9606,Homo sapiens,GSM5292188,GEO,SRA1231427,07,2021,Makar,Motor Cortex,191114_PN_328_snRNA-F9,Motor Cortex,Motor Cortex,222,sFTLD,GSM5292168
SRR14511668,212497060,26987126620,28,8851,SRX10857435,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952917,SAMN19117476,simple,9606,Homo sapiens,GSM5292189,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_FTLD_206_snRNA-A10,Motor Cortex,Motor Cortex,224,c9FTLD,GSM5292169
SRR14511669,213491909,27113472443,8,8857,SRX10857435,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952917,SAMN19117476,simple,9606,Homo sapiens,GSM5292189,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_FTLD_206_snRNA-A10,Motor Cortex,Motor Cortex,225,sFTLD,GSM5292170
SRR14511670,159035093,20197456811,28,6635,SRX10857436,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952918,SAMN19117475,simple,9606,Homo sapiens,GSM5292190,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_FTLD_210_snRNA-A11,Motor Cortex,Motor Cortex,226,sFTLD,GSM5292171
SRR14511671,159422405,20246645435,28,6627,SRX10857436,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952918,SAMN19117475,simple,9606,Homo sapiens,GSM5292190,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_FTLD_210_snRNA-A11,Motor Cortex,Motor Cortex,228,sFTLD,GSM5292172
SRR14511672,217326671,27600487217,28,9121,SRX10857437,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952919,SAMN19117474,simple,9606,Homo sapiens,GSM5292191,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_FTLD_214_snRNA-A12,Motor Cortex,Motor Cortex,229,c9FTLD,GSM5292173
SRR14511673,218937297,27805036719,28,9155,SRX10857437,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952919,SAMN19117474,simple,9606,Homo sapiens,GSM5292191,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_FTLD_214_snRNA-A12,Motor Cortex,Motor Cortex,301,PN,GSM5292174
SRR14511674,162775069,20672433763,28,6847,SRX10857438,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952920,SAMN19117473,simple,9606,Homo sapiens,GSM5292192,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_FTLD_229_snRNA-B2,Motor Cortex,Motor Cortex,303,PN,GSM5292175
SRR14511675,163043448,20706517896,28,6835,SRX10857438,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952920,SAMN19117473,simple,9606,Homo sapiens,GSM5292192,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_FTLD_229_snRNA-B2,Motor Cortex,Motor Cortex,304,PN,GSM5292176
SRR14511676,367491157,46671376939,28,15370,SRX10857439,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952921,SAMN19117472,simple,9606,Homo sapiens,GSM5292193,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_PN_302_snRNA-B4,Motor Cortex,Motor Cortex,306,PN,GSM5292177
SRR14511677,370037169,46994720463,28,15431,SRX10857439,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952921,SAMN19117472,simple,9606,Homo sapiens,GSM5292193,GEO,SRA1231427,07,2021,Makar,Motor Cortex,200721_PN_302_snRNA-B4,Motor Cortex,Motor Cortex,307,PN,GSM5292178
SRR14511678,77704250,8780580250,28,3083,SRX10857440,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952922,SAMN19117471,simple,9606,Homo sapiens,GSM5292194,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_101_snRNA-B1,Motor Cortex,Motor Cortex,308,PN,GSM5292179
SRR14511679,74668271,8437514623,28,2990,SRX10857440,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952922,SAMN19117471,simple,9606,Homo sapiens,GSM5292194,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_101_snRNA-B1,Motor Cortex,Motor Cortex,309,PN,GSM5292180
SRR14511680,102810268,11617560284,28,4019,SRX10857441,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952923,SAMN19117470,simple,9606,Homo sapiens,GSM5292195,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_102_snRNA-B2,Motor Cortex,Motor Cortex,317,PN,GSM5292181
SRR14511681,98675597,11150342461,28,3890,SRX10857441,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952923,SAMN19117470,simple,9606,Homo sapiens,GSM5292195,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_102_snRNA-B2,Motor Cortex,Motor Cortex,318,PN,GSM5292182
SRR14511682,91525671,10342400823,28,3608,SRX10857442,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8953072,SAMN19117469,simple,9606,Homo sapiens,GSM5292196,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_103_snRNA-B3,Motor Cortex,Motor Cortex,319,PN,GSM5292183
SRR14511683,87944845,9937767485,28,3498,SRX10857442,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8953072,SAMN19117469,simple,9606,Homo sapiens,GSM5292196,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_103_snRNA-B3,Motor Cortex,Motor Cortex,322,PN,GSM5292184
SRR14511684,77591942,8767889446,28,3060,SRX10857443,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952924,SAMN19117431,simple,9606,Homo sapiens,GSM5292197,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_104_snRNA-B4,Motor Cortex,Motor Cortex,323,PN,GSM5292185
SRR14511685,74424284,8409944092,28,2961,SRX10857443,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952924,SAMN19117431,simple,9606,Homo sapiens,GSM5292197,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_104_snRNA-B4,Motor Cortex,Motor Cortex,324,PN,GSM5292186
SRR14511686,74846569,8457662297,28,2937,SRX10857444,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952925,SAMN19117430,simple,9606,Homo sapiens,GSM5292198,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_106_snRNA-B5,Motor Cortex,Motor Cortex,325,PN,GSM5292187
SRR14511687,71881425,8122601025,28,2845,SRX10857444,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952925,SAMN19117430,simple,9606,Homo sapiens,GSM5292198,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_106_snRNA-B5,Motor Cortex,Motor Cortex,328,PN,GSM5292188
SRR14511688,68197922,7706365186,28,2718,SRX10857445,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952926,SAMN19117497,simple,9606,Homo sapiens,GSM5292199,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_108_snRNA-B6,Motor Cortex,Motor Cortex,206,sFTLD,GSM5292189
SRR14511689,65322318,7381421934,28,2628,SRX10857445,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952926,SAMN19117497,simple,9606,Homo sapiens,GSM5292199,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_108_snRNA-B6,Motor Cortex,Motor Cortex,210,c9FTLD,GSM5292190
SRR14511690,74108295,8374237335,28,2925,SRX10857446,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952927,SAMN19117468,simple,9606,Homo sapiens,GSM5292200,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_113_snRNA-B7,Motor Cortex,Motor Cortex,214,c9FTLD,GSM5292191
SRR14511691,71229063,8048884119,28,2837,SRX10857446,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952927,SAMN19117468,simple,9606,Homo sapiens,GSM5292200,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_ALS_113_snRNA-B7,Motor Cortex,Motor Cortex,229,c9FTLD,GSM5292192
SRR14511692,63721009,7200474017,28,2526,SRX10857447,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952928,SAMN19117467,simple,9606,Homo sapiens,GSM5292201,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_PN_311_snRNA-B8,Motor Cortex,Motor Cortex,302,PN,GSM5292193
SRR14511693,61070206,6900933278,28,2443,SRX10857447,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952928,SAMN19117467,simple,9606,Homo sapiens,GSM5292201,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201019_PN_311_snRNA-B8,Motor Cortex,Motor Cortex,101,sALS,GSM5292194
SRR14511694,99309253,11221945589,28,3863,SRX10857448,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952929,SAMN19117466,simple,9606,Homo sapiens,GSM5292202,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201025_FTLD_232_snRNA-C5,Motor Cortex,Motor Cortex,102,sALS,GSM5292195
SRR14511695,95961928,10843697864,28,3763,SRX10857448,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952929,SAMN19117466,simple,9606,Homo sapiens,GSM5292202,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201025_FTLD_232_snRNA-C5,Motor Cortex,Motor Cortex,103,sALS,GSM5292196
SRR14511696,98690454,11152021302,28,3850,SRX10857449,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952930,SAMN19117463,simple,9606,Homo sapiens,GSM5292203,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201025_FTLD_234_snRNA-C6,Motor Cortex,Motor Cortex,104,sALS,GSM5292197
SRR14511697,95207186,10758412018,28,3743,SRX10857449,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952930,SAMN19117463,simple,9606,Homo sapiens,GSM5292203,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201025_FTLD_234_snRNA-C6,Motor Cortex,Motor Cortex,106,sALS,GSM5292198
SRR14511698,99516016,11245309808,28,3872,SRX10857450,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952931,SAMN19117433,simple,9606,Homo sapiens,GSM5292204,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201025_FTLD_235_snRNA-C7,Motor Cortex,Motor Cortex,108,sALS,GSM5292199
SRR14511699,95737784,10818369592,28,3754,SRX10857450,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952931,SAMN19117433,simple,9606,Homo sapiens,GSM5292204,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201025_FTLD_235_snRNA-C7,Motor Cortex,Motor Cortex,113,c9ALS,GSM5292200
SRR14511700,122608230,13854729990,28,4783,SRX10857451,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319497,PRJNA729486,1,"",SRS8952932,SAMN19117432,simple,9606,Homo sapiens,GSM5292205,GEO,SRA1231427,07,2021,Makar,Motor Cortex,201025_FTLD_237_snRNA-C9,Motor Cortex,Motor Cortex,311,PN,GSM5292201
