Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,time point,rna-pretreatment,molecule subtype,sub_species,GEO Accession
SRR10400942,1165651,59448201,51,20,SRX7101007,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613264,SAMN13198698,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150197,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary term-seq rep1,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150209
SRR10400943,2538036,129439836,51,42,SRX7101008,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613265,SAMN13198697,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150198,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary term-seq rep2,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150210
SRR10400944,1950395,99470145,51,33,SRX7101009,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613266,SAMN13198696,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150199,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary term-seq rep3,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150211
SRR10400945,2648703,135083853,51,44,SRX7101010,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613267,SAMN13198695,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150200,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose term-seq rep1,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150212
SRR10400946,1789813,91280463,51,30,SRX7101011,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613268,SAMN13198694,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150201,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose term-seq rep2,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150213
SRR10400947,2194593,111924243,51,37,SRX7101012,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613269,SAMN13198693,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150202,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose term-seq rep3,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150214
SRR10400948,3262321,166378371,51,55,SRX7101013,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613270,SAMN13198692,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150203,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary term-seq rep1,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150215
SRR10400949,1952527,99578877,51,33,SRX7101014,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613271,SAMN13198738,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150204,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary term-seq rep2,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150216
SRR10400950,2206054,112508754,51,38,SRX7101015,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613272,SAMN13198737,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150205,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary term-seq rep3,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150217
SRR10400951,2889024,147340224,51,50,SRX7101016,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613273,SAMN13198736,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150206,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary term-seq rep4,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150218
SRR10400952,1387144,70744344,51,24,SRX7101017,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613274,SAMN13198735,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150207,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose term-seq rep1,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150219
SRR10400953,1482979,75631929,51,25,SRX7101018,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613275,SAMN13198734,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150208,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose term-seq rep2,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150220
SRR10400954,2249949,114747399,51,38,SRX7101019,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613276,SAMN13198730,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150209,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose term-seq rep3,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150221
SRR10400955,1751983,89351133,51,30,SRX7101020,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613277,SAMN13198729,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150210,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary term-seq rep1,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150222
SRR10400956,1798055,91700805,51,31,SRX7101021,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613278,SAMN13198728,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150211,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary term-seq rep2,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150223
SRR10400957,2615873,133409523,51,44,SRX7101022,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613279,SAMN13198733,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150212,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary term-seq rep3,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150224
SRR10400958,38601924,9727684848,126,3683,SRX7101023,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613280,SAMN13198732,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150213,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose RNA-seq rep1,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150225
SRR10400959,35458017,8935420284,126,3432,SRX7101024,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613281,SAMN13198731,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150214,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose RNA-seq rep2,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150226
SRR10400960,36397642,9172205784,126,3506,SRX7101025,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613282,SAMN13198727,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150215,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose RNA-seq rep3,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150227
SRR10400961,32142905,8100012060,126,3122,SRX7101026,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613283,SAMN13198726,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150216,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary RNA-seq rep1,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150228
SRR10400962,36165886,9113803272,126,3476,SRX7101027,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613284,SAMN13198725,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150217,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary RNA-seq rep2,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150229
SRR10400963,38587949,9724163148,126,3669,SRX7101028,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613285,SAMN13198724,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150218,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary RNA-seq rep3,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150230
SRR10400964,41120555,10362379860,126,3948,SRX7101029,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613286,SAMN13198723,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150219,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose RNA-seq rep1,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150231
SRR10400965,36471868,9190910736,126,3476,SRX7101030,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613287,SAMN13198722,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150220,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose RNA-seq rep2,cell culture,ZM4,mid-glucose,N/A,ribosome protected RNA footprints,mobilis,GSM4150232
SRR10400966,35245167,8881782084,126,3377,SRX7101031,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613288,SAMN13198690,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150221,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose RNA-seq rep3,cell culture,ZM4,mid-glucose,N/A,ribosome protected RNA footprints,mobilis,GSM4150233
SRR10400967,38476340,9696037680,126,3675,SRX7101032,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613289,SAMN13198689,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150222,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary RNA-seq rep1,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150234
SRR10400968,38077568,9595547136,126,3625,SRX7101033,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613290,SAMN13198688,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150223,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary RNA-seq rep2,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150235
SRR10400969,40397480,10180164960,126,3844,SRX7101034,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613291,SAMN13198687,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150224,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary RNA-seq rep3,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150236
SRR10400970,34433857,8677331964,126,3234,SRX7101035,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613292,SAMN13198686,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150225,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary RNA-seq rep4,cell culture,ZM4,mid-glucose,N/A,ribosome protected RNA footprints,mobilis,GSM4150237
SRR10400971,35740839,9006691428,126,3406,SRX7101036,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613293,SAMN13198685,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150226,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose RNA-seq rep1,cell culture,ZM4,mid-glucose,N/A,ribosome protected RNA footprints,mobilis,GSM4150238
SRR10400972,4021585,205100835,51,64,SRX7101036,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613293,SAMN13198685,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150226,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose RNA-seq rep1,cell culture,ZM4,mid-glucose,N/A,ribosome protected RNA footprints,mobilis,GSM4150239
SRR10400973,3928241,200340291,51,63,SRX7101036,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613293,SAMN13198685,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150226,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose RNA-seq rep1,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150240
SRR10400974,30664448,7727440896,126,2969,SRX7101037,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613294,SAMN13198684,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150227,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose RNA-seq rep2,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150241
SRR10400975,5193107,264848457,51,83,SRX7101037,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613294,SAMN13198684,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150227,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose RNA-seq rep2,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150242
SRR10400976,5072376,258691176,51,81,SRX7101037,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613294,SAMN13198684,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150227,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose RNA-seq rep2,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150243
SRR10400977,36499022,9197753544,126,3459,SRX7101038,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613295,SAMN13198683,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150228,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose RNA-seq rep3,cell culture,ZM4,mid-glucose,N/A,ribosome protected RNA footprints,mobilis,GSM4150244
SRR10400978,3607431,183978981,51,58,SRX7101038,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613295,SAMN13198683,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150228,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose RNA-seq rep3,cell culture,ZM4,mid-glucose,N/A,ribosome protected RNA footprints,mobilis,GSM4150245
SRR10400979,3526072,179829672,51,57,SRX7101038,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613295,SAMN13198683,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150228,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose RNA-seq rep3,cell culture,ZM4,mid-glucose,N/A,ribosome protected RNA footprints,mobilis,GSM4150246
SRR10400980,36208807,9124619364,126,3443,SRX7101039,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613296,SAMN13198682,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150229,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary RNA-seq rep1,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150247
SRR10400981,4429545,225906795,51,71,SRX7101039,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613296,SAMN13198682,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150229,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary RNA-seq rep1,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150248
SRR10400982,4338395,221258145,51,70,SRX7101039,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613296,SAMN13198682,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150229,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary RNA-seq rep1,cell culture,ZM4,stationary,N/A,ribosome protected RNA footprints,mobilis,GSM4150249
SRR10400983,37766977,9517278204,126,3605,SRX7101040,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613297,SAMN13198681,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150230,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary RNA-seq rep2,cell culture,ZM4,mid-glucose,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150156
SRR10400984,3903490,199077990,51,62,SRX7101040,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613297,SAMN13198681,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150230,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary RNA-seq rep2,cell culture,ZM4,mid-glucose,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150157
SRR10400985,3815956,194613756,51,60,SRX7101040,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613297,SAMN13198681,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150230,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary RNA-seq rep2,cell culture,ZM4,mid-glucose,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150158
SRR10400986,31444445,7924000140,126,3000,SRX7101041,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613298,SAMN13198680,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150231,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary RNA-seq rep3,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150159
SRR10400987,3530562,180058662,51,57,SRX7101041,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613298,SAMN13198680,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150231,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary RNA-seq rep3,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150160
SRR10400988,3460444,176482644,51,55,SRX7101041,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP228586,PRJNA587699,32694125,"",SRS5613298,SAMN13198680,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150231,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary RNA-seq rep3,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150161
SRR10400989,3953464,201626664,51,63,SRX7101042,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613299,SAMN13198679,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150232,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose Ribo-seq rep1,cell culture,ZM4,mid-glucose,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150162
SRR10400990,3944066,201147366,51,63,SRX7101042,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613299,SAMN13198679,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150232,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose Ribo-seq rep1,cell culture,ZM4,mid-glucose,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150163
SRR10400991,3671080,187225080,51,59,SRX7101042,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613299,SAMN13198679,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150232,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose Ribo-seq rep1,cell culture,ZM4,mid-glucose,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150164
SRR10400992,3599508,183574908,51,58,SRX7101042,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613299,SAMN13198679,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150232,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose Ribo-seq rep1,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150165
SRR10400993,5117925,261014175,51,81,SRX7101043,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613300,SAMN13198678,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150233,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose Ribo-seq rep3,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150166
SRR10400994,5091955,259689705,51,81,SRX7101043,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613300,SAMN13198678,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150233,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose Ribo-seq rep3,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150167
SRR10400995,4681873,238775523,51,75,SRX7101043,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613300,SAMN13198678,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150233,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose Ribo-seq rep3,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150168
