Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,gene expressed,induction concentration,induction od,induction time
SRR9691516,4691955,356588580,76,127,SRX6450801,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104519,SAMN12283973,simple,562,Escherichia coli,GSM3942216,GEO,SRA921338,07,2022,Makar,ccCOMT,ccCOMT-1 [ribosome profiling],pmTPH,Gly2,pmTPH,1mM Rhamnose,0.3,2hr
SRR9691517,4696151,356907476,76,125,SRX6450801,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104519,SAMN12283973,simple,562,Escherichia coli,GSM3942216,GEO,SRA921338,07,2022,Makar,ccCOMT,ccCOMT-1 [ribosome profiling],RFC_v1,Gly2,RFC_v1,1mM Rhamnose,0.3,2hr
SRR9691518,4951743,376332468,76,132,SRX6450801,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104519,SAMN12283973,simple,562,Escherichia coli,GSM3942216,GEO,SRA921338,07,2022,Makar,ccCOMT,ccCOMT-1 [ribosome profiling],RFC_v1,Gly2,RFC_v1,1mM Rhamnose,0.3,2hr
SRR9691519,5319434,404276984,76,142,SRX6450802,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104520,SAMN12283972,simple,562,Escherichia coli,GSM3942217,GEO,SRA921338,07,2022,Makar,ccCOMT,ccCOMT-2 [ribosome profiling],RFC_v2,Gly2,RFC_v2,1mM Rhamnose,0.3,2hr
SRR9691520,5314900,403932400,76,145,SRX6450802,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104520,SAMN12283972,simple,562,Escherichia coli,GSM3942217,GEO,SRA921338,07,2022,Makar,ccCOMT,ccCOMT-2 [ribosome profiling],RFC_v2,Gly2,RFC_v2,1mM Rhamnose,0.3,2hr
SRR9691521,5063025,384789900,76,137,SRX6450802,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104520,SAMN12283972,simple,562,Escherichia coli,GSM3942217,GEO,SRA921338,07,2022,Makar,ccCOMT,ccCOMT-2 [ribosome profiling],RFC_v3,Gly2,RFC_v3,1mM Rhamnose,0.3,2hr
SRR9691522,5578546,423969496,76,149,SRX6450802,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104520,SAMN12283972,simple,562,Escherichia coli,GSM3942217,GEO,SRA921338,07,2022,Makar,ccCOMT,ccCOMT-2 [ribosome profiling],RFC_v3,Gly2,RFC_v3,1mM Rhamnose,0.3,2hr
SRR9691523,1638017,124489292,76,43,SRX6450803,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104521,SAMN12283971,simple,562,Escherichia coli,GSM3942218,GEO,SRA921338,07,2022,Makar,ckDDC,ckDDC-1 [ribosome profiling],RFC,Gly2,RFC,1mM Rhamnose,0.3,2hr
SRR9691524,1719063,130648788,76,44,SRX6450803,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104521,SAMN12283971,simple,562,Escherichia coli,GSM3942218,GEO,SRA921338,07,2022,Makar,ckDDC,ckDDC-1 [ribosome profiling],RFC,Gly2,RFC,1mM Rhamnose,0.3,2hr
SRR9691525,1706217,129672492,76,43,SRX6450803,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104521,SAMN12283971,simple,562,Escherichia coli,GSM3942218,GEO,SRA921338,07,2022,Makar,ckDDC,ckDDC-1 [ribosome profiling],rnCOMT_sol,Gly2,rnCOMT_sol,1mM Rhamnose,0.3,2hr
SRR9691526,1676995,127451620,76,43,SRX6450803,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104521,SAMN12283971,simple,562,Escherichia coli,GSM3942218,GEO,SRA921338,07,2022,Makar,ckDDC,ckDDC-1 [ribosome profiling],rnCOMT_sol,Gly2,rnCOMT_sol,1mM Rhamnose,0.3,2hr
SRR9691527,2020453,153554428,76,53,SRX6450804,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104522,SAMN12283966,simple,562,Escherichia coli,GSM3942219,GEO,SRA921338,07,2022,Makar,ckDDC,ckDDC-2 [ribosome profiling],rnPNMT,Gly2,rnPNMT,1mM Rhamnose,0.3,2hr
SRR9691528,2122341,161297916,76,54,SRX6450804,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104522,SAMN12283966,simple,562,Escherichia coli,GSM3942219,GEO,SRA921338,07,2022,Makar,ckDDC,ckDDC-2 [ribosome profiling],rnPNMT,Gly2,rnPNMT,1mM Rhamnose,0.3,2hr
SRR9691529,2131081,161962156,76,54,SRX6450804,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104522,SAMN12283966,simple,562,Escherichia coli,GSM3942219,GEO,SRA921338,07,2022,Makar,ckDDC,ckDDC-2 [ribosome profiling],rnTDC,Gly2,rnTDC,1mM Rhamnose,0.3,2hr
SRR9691530,2067581,157136156,76,53,SRX6450804,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104522,SAMN12283966,simple,562,Escherichia coli,GSM3942219,GEO,SRA921338,07,2022,Makar,ckDDC,ckDDC-2 [ribosome profiling],rnTDC,Gly2,rnTDC,1mM Rhamnose,0.3,2hr
SRR9691531,2805589,213224764,76,71,SRX6450805,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104523,SAMN12283965,simple,562,Escherichia coli,GSM3942220,GEO,SRA921338,07,2022,Makar,CNTF_belt,CNTF_belt-1 [ribosome profiling],rnTDC-trunc,Gly2,rnTDC-trunc,1mM Rhamnose,0.3,2hr
SRR9691532,2786119,211745044,76,69,SRX6450805,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104523,SAMN12283965,simple,562,Escherichia coli,GSM3942220,GEO,SRA921338,07,2022,Makar,CNTF_belt,CNTF_belt-1 [ribosome profiling],rnTDC-trunc,Gly2,rnTDC-trunc,1mM Rhamnose,0.3,2hr
SRR9691533,2931888,222823488,76,74,SRX6450805,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104523,SAMN12283965,simple,562,Escherichia coli,GSM3942220,GEO,SRA921338,07,2022,Makar,CNTF_belt,CNTF_belt-1 [ribosome profiling],saCOMT-T2A,Gly2,saCOMT-T2A,1mM Rhamnose,0.3,2hr
SRR9691534,2922309,222095484,76,74,SRX6450805,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104523,SAMN12283965,simple,562,Escherichia coli,GSM3942220,GEO,SRA921338,07,2022,Makar,CNTF_belt,CNTF_belt-1 [ribosome profiling],saCOMT-T2A,Gly2,saCOMT-T2A,1mM Rhamnose,0.3,2hr
SRR9691535,3759164,285696464,76,96,SRX6450806,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104524,SAMN12283964,simple,562,Escherichia coli,GSM3942221,GEO,SRA921338,07,2022,Makar,CNTF_belt,CNTF_belt-2 [ribosome profiling],sfCOMT,Gly2,sfCOMT,1mM Rhamnose,0.3,2hr
SRR9691536,3574066,271629016,76,91,SRX6450806,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104524,SAMN12283964,simple,562,Escherichia coli,GSM3942221,GEO,SRA921338,07,2022,Makar,CNTF_belt,CNTF_belt-2 [ribosome profiling],sfCOMT,Gly2,sfCOMT,1mM Rhamnose,0.3,2hr
SRR9691537,3744294,284566344,76,97,SRX6450806,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104524,SAMN12283964,simple,562,Escherichia coli,GSM3942221,GEO,SRA921338,07,2022,Makar,CNTF_belt,CNTF_belt-2 [ribosome profiling],sgAANAT-D63G,Gly2,sgAANAT-D63G,1mM Rhamnose,0.3,2hr
SRR9691538,3591125,272925500,76,93,SRX6450806,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104524,SAMN12283964,simple,562,Escherichia coli,GSM3942221,GEO,SRA921338,07,2022,Makar,CNTF_belt,CNTF_belt-2 [ribosome profiling],sgAANAT-D63G,Gly2,sgAANAT-D63G,1mM Rhamnose,0.3,2hr
SRR9691539,5761828,437898928,76,154,SRX6450807,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104525,SAMN12283963,simple,562,Escherichia coli,GSM3942222,GEO,SRA921338,07,2022,Makar,cobPNMT,cobPNMT-1 [ribosome profiling],ssDDC,Gly2,ssDDC,1mM Rhamnose,0.3,2hr
SRR9691540,5532551,420473876,76,148,SRX6450807,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104525,SAMN12283963,simple,562,Escherichia coli,GSM3942222,GEO,SRA921338,07,2022,Makar,cobPNMT,cobPNMT-1 [ribosome profiling],ssDDC,Gly2,ssDDC,1mM Rhamnose,0.3,2hr
SRR9691541,5477811,416313636,76,149,SRX6450807,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104525,SAMN12283963,simple,562,Escherichia coli,GSM3942222,GEO,SRA921338,07,2022,Makar,cobPNMT,cobPNMT-1 [ribosome profiling],TP53B1,Gly2,TP53B1,1mM Rhamnose,0.3,2hr
SRR9691542,5242769,398450444,76,141,SRX6450807,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104525,SAMN12283963,simple,562,Escherichia coli,GSM3942222,GEO,SRA921338,07,2022,Makar,cobPNMT,cobPNMT-1 [ribosome profiling],TP53B1,Gly2,TP53B1,1mM Rhamnose,0.3,2hr
SRR9691543,5423378,412176728,76,146,SRX6450808,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104526,SAMN12283970,simple,562,Escherichia coli,GSM3942223,GEO,SRA921338,07,2022,Makar,cobPNMT,cobPNMT-2 [ribosome profiling],WT,Gly2,none (wild type),1mM Rhamnose,0.3,2hr
SRR9691544,5437659,413262084,76,144,SRX6450808,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104526,SAMN12283970,simple,562,Escherichia coli,GSM3942223,GEO,SRA921338,07,2022,Makar,cobPNMT,cobPNMT-2 [ribosome profiling],WT,Gly2,none (wild type),1mM Rhamnose,0.3,2hr
SRR9691545,5176713,393430188,76,138,SRX6450808,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104526,SAMN12283970,simple,562,Escherichia coli,GSM3942223,GEO,SRA921338,07,2022,Makar,cobPNMT,cobPNMT-2 [ribosome profiling],atASMT-325G,Gly2,atASMT-325G,1mM Rhamnose,0.3,2hr
SRR9691546,5713071,434193396,76,151,SRX6450808,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104526,SAMN12283970,simple,562,Escherichia coli,GSM3942223,GEO,SRA921338,07,2022,Makar,cobPNMT,cobPNMT-2 [ribosome profiling],atASMT-325G,Gly2,atASMT-325G,1mM Rhamnose,0.3,2hr
SRR9691547,1709331,129909156,76,44,SRX6450809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104527,SAMN12283969,simple,562,Escherichia coli,GSM3942224,GEO,SRA921338,07,2022,Makar,cvPhhB,cvPhhB-1 [ribosome profiling],bpTDC,Gly2,bpTDC,1mM Rhamnose,0.3,2hr
SRR9691548,1758905,133676780,76,45,SRX6450809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104527,SAMN12283969,simple,562,Escherichia coli,GSM3942224,GEO,SRA921338,07,2022,Makar,cvPhhB,cvPhhB-1 [ribosome profiling],bpTDC,Gly2,bpTDC,1mM Rhamnose,0.3,2hr
SRR9691549,1794960,136416960,76,45,SRX6450809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104527,SAMN12283969,simple,562,Escherichia coli,GSM3942224,GEO,SRA921338,07,2022,Makar,cvPhhB,cvPhhB-1 [ribosome profiling],BRCA,Gly2,BRCA,1mM Rhamnose,0.3,2hr
SRR9691550,1773293,134770268,76,44,SRX6450809,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104527,SAMN12283969,simple,562,Escherichia coli,GSM3942224,GEO,SRA921338,07,2022,Makar,cvPhhB,cvPhhB-1 [ribosome profiling],BRCA,Gly2,BRCA,1mM Rhamnose,0.3,2hr
SRR9691551,2022009,153672684,76,54,SRX6450810,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104528,SAMN12283968,simple,562,Escherichia coli,GSM3942225,GEO,SRA921338,07,2022,Makar,cvPhhB,cvPhhB-2 [ribosome profiling],BRCA_v1,Gly2,BRCA_v1,1mM Rhamnose,0.3,2hr
SRR9691552,2106025,160057900,76,54,SRX6450810,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104528,SAMN12283968,simple,562,Escherichia coli,GSM3942225,GEO,SRA921338,07,2022,Makar,cvPhhB,cvPhhB-2 [ribosome profiling],BRCA_v1,Gly2,BRCA_v1,1mM Rhamnose,0.3,2hr
SRR9691553,2124467,161459492,76,55,SRX6450810,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104528,SAMN12283968,simple,562,Escherichia coli,GSM3942225,GEO,SRA921338,07,2022,Makar,cvPhhB,cvPhhB-2 [ribosome profiling],BRCA_v2,Gly2,BRCA_v2,1mM Rhamnose,0.3,2hr
SRR9691554,2070088,157326688,76,54,SRX6450810,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104528,SAMN12283968,simple,562,Escherichia coli,GSM3942225,GEO,SRA921338,07,2022,Makar,cvPhhB,cvPhhB-2 [ribosome profiling],BRCA_v2,Gly2,BRCA_v2,1mM Rhamnose,0.3,2hr
SRR9691555,4125414,313531464,76,110,SRX6450811,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104529,SAMN12283967,simple,562,Escherichia coli,GSM3942226,GEO,SRA921338,07,2022,Makar,ggAANAT,ggAANAT-1 [ribosome profiling],btAANAT,Gly2,btAANAT,1mM Rhamnose,0.3,2hr
SRR9691556,3919356,297871056,76,106,SRX6450811,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104529,SAMN12283967,simple,562,Escherichia coli,GSM3942226,GEO,SRA921338,07,2022,Makar,ggAANAT,ggAANAT-1 [ribosome profiling],btAANAT,Gly2,btAANAT,1mM Rhamnose,0.3,2hr
SRR9691557,4352755,330809380,76,117,SRX6450811,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104529,SAMN12283967,simple,562,Escherichia coli,GSM3942226,GEO,SRA921338,07,2022,Makar,ggAANAT,ggAANAT-1 [ribosome profiling],btASMT,Gly2,btASMT,1mM Rhamnose,0.3,2hr
SRR9691558,4128938,313799288,76,113,SRX6450811,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104529,SAMN12283967,simple,562,Escherichia coli,GSM3942226,GEO,SRA921338,07,2022,Makar,ggAANAT,ggAANAT-1 [ribosome profiling],btASMT,Gly2,btASMT,1mM Rhamnose,0.3,2hr
SRR9691559,5954974,452578024,76,158,SRX6450812,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104530,SAMN12284003,simple,562,Escherichia coli,GSM3942227,GEO,SRA921338,07,2022,Makar,ggAANAT,ggAANAT-2 [ribosome profiling],CC1,Gly2,CC1,1mM Rhamnose,0.3,2hr
SRR9691560,5951431,452308756,76,161,SRX6450812,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104530,SAMN12284003,simple,562,Escherichia coli,GSM3942227,GEO,SRA921338,07,2022,Makar,ggAANAT,ggAANAT-2 [ribosome profiling],CC1,Gly2,CC1,1mM Rhamnose,0.3,2hr
SRR9691561,5667445,430725820,76,152,SRX6450812,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104530,SAMN12284003,simple,562,Escherichia coli,GSM3942227,GEO,SRA921338,07,2022,Makar,ggAANAT,ggAANAT-2 [ribosome profiling],ccCOMT,Gly2,ccCOMT,1mM Rhamnose,0.3,2hr
SRR9691562,6256241,475474316,76,167,SRX6450812,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104530,SAMN12284003,simple,562,Escherichia coli,GSM3942227,GEO,SRA921338,07,2022,Makar,ggAANAT,ggAANAT-2 [ribosome profiling],ccCOMT,Gly2,ccCOMT,1mM Rhamnose,0.3,2hr
SRR9691563,5842376,444020576,76,159,SRX6450813,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104531,SAMN12284002,simple,562,Escherichia coli,GSM3942228,GEO,SRA921338,07,2022,Makar,ggTPH,ggTPH-1 [ribosome profiling],ckDDC,Gly2,ckDDC,1mM Rhamnose,0.3,2hr
SRR9691564,5917367,449719892,76,161,SRX6450813,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104531,SAMN12284002,simple,562,Escherichia coli,GSM3942228,GEO,SRA921338,07,2022,Makar,ggTPH,ggTPH-1 [ribosome profiling],ckDDC,Gly2,ckDDC,1mM Rhamnose,0.3,2hr
SRR9691565,5819541,442285116,76,158,SRX6450813,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104531,SAMN12284002,simple,562,Escherichia coli,GSM3942228,GEO,SRA921338,07,2022,Makar,ggTPH,ggTPH-1 [ribosome profiling],CNTF_belt,Gly2,CNTF_belt,1mM Rhamnose,0.3,2hr
SRR9691566,5659234,430101784,76,154,SRX6450813,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104531,SAMN12284002,simple,562,Escherichia coli,GSM3942228,GEO,SRA921338,07,2022,Makar,ggTPH,ggTPH-1 [ribosome profiling],CNTF_belt,Gly2,CNTF_belt,1mM Rhamnose,0.3,2hr
SRR9691567,4216721,320470796,76,114,SRX6450814,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104532,SAMN12284001,simple,562,Escherichia coli,GSM3942229,GEO,SRA921338,07,2022,Makar,ggTPH,ggTPH-2 [ribosome profiling],cobPNMT,Gly2,cobPNMT,1mM Rhamnose,0.3,2hr
SRR9691568,4147694,315224744,76,112,SRX6450814,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104532,SAMN12284001,simple,562,Escherichia coli,GSM3942229,GEO,SRA921338,07,2022,Makar,ggTPH,ggTPH-2 [ribosome profiling],cobPNMT,Gly2,cobPNMT,1mM Rhamnose,0.3,2hr
SRR9691569,4249748,322980848,76,114,SRX6450814,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104532,SAMN12284001,simple,562,Escherichia coli,GSM3942229,GEO,SRA921338,07,2022,Makar,ggTPH,ggTPH-2 [ribosome profiling],cvPhhB,Gly2,cvPhhB,1mM Rhamnose,0.3,2hr
SRR9691570,4053239,308046164,76,109,SRX6450814,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104532,SAMN12284001,simple,562,Escherichia coli,GSM3942229,GEO,SRA921338,07,2022,Makar,ggTPH,ggTPH-2 [ribosome profiling],cvPhhB,Gly2,cvPhhB,1mM Rhamnose,0.3,2hr
SRR9691571,2817466,214127416,76,72,SRX6450815,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104533,SAMN12284000,simple,562,Escherichia coli,GSM3942230,GEO,SRA921338,07,2022,Makar,hsAANAT,hsAANAT-1 [ribosome profiling],ggAANAT,Gly2,ggAANAT,1mM Rhamnose,0.3,2hr
SRR9691572,2711564,206078864,76,70,SRX6450815,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104533,SAMN12284000,simple,562,Escherichia coli,GSM3942230,GEO,SRA921338,07,2022,Makar,hsAANAT,hsAANAT-1 [ribosome profiling],ggAANAT,Gly2,ggAANAT,1mM Rhamnose,0.3,2hr
SRR9691573,2812259,213731684,76,74,SRX6450815,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104533,SAMN12284000,simple,562,Escherichia coli,GSM3942230,GEO,SRA921338,07,2022,Makar,hsAANAT,hsAANAT-1 [ribosome profiling],ggTPH,Gly2,ggTPH,1mM Rhamnose,0.3,2hr
SRR9691574,2851382,216705032,76,74,SRX6450815,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104533,SAMN12284000,simple,562,Escherichia coli,GSM3942230,GEO,SRA921338,07,2022,Makar,hsAANAT,hsAANAT-1 [ribosome profiling],ggTPH,Gly2,ggTPH,1mM Rhamnose,0.3,2hr
SRR9691575,2542557,193234332,76,66,SRX6450816,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104534,SAMN12283999,simple,562,Escherichia coli,GSM3942231,GEO,SRA921338,07,2022,Makar,hsAANAT,hsAANAT-2 [ribosome profiling],hsAANAT,Gly2,hsAANAT,1mM Rhamnose,0.3,2hr
SRR9691576,2633075,200113700,76,69,SRX6450816,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104534,SAMN12283999,simple,562,Escherichia coli,GSM3942231,GEO,SRA921338,07,2022,Makar,hsAANAT,hsAANAT-2 [ribosome profiling],hsAANAT,Gly2,hsAANAT,1mM Rhamnose,0.3,2hr
SRR9691577,2677715,203506340,76,69,SRX6450816,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104534,SAMN12283999,simple,562,Escherichia coli,GSM3942231,GEO,SRA921338,07,2022,Makar,hsAANAT,hsAANAT-2 [ribosome profiling],hsASMT,Gly2,hsASMT,1mM Rhamnose,0.3,2hr
SRR9691578,2705723,205634948,76,70,SRX6450816,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104534,SAMN12283999,simple,562,Escherichia coli,GSM3942231,GEO,SRA921338,07,2022,Makar,hsAANAT,hsAANAT-2 [ribosome profiling],hsASMT,Gly2,hsASMT,1mM Rhamnose,0.3,2hr
SRR9691579,12910245,981178620,76,349,SRX6450817,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104535,SAMN12283998,simple,562,Escherichia coli,GSM3942232,GEO,SRA921338,07,2022,Makar,hsASMT,hsASMT-1 [ribosome profiling],hsPNMT-mb,Gly2,hsPNMT-mb,1mM Rhamnose,0.3,2hr
SRR9691580,12201083,927282308,76,330,SRX6450817,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104535,SAMN12283998,simple,562,Escherichia coli,GSM3942232,GEO,SRA921338,07,2022,Makar,hsASMT,hsASMT-1 [ribosome profiling],hsPNMT-mb,Gly2,hsPNMT-mb,1mM Rhamnose,0.3,2hr
SRR9691581,12529159,952216084,76,339,SRX6450817,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104535,SAMN12283998,simple,562,Escherichia coli,GSM3942232,GEO,SRA921338,07,2022,Makar,hsASMT,hsASMT-1 [ribosome profiling],hsTPH_E2K,Gly2,hsTPH_E2K,1mM Rhamnose,0.3,2hr
