Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,host,collection_date,geo_loc_name,sample_type,sample_label,isolate,BioSampleModel,extracted_nucleic_acid,rap_protein,atc_plus/minus,replicate_number,ip/input,time_point
SRR15530377,71887888,14521353376,101,4134,SRX11828743,RAP21KD_RNA_56h_aTc+_rep1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842368,SAMN20863880,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_56h_aTc+_rep1,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2019,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Plus,One,not applicable,56h
SRR15530376,90920351,18365910902,101,5225,SRX11828744,RAP21KD_RNA_72h_aTc-_rep1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842369,SAMN20863881,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_72h_aTc-_rep1,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2019,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Minus,One,not applicable,72h
SRR15530375,81270236,16416587672,101,4696,SRX11828745,RAP21KD_RNA_72h_aTc+_rep1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842371,SAMN20863882,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_72h_aTc+_rep1,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2019,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Plus,One,not applicable,72h
SRR15530374,90056817,18191477034,101,5117,SRX11828746,RAP21KD_RNA_80h_aTc-_rep1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842370,SAMN20863883,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_80h_aTc-_rep1,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2019,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Minus,One,not applicable,80h
SRR15530373,95667560,19324847120,101,5479,SRX11828747,RAP21KD_RNA_80h_aTc+_rep1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842373,SAMN20863884,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_80h_aTc+_rep1,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2019,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Plus,One,not applicable,80h
SRR15530372,23341831,3523633201,75,1441,SRX11828748,RAP21_gDNA_CloneG4,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP300936,PRJNA690830,1,"",SRS9842372,SAMN20863858,simple,5833,Plasmodium falciparum,RAP21_gDNA_CloneG4,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2019,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",Genomic DNA,RAP21,not applicable,Two,not applicable,not applicable
SRR15530371,15418789,3114595378,101,982,SRX11828749,RAP21KD_RNA_32h_aTc-_rep2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842374,SAMN20863885,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_32h_aTc-_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Minus,Two,not applicable,32h
SRR15530370,13538073,2734690746,101,858,SRX11828750,RAP21KD_RNA_32h_aTc+_rep2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842375,SAMN20863886,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_32h_aTc+_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Plus,Two,not applicable,32h
SRR15530369,20756444,4192801688,101,1306,SRX11828751,RAP21KD_RNA_56h_aTc-_rep2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842376,SAMN20863887,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_56h_aTc-_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Minus,Two,not applicable,56h
SRR15530368,84647290,17098752580,101,5338,SRX11828752,RAP21KD_RNA_56h_aTc+_rep2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842377,SAMN20863888,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_56h_aTc+_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Plus,Two,not applicable,56h
SRR15530367,5367342,1084203084,101,339,SRX11828753,RAP21KD_RNA_72h_aTc-_rep2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842379,SAMN20863889,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_72h_aTc-_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Minus,Two,not applicable,72h
SRR15530366,24622046,4973653292,101,1561,SRX11828754,RAP21KD_RNA_72h_aTc+_rep2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842378,SAMN20863890,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_72h_aTc+_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Plus,Two,not applicable,72h
SRR15530365,17364526,3507634252,101,1099,SRX11828755,RAP21KD_RNA_80h_aTc-_rep2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842380,SAMN20863891,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_80h_aTc-_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Minus,Two,not applicable,80h
SRR15530364,23888976,4825573152,101,1511,SRX11828756,RAP21KD_RNA_80h_aTc+_rep2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842381,SAMN20863892,simple,5833,Plasmodium falciparum,RAP21KD_RNAseq_80h_aTc+_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",mRNA,RAP21,Plus,Two,not applicable,80h
SRR15530363,1104879,111592779,101,34,SRX11828757,RAP21-CLIP-IP1,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842382,SAMN20863893,simple,5833,Plasmodium falciparum,RAP21-HA_CLIP_IP-1,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",protein-bound RNA,RAP21,not applicable,One,IP,not applicable
SRR15530362,404633,40867933,101,12,SRX11828758,RAP21-CLIP-IP2,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842383,SAMN20863894,simple,5833,Plasmodium falciparum,RAP21-HA_CLIP_IP-2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",protein-bound RNA,RAP21,not applicable,Two,IP,not applicable
SRR15530361,36647589,5531797038,75,2270,SRX11828759,WT_gDNA_CloneF3,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP300936,PRJNA690830,1,"",SRS9842384,SAMN20863859,simple,5833,Plasmodium falciparum,WT_gDNA_CloneF3,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2019,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",Genomic DNA,WT,not applicable,One,not applicable,not applicable
SRR15530360,120621,12182721,101,3,SRX11828760,RAP21-CLIP-Input1,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842385,SAMN20863895,simple,5833,Plasmodium falciparum,RAP21-HA_CLIP_Input-1,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",protein-bound RNA,RAP21,not applicable,One,Input,not applicable
SRR15530359,412731,41685831,101,12,SRX11828761,RAP21-CLIP-Input2,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842386,SAMN20863896,simple,5833,Plasmodium falciparum,RAP21-HA_CLIP_Input-2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2020,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",protein-bound RNA,RAP21,not applicable,Two,Input,not applicable
SRR15530358,21627902,3264618916,75,1331,SRX11828762,WT_gDNA_CloneF7,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP300936,PRJNA690830,1,"",SRS9842387,SAMN20863860,simple,5833,Plasmodium falciparum,WT_gDNA_CloneF7,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2019,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",Genomic DNA,WT,not applicable,Two,not applicable,not applicable
SRR15530357,9075835,916659335,101,280,SRX11828763,RAP01_MitoEnrichedSmallRNA_aTc-_rep1,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842388,SAMN20863861,simple,5833,Plasmodium falciparum,RAP01_MitoEnrichedSmallRNA_aTc-_rep1,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2021,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",Mitochondrial-enriched small RNA,RAP01,Minus,One,not applicable,not applicable
SRR15530356,21647249,2186372149,101,660,SRX11828764,RAP01_MitoEnrichedSmallRNA_aTc-_rep2,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842389,SAMN20863862,simple,5833,Plasmodium falciparum,RAP01_MitoEnrichedSmallRNA_aTc-_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2021,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",Mitochondrial-enriched small RNA,RAP01,Minus,Two,not applicable,not applicable
SRR15530355,12371483,1249519783,101,396,SRX11828765,RAP01_MitoEnrichedSmallRNA_aTc+_rep1,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842390,SAMN20863863,simple,5833,Plasmodium falciparum,RAP01_MitoEnrichedSmallRNA_aTc+_rep1,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2021,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",Mitochondrial-enriched small RNA,RAP01,Plus,One,not applicable,not applicable
SRR15530354,16931971,1710129071,101,524,SRX11828766,RAP01_MitoEnrichedSmallRNA_aTc+_rep2,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP300936,PRJNA690830,1,"",SRS9842391,SAMN20863864,simple,5833,Plasmodium falciparum,RAP01_MitoEnrichedSmallRNA_aTc+_rep2,UC Riverside,SRA1281024,02,2022,Makar,"","",Homo sapiens,2021,not applicable,clonal culture,,NF54,"Microbe, viral or environmental",Mitochondrial-enriched small RNA,RAP01,Plus,Two,not applicable,not applicable
